taxon	gene_i	domain_id_i	start_i	end_i	domains_i	length_i	HMM_length_i	is_complete_i	component_i	classification_i	posx_i	posy_i	Index_i	domain_id_j	gene_j	start_j	end_j	domains_j	length_j	HMM_length_j	is_complete_j	component_j	classification_j	posx_j	posy_j	Index_j	taxnid	species	genus	family	order	class	phylum	kingdom	superkingdom
Halopiger salifodinae	arc_SEW21059.1	arc_SEW21059.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.532668948173523	-0.784664690494537	1	arc_SEW21059.1_61-143	arc_SEW21059.1	61	143	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.231678023934364	0.634742379188538	2	1202768	NA	Halopiger	Natrialbaceae	Natrialbales	Halobacteria	Euryarchaeota	NA	Archaea
Halopiger salifodinae	arc_WP_049991574.1	arc_WP_049991574.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.537177681922913	-0.79367583990097	1	arc_WP_049991574.1_61-143	arc_WP_049991574.1	61	143	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.238403558731079	0.656920671463013	2	1202768	NA	Halopiger	Natrialbaceae	Natrialbales	Halobacteria	Euryarchaeota	NA	Archaea
Halopiger xanaduensis	arc_WP_013879305.1	arc_WP_013879305.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.592254936695099	-0.812960684299469	1	arc_WP_013879305.1_61-143	arc_WP_013879305.1	61	143	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.230339616537094	0.661759912967682	2	387343	NA	Halopiger	Natrialbaceae	Natrialbales	Halobacteria	Euryarchaeota	NA	Archaea
Halopiger xanaduensis SH-6	arc_AEH36412.1	arc_AEH36412.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.566154479980469	-0.817741930484772	1	arc_AEH36412.1_61-143	arc_AEH36412.1	61	143	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.237457439303398	0.655181765556335	2	797210	Halopiger xanaduensis	Halopiger	Natrialbaceae	Natrialbales	Halobacteria	Euryarchaeota	NA	Archaea
Haloplanus aerogenes	arc_AZH27055.1	arc_AZH27055.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.325456738471985	-0.678193390369415	1	arc_AZH27055.1_61-143	arc_AZH27055.1	61	143	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.374363750219345	0.809902727603912	2	660522	NA	Haloplanus	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Haloplanus aerogenes	arc_RMB13448.1	arc_RMB13448.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.311660975217819	-0.674233615398407	1	arc_RMB13448.1_61-143	arc_RMB13448.1	61	143	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.378303796052933	0.770347118377686	2	660522	NA	Haloplanus	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Haloplanus aerogenes	arc_WP_121921357.1	arc_WP_121921357.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.309814155101776	-0.660901665687561	1	arc_WP_121921357.1_61-143	arc_WP_121921357.1	61	143	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.37707331776619	0.787481069564819	2	660522	NA	Haloplanus	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Haloplanus natans	arc_WP_049937700.1	arc_WP_049937700.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.321846455335617	-0.676181316375732	1	arc_WP_049937700.1_62-143	arc_WP_049937700.1	62	143	Histone,CBFD_NFYB_HMF	82	65	TRUE	4	NA	-0.420929670333862	0.859477877616882	2	376171	NA	Haloplanus	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Haloplanus rallus	arc_QGX95742.1	arc_QGX95742.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.316474199295044	-0.713821291923523	1	arc_QGX95742.1_61-143	arc_QGX95742.1	61	143	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.39810374379158	0.782933950424194	2	1816183	NA	Haloplanus	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Haloplanus rallus	arc_WP_157690203.1	arc_WP_157690203.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.282248735427856	-0.715385973453522	1	arc_WP_157690203.1_61-143	arc_WP_157690203.1	61	143	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.418203711509705	0.815655410289764	2	1816183	NA	Haloplanus	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Haloplanus salinus	arc_RCU47350.1	arc_RCU47350.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.294696390628815	-0.696292817592621	1	arc_RCU47350.1_62-143	arc_RCU47350.1	62	143	Histone,CBFD_NFYB_HMF	82	65	TRUE	4	NA	-0.371358662843704	0.715285122394562	2	1126245	NA	Haloplanus	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Haloplanus salinus	arc_WP_114448912.1	arc_WP_114448912.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.297365754842758	-0.693849742412567	1	arc_WP_114448912.1_62-143	arc_WP_114448912.1	62	143	Histone,CBFD_NFYB_HMF	82	65	TRUE	4	NA	-0.359955370426178	0.738537192344666	2	1126245	NA	Haloplanus	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Haloplanus sp. CBA1112	arc_AXG08629.1	arc_AXG08629.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.31083470582962	-0.676033198833466	1	arc_AXG08629.1_61-143	arc_AXG08629.1	61	143	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.383348494768143	0.777398347854614	2	1547898	NA	Haloplanus	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Haloplanus sp. CBA1113	arc_AXG05290.1	arc_AXG05290.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.311029016971588	-0.676052570343018	1	arc_AXG05290.1_61-143	arc_AXG05290.1	61	143	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.389727890491486	0.79427170753479	2	1547899	NA	Haloplanus	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Haloplanus vescus	arc_SEA21506.1	arc_SEA21506.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.33092275261879	-0.659053683280945	1	arc_SEA21506.1_62-143	arc_SEA21506.1	62	143	Histone,CBFD_NFYB_HMF	82	65	TRUE	4	NA	-0.390354692935944	0.693878769874573	2	555874	NA	Haloplanus	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Haloplanus vescus	arc_WP_092635051.1	arc_WP_092635051.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.344184786081314	-0.680160462856293	1	arc_WP_092635051.1_62-143	arc_WP_092635051.1	62	143	Histone,CBFD_NFYB_HMF	82	65	TRUE	4	NA	-0.386027544736862	0.640100479125977	2	555874	NA	Haloplanus	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Haloprofundus	arc_WP_117592814.1	arc_WP_117592814.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.346937507390976	-0.650710582733154	1	arc_WP_117592814.1_61-143	arc_WP_117592814.1	61	143	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.412476390600204	0.824048340320587	2	1911573	NA	NA	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Haloprofundus marisrubri	arc_KTG10900.1	arc_KTG10900.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.366400271654129	-0.63578599691391	1	arc_KTG10900.1_61-143	arc_KTG10900.1	61	143	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.413961440324783	0.830220460891724	2	1514971	NA	Haloprofundus	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Haloprofundus marisrubri	arc_WP_058580698.1	arc_WP_058580698.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.364217728376389	-0.658046901226044	1	arc_WP_058580698.1_61-143	arc_WP_058580698.1	61	143	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.409600824117661	0.812833786010742	2	1514971	NA	Haloprofundus	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Haloprofundus sp. MHR1	arc_QCJ47315.1	arc_QCJ47315.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.3439621925354	-0.651155352592468	1	arc_QCJ47315.1_61-143	arc_QCJ47315.1	61	143	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.41038316488266	0.82309478521347	2	2572921	NA	Haloprofundus	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Haloquadratum sp. J07HQX50	arc_ERG99669.1	arc_ERG99669.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.222228765487671	-0.63250732421875	1	arc_ERG99669.1_61-143	arc_ERG99669.1	61	143	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.439728438854218	0.855598509311676	2	1238426	NA	Haloquadratum	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Haloquadratum walsbyi	arc_WP_011570719.1	arc_WP_011570719.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.241483837366104	-0.698812961578369	1	arc_WP_011570719.1_62-143	arc_WP_011570719.1	62	143	Histone,CBFD_NFYB_HMF	82	65	TRUE	4	NA	-0.448813676834106	0.91566014289856	2	293091	NA	Haloquadratum	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Haloquadratum walsbyi	arc_WP_014555312.1	arc_WP_014555312.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.245025634765625	-0.705719769001007	1	arc_WP_014555312.1_62-143	arc_WP_014555312.1	62	143	Histone,CBFD_NFYB_HMF	82	65	TRUE	4	NA	-0.449541687965393	0.912676274776459	2	293091	NA	Haloquadratum	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Haloquadratum walsbyi C23	arc_CCC39462.1	arc_CCC39462.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.246912658214569	-0.707886636257172	1	arc_CCC39462.1_62-143	arc_CCC39462.1	62	143	Histone,CBFD_NFYB_HMF	82	65	TRUE	4	NA	-0.441166579723358	0.919219076633453	2	768065	Haloquadratum walsbyi	Haloquadratum	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Haloquadratum walsbyi DSM 16790	arc_CAJ51564.1	arc_CAJ51564.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.228984072804451	-0.689729154109955	1	arc_CAJ51564.1_62-143	arc_CAJ51564.1	62	143	Histone,CBFD_NFYB_HMF	82	65	TRUE	4	NA	-0.427536845207214	0.91426146030426	2	362976	Haloquadratum walsbyi	Haloquadratum	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Haloquadratum walsbyi J07HQW1	arc_ERG90663.1	arc_ERG90663.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.222804173827171	-0.680578410625458	1	arc_ERG90663.1_61-143	arc_ERG90663.1	61	143	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.448418408632278	0.921115040779114	2	1238424	Haloquadratum walsbyi	Haloquadratum	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Haloquadratum walsbyi J07HQW2	arc_ERG96200.1	arc_ERG96200.1_14-91	14	91	CBFD_NFYB_HMF	78	65	TRUE	4	NA	0.238462373614311	-0.703542053699493	1	arc_ERG96200.1_80-162	arc_ERG96200.1	80	162	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.454378724098206	0.932781040668488	2	1238425	Haloquadratum walsbyi	Haloquadratum	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Halorhabdus rudnickae	arc_WP_135663603.1	arc_WP_135663603.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.328131318092346	-0.690104365348816	1	arc_WP_135663603.1_63-146	arc_WP_135663603.1	63	146	Histone,CBFD_NFYB_HMF	84	65	TRUE	4	NA	-0.423501521348953	0.54087883234024	2	1775544	NA	Halorhabdus	Haloarculaceae	Halobacteriales	Halobacteria	Euryarchaeota	NA	Archaea
Halorhabdus sp. CBA1104	arc_QGN07585.1	arc_QGN07585.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.328135788440704	-0.725102484226227	1	arc_QGN07585.1_63-146	arc_QGN07585.1	63	146	Histone,CBFD_NFYB_HMF	84	65	TRUE	4	NA	-0.42412605881691	0.490828424692154	2	1380432	NA	Halorhabdus	Haloarculaceae	Halobacteriales	Halobacteria	Euryarchaeota	NA	Archaea
Halorhabdus sp. H27	arc_WP_136687497.1	arc_WP_136687497.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.333092659711838	-0.727468132972717	1	arc_WP_136687497.1_64-146	arc_WP_136687497.1	64	146	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.406494498252869	0.499703735113144	2	2559573	NA	Halorhabdus	Haloarculaceae	Halobacteriales	Halobacteria	Euryarchaeota	NA	Archaea
Halorhabdus tiamatea	arc_WP_008528211.1	arc_WP_008528211.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.357226461172104	-0.761337399482727	1	arc_WP_008528211.1_63-146	arc_WP_008528211.1	63	146	Histone,CBFD_NFYB_HMF	84	65	TRUE	4	NA	-0.410660833120346	0.549323499202728	2	430914	NA	Halorhabdus	Haloarculaceae	Halobacteriales	Halobacteria	Euryarchaeota	NA	Archaea
Halorhabdus tiamatea SARL4B	arc_ERJ07340.1	arc_ERJ07340.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.345234364271164	-0.776661396026611	1	arc_ERJ07340.1_63-146	arc_ERJ07340.1	63	146	Histone,CBFD_NFYB_HMF	84	65	TRUE	4	NA	-0.422333568334579	0.52830570936203	2	1033806	Halorhabdus tiamatea	Halorhabdus	Haloarculaceae	Halobacteriales	Halobacteria	Euryarchaeota	NA	Archaea
Halorhabdus utahensis	arc_WP_015789985.1	arc_WP_015789985.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.349965691566467	-0.73791229724884	1	arc_WP_015789985.1_64-146	arc_WP_015789985.1	64	146	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.460135072469711	0.466476887464523	2	146826	NA	Halorhabdus	Haloarculaceae	Halobacteriales	Halobacteria	Euryarchaeota	NA	Archaea
Halorhabdus utahensis DSM 12940	arc_ACV12415.1	arc_ACV12415.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.35111203789711	-0.737098634243011	1	arc_ACV12415.1_64-146	arc_ACV12415.1	64	146	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.430569469928741	0.510235726833344	2	519442	Halorhabdus utahensis	Halorhabdus	Haloarculaceae	Halobacteriales	Halobacteria	Euryarchaeota	NA	Archaea
Halorientalis persicus	arc_SEN53555.1	arc_SEN53555.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.403268307447433	-0.66967236995697	1	arc_SEN53555.1_64-146	arc_SEN53555.1	64	146	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.418674916028976	0.463542520999908	2	1367881	NA	Halorientalis	Haloarculaceae	Halobacteriales	Halobacteria	Euryarchaeota	NA	Archaea
Halorientalis persicus	arc_WP_092658427.1	arc_WP_092658427.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.413275122642517	-0.665676176548004	1	arc_WP_092658427.1_64-146	arc_WP_092658427.1	64	146	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.417352139949799	0.496958076953888	2	1367881	NA	Halorientalis	Haloarculaceae	Halobacteriales	Halobacteria	Euryarchaeota	NA	Archaea
Halorientalis regularis	arc_SDG02412.1	arc_SDG02412.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.409680485725403	-0.662939429283142	1	arc_SDG02412.1_64-146	arc_SDG02412.1	64	146	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.410727828741074	0.481393665075302	2	660518	NA	Halorientalis	Haloarculaceae	Halobacteriales	Halobacteria	Euryarchaeota	NA	Archaea
Halorientalis regularis	arc_WP_092694144.1	arc_WP_092694144.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.411027073860168	-0.66384756565094	1	arc_WP_092694144.1_64-146	arc_WP_092694144.1	64	146	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.403726100921631	0.490719348192215	2	660518	NA	Halorientalis	Haloarculaceae	Halobacteriales	Halobacteria	Euryarchaeota	NA	Archaea
Halorientalis sp. F13-25	arc_RXK50026.1	arc_RXK50026.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.399572432041168	-0.64864456653595	1	arc_RXK50026.1_64-146	arc_RXK50026.1	64	146	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.421098649501801	0.463577121496201	2	2479928	NA	Halorientalis	Haloarculaceae	Halobacteriales	Halobacteria	Euryarchaeota	NA	Archaea
Halorientalis sp. F13-25	arc_WP_129067990.1	arc_WP_129067990.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.410862565040588	-0.664133012294769	1	arc_WP_129067990.1_64-146	arc_WP_129067990.1	64	146	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.413735896348953	0.487886220216751	2	2479928	NA	Halorientalis	Haloarculaceae	Halobacteriales	Halobacteria	Euryarchaeota	NA	Archaea
Halorientalis sp. IM1011	arc_AQL42473.1	arc_AQL42473.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.40059819817543	-0.676728844642639	1	arc_AQL42473.1_64-146	arc_AQL42473.1	64	146	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.415382474660873	0.488566964864731	2	1932360	NA	Halorientalis	Haloarculaceae	Halobacteriales	Halobacteria	Euryarchaeota	NA	Archaea
Halorientalis sp. IM1011	arc_WP_077205939.1	arc_WP_077205939.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.40026918053627	-0.649065911769867	1	arc_WP_077205939.1_64-146	arc_WP_077205939.1	64	146	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.404813677072525	0.498885661363602	2	1932360	NA	Halorientalis	Haloarculaceae	Halobacteriales	Halobacteria	Euryarchaeota	NA	Archaea
Halorubellus sp. JP-L1	arc_WP_166038728.1	arc_WP_166038728.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.376098901033401	-0.693533718585968	1	arc_WP_166038728.1_65-143	arc_WP_166038728.1	65	143	Histone,CBFD_NFYB_HMF	79	65	TRUE	4	NA	-0.369458973407745	0.736874222755432	2	2715753	NA	Halorubellus	Halobacteriaceae	Halobacteriales	Halobacteria	Euryarchaeota	NA	Archaea
Halorubrum	arc_WP_004599099.1	arc_WP_004599099.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.260259538888931	-0.66438090801239	1	arc_WP_004599099.1_60-143	arc_WP_004599099.1	60	143	Histone,CBFD_NFYB_HMF	84	65	TRUE	4	NA	-0.447517693042755	0.925611138343811	2	56688	NA	NA	Halorubraceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Halorubrum	arc_WP_008444326.1	arc_WP_008444326.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.277236789464951	-0.668346643447876	1	arc_WP_008444326.1_60-143	arc_WP_008444326.1	60	143	Histone,CBFD_NFYB_HMF	84	65	TRUE	4	NA	-0.452907800674438	0.954873025417328	2	56688	NA	NA	Halorubraceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Halorubrum	arc_WP_049932198.1	arc_WP_049932198.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.269590437412262	-0.672037661075592	1	arc_WP_049932198.1_62-143	arc_WP_049932198.1	62	143	Histone,CBFD_NFYB_HMF	82	65	TRUE	4	NA	-0.464008867740631	0.968565285205841	2	56688	NA	NA	Halorubraceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Halorubrum	arc_WP_050025411.1	arc_WP_050025411.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.297028571367264	-0.628468692302704	1	arc_WP_050025411.1_63-143	arc_WP_050025411.1	63	143	Histone,CBFD_NFYB_HMF	81	65	TRUE	4	NA	-0.466538280248642	0.970298230648041	2	56688	NA	NA	Halorubraceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Halorubrum	arc_WP_092920574.1	arc_WP_092920574.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.251227140426636	-0.679111957550049	1	arc_WP_092920574.1_60-143	arc_WP_092920574.1	60	143	Histone,CBFD_NFYB_HMF	84	65	TRUE	4	NA	-0.440786212682724	0.911561906337738	2	56688	NA	NA	Halorubraceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Halorubrum	arc_WP_094495612.1	arc_WP_094495612.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.302036046981812	-0.646369695663452	1	arc_WP_094495612.1_62-143	arc_WP_094495612.1	62	143	Histone,CBFD_NFYB_HMF	82	65	TRUE	4	NA	-0.465304851531982	0.92461884021759	2	56688	NA	NA	Halorubraceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Halorubrum	arc_WP_095635603.1	arc_WP_095635603.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.301413744688034	-0.637792110443115	1	arc_WP_095635603.1_60-143	arc_WP_095635603.1	60	143	Histone,CBFD_NFYB_HMF	84	65	TRUE	4	NA	-0.444033235311508	0.916810214519501	2	56688	NA	NA	Halorubraceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Halorubrum aethiopicum	arc_WP_066412364.1	arc_WP_066412364.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.300049275159836	-0.669807136058807	1	arc_WP_066412364.1_60-143	arc_WP_066412364.1	60	143	Histone,CBFD_NFYB_HMF	84	65	TRUE	4	NA	-0.447356909513474	0.912895858287811	2	1758255	NA	Halorubrum	Halorubraceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Halorubrum aidingense	arc_WP_008002127.1	arc_WP_008002127.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.290541976690292	-0.626396656036377	1	arc_WP_008002127.1_62-143	arc_WP_008002127.1	62	143	Histone,CBFD_NFYB_HMF	82	65	TRUE	4	NA	-0.449392825365067	0.94077205657959	2	368623	NA	Halorubrum	Halorubraceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Halorubrum aidingense JCM 13560	arc_EMA65746.1	arc_EMA65746.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.313685715198517	-0.642140865325928	1	arc_EMA65746.1_62-143	arc_EMA65746.1	62	143	Histone,CBFD_NFYB_HMF	82	65	TRUE	4	NA	-0.449928015470505	0.917672216892242	2	1230454	Halorubrum aidingense	Halorubrum	Halorubraceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Halorubrum amylolyticum	arc_WP_128904852.1	arc_WP_128904852.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.266731977462769	-0.640301823616028	1	arc_WP_128904852.1_60-143	arc_WP_128904852.1	60	143	Histone,CBFD_NFYB_HMF	84	65	TRUE	4	NA	-0.445123761892319	0.923205256462097	2	2508724	NA	Halorubrum	Halorubraceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Halorubrum aquaticum	arc_SFH79760.1	arc_SFH79760.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.320556432008743	-0.656193017959595	1	arc_SFH79760.1_63-143	arc_SFH79760.1	63	143	Histone,CBFD_NFYB_HMF	81	65	TRUE	4	NA	-0.455836236476898	0.96137523651123	2	387340	NA	Halorubrum	Halorubraceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Halorubrum aquaticum	arc_WP_149785719.1	arc_WP_149785719.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.317074179649353	-0.647078394889832	1	arc_WP_149785719.1_63-143	arc_WP_149785719.1	63	143	Histone,CBFD_NFYB_HMF	81	65	TRUE	4	NA	-0.456914842128754	0.962785840034485	2	387340	NA	Halorubrum	Halorubraceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Halorubrum arcis JCM 13916	arc_EMA70898.1	arc_EMA70898.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.255839347839355	-0.67525714635849	1	arc_EMA70898.1_60-143	arc_EMA70898.1	60	143	Histone,CBFD_NFYB_HMF	84	65	TRUE	4	NA	-0.43702107667923	0.900855004787445	2	1230455	Halorubrum arcis	Halorubrum	Halorubraceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Halorubrum californiensis DSM 19288	arc_ELZ41579.1	arc_ELZ41579.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.264437019824982	-0.652815341949463	1	arc_ELZ41579.1_60-143	arc_ELZ41579.1	60	143	Histone,CBFD_NFYB_HMF	84	65	TRUE	4	NA	-0.455568253993988	0.946684002876282	2	1227465	Halorubrum californiense	Halorubrum	Halorubraceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Halorubrum chaoviator	arc_SNR58772.1	arc_SNR58772.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.269825667142868	-0.670382142066956	1	arc_SNR58772.1_62-143	arc_SNR58772.1	62	143	Histone,CBFD_NFYB_HMF	82	65	TRUE	4	NA	-0.460691869258881	0.959866344928741	2	335819	NA	Halorubrum	Halorubraceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Halorubrum cibi	arc_SMO34692.1	arc_SMO34692.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.319276809692383	-0.662853419780731	1	arc_SMO34692.1_63-143	arc_SMO34692.1	63	143	Histone,CBFD_NFYB_HMF	81	65	TRUE	4	NA	-0.463624775409698	0.977417528629303	2	413815	NA	Halorubrum	Halorubraceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
