gene	node	taxon	family	order	kingdom	core_domain	homology_group	closest_group	closest_group_top10frac	closest_OG_euk	closest_OG_euk_top10frac	closest_node	closest_node_dist	euk_top_frac	arc_top_frac	bac_top_frac	closest_group_filt	closest_OG_euk_filt	architecture	simarq
vir_ACH96264.1	vir_ACH96264.1_189-274	Oryctes rhinoceros nudivirus	Nudiviridae	NA	NA	BIR	BIR.HG1	euk	1	BIRC2/BIRC3/BIRC6/BIRC7/NAIP/XIAP	0.4	Lgig_LotgiP58906_6-80	2.6514718494	1	0	0	euk	unk	BIR zf-C3HC4_3	BIR,zf-C3HC4_3
vir_AAK70754.1	vir_AAK70754.1_75-158	Cydia pomonella granulovirus	Baculoviridae	NA	Nucleocytoviricota	BIR	BIR.HG1	euk	1	BIRC2/BIRC3/BIRC6/BIRC7/NAIP/XIAP	0.4	Lgig_LotgiP58906_6-80	3.1013173876	1	0	0	euk	unk	BIR zf-C3HC4_3	BIR,zf-C3HC4_3
vir_AAQ21680.1	vir_AAQ21680.1_60-143	Cryptophlebia leucotreta granulovirus	Baculoviridae	NA	Nucleocytoviricota	BIR	BIR.HG1	euk	1	BIRC2/BIRC3/BIRC6/BIRC7/NAIP/XIAP	0.4	Lgig_LotgiP58906_6-80	2.8524791913	1	0	0	euk	unk	BIR zf-C3HC4_3	BIR,zf-C3HC4_3
vir_AAN04427.1	vir_AAN04427.1_14-97	Heliothis zea nudivirus	Nudiviridae	NA	NA	BIR	BIR.HG1	euk	1	BIRC2/BIRC3/BIRC6/BIRC7/NAIP/XIAP	0.4	Lgig_LotgiP58906_6-80	2.3275411529	1	0	0	euk	unk	BIR zf-C3HC4_3	BIR,zf-C3HC4_3
vir_ABF47378.1	vir_ABF47378.1_5-90	Clanis bilineata nucleopolyhedrovirus	Baculoviridae	NA	Nucleocytoviricota	BIR	BIR.HG1	euk	1	BIRC2/BIRC3/XIAP	0.5	Lgig_LotgiP94905_111-193	3.26992545	1	0	0	euk	BIRC2/BIRC3/XIAP	BIR	BIR
vir_AUA60292.1	vir_AUA60292.1_22-102	Operophtera brumata nucleopolyhedrovirus	Baculoviridae	NA	Nucleocytoviricota	BIR	BIR.HG1	euk	0.8	BIRC2/BIRC3/XIAP	0.7	bac_WP_143445078.1_4-88	4.0880577396	0.8	0	0.2	euk	BIRC2/BIRC3/XIAP	BIR BIR zf-C3HC4_3	BIR,zf-C3HC4_3
vir_AUA60292.1	vir_AUA60292.1_108-189	Operophtera brumata nucleopolyhedrovirus	Baculoviridae	NA	Nucleocytoviricota	BIR	BIR.HG1	euk	1	BIRC2/BIRC3/XIAP	0.5	Lgig_LotgiP94905_111-193	2.8592997111	1	0	0	euk	BIRC2/BIRC3/XIAP	BIR BIR zf-C3HC4_3	BIR,zf-C3HC4_3
vir_AGR56791.1	vir_AGR56791.1_5-84	Hemileuca sp. nucleopolyhedrovirus	Baculoviridae	NA	Nucleocytoviricota	BIR	BIR.HG1	euk	0.8	BIRC2/BIRC3/XIAP	0.7	bac_WP_143445078.1_4-88	3.5203064215	0.8	0	0.2	euk	BIRC2/BIRC3/XIAP	BIR BIR zf-C3HC4_3	BIR,zf-C3HC4_3
vir_AGR56791.1	vir_AGR56791.1_102-184	Hemileuca sp. nucleopolyhedrovirus	Baculoviridae	NA	Nucleocytoviricota	BIR	BIR.HG1	euk	1	BIRC2/BIRC3/XIAP	0.7	Phoaus_g5207.t1_138-221	2.6837274856	1	0	0	euk	BIRC2/BIRC3/XIAP	BIR BIR zf-C3HC4_3	BIR,zf-C3HC4_3
vir_AJD20163.1	vir_AJD20163.1_19-101	Tipula oleracea nudivirus	Nudiviridae	NA	NA	BIR	BIR.HG1	euk	1	BIRC2/BIRC3/XIAP	0.7	Phoaus_g5207.t1_138-221	3.1723154196	1	0	0	euk	BIRC2/BIRC3/XIAP	BIR zf-C3HC4_3	BIR,zf-C3HC4_3
vir_ACD03537.1	vir_ACD03537.1_3-86	Musca domestica salivary gland hypertrophy virus	Hytrosaviridae	NA	NA	BIR	BIR.HG1	euk	1	BIRC2/BIRC3/XIAP	0.7	Phoaus_g5207.t1_138-221	3.3565120876	1	0	0	euk	BIRC2/BIRC3/XIAP	BIR zf-C3HC4_3	BIR,zf-C3HC4_3
vir_AXN91157.1	vir_AXN91157.1_49-131	Namao virus	Mimiviridae	NA	Nucleocytoviricota	BIR	BIR.HG1	euk	1	BIRC2/BIRC3/XIAP	0.9	Hsap_ENSP00000227758.2_263-346	1.856809491	1	0	0	euk	BIRC2/BIRC3/XIAP	BIR zf-C3HC4_3	BIR,zf-C3HC4_3
vir_QBQ01602.1	vir_QBQ01602.1_26-104	Hyphantria cunea granulovirus	Baculoviridae	NA	Nucleocytoviricota	BIR	BIR.HG1	euk	1	BIRC2/BIRC3/XIAP	0.8	Cgig_EKC25493_128-205	2.376465501	1	0	0	euk	BIRC2/BIRC3/XIAP	BIR	BIR
vir_AAS00933.1	vir_AAS00933.1_227-307	Ostreid herpesvirus 1	Malacoherpesviridae	Herpesvirales	NA	BIR	BIR.HG1	euk	1	BIRC2/BIRC3/XIAP	0.8	Ocar_g2015.t1_315-398	3.0337356432	1	0	0	euk	BIRC2/BIRC3/XIAP	BIR BIR zf-C3HC4_3	BIR,zf-C3HC4_3
vir_AAS00933.1	vir_AAS00933.1_120-202	Ostreid herpesvirus 1	Malacoherpesviridae	Herpesvirales	NA	BIR	BIR.HG1	euk	1	BIRC2/BIRC3/BIRC6/BIRC7/NAIP/XIAP	0.8	Spis_XP_022795646_1_502-585	2.8301915238	1	0	0	euk	BIRC2/BIRC3/BIRC6/BIRC7/NAIP/XIAP	BIR BIR zf-C3HC4_3	BIR,zf-C3HC4_3
vir_ADP36923.1	vir_ADP36923.1_58-137	Abalone herpesvirus Victoria/AUS/2007	Malacoherpesviridae	Herpesvirales	NA	BIR	BIR.HG1	euk	1	BIRC2/BIRC3/XIAP	0.8	Clyhem_TCONS_00003509-protein_1-84	3.4550741036	1	0	0	euk	BIRC2/BIRC3/XIAP	BIR BIR	BIR
vir_ADP36923.1	vir_ADP36923.1_147-237	Abalone herpesvirus Victoria/AUS/2007	Malacoherpesviridae	Herpesvirales	NA	BIR	BIR.HG1	euk	1	BIRC2/BIRC3/XIAP	0.7	Emue_0023g362a_9-96	3.785455997	1	0	0	euk	BIRC2/BIRC3/XIAP	BIR BIR	BIR
vir_AFU90011.1	vir_AFU90011.1_76-155	Abalone herpesvirus Victoria/AUS/2009	Malacoherpesviridae	Herpesvirales	NA	BIR	BIR.HG1	euk	1	BIRC2/BIRC3/XIAP	0.7	Emue_0023g362a_9-96	2.7950491744	1	0	0	euk	BIRC2/BIRC3/XIAP	BIR BIR	BIR
vir_AFU90011.1	vir_AFU90011.1_171-258	Abalone herpesvirus Victoria/AUS/2009	Malacoherpesviridae	Herpesvirales	NA	BIR	BIR.HG1	euk	1	BIRC2/BIRC3/XIAP	0.9	Ctel_CapteP184669_111-194	3.1806660179	1	0	0	euk	BIRC2/BIRC3/XIAP	BIR BIR	BIR
vir_AKM21038.1	vir_AKM21038.1_104-188	Ostreid herpesvirus 1	Malacoherpesviridae	Herpesvirales	NA	BIR	BIR.HG1	euk	1	BIRC2/BIRC3/XIAP	0.6	Aque_Aqu2.1.33358_001_271-354	3.4620791117	1	0	0	euk	BIRC2/BIRC3/XIAP	BIR zf-C3HC4_3	BIR,zf-C3HC4_3
vir_AAS00991.1	vir_AAS00991.1_282-366	Ostreid herpesvirus 1	Malacoherpesviridae	Herpesvirales	NA	BIR	BIR.HG1	euk	1	BIRC2/BIRC3/XIAP	0.6	Aque_Aqu2.1.33358_001_271-354	3.4823381309	1	0	0	euk	BIRC2/BIRC3/XIAP	BIR zf-C3HC4_3	BIR,zf-C3HC4_3
vir_ABO45431.1	vir_ABO45431.1_1-84	Gryllus bimaculatus nudivirus	Nudiviridae	NA	NA	BIR	BIR.HG1	euk	1	BIRC2/BIRC3/XIAP	1	Ctel_CapteP135320_115-198	3.2224271369	1	0	0	euk	BIRC2/BIRC3/XIAP	BIR zf-C3HC4_3	BIR,zf-C3HC4_3
vir_AFP33715.1	vir_AFP33715.1_191-279	Macrobrachium nudivirus CN-SL2011	Nudiviridae	NA	NA	BIR	BIR.HG1	euk	1	BIRC2/BIRC3/XIAP	0.5	Ocar_g2015.t1_222-306	3.8582357744	1	0	0	euk	BIRC2/BIRC3/XIAP	BIR BIR	BIR
vir_AFP33715.1	vir_AFP33715.1_75-156	Macrobrachium nudivirus CN-SL2011	Nudiviridae	NA	NA	BIR	BIR.HG1	euk	0.9	BIRC2/BIRC3/XIAP	0.8	Cgig_EKC32934_27-110	3.6867103321	0.9	0	0.1	euk	BIRC2/BIRC3/XIAP	BIR BIR	BIR
vir_QBB28698.1	vir_QBB28698.1_36-120	Homarus gammarus nudivirus	Nudiviridae	NA	NA	BIR	BIR.HG1	euk	0.9	BIRC2/BIRC3/XIAP	0.8	Cscu_XP_023236556.1_183-265	2.2657519067	0.9	0	0.1	euk	BIRC2/BIRC3/XIAP	BIR BIR	BIR
vir_QBB28698.1	vir_QBB28698.1_149-233	Homarus gammarus nudivirus	Nudiviridae	NA	NA	BIR	BIR.HG1	euk	1	BIRC2/BIRC3/XIAP	1	Linana_g19556.t1_130-213	2.8235574567	1	0	0	euk	BIRC2/BIRC3/XIAP	BIR BIR	BIR
vir_AKS10635.1	vir_AKS10635.1_130-214	Metopaulias depressus WSSV-like virus	Nimaviridae	NA	NA	BIR	BIR.HG1	euk	1	BIRC2/BIRC3/XIAP	0.5	Ocar_g2015.t1_222-306	4.0359167071	1	0	0	euk	BIRC2/BIRC3/XIAP	BIR BIR zf-C3HC4_3	BIR,zf-C3HC4_3
vir_AKS10635.1	vir_AKS10635.1_16-102	Metopaulias depressus WSSV-like virus	Nimaviridae	NA	NA	BIR	BIR.HG1	euk	0.9	BIRC2/BIRC3/XIAP	0.8	Cscu_XP_023236556.1_183-265	2.3573071017	0.9	0	0.1	euk	BIRC2/BIRC3/XIAP	BIR BIR zf-C3HC4_3	BIR,zf-C3HC4_3
vir_GBG35369.1	vir_GBG35369.1_136-219	Hemigrapsus takanoi nimavirus	Nimaviridae	NA	NA	BIR	BIR.HG1	euk	1	BIRC2/BIRC3/XIAP	0.5	Ocar_g2015.t1_222-306	4.366463181	1	0	0	euk	BIRC2/BIRC3/XIAP	BIR BIR zf-C3HC4_3	BIR,zf-C3HC4_3
vir_GBG35369.1	vir_GBG35369.1_11-106	Hemigrapsus takanoi nimavirus	Nimaviridae	NA	NA	BIR	BIR.HG1	euk	0.9	BIRC2/BIRC3/XIAP	0.8	Cscu_XP_023236556.1_183-265	2.5598944013	0.9	0	0.1	euk	BIRC2/BIRC3/XIAP	BIR BIR zf-C3HC4_3	BIR,zf-C3HC4_3
vir_GAV93213.1	vir_GAV93213.1_8-91	Chionoecetes opilio bacilliform virus	Caulimoviridae	Ortervirales	NA	BIR	BIR.HG1	euk	0.9	BIRC2/BIRC3/XIAP	0.8	Cscu_XP_023236556.1_183-265	2.9599874068	0.9	0	0.1	euk	BIRC2/BIRC3/XIAP	BIR BIR	BIR
vir_GAV93213.1	vir_GAV93213.1_115-207	Chionoecetes opilio bacilliform virus	Caulimoviridae	Ortervirales	NA	BIR	BIR.HG1	euk	1	BIRC2/BIRC3/XIAP	0.5	Ocar_g2015.t1_222-306	3.3965196464	1	0	0	euk	BIRC2/BIRC3/XIAP	BIR BIR	BIR
vir_AAS00973.1	vir_AAS00973.1_95-170	Ostreid herpesvirus 1	Malacoherpesviridae	Herpesvirales	NA	BIR	BIR.HG1	euk	1	BIRC2/BIRC3/XIAP	0.9	Ctel_CapteP184669_111-194	3.9694593821	1	0	0	euk	BIRC2/BIRC3/XIAP	BIR BIR	BIR
vir_AAS00973.1	vir_AAS00973.1_13-100	Ostreid herpesvirus 1	Malacoherpesviridae	Herpesvirales	NA	BIR	BIR.HG1	euk	1	BIRC2/BIRC3/XIAP	1	Cgig_EKC36433_13-97	2.3933038204	1	0	0	euk	BIRC2/BIRC3/XIAP	BIR BIR	BIR
vir_AHC31144.1	vir_AHC31144.1_13-100	Ostreid herpesvirus 1	Malacoherpesviridae	Herpesvirales	NA	BIR	BIR.HG1	euk	1	BIRC2/BIRC3/XIAP	1	Cgig_EKC36433_13-97	2.4156176537	1	0	0	euk	BIRC2/BIRC3/XIAP	BIR BIR	BIR
vir_AKM21020.1	vir_AKM21020.1_13-100	Ostreid herpesvirus 1	Malacoherpesviridae	Herpesvirales	NA	BIR	BIR.HG1	euk	1	BIRC2/BIRC3/XIAP	1	Cgig_EKC36433_13-97	2.4378348685	1	0	0	euk	BIRC2/BIRC3/XIAP	BIR BIR	BIR
vir_BAO49477.1	vir_BAO49477.1_299-375	Anomala cuprea entomopoxvirus	Poxviridae	NA	Nucleocytoviricota	BIR	BIR.HG1	euk	1	BIRC2/BIRC3/XIAP	1	Linana_g21561.t1_337-420	3.8907768669	1	0	0	euk	BIRC2/BIRC3/XIAP	DUF4419 BIR	DUF4419,BIR
vir_AAC97721.1	vir_AAC97721.1_7-85	Melanoplus sanguinipes entomopoxvirus 'O'	Poxviridae	NA	Nucleocytoviricota	BIR	BIR.HG1	euk	1	BIRC2/BIRC3/XIAP	1	Linana_g21561.t1_337-420	5.6075172894	1	0	0	euk	BIRC2/BIRC3/XIAP	BIR zf-C3HC4_3 zf-C3HC4_3	BIR,zf-C3HC4_3
vir_APG76768.1	vir_APG76768.1_1105-1173	Beihai picorna-like virus 115	NA	NA	NA	BIR	BIR.HG1	euk	1	BIRC2/BIRC3/XIAP	1	Linana_g21561.t1_337-420	4.9174721384	1	0	0	euk	BIRC2/BIRC3/XIAP	BIR	BIR
vir_APG78959.1	vir_APG78959.1_930-990	Beihai picorna-like virus 114	NA	NA	NA	BIR	BIR.HG1	euk	1	BIRC2/BIRC3/XIAP	1	Linana_g21561.t1_337-420	4.7602478914	1	0	0	euk	BIRC2/BIRC3/XIAP	BIR	BIR
vir_BBO53971.1	vir_BBO53971.1_332-418	Abalone asfarvirus	Asfarviridae	NA	Nucleocytoviricota	BIR	BIR.HG1	euk	1	BIRC2/BIRC3/XIAP	0.9	Lgig_LotgiP230326_43-126	4.033167983	1	0	0	euk	BIRC2/BIRC3/XIAP	BIR	BIR
vir_AKM20978.1	vir_AKM20978.1_120-202	Ostreid herpesvirus 1	Malacoherpesviridae	Herpesvirales	NA	BIR	BIR.HG1	euk	1	BIRC2/BIRC3/BIRC6/BIRC7/NAIP/XIAP	0.8	Spis_XP_022795646_1_502-585	2.827792565	1	0	0	euk	BIRC2/BIRC3/BIRC6/BIRC7/NAIP/XIAP	BIR BIR zf-C3HC4_3	BIR,zf-C3HC4_3
vir_AHC31122.1	vir_AHC31122.1_120-202	Ostreid herpesvirus 1	Malacoherpesviridae	Herpesvirales	NA	BIR	BIR.HG1	euk	1	BIRC2/BIRC3/BIRC6/BIRC7/NAIP/XIAP	0.8	Spis_XP_022795646_1_502-585	2.8501980967	1	0	0	euk	BIRC2/BIRC3/BIRC6/BIRC7/NAIP/XIAP	BIR BIR zf-C3HC4_3	BIR,zf-C3HC4_3
vir_AHC31123.1	vir_AHC31123.1_120-202	Ostreid herpesvirus 1	Malacoherpesviridae	Herpesvirales	NA	BIR	BIR.HG1	euk	1	BIRC2/BIRC3/BIRC6/BIRC7/NAIP/XIAP	0.8	Spis_XP_022795646_1_502-585	2.8703067147	1	0	0	euk	BIRC2/BIRC3/BIRC6/BIRC7/NAIP/XIAP	BIR BIR zf-C3HC4_3	BIR,zf-C3HC4_3
vir_ADD24774.1	vir_ADD24774.1_120-202	Chlamys acute necrobiotic virus	Malacoherpesviridae	Herpesvirales	NA	BIR	BIR.HG1	euk	1	BIRC2/BIRC3/BIRC6/BIRC7/NAIP/XIAP	0.8	Spis_XP_022795646_1_502-585	2.8904806105	1	0	0	euk	BIRC2/BIRC3/BIRC6/BIRC7/NAIP/XIAP	BIR BIR zf-C3HC4_3	BIR,zf-C3HC4_3
vir_AAR28844.1	vir_AAR28844.1_100-183	Leucania separata nucleopolyhedrovirus	Baculoviridae	NA	Nucleocytoviricota	BIR	BIR.HG1	euk	0.9	BIRC2/BIRC3/BIRC6/BIRC7/NAIP/XIAP	0.6	Gthe_EKX44512_103-188	3.2112297493	0.9	0	0.1	euk	BIRC2/BIRC3/BIRC6/BIRC7/NAIP/XIAP	BIR zf-C3HC4_3	BIR,zf-C3HC4_3
vir_AXU41513.1	vir_AXU41513.1_106-189	Mythimna unipuncta nucleopolyhedrovirus	Baculoviridae	NA	Nucleocytoviricota	BIR	BIR.HG1	euk	0.9	BIRC2/BIRC3/BIRC6/BIRC7/NAIP/XIAP	0.6	Gthe_EKX44512_103-188	3.3105574377	0.9	0	0.1	euk	BIRC2/BIRC3/BIRC6/BIRC7/NAIP/XIAP	BIR zf-C3HC4_3	BIR,zf-C3HC4_3
vir_QEI03658.1	vir_QEI03658.1_70-159	Rachiplusia nu nucleopolyhedrovirus	Baculoviridae	NA	Nucleocytoviricota	BIR	BIR.HG1	euk	1	BIRC2/BIRC3/XIAP	0.5	Ocar_g2015.t1_222-306	4.5250299582	1	0	0	euk	BIRC2/BIRC3/XIAP	BIR BIR	BIR
vir_QEI03658.1	vir_QEI03658.1_1-67	Rachiplusia nu nucleopolyhedrovirus	Baculoviridae	NA	Nucleocytoviricota	BIR	BIR.HG1	euk	0.9	BIRC2/BIRC3/XIAP	0.8	bac_WP_143445122.1_26-108	4.7829392264	0.9	0	0.1	euk	BIRC2/BIRC3/XIAP	BIR BIR	BIR
vir_QED40563.1	vir_QED40563.1_91-173	Chrysodeixis includens nucleopolyhedrovirus	Baculoviridae	NA	Nucleocytoviricota	BIR	BIR.HG1	euk	1	BIRC2/BIRC3/XIAP	0.5	Ocar_g2015.t1_222-306	4.5426172422	1	0	0	euk	BIRC2/BIRC3/XIAP	BIR BIR zf-C3HC4_3	BIR,zf-C3HC4_3
vir_QED40563.1	vir_QED40563.1_6-88	Chrysodeixis includens nucleopolyhedrovirus	Baculoviridae	NA	Nucleocytoviricota	BIR	BIR.HG1	euk	0.9	BIRC2/BIRC3/XIAP	0.8	bac_WP_143445122.1_26-108	5.1331903414	0.9	0	0.1	euk	BIRC2/BIRC3/XIAP	BIR BIR zf-C3HC4_3	BIR,zf-C3HC4_3
vir_QBB28697.1	vir_QBB28697.1_120-205	Homarus gammarus nudivirus	Nudiviridae	NA	NA	BIR	BIR.HG1	euk	1	BIRC2/BIRC3/BIRC6/BIRC7/NAIP/XIAP	0.5	Cgig_EKC42441_132-214	4.165358309	1	0	0	euk	BIRC2/BIRC3/BIRC6/BIRC7/NAIP/XIAP	BIR zf-C3HC4_3	BIR,zf-C3HC4_3
vir_QIH04946.1	vir_QIH04946.1_105-191	Dasineura jujubifolia toursvirus 2a	Ascoviridae	NA	Nucleocytoviricota	BIR	BIR.HG1	euk	1	BIRC2/BIRC3/XIAP	0.9	Dmel_FBpp0075254_38-120	4.475341245	1	0	0	euk	BIRC2/BIRC3/XIAP	BIR BIR zf-C3HC4_3	BIR,zf-C3HC4_3
vir_QIH04946.1	vir_QIH04946.1_185-280	Dasineura jujubifolia toursvirus 2a	Ascoviridae	NA	Nucleocytoviricota	BIR	BIR.HG1	euk	1	BIRC2/BIRC3/XIAP	0.5	Aque_Aqu2.1.44093_001_178-264	4.1949423294	1	0	0	euk	BIRC2/BIRC3/XIAP	BIR BIR zf-C3HC4_3	BIR,zf-C3HC4_3
vir_AAG27396.1	vir_AAG27396.1_104-187	Plutella xylostella granulovirus	Baculoviridae	NA	Nucleocytoviricota	BIR	BIR.HG1	euk	1	BIRC2/BIRC3/XIAP	0.7	Linana_g21561.t1_337-420	4.790449593	1	0	0	euk	BIRC2/BIRC3/XIAP	BIR BIR	BIR
vir_AAG27396.1	vir_AAG27396.1_3-84	Plutella xylostella granulovirus	Baculoviridae	NA	Nucleocytoviricota	BIR	BIR.HG1	euk	0.9	BIRC2/BIRC3/XIAP	0.8	bac_WP_143445122.1_26-108	6.0771639859	0.9	0	0.1	euk	BIRC2/BIRC3/XIAP	BIR BIR	BIR
vir_AMQ35708.1	vir_AMQ35708.1_104-187	Plutella xylostella granulovirus	Baculoviridae	NA	Nucleocytoviricota	BIR	BIR.HG1	euk	1	BIRC2/BIRC3/XIAP	0.7	Linana_g21561.t1_337-420	4.7715303217	1	0	0	euk	BIRC2/BIRC3/XIAP	BIR BIR	BIR
vir_ANY57617.1	vir_ANY57617.1_104-187	Plutella xylostella granulovirus	Baculoviridae	NA	Nucleocytoviricota	BIR	BIR.HG1	euk	1	BIRC2/BIRC3/XIAP	0.7	Linana_g21561.t1_337-420	4.7905219711	1	0	0	euk	BIRC2/BIRC3/XIAP	BIR BIR	BIR
vir_ANY57617.1	vir_ANY57617.1_3-84	Plutella xylostella granulovirus	Baculoviridae	NA	Nucleocytoviricota	BIR	BIR.HG1	euk	0.9	BIRC2/BIRC3/XIAP	0.8	bac_WP_143445122.1_26-108	6.1015768327	0.9	0	0.1	euk	BIRC2/BIRC3/XIAP	BIR BIR	BIR
vir_AMQ36059.1	vir_AMQ36059.1_104-187	Plutella xylostella granulovirus	Baculoviridae	NA	Nucleocytoviricota	BIR	BIR.HG1	euk	1	BIRC2/BIRC3/XIAP	0.7	Linana_g21561.t1_337-420	4.7526648452	1	0	0	euk	BIRC2/BIRC3/XIAP	BIR BIR	BIR
vir_AAS82632.1	vir_AAS82632.1_102-183	Agrotis segetum granulovirus	Baculoviridae	NA	Nucleocytoviricota	BIR	BIR.HG1	euk	1	BIRC2/BIRC3/XIAP	0.7	Linana_g21561.t1_337-420	4.3345879913	1	0	0	euk	BIRC2/BIRC3/XIAP	BIR BIR	BIR
vir_AAS82632.1	vir_AAS82632.1_1-79	Agrotis segetum granulovirus	Baculoviridae	NA	Nucleocytoviricota	BIR	BIR.HG1	euk	0.9	BIRC2/BIRC3/XIAP	0.8	bac_WP_143445122.1_26-108	6.0581687661	0.9	0	0.1	euk	BIRC2/BIRC3/XIAP	BIR BIR	BIR
vir_AAK70776.1	vir_AAK70776.1_1-80	Cydia pomonella granulovirus	Baculoviridae	NA	Nucleocytoviricota	BIR	BIR.HG1	euk	0.9	BIRC2/BIRC3/XIAP	0.8	bac_WP_143445122.1_26-108	5.6421442502	0.9	0	0.1	euk	BIRC2/BIRC3/XIAP	BIR BIR	BIR
vir_AAK70776.1	vir_AAK70776.1_99-182	Cydia pomonella granulovirus	Baculoviridae	NA	Nucleocytoviricota	BIR	BIR.HG1	euk	1	BIRC2/BIRC3/XIAP	0.7	Linana_g21561.t1_337-420	4.8957332722	1	0	0	euk	BIRC2/BIRC3/XIAP	BIR BIR	BIR
vir_QDW81176.1	vir_QDW81176.1_99-182	Cydia pomonella granulovirus	Baculoviridae	NA	Nucleocytoviricota	BIR	BIR.HG1	euk	1	BIRC2/BIRC3/XIAP	0.7	Linana_g21561.t1_337-420	4.9144877256	1	0	0	euk	BIRC2/BIRC3/XIAP	BIR BIR	BIR
vir_AUF82008.1	vir_AUF82008.1_100-183	Cryptophlebia leucotreta granulovirus	Baculoviridae	NA	Nucleocytoviricota	BIR	BIR.HG1	euk	1	BIRC2/BIRC3/XIAP	0.7	Linana_g21561.t1_337-420	4.958936106	1	0	0	euk	BIRC2/BIRC3/XIAP	BIR BIR zf-C3HC4_3	BIR,zf-C3HC4_3
vir_AUF82008.1	vir_AUF82008.1_1-80	Cryptophlebia leucotreta granulovirus	Baculoviridae	NA	Nucleocytoviricota	BIR	BIR.HG1	euk	0.9	BIRC2/BIRC3/XIAP	0.8	bac_WP_143445122.1_26-108	5.6879979388	0.9	0	0.1	euk	BIRC2/BIRC3/XIAP	BIR BIR zf-C3HC4_3	BIR,zf-C3HC4_3
vir_AAQ21701.1	vir_AAQ21701.1_100-183	Cryptophlebia leucotreta granulovirus	Baculoviridae	NA	Nucleocytoviricota	BIR	BIR.HG1	euk	1	BIRC2/BIRC3/XIAP	0.7	Linana_g21561.t1_337-420	4.9406254965	1	0	0	euk	BIRC2/BIRC3/XIAP	BIR BIR zf-C3HC4_3	BIR,zf-C3HC4_3
vir_AAQ21701.1	vir_AAQ21701.1_1-80	Cryptophlebia leucotreta granulovirus	Baculoviridae	NA	Nucleocytoviricota	BIR	BIR.HG1	euk	0.9	BIRC2/BIRC3/XIAP	0.8	bac_WP_143445122.1_26-108	5.643801605	0.9	0	0.1	euk	BIRC2/BIRC3/XIAP	BIR BIR zf-C3HC4_3	BIR,zf-C3HC4_3
vir_AAP85736.1	vir_AAP85736.1_1-83	Adoxophyes orana granulovirus	Baculoviridae	NA	Nucleocytoviricota	BIR	BIR.HG1	euk	0.9	BIRC2/BIRC3/XIAP	0.8	bac_WP_143445122.1_26-108	6.5558010524	0.9	0	0.1	euk	BIRC2/BIRC3/XIAP	BIR BIR zf-C3HC4_3	BIR,zf-C3HC4_3
vir_AAP85736.1	vir_AAP85736.1_104-187	Adoxophyes orana granulovirus	Baculoviridae	NA	Nucleocytoviricota	BIR	BIR.HG1	euk	1	BIRC2/BIRC3/XIAP	0.7	Linana_g21561.t1_337-420	5.9620595961	1	0	0	euk	BIRC2/BIRC3/XIAP	BIR BIR zf-C3HC4_3	BIR,zf-C3HC4_3
vir_AKN80754.1	vir_AKN80754.1_1-80	Diatraea saccharalis granulovirus	Baculoviridae	NA	Nucleocytoviricota	BIR	BIR.HG1	euk	0.9	BIRC2/BIRC3/XIAP	0.8	bac_WP_143445122.1_26-108	5.8847119967	0.9	0	0.1	euk	BIRC2/BIRC3/XIAP	BIR BIR	BIR
vir_AKN80754.1	vir_AKN80754.1_102-185	Diatraea saccharalis granulovirus	Baculoviridae	NA	Nucleocytoviricota	BIR	BIR.HG1	euk	1	BIRC2/BIRC3/XIAP	0.7	Linana_g21561.t1_337-420	4.8626811084	1	0	0	euk	BIRC2/BIRC3/XIAP	BIR BIR	BIR
vir_AAM70306.1	vir_AAM70306.1_99-182	Phthorimaea operculella granulovirus	Baculoviridae	NA	Nucleocytoviricota	BIR	BIR.HG1	euk	1	BIRC2/BIRC3/XIAP	0.7	Linana_g21561.t1_337-420	5.1995260796	1	0	0	euk	BIRC2/BIRC3/XIAP	BIR BIR	BIR
vir_AAM70306.1	vir_AAM70306.1_1-80	Phthorimaea operculella granulovirus	Baculoviridae	NA	Nucleocytoviricota	BIR	BIR.HG1	euk	0.9	BIRC2/BIRC3/XIAP	0.8	bac_WP_143445122.1_26-108	5.6419481539	0.9	0	0.1	euk	BIRC2/BIRC3/XIAP	BIR BIR	BIR
vir_AEB00388.1	vir_AEB00388.1_285-368	Clostera anachoreta granulovirus	Baculoviridae	NA	Nucleocytoviricota	BIR	BIR.HG1	euk	1	BIRC2/BIRC3/XIAP	0.7	Linana_g21561.t1_337-420	5.0961649525	1	0	0	euk	BIRC2/BIRC3/XIAP	BIR BIR	BIR
vir_AEB00388.1	vir_AEB00388.1_184-266	Clostera anachoreta granulovirus	Baculoviridae	NA	Nucleocytoviricota	BIR	BIR.HG1	euk	0.9	BIRC2/BIRC3/XIAP	0.8	bac_WP_143445122.1_26-108	6.2178689785	0.9	0	0.1	euk	BIRC2/BIRC3/XIAP	BIR BIR	BIR
vir_AGQ20359.1	vir_AGQ20359.1_285-368	Clostera anastomosis granulovirus Henan	Baculoviridae	NA	Nucleocytoviricota	BIR	BIR.HG1	euk	1	BIRC2/BIRC3/XIAP	0.7	Linana_g21561.t1_337-420	5.1031927494	1	0	0	euk	BIRC2/BIRC3/XIAP	BIR BIR	BIR
