gene	genomic_cluster	members	component	classification	posx	posy	species
Ngad_EWM24685	145	Ngad_EWM24685_1-136	2	H3	0.00297766295261681	-0.0399908721446991	Ngad
Ngad_EWM29620	145	Ngad_EWM29620_49-125	1	H4	0.382095114675227	0.206605660512394	Ngad
Ngad_EWM29644	145	Ngad_EWM29644_4-99	4	H2A	-0.0181611180305481	-0.123688638210297	Ngad
Nk52_evm13s282	146	Nk52_evm13s282_9-105	0	H2B	-0.192800283432007	-0.210717767477036	Nk52
Nk52_evm14s282	146	Nk52_evm14s282_26-103	1	H4	-0.299323797626808	0.168142144082908	Nk52
Nk52_evm16s282	146	Nk52_evm16s282_169-272	4	H2A	0.169799700379372	-0.196773916482925	Nk52
Nk52_evm1s269	146	Nk52_evm1s269_1-136	2	H3	-0.0874837934970856	-0.0309636015444994	Nk52
Notgen_g37070.t1	147	Notgen_g37070.t1_713-796	2	H3	0.0958449020981789	-0.0487828552722931	Notgen
Nvec_NVE11853	148	Nvec_NVE11853_1-79	4	H2A	0.27068817615509	-0.290610700845718	Nvec
Nvec_NVE11854	148	Nvec_NVE11854_1-136	2	H3	-0.0021669827401638	-0.0664854943752289	Nvec
Nvec_NVE12410	149	Nvec_NVE12410_1-98	4	H2A	0.195078775286674	-0.222257301211357	Nvec
Nvec_NVE14103	148	Nvec_NVE14103_1-98	4	H2A	0.201946005225182	-0.195423319935799	Nvec
Nvec_NVE14104	148	Nvec_NVE14104_26-103	1	H4	-0.41186348732577	-0.418681311487923	Nvec
Nvec_NVE14705	148	Nvec_NVE14705_9-108	0	H2B	-0.0838516056537628	0.235097318887711	Nvec
Nvec_NVE14706	148	Nvec_NVE14706_1-98	4	H2A	-0.0408615842461586	-0.158807307481766	Nvec
Nvec_NVE14833	148	Nvec_NVE14833_1-107	0	H2B	-0.0294007379561663	0.204359859228134	Nvec
Nvec_NVE14995	150	Nvec_NVE14995_1-98	4	H2A	0.0550294108688831	-0.180789604783058	Nvec
Nvec_NVE14996	150	Nvec_NVE14996_1-108	0	H2B	-0.104193091392517	0.28430250287056	Nvec
Nvec_NVE17265	149	Nvec_NVE17265_6-107	0	H2B	-0.248904824256897	0.362327367067337	Nvec
Nvec_NVE18406	148	Nvec_NVE18406_1-94	4	H2A	0.216082870960236	-0.263936728239059	Nvec
Nvec_NVE18668	148	Nvec_NVE18668_1-40	2	H3	-0.0287008918821812	0.00790066923946142	Nvec
Nvec_NVE18842	148	Nvec_NVE18842_1-136	2	H3	0.0209033936262131	-0.0861239731311798	Nvec
Nvec_NVE19301	148	Nvec_NVE19301_26-98	1	H4	-0.308973713368717	-0.50542489246501	Nvec
Nvec_NVE19491	151	Nvec_NVE19491_1-86	0	H2B	-0.0299994051456451	0.602258086204529	Nvec
Nvec_NVE19492	151	Nvec_NVE19492_1-91	4	H2A	0.200073793530464	-0.208681359887123	Nvec
Nvec_NVE21350	148	Nvec_NVE21350_10-108	0	H2B	-0.122772328555584	0.241838201880455	Nvec
Nvec_NVE22352	148	Nvec_NVE22352_1-100	0	H2B	-0.0575161017477512	0.461425930261612	Nvec
Nvec_NVE23182	148	Nvec_NVE23182_10-107	0	H2B	-0.111124724149704	0.346455365419388	Nvec
Nvec_NVE23183	148	Nvec_NVE23183_1-98	4	H2AZ	-0.54363489151001	0.744790315628052	Nvec
Nvec_NVE23382	148	Nvec_NVE23382_9-88	0	H2B	-0.0730785205960274	0.501441299915314	Nvec
Nvec_NVE24007	152	Nvec_NVE24007_10-108	0	H2B	-0.0657756626605988	0.273591071367264	Nvec
Nvec_NVE24008	152	Nvec_NVE24008_1-98	4	H2A	0.229735597968102	-0.228365182876587	Nvec
Nvec_NVE24022	148	Nvec_NVE24022_1-52	0	H2B	-0.268286675214767	0.543620944023132	Nvec
Nvec_NVE24044	148	Nvec_NVE24044_10-108	0	H2B	-0.0678431168198586	0.331899523735046	Nvec
Nvec_NVE24359	148	Nvec_NVE24359_1-136	2	H3	0.00579323153942823	-0.0457336530089378	Nvec
Nvec_NVE2880	148	Nvec_NVE2880_30-103	1	H4	-0.269630630305885	-0.429748997611317	Nvec
Nvec_NVE5224	148	Nvec_NVE5224_734-869	2	H3	0.00619081826880574	-0.0412522740662098	Nvec
Nvec_NVE5229	148	Nvec_NVE5229_9-108	0	H2B	-0.111534103751183	0.345017373561859	Nvec
Nvec_NVE8838	148	Nvec_NVE8838_9-108	0	H2B	-0.00215549650602043	0.272647559642792	Nvec
Nvec_NVE9468	153	Nvec_NVE9468_1-98	4	H2A	0.171366676688194	-0.222640842199326	Nvec
Nvec_NVE9469	153	Nvec_NVE9469_1-103	0	H2B	-0.198031291365623	0.410385131835938	Nvec
Nvec_NVE9689	148	Nvec_NVE9689_1-107	0	H2B	-0.12210763245821	0.315443485975266	Nvec
Ocar_g3737.t1	154	Ocar_g3737.t1_40-139	4	H2A	0.296190768480301	-0.193253323435783	Ocar
Ocar_g3738.t1	154	Ocar_g3738.t1_1-103	4	H2AZ	-0.536651015281677	0.735863268375397	Ocar
Otau_XP_003079482.2	155	Otau_XP_003079482.2_1-136	2	H3	-0.00994422007352114	-0.0365792326629162	Otau
Otau_XP_003080758.2	156	Otau_XP_003080758.2_1-97	4	H2A	0.194656550884247	-0.252549678087234	Otau
Otau_XP_003080759.2	156	Otau_XP_003080759.2_5-99	0	H2B	0.251752912998199	-0.455420166254044	Otau
Otau_XP_022838377.1	155	Otau_XP_022838377.1_26-103	1	H4	-0.262124260950737	0.417771463823773	Otau
Pavlsp_560888	157	Pavlsp_560888_1-103	2	H3	-0.00913374684751034	-0.101062119007111	Pavlsp
Pavlsp_908208	157	Pavlsp_908208_1-103	2	H3	0.0515564531087875	0.0153433792293072	Pavlsp
Perkma_EEQ98672	158	Perkma_EEQ98672_2-91	0	H2B	0.386703997850418	0.216758728027344	Perkma
Perkma_EEQ99303	158	Perkma_EEQ99303_3-98	0	H2B	0.361408829689026	0.107937701046467	Perkma
Perkma_EEQ99409	158	Perkma_EEQ99409_1-98	0	H2B	0.330160737037659	0.0689289346337318	Perkma
Perkma_EER03781	158	Perkma_EER03781_1-136	2	H3	-0.0180685967206955	-0.0111607573926449	Perkma
Perkma_EER04007	158	Perkma_EER04007_18-130	4	H2AZ	-0.590612709522247	0.799419760704041	Perkma
Perkma_EER04402	158	Perkma_EER04402_16-130	4	H2A	-0.0226676557213068	-0.110114544630051	Perkma
Perkma_EER08567	159	Perkma_EER08567_10-113	4	H2A	0.170589685440063	-0.13059888780117	Perkma
Perkma_EER08568	159	Perkma_EER08568_50-144	4	H2A	0.161047264933586	-0.261154443025589	Perkma
Perkma_EER15538	158	Perkma_EER15538_15-130	4	H2A	-0.0139102740213275	-0.105909511446953	Perkma
Perkma_EER15802	158	Perkma_EER15802_1-104	4	H2A	0.293479055166245	-0.190655827522278	Perkma
Perkma_EER15850	160	Perkma_EER15850_47-144	4	H2A	0.205608069896698	-0.354905158281326	Perkma
Perkma_EER15851	160	Perkma_EER15851_66-163	4	H2AZ	-0.543249487876892	0.754901707172394	Perkma
Pfal_CAG24993	161	Pfal_CAG24993_1-99	4	H2A	0.0658181086182594	-0.182330280542374	Pfal
Pfal_CAG24994	161	Pfal_CAG24994_1-136	2	H3	-0.0133850108832121	-0.00828626472502947	Pfal
Pfal_CZT98716	162	Pfal_CZT98716_25-103	1	H4	0.146828575678862	0.27701919686782	Pfal
Pfal_CZT98717	162	Pfal_CZT98717_1-103	0	H2B	0.173144042491913	0.456212520599365	Pfal
Phatri_Phatr3_J11823.p1	163	Phatri_Phatr3_J11823.p1_1-102	0	H2B	0.202062025666237	0.00295518734492362	Phatri
Phatri_Phatr3_J11841.p1	164	Phatri_Phatr3_J11841.p1_1-136	2	H3	-0.0120487632229924	-0.0123466951772571	Phatri
Phatri_Phatr3_J26802.p1	163	Phatri_Phatr3_J26802.p1_1-100	4	H2A	0.10451403260231	-0.126452058553696	Phatri
Phatri_Phatr3_J26896.p1	164	Phatri_Phatr3_J26896.p1_26-103	1	H4	0.25244483187805	0.366653003259465	Phatri
Phoaus_g244.t1	165	Phoaus_g244.t1_1-107	0	H2B	0.100223988294601	0.406325042247772	Phoaus
Phoaus_g245.t1	165	Phoaus_g245.t1_1-98	4	H2A	0.255781143903732	-0.245603814721107	Phoaus
Phoaus_g5990.t1	166	Phoaus_g5990.t1_1-98	4	H2A	0.201563388109207	-0.196067199110985	Phoaus
Phoaus_g5991.t1	166	Phoaus_g5991.t1_11-107	0	H2B	-0.141077175736427	0.233453929424286	Phoaus
Phoaus_g7466.t1	167	Phoaus_g7466.t1_1-98	4	H2A	0.230492770671844	-0.187863931059837	Phoaus
Phoaus_g7467.t1	167	Phoaus_g7467.t1_11-107	0	H2B	-0.213451385498047	0.511479258537292	Phoaus
Pinf_PITG_03550T0	168	Pinf_PITG_03550T0_11-101	0	H2B	0.114232510328293	0.0786602199077606	Pinf
Pinf_PITG_03551T0	168	Pinf_PITG_03551T0_1-136	2	H3	-0.0951524823904037	-0.0336989499628544	Pinf
Pinf_PITG_03552T0	168	Pinf_PITG_03552T0_26-103	1	H4	0.212054222015134	0.31102525122746	Pinf
Pinf_PITG_03881T0	169	Pinf_PITG_03881T0_9-102	4	H2A	0.0490264743566513	-0.182928025722504	Pinf
Pinf_PITG_03882T0	169	Pinf_PITG_03882T0_5-103	4	H2A	0.0532265491783619	-0.174495682120323	Pinf
Pisp_OUM63886.1	170	Pisp_OUM63886.1_1-136	2	H3	0.046880517154932	-0.0482957437634468	Pisp
Pisp_OUM66373.1	170	Pisp_OUM66373.1_26-103	1	H4	-0.457907799012879	0.195021793310097	Pisp
Plabra_CEO95731	171	Plabra_CEO95731_1-136	2	H3	-0.0262837372720242	-0.0205330979079008	Plabra
Plabra_CEO95732	171	Plabra_CEO95732_25-103	1	H4	-0.15988120626515	0.415851986873913	Plabra
Plafun_PRP74141	172	Plafun_PRP74141_1-123	4	H2A	0.204213201999664	-0.296652019023895	Plafun
Plafun_PRP74142	172	Plafun_PRP74142_68-144	1	H4	0.510994712877787	0.0836354813854307	Plafun
Porpur_KAA8495289.1	173	Porpur_KAA8495289.1_58-136	1	H4	0.27007859281937	0.294424583985305	Porpur
Porpur_KAA8495290.1	173	Porpur_KAA8495290.1_1-144	2	H3	-0.00668475218117237	-0.0320829637348652	Porpur
Porpur_KAA8497739.1	174	Porpur_KAA8497739.1_1-96	4	H2A	0.254167109727859	-0.209779351949692	Porpur
Porpur_KAA8497740.1	174	Porpur_KAA8497740.1_6-110	0	H2B	-0.304071754217148	0.040879599750042	Porpur
Porumb_OSX71619.1	175	Porumb_OSX71619.1_72-184	0	H2B	-0.080572135746479	0.248966455459595	Porumb
Porumb_OSX71620.1	175	Porumb_OSX71620.1_1-97	4	H2A	0.185026824474335	-0.275665253400803	Porumb
Porumb_OSX72825.1	176	Porumb_OSX72825.1_1-137	2	H3	-0.019291128963232	-0.104139432311058	Porumb
Porumb_OSX72826.1	176	Porumb_OSX72826.1_1-137	2	H3	0.00937606208026409	-0.0740332379937172	Porumb
Porumb_OSX77442.1	177	Porumb_OSX77442.1_1-98	4	H2A	0.142870679497719	-0.290493369102478	Porumb
Porumb_OSX77443.1	177	Porumb_OSX77443.1_3-113	0	H2B	0.0043960977345705	0.0504905618727207	Porumb
Porumb_OSX80297.1	178	Porumb_OSX80297.1_25-103	1	H4	0.13317437130472	0.493638530707682	Porumb
Porumb_OSX80298.1	178	Porumb_OSX80298.1_1-136	2	H3	-0.0119689563289285	0.0145420031622052	Porumb
Porumb_OSX81222.1	179	Porumb_OSX81222.1_4-114	0	H2B	-0.0400168150663376	0.0487429797649384	Porumb
Porumb_OSX81223.1	179	Porumb_OSX81223.1_1-98	4	H2A	0.238789528608322	-0.155772104859352	Porumb
Ppat_Pp3c17_15780V3.1	180	Ppat_Pp3c17_15780V3.1_1-124	0	H2B	0.251143962144852	-0.484700590372086	Ppat
Ppat_Pp3c17_15800V3.1	180	Ppat_Pp3c17_15800V3.1_1-122	0	H2B	0.315932124853134	-0.695236384868622	Ppat
Ppat_Pp3c18_12300V3.1	181	Ppat_Pp3c18_12300V3.1_2-146	2	H3	-0.0180020220577717	-0.0155803188681602	Ppat
Ppat_Pp3c27_7460V3.1	182	Ppat_Pp3c27_7460V3.1_122-195	1	H4	0.504479427571698	-0.296465454459441	Ppat
Ppat_Pp3c5_1791V3.1	183	Ppat_Pp3c5_1791V3.1_3-100	4	H2A	-0.0318658463656902	-0.13793571293354	Ppat
Ppat_Pp3c5_1800V3.1	183	Ppat_Pp3c5_1800V3.1_3-100	4	H2AZ	-0.53869903087616	0.745465159416199	Ppat
Ppat_Pp3c6_27740V3.1	182	Ppat_Pp3c6_27740V3.1_1-122	0	H2B	0.324036121368408	-0.643745124340057	Ppat
Ptyfla_pfl_40v0_9_20150316_1g20750.t1	184	Ptyfla_pfl_40v0_9_20150316_1g20750.t1_1-139	2	H3	0.0220310259610415	-0.0852086767554283	Ptyfla
Ptyfla_pfl_40v0_9_20150316_1g22940.t1	184	Ptyfla_pfl_40v0_9_20150316_1g22940.t1_1-69	2	H3	0.025542113929987	-0.154087543487549	Ptyfla
Ptyfla_pfl_40v0_9_20150316_1g22941.t1	184	Ptyfla_pfl_40v0_9_20150316_1g22941.t1_1-69	2	H3	0.0323877185583115	-0.150091215968132	Ptyfla
Rall_EPZ30802	185	Rall_EPZ30802_1-62	2	H3	0.0962885916233063	-0.0682546868920326	Rall
Rall_EPZ30830	186	Rall_EPZ30830_1-100	4	H2A	0.177625924348831	-0.206162482500076	Rall
Rall_EPZ30831	186	Rall_EPZ30831_1-112	0	H2B	0.211096331477165	0.179953888058662	Rall
Rall_EPZ32223	185	Rall_EPZ32223_25-103	1	H4	-0.237612907776071	0.507700491823795	Rall
Ramvar_GAU94129.1	187	Ramvar_GAU94129.1_4-98	4	H2A	0.195213750004768	-0.188663825392723	Ramvar
Ramvar_GAU94130.1	187	Ramvar_GAU94130.1_1-109	0	H2B	-0.0929357931017876	0.150975733995438	Ramvar
Ramvar_GAU94132.1	187	Ramvar_GAU94132.1_1-136	2	H3	0.0434796288609505	-0.0322431996464729	Ramvar
Ramvar_GAU94133.1	187	Ramvar_GAU94133.1_26-103	1	H4	-0.515175988181169	-0.27007507537328	Ramvar
Ramvar_GAU94246.1	187	Ramvar_GAU94246.1_4-98	4	H2A	0.190730109810829	-0.205308109521866	Ramvar
Ramvar_GAV05295.1	187	Ramvar_GAV05295.1_2-98	4	H2A	0.244733035564423	-0.210968986153603	Ramvar
Rhidel_EIE79225	188	Rhidel_EIE79225_1-136	2	H3	0.0533471442759037	-0.0444246977567673	Rhidel
Rhidel_EIE83417	188	Rhidel_EIE83417_25-103	1	H4	-0.149135834314306	0.406422389350114	Rhidel
Rhidel_EIE83418	188	Rhidel_EIE83418_5-100	4	H2A	0.228860169649124	-0.175350069999695	Rhidel
Rhidel_EIE83419	188	Rhidel_EIE83419_1-108	0	H2B	0.0974258035421371	0.10613876581192	Rhidel
Rhidel_EIE83508	188	Rhidel_EIE83508_1-103	0	H2B	0.122386425733566	0.0924941301345825	Rhidel
Rhidel_EIE91735	188	Rhidel_EIE91735_5-100	4	H2A	0.282733082771301	-0.25408011674881	Rhidel
Rhidel_EIE91736	188	Rhidel_EIE91736_1-103	0	H2B	0.127673178911209	0.0793337151408195	Rhidel
Rirr_GBC16678	189	Rirr_GBC16678_1-136	2	H3	0.0595038458704948	-0.0679712295532227	Rirr
Rirr_GBC16680	189	Rirr_GBC16680_26-103	1	H4	-0.464077089067817	0.19339491777247	Rirr
Rirr_GBC16827	190	Rirr_GBC16827_45-121	1	H4	-0.512220331699762	-0.00465247073577793	Rirr
Rirr_GBC16828	190	Rirr_GBC16828_1-136	2	H3	-0.0612254813313484	-0.0157980304211378	Rirr
Rirr_GBC46393	191	Rirr_GBC46393_32-154	0	H2B	0.229919150471687	0.351281374692917	Rirr
Rirr_GBC46394	191	Rirr_GBC46394_2-104	4	H2A	-0.00898026209324598	-0.247614711523056	Rirr
Sappar_KDO17679	192	Sappar_KDO17679_26-103	1	H4	0.203780077437439	0.228007108520481	Sappar
Sappar_KDO17680	192	Sappar_KDO17680_26-103	1	H4	0.249084407439237	0.318700242881472	Sappar
Sappar_KDO23558	193	Sappar_KDO23558_1-104	0	H2B	0.190232470631599	-0.147392526268959	Sappar
Sappar_KDO24590	193	Sappar_KDO24590_7-101	4	H2A	0.0079017635434866	-0.138152703642845	Sappar
Sappar_KDO26684	192	Sappar_KDO26684_1-136	2	H3	-0.00340688321739435	-0.0437746644020081	Sappar
Sappar_KDO27242	192	Sappar_KDO27242_1-136	2	H3	0.00045423730625771	-0.0363706164062023	Sappar
Sappar_KDO27381	193	Sappar_KDO27381_7-101	4	H2A	-0.563502311706543	0.772144675254822	Sappar
Sarc_Sarc4_g12926T	194	Sarc_Sarc4_g12926T_1-137	2	H3	0.00759901618584991	-0.0556859374046326	Sarc
Sarc_Sarc4_g12927T	194	Sarc_Sarc4_g12927T_1-101	4	H2A	0.262875586748123	-0.170596182346344	Sarc
Sarc_Sarc4_g12928T	194	Sarc_Sarc4_g12928T_7-108	0	H2B	0.0938910245895386	0.190938264131546	Sarc
Sarc_Sarc4_g12929T	194	Sarc_Sarc4_g12929T_26-104	1	H4	-0.381183350803584	-0.037590447444252	Sarc
Sarc_Sarc4_g3247T	194	Sarc_Sarc4_g3247T_7-108	0	H2B	-0.104460150003433	0.217552557587624	Sarc
Sarc_Sarc4_g9386T	194	Sarc_Sarc4_g9386T_7-108	0	H2B	-0.0204720813781023	0.440399199724197	Sarc
Sbic_EER87889	195	Sbic_EER87889_1-136	2	H3	-0.00812086183577776	-0.016993684694171	Sbic
Sbic_EER92457	196	Sbic_EER92457_8-112	4	H2A	0.246955662965775	-0.106299869716167	Sbic
Sbic_EER92458	196	Sbic_EER92458_17-113	4	H2A	0.332599669694901	-0.226051867008209	Sbic
Sbic_EER95079	196	Sbic_EER95079_1-134	0	H2B	-0.30048269033432	0.0910033360123634	Sbic
Sbic_EER97344	197	Sbic_EER97344_5-100	4	H2A	-0.0213266517966986	-0.100710809230804	Sbic
Sbic_EER97345	197	Sbic_EER97345_4-100	4	H2A	-0.0529207065701485	-0.0899945423007011	Sbic
Scer_YBL002W	198	Scer_YBL002W_1-114	0	H2B	0.195303544402122	0.168249055743217	Scer
Scer_YBL003C	198	Scer_YBL003C_1-100	4	H2A	0.197635099291801	-0.338267982006073	Scer
Scer_YBR009C	199	Scer_YBR009C_25-103	1	H4	-0.258422778290521	0.65912027546086	Scer
Scer_YBR010W	199	Scer_YBR010W_1-136	2	H3	0.0649445652961731	-0.0513821579515934	Scer
Scer_YDR224C	200	Scer_YDR224C_1-114	0	H2B	0.151994049549103	0.160599902272224	Scer
Scer_YDR225W	200	Scer_YDR225W_1-100	4	H2AZ	-0.527212560176849	0.684133112430573	Scer
Skow_XP_002731239.1	201	Skow_XP_002731239.1_1-98	4	H2A	-0.0394184291362762	-0.143449231982231	Skow
Skow_XP_002731993.1	202	Skow_XP_002731993.1_2-109	0	H2B	-0.174759566783905	0.168737664818764	Skow
Skow_XP_002733166.1	202	Skow_XP_002733166.1_1-98	4	H2A	0.210398152470589	-0.181777402758598	Skow
Skow_XP_002733414.1	201	Skow_XP_002733414.1_1-98	4	H2A	0.0285932030528784	-0.28870102763176	Skow
Skow_XP_002733416.1	201	Skow_XP_002733416.1_1-109	0	H2B	-0.319895356893539	0.104986913502216	Skow
Skow_XP_002735146.1	201	Skow_XP_002735146.1_1-98	4	H2A	0.0340996123850346	-0.145430102944374	Skow
Skow_XP_002736940.1	203	Skow_XP_002736940.1_1-109	0	H2B	0.0470071397721767	0.0818325653672218	Skow
Skow_XP_002738085.1	204	Skow_XP_002738085.1_1-98	4	H2A	0.201077997684479	-0.187466755509377	Skow
Skow_XP_002738088.2	201	Skow_XP_002738088.2_1-142	2	H3	-0.00970314536243677	-0.050451148301363	Skow
Skow_XP_002738088.2	201	Skow_XP_002738088.2_172-319	2	H3	0.0081340940669179	-0.0823273584246635	Skow
Skow_XP_002738091.1	201	Skow_XP_002738091.1_1-98	4	H2A	0.236081525683403	-0.200373455882072	Skow
Skow_XP_002738204.1	201	Skow_XP_002738204.1_26-104	1	H4	-0.501239740486148	-0.260135981998127	Skow
Skow_XP_002739290.1	205	Skow_XP_002739290.1_7-107	0	H2B	-0.417442947626114	0.216221690177917	Skow
Skow_XP_002739291.1	205	Skow_XP_002739291.1_2-100	4	H2A	0.19684511423111	-0.202238529920578	Skow
Skow_XP_002740697.1	206	Skow_XP_002740697.1_1-98	4	H2A	0.0207273494452238	-0.136677354574203	Skow
Skow_XP_006812123.1	201	Skow_XP_006812123.1_1-109	0	H2B	-0.0749831050634384	0.247747108340263	Skow
Skow_XP_006817030.1	207	Skow_XP_006817030.1_1-96	4	macroH2A	0.0583973973989487	-0.147792026400566	Skow
Skow_XP_006817031.1	207	Skow_XP_006817031.1_27-103	1	H4	-0.162085001399476	-0.614429217615502	Skow
Skow_XP_006818184.1	202	Skow_XP_006818184.1_2-109	0	H2B	-0.143021374940872	0.195156812667847	Skow
Skow_XP_006819187.1	203	Skow_XP_006819187.1_2-98	4	H2A	-0.0336854234337807	-0.13501937687397	Skow
Skow_XP_006820302.1	201	Skow_XP_006820302.1_30-106	1	H4	0.0343726991172214	-0.641584781965934	Skow
Skow_XP_006820302.1	201	Skow_XP_006820302.1_95-193	4	H2A	0.259678483009338	-0.178976833820343	Skow
Skow_XP_006820571.1	204	Skow_XP_006820571.1_1-109	0	H2B	-0.3001569211483	0.111758604645729	Skow
Skow_XP_006820574.1	201	Skow_XP_006820574.1_1-109	0	H2B	-0.0832118541002274	0.144000083208084	Skow
Skow_XP_006823988.1	206	Skow_XP_006823988.1_1-109	0	H2B	-0.160473704338074	0.196117907762527	Skow
Skow_XP_006825352.1	201	Skow_XP_006825352.1_1-109	0	H2B	-0.310456067323685	0.142248094081879	Skow
Sman_Smp_074610.1_pep	208	Sman_Smp_074610.1_pep_1-136	2	H3	0.0202684532850981	-0.0399592369794846	Sman
Sman_Smp_089840.1_pep	208	Sman_Smp_089840.1_pep_1-98	4	H2A	0.240773171186447	-0.23817104101181	Sman
Sman_Smp_089870.1_pep	208	Sman_Smp_089870.1_pep_1-98	4	H2A	0.175750628113747	-0.25919833779335	Sman
Sphfal_Sphfalx05G143800.1.p	209	Sphfal_Sphfalx05G143800.1.p_1-117	0	H2B	0.331623643636703	-0.758772909641266	Sphfal
Sphfal_Sphfalx05G143900.1.p	209	Sphfal_Sphfalx05G143900.1.p_6-124	0	H2B	0.376523733139038	-0.825531721115112	Sphfal
Spis_XP_022782074_1	210	Spis_XP_022782074_1_1-98	4	H2A	-0.0248011257499456	-0.122054792940617	Spis
Spis_XP_022782075_1	210	Spis_XP_022782075_1_26-103	1	H4	-0.344533042365526	-0.532039918636872	Spis
Spis_XP_022792392_1	210	Spis_XP_022792392_1_45-144	4	H2AZ	-0.553961455821991	0.733084678649902	Spis
Spis_XP_022792393_1	210	Spis_XP_022792393_1_1-98	4	H2A	-0.0700175613164902	-0.0992317423224449	Spis
Spis_XP_022792396_1	210	Spis_XP_022792396_1_2-108	0	H2B	-0.0487855337560177	0.184568613767624	Spis
Spis_XP_022792397_1	210	Spis_XP_022792397_1_3-108	0	H2B	-0.0722817704081535	0.190135627985001	Spis
Spis_XP_022792399_1	210	Spis_XP_022792399_1_1-136	2	H3	0.00121736421715468	-0.0746357142925262	Spis
Spis_XP_022792401_1	210	Spis_XP_022792401_1_1-127	2	H3	0.0175897553563118	-0.0790025591850281	Spis
Spis_XP_022792401_1	210	Spis_XP_022792401_1_113-229	2	H3	0.00785084161907434	-0.0499789230525494	Spis
Spis_XP_022801281_1	211	Spis_XP_022801281_1_7-106	0	H2B	-0.0529600642621517	0.230353474617004	Spis
Spis_XP_022801292_1	211	Spis_XP_022801292_1_1-98	4	H2A	0.260347127914429	-0.257315307855606	Spis
Spom_SPAC1834.03c.1_pep	212	Spom_SPAC1834.03c.1_pep_24-103	1	H4	-0.332237757641206	0.413032515904645	Spom
Spom_SPAC1834.04.1_pep	212	Spom_SPAC1834.04.1_pep_1-136	2	H3	0.0424016155302525	-0.0574545077979565	Spom
Spom_SPCC622.08c.1_pep	213	Spom_SPCC622.08c.1_pep_6-100	4	H2A	0.136143371462822	-0.283360868692398	Spom
Spom_SPCC622.09.1_pep	213	Spom_SPCC622.09.1_pep_11-110	0	H2B	0.119868502020836	0.0297749061137438	Spom
Spun_KNC96050	214	Spun_KNC96050_1-136	2	H3	0.0482868514955044	-0.0463371686637402	Spun
Spun_KNC96051	214	Spun_KNC96051_25-103	1	H4	-0.163763521148679	0.385216960330681	Spun
Spun_KND03295	215	Spun_KND03295_1-103	4	H2A	0.901212811470032	-1	Spun
Spun_KND03296	215	Spun_KND03296_14-117	0	H2B	-0.0220377147197723	0.35149559378624	Spun
Spur_NP_001014426.1	216	Spur_NP_001014426.1_1-98	4	H2A	0.16094945371151	-0.22102527320385	Spur
Spur_NP_001116979.1	217	Spur_NP_001116979.1_1-98	4	H2A	0.0757771879434586	-0.197949931025505	Spur
Spur_NP_001229615.1	218	Spur_NP_001229615.1_1-108	0	H2B	-0.315948247909546	0.139137372374535	Spur
Spur_XP_001175793.2	219	Spur_XP_001175793.2_1-98	4	H2A	0.144076704978943	-0.27176421880722	Spur
Spur_XP_001176802.2	216	Spur_XP_001176802.2_2-98	4	H2A	0.27384752035141	-0.188922613859177	Spur
Spur_XP_003724619.1	220	Spur_XP_003724619.1_15-109	0	H2B	-0.033327292650938	0.233710706233978	Spur
Spur_XP_011662709.1	216	Spur_XP_011662709.1_15-108	0	H2B	-0.033942099660635	0.488402664661407	Spur
Spur_XP_011664020.1	220	Spur_XP_011664020.1_1-98	4	H2A	0.226692646741867	-0.339033514261246	Spur
Spur_XP_011667593.1	221	Spur_XP_011667593.1_1-108	0	H2B	-0.306809782981873	0.10432955622673	Spur
Spur_XP_011669701.1	216	Spur_XP_011669701.1_13-108	0	H2B	-0.417583793401718	0.148663237690926	Spur
Spur_XP_011683150.1	222	Spur_XP_011683150.1_1-108	0	H2B	-0.286811619997025	0.149565637111664	Spur
Spur_XP_030829748.1	216	Spur_XP_030829748.1_1-80	1	H4	-0.117575088234279	-0.629586879417403	Spur
Spur_XP_030833517.1	216	Spur_XP_030833517.1_15-108	0	H2B	-0.0476630330085754	0.236004129052162	Spur
Spur_XP_030834659.1	216	Spur_XP_030834659.1_1-98	4	H2A	-0.0916630625724792	-0.0957817211747169	Spur
Spur_XP_030835156.1	222	Spur_XP_030835156.1_1-98	4	H2A	0.231654852628708	-0.307253420352936	Spur
Spur_XP_030836142.1	216	Spur_XP_030836142.1_13-107	0	H2B	-0.0866571217775345	0.239615201950073	Spur
Spur_XP_030837450.1	219	Spur_XP_030837450.1_15-99	0	H2B	-0.316596806049347	0.456438511610031	Spur
Spur_XP_030837453.1	216	Spur_XP_030837453.1_1-98	4	H2A	0.179704293608665	-0.248720750212669	Spur
Spur_XP_030838374.1	216	Spur_XP_030838374.1_30-106	1	H4	0.105711583403324	-0.591297267448583	Spur
Spur_XP_030838374.1	216	Spur_XP_030838374.1_125-218	0	H2B	0.28593122959137	-0.247320115566254	Spur
Spur_XP_030838374.1	216	Spur_XP_030838374.1_221-365	2	H3	0.0411431081593037	0.0013348002685234	Spur
Spur_XP_030840910.1	223	Spur_XP_030840910.1_4-110	0	H2B	-0.472800612449646	0.219424858689308	Spur
Spur_XP_030842705.1	216	Spur_XP_030842705.1_1-99	4	H2A	0.1055553779006	-0.204291209578514	Spur
Spur_XP_030843320.1	216	Spur_XP_030843320.1_1-99	4	H2A	0.237422525882721	-0.21149368584156	Spur
