gene_j	gene_i	strand_i	strand_j	dist_ij	class_i	class_j	pair	pair_hists	pair_orientation	pair_hists_ori	species
Gpro_KXS09017	Gpro_KXS14520	-	+	374	H2A	H2B	Gpro_KXS09017,Gpro_KXS14520	H2A,H2B	hh	H2A,H2B hh	Gpro
Gpro_KXS13514	Gpro_KXS13515	+	-	-531	H3	H4	Gpro_KXS13514,Gpro_KXS13515	H3,H4	hh	H3,H4 hh	Gpro
Gpro_KXS14520	Gpro_KXS14521	+	-	-126	H2B	H2A	Gpro_KXS14520,Gpro_KXS14521	H2A,H2B	hh	H2A,H2B hh	Gpro
Gracho_PXF43757.1	Gracho_PXF43758.1	+	-	-783	H3	H4	Gracho_PXF43757.1,Gracho_PXF43758.1	H3,H4	hh	H3,H4 hh	Gracho
Gracho_PXF47806.1	Gracho_PXF47807.1	+	-	-601	H2A	H2B	Gracho_PXF47806.1,Gracho_PXF47807.1	H2A,H2B	hh	H2A,H2B hh	Gracho
Gracho_PXF49105.1	Gracho_PXF49106.1	+	-	-590	H2A	H2B	Gracho_PXF49105.1,Gracho_PXF49106.1	H2A,H2B	hh	H2A,H2B hh	Gracho
Gthe_EKX50507	Gthe_EKX50507	-	+	-662	H2B	H2B	Gthe_EKX50507,Gthe_EKX50507	H2B,H2B	tt	H2B,H2B tt	Gthe
Hduj_OQV17567.1	Hduj_OQV17568.1	+	-	-411	H2B	H2A	Hduj_OQV17567.1,Hduj_OQV17568.1	H2A,H2B	hh	H2A,H2B hh	Hduj
Hduj_OQV20926.1	Hduj_OQV20927.1	+	-	-568	H4	H3	Hduj_OQV20926.1,Hduj_OQV20927.1	H3,H4	hh	H3,H4 hh	Hduj
Hduj_OQV20927.1	Hduj_OQV24683.1	+	-	-572	H3	H4	Hduj_OQV20927.1,Hduj_OQV24683.1	H3,H4	hh	H3,H4 hh	Hduj
Helrob_HelroP126929	Helrob_HelroP158271	-	+	940	H2B	H2A	Helrob_HelroP126929,Helrob_HelroP158271	H2A,H2B	hh	H2A,H2B hh	Helrob
Helrob_HelroP126929	Helrob_HelroP126929	-	-	2	H2A	H2A	Helrob_HelroP126929,Helrob_HelroP126929	H2A,H2A	ht	H2A,H2A ht	Helrob
Helrob_HelroP126929	Helrob_HelroP84695	+	-	-707	H4	H2A	Helrob_HelroP126929,Helrob_HelroP84695	H2A,H4	hh	H2A,H4 hh	Helrob
Helrob_HelroP126929	Helrob_HelroP79198	-	+	-1216	H3	H2A	Helrob_HelroP126929,Helrob_HelroP79198	H2A,H3	tt	H2A,H3 tt	Helrob
Helrob_HelroP126929	Helrob_HelroP79262	-	+	-740	H3	H2A	Helrob_HelroP126929,Helrob_HelroP79262	H2A,H3	tt	H2A,H3 tt	Helrob
Helrob_HelroP158271	Helrob_HelroP79198	-	-	-8029	H3	H2B	Helrob_HelroP158271,Helrob_HelroP79198	H2B,H3	ht	H2B,H3 ht	Helrob
Helrob_HelroP158271	Helrob_HelroP79367	+	+	-911	other_CENP	H2B	Helrob_HelroP158271,Helrob_HelroP79367	H2B,other_CENP	ht	H2B,other_CENP ht	Helrob
Helrob_HelroP158271	Helrob_HelroP172808	-	-	1378	H4	H2B	Helrob_HelroP158271,Helrob_HelroP172808	H2B,H4	ht	H2B,H4 ht	Helrob
Helrob_HelroP158271	Helrob_HelroP172804	-	-	1555	H4	H2B	Helrob_HelroP158271,Helrob_HelroP172804	H2B,H4	ht	H2B,H4 ht	Helrob
Helrob_HelroP172804	Helrob_HelroP79198	+	+	-2771	H3	H4	Helrob_HelroP172804,Helrob_HelroP79198	H3,H4	ht	H3,H4 ht	Helrob
Helrob_HelroP70817	Helrob_HelroP70875	+	+	-1039	H4	H2B	Helrob_HelroP70817,Helrob_HelroP70875	H2B,H4	ht	H2B,H4 ht	Helrob
Honfer_GBG34895	Honfer_GBG34896	+	-	-728	H2A	H2B	Honfer_GBG34895,Honfer_GBG34896	H2A,H2B	hh	H2A,H2B hh	Honfer
Hsap_ENSP00000244537.6	Hsap_ENSP00000244537.6	+	-	4766	H4	H4	Hsap_ENSP00000244537.6,Hsap_ENSP00000244537.6	H4,H4	tt	H4,H4 tt	Hsap
Hsap_ENSP00000244537.6	Hsap_ENSP00000333277.2	-	+	18967	H3	H4	Hsap_ENSP00000244537.6,Hsap_ENSP00000333277.2	H3,H4	hh	H3,H4 hh	Hsap
Hsap_ENSP00000244537.6	Hsap_ENSP00000351589.3	-	-	-6321	macroH2A	H4	Hsap_ENSP00000244537.6,Hsap_ENSP00000351589.3	H4,macroH2A	ht	H4,macroH2A ht	Hsap
Hsap_ENSP00000244537.6	Hsap_ENSP00000373730.3	+	-	-3289	H2A	H4	Hsap_ENSP00000244537.6,Hsap_ENSP00000373730.3	H2A,H4	hh	H2A,H4 hh	Hsap
Hsap_ENSP00000244537.6	Hsap_ENSP00000321744.4	+	-	4481	H2B	H4	Hsap_ENSP00000244537.6,Hsap_ENSP00000321744.4	H2B,H4	tt	H2B,H4 tt	Hsap
Hsap_ENSP00000244537.6	Hsap_ENSP00000352252.3	-	-	-7673	H3	H4	Hsap_ENSP00000244537.6,Hsap_ENSP00000352252.3	H3,H4	ht	H3,H4 ht	Hsap
Hsap_ENSP00000244537.6	Hsap_ENSP00000489536.1	-	-	-6484	H2A	H4	Hsap_ENSP00000244537.6,Hsap_ENSP00000489536.1	H2A,H4	ht	H2A,H4 ht	Hsap
Hsap_ENSP00000244537.6	Hsap_ENSP00000358151.2	-	-	-23250	H2B	H4	Hsap_ENSP00000244537.6,Hsap_ENSP00000358151.2	H2B,H4	ht	H2B,H4 ht	Hsap
Hsap_ENSP00000244537.6	Hsap_ENSP00000477907.2	+	+	8604	H2B	H4	Hsap_ENSP00000244537.6,Hsap_ENSP00000477907.2	H2B,H4	ht	H2B,H4 ht	Hsap
Hsap_ENSP00000244537.6	Hsap_ENSP00000349430.2	-	+	-6481	H2B	H4	Hsap_ENSP00000244537.6,Hsap_ENSP00000349430.2	H2B,H4	tt	H2B,H4 tt	Hsap
Hsap_ENSP00000274764.3	Hsap_ENSP00000297012.4	-	+	216	H2A	H2B	Hsap_ENSP00000274764.3,Hsap_ENSP00000297012.4	H2A,H2B	hh	H2A,H2B hh	Hsap
Hsap_ENSP00000289316.2	Hsap_ENSP00000321744.4	+	+	-12413	H2B	H2B	Hsap_ENSP00000289316.2,Hsap_ENSP00000321744.4	H2B,H2B	ht	H2B,H2B ht	Hsap
Hsap_ENSP00000303373.2	Hsap_ENSP00000352252.3	-	-	994	H3	H2A	Hsap_ENSP00000303373.2,Hsap_ENSP00000352252.3	H2A,H3	ht	H2A,H3 ht	Hsap
Hsap_ENSP00000303373.2	Hsap_ENSP00000482674.2	-	-	-9610	H2B	H2A	Hsap_ENSP00000303373.2,Hsap_ENSP00000482674.2	H2A,H2B	ht	H2A,H2B ht	Hsap
Hsap_ENSP00000303373.2	Hsap_ENSP00000321744.4	-	+	284	H2B	H2A	Hsap_ENSP00000303373.2,Hsap_ENSP00000321744.4	H2A,H2B	hh	H2A,H2B hh	Hsap
Hsap_ENSP00000321389.5	Hsap_ENSP00000321744.4	-	+	236	H2B	H2A	Hsap_ENSP00000321389.5,Hsap_ENSP00000321744.4	H2A,H2B	hh	H2A,H2B hh	Hsap
Hsap_ENSP00000321744.4	Hsap_ENSP00000352252.3	-	+	1117	H3	H2B	Hsap_ENSP00000321744.4,Hsap_ENSP00000352252.3	H2B,H3	hh	H2B,H3 hh	Hsap
Hsap_ENSP00000321744.4	Hsap_ENSP00000489536.1	-	+	228	H2A	H2B	Hsap_ENSP00000321744.4,Hsap_ENSP00000489536.1	H2A,H2B	hh	H2A,H2B hh	Hsap
Hsap_ENSP00000321744.4	Hsap_ENSP00000341094.2	-	+	228	H2A	H2B	Hsap_ENSP00000321744.4,Hsap_ENSP00000341094.2	H2A,H2B	hh	H2A,H2B hh	Hsap
Hsap_ENSP00000328484.4	Hsap_ENSP00000352252.3	+	-	3003	H3	H2A	Hsap_ENSP00000328484.4,Hsap_ENSP00000352252.3	H2A,H3	tt	H2A,H3 tt	Hsap
Hsap_ENSP00000328484.4	Hsap_ENSP00000477907.2	+	-	-246	H2B	H2A	Hsap_ENSP00000328484.4,Hsap_ENSP00000477907.2	H2A,H2B	hh	H2A,H2B hh	Hsap
Hsap_ENSP00000332194.3	Hsap_ENSP00000358151.2	-	+	267	H2B	H2A	Hsap_ENSP00000332194.3,Hsap_ENSP00000358151.2	H2A,H2B	hh	H2A,H2B hh	Hsap
Hsap_ENSP00000332194.3	Hsap_ENSP00000332790.4	-	+	-59	H2A	H2A	Hsap_ENSP00000332194.3,Hsap_ENSP00000332790.4	H2A,H2A	tt	H2A,H2A tt	Hsap
Hsap_ENSP00000333277.2	Hsap_ENSP00000445831.1	-	-	853	H2B	H3	Hsap_ENSP00000333277.2,Hsap_ENSP00000445831.1	H2B,H3	ht	H2B,H3 ht	Hsap
Hsap_ENSP00000333277.2	Hsap_ENSP00000358155.2	-	-	-996	H2AZ	H3	Hsap_ENSP00000333277.2,Hsap_ENSP00000358155.2	H2AZ,H3	ht	H2AZ,H3 ht	Hsap
Hsap_ENSP00000341094.2	Hsap_ENSP00000352252.3	-	-	1499	H3	H2A	Hsap_ENSP00000341094.2,Hsap_ENSP00000352252.3	H2A,H3	ht	H2A,H3 ht	Hsap
Hsap_ENSP00000342886.3	Hsap_ENSP00000351589.3	+	-	-248	macroH2A	H2B	Hsap_ENSP00000342886.3,Hsap_ENSP00000351589.3	H2B,macroH2A	hh	H2B,macroH2A hh	Hsap
Hsap_ENSP00000347119.3	Hsap_ENSP00000354723.3	-	+	26263	H2B	H2B	Hsap_ENSP00000347119.3,Hsap_ENSP00000354723.3	H2B,H2B	hh	H2B,H2B hh	Hsap
Hsap_ENSP00000349430.2	Hsap_ENSP00000351589.3	+	-	-252	macroH2A	H2B	Hsap_ENSP00000349430.2,Hsap_ENSP00000351589.3	H2B,macroH2A	hh	H2B,macroH2A hh	Hsap
Hsap_ENSP00000351589.3	Hsap_ENSP00000352252.3	+	+	-1364	H3	macroH2A	Hsap_ENSP00000351589.3,Hsap_ENSP00000352252.3	H3,macroH2A	ht	H3,macroH2A ht	Hsap
Hsap_ENSP00000351589.3	Hsap_ENSP00000475942.1	+	+	9609	H2B	macroH2A	Hsap_ENSP00000351589.3,Hsap_ENSP00000475942.1	H2B,macroH2A	ht	H2B,macroH2A ht	Hsap
Hsap_ENSP00000351589.3	Hsap_ENSP00000477527.2	+	-	-241	H2B	macroH2A	Hsap_ENSP00000351589.3,Hsap_ENSP00000477527.2	H2B,macroH2A	hh	H2B,macroH2A hh	Hsap
Hsap_ENSP00000351589.3	Hsap_ENSP00000366618.2	-	+	269	H2B	macroH2A	Hsap_ENSP00000351589.3,Hsap_ENSP00000366618.2	H2B,macroH2A	hh	H2B,macroH2A hh	Hsap
Hsap_ENSP00000352252.3	Hsap_ENSP00000479169.1	+	-	15696	H2B	H3	Hsap_ENSP00000352252.3,Hsap_ENSP00000479169.1	H2B,H3	tt	H2B,H3 tt	Hsap
Hsap_ENSP00000352252.3	Hsap_ENSP00000482674.2	-	+	1672	H2B	H3	Hsap_ENSP00000352252.3,Hsap_ENSP00000482674.2	H2B,H3	hh	H2B,H3 hh	Hsap
Hsap_ENSP00000355656.2	Hsap_ENSP00000355657.2	-	-	31620	H3	H2A	Hsap_ENSP00000355656.2,Hsap_ENSP00000355657.2	H2A,H3	ht	H2A,H3 ht	Hsap
Hsap_ENSP00000355656.2	Hsap_ENSP00000479284.1	+	-	-235	H2B	H2A	Hsap_ENSP00000355656.2,Hsap_ENSP00000479284.1	H2A,H2B	hh	H2A,H2B hh	Hsap
Hsap_ENSP00000358155.2	Hsap_ENSP00000358155.2	+	-	-8326	H2AZ	H2AZ	Hsap_ENSP00000358155.2,Hsap_ENSP00000358155.2	H2AZ,H2AZ	hh	H2AZ,H2AZ hh	Hsap
Hydvul_Sc4wPfr_24.g32543.t1	Hydvul_Sc4wPfr_24.g32544.t1	+	-	-2083	H2A	H2A	Hydvul_Sc4wPfr_24.g32543.t1,Hydvul_Sc4wPfr_24.g32544.t1	H2A,H2A	hh	H2A,H2A hh	Hydvul
Hydvul_Sc4wPfr_433.g11154.t1	Hydvul_Sc4wPfr_433.g11155.t1	+	-	-391	H2B	H2A	Hydvul_Sc4wPfr_433.g11154.t1,Hydvul_Sc4wPfr_433.g11155.t1	H2A,H2B	hh	H2A,H2B hh	Hydvul
Hydvul_Sc4wPfr_488.g29965.t1	Hydvul_Sc4wPfr_488.g29966.t1	+	-	-294	H2A	H2B	Hydvul_Sc4wPfr_488.g29965.t1,Hydvul_Sc4wPfr_488.g29966.t1	H2A,H2B	hh	H2A,H2B hh	Hydvul
Klenit_GAQ79228.1	Klenit_GAQ79228.1	+	+	214	H3	H3	Klenit_GAQ79228.1,Klenit_GAQ79228.1	H3,H3	ht	H3,H3 ht	Klenit
Klenit_GAQ80377.1	Klenit_GAQ80377.1	-	-	-1341	H3	H3	Klenit_GAQ80377.1,Klenit_GAQ80377.1	H3,H3	ht	H3,H3 ht	Klenit
Klenit_GAQ82270.1	Klenit_GAQ82270.1	-	-	216	H2B	H2B	Klenit_GAQ82270.1,Klenit_GAQ82270.1	H2B,H2B	ht	H2B,H2B ht	Klenit
Klenit_GAQ82270.1	Klenit_GAQ82271.1	+	-	-763	H2A	H2B	Klenit_GAQ82270.1,Klenit_GAQ82271.1	H2A,H2B	hh	H2A,H2B hh	Klenit
Klenit_GAQ82271.1	Klenit_GAQ82271.1	+	+	-241	H2A	H2A	Klenit_GAQ82271.1,Klenit_GAQ82271.1	H2A,H2A	ht	H2A,H2A ht	Klenit
Klenit_GAQ82314.1	Klenit_GAQ82314.1	+	+	569	H2A	H2A	Klenit_GAQ82314.1,Klenit_GAQ82314.1	H2A,H2A	ht	H2A,H2A ht	Klenit
Klenit_GAQ84028.1	Klenit_GAQ84028.1	-	-	-1534	H2B	H2B	Klenit_GAQ84028.1,Klenit_GAQ84028.1	H2B,H2B	ht	H2B,H2B ht	Klenit
Klenit_GAQ87552.1	Klenit_GAQ87552.1	-	-	-516	H3	H3	Klenit_GAQ87552.1,Klenit_GAQ87552.1	H3,H3	ht	H3,H3 ht	Klenit
Klenit_GAQ88012.1	Klenit_GAQ88012.1	+	+	165	H4	H4	Klenit_GAQ88012.1,Klenit_GAQ88012.1	H4,H4	ht	H4,H4 ht	Klenit
Klenit_GAQ88012.1	Klenit_GAQ88311.1	-	+	811	H3	H4	Klenit_GAQ88012.1,Klenit_GAQ88311.1	H3,H4	hh	H3,H4 hh	Klenit
Klenit_GAQ88311.1	Klenit_GAQ88311.1	-	-	206	H3	H3	Klenit_GAQ88311.1,Klenit_GAQ88311.1	H3,H3	ht	H3,H3 ht	Klenit
Klenit_GAQ88594.1	Klenit_GAQ88594.1	-	-	380	other_CENP	other_CENP	Klenit_GAQ88594.1,Klenit_GAQ88594.1	other_CENP,other_CENP	ht	other_CENP,other_CENP ht	Klenit
Klenit_GAQ89159.1	Klenit_GAQ89159.1	-	-	-147	H3	H3	Klenit_GAQ89159.1,Klenit_GAQ89159.1	H3,H3	ht	H3,H3 ht	Klenit
Klenit_GAQ89159.1	Klenit_GAQ89160.1	+	-	-491	H3	H3	Klenit_GAQ89159.1,Klenit_GAQ89160.1	H3,H3	hh	H3,H3 hh	Klenit
Klenit_GAQ89160.1	Klenit_GAQ89160.1	+	+	-442	H3	H3	Klenit_GAQ89160.1,Klenit_GAQ89160.1	H3,H3	ht	H3,H3 ht	Klenit
Klenit_GAQ89306.1	Klenit_GAQ89306.1	+	+	-281	H3	H3	Klenit_GAQ89306.1,Klenit_GAQ89306.1	H3,H3	ht	H3,H3 ht	Klenit
Klenit_GAQ90781.1	Klenit_GAQ90781.1	-	-	-715	H3	H3	Klenit_GAQ90781.1,Klenit_GAQ90781.1	H3,H3	ht	H3,H3 ht	Klenit
Klenit_GAQ91679.1	Klenit_GAQ91679.1	-	-	521	H3	H3	Klenit_GAQ91679.1,Klenit_GAQ91679.1	H3,H3	ht	H3,H3 ht	Klenit
Klenit_GAQ91731.1	Klenit_GAQ91731.1	-	-	-197	H3	H3	Klenit_GAQ91731.1,Klenit_GAQ91731.1	H3,H3	ht	H3,H3 ht	Klenit
Klenit_GAQ92181.1	Klenit_GAQ92181.1	+	+	1029	H3	H3	Klenit_GAQ92181.1,Klenit_GAQ92181.1	H3,H3	ht	H3,H3 ht	Klenit
Klenit_GAQ92388.1	Klenit_GAQ92388.1	+	+	-126	H3	H3	Klenit_GAQ92388.1,Klenit_GAQ92388.1	H3,H3	ht	H3,H3 ht	Klenit
Klenit_GAQ92405.1	Klenit_GAQ92405.1	+	+	178	other_CENP	other_CENP	Klenit_GAQ92405.1,Klenit_GAQ92405.1	other_CENP,other_CENP	ht	other_CENP,other_CENP ht	Klenit
Klenit_GAQ92405.1	Klenit_GAQ92406.1	-	+	-120	H3	other_CENP	Klenit_GAQ92405.1,Klenit_GAQ92406.1	H3,other_CENP	tt	H3,other_CENP tt	Klenit
Klenit_GAQ92406.1	Klenit_GAQ92406.1	-	-	1297	H3	H3	Klenit_GAQ92406.1,Klenit_GAQ92406.1	H3,H3	ht	H3,H3 ht	Klenit
Klenit_GAQ92406.1	Klenit_GAQ92407.1	+	-	-1336	H3	H3	Klenit_GAQ92406.1,Klenit_GAQ92407.1	H3,H3	hh	H3,H3 hh	Klenit
Klenit_GAQ92407.1	Klenit_GAQ92407.1	+	+	461	H3	H3	Klenit_GAQ92407.1,Klenit_GAQ92407.1	H3,H3	ht	H3,H3 ht	Klenit
Klenit_GAQ93071.1	Klenit_GAQ93071.1	+	+	-293	H3	H3	Klenit_GAQ93071.1,Klenit_GAQ93071.1	H3,H3	ht	H3,H3 ht	Klenit
Klenit_GAQ93086.1	Klenit_GAQ93086.1	-	-	-793	H3	H3	Klenit_GAQ93086.1,Klenit_GAQ93086.1	H3,H3	ht	H3,H3 ht	Klenit
Lgig_LotgiP145440	Lgig_LotgiP175997	-	+	-1879	H2B	H3	Lgig_LotgiP145440,Lgig_LotgiP175997	H2B,H3	tt	H2B,H3 tt	Lgig
Lgig_LotgiP145440	Lgig_LotgiP147922	+	+	-6596	H2A	H3	Lgig_LotgiP145440,Lgig_LotgiP147922	H2A,H3	ht	H2A,H3 ht	Lgig
Lgig_LotgiP145440	Lgig_LotgiP146485	+	+	900	H2A	H3	Lgig_LotgiP145440,Lgig_LotgiP146485	H2A,H3	ht	H2A,H3 ht	Lgig
Lgig_LotgiP145440	Lgig_LotgiP147338	+	-	-25651	H2B	H3	Lgig_LotgiP145440,Lgig_LotgiP147338	H2B,H3	hh	H2B,H3 hh	Lgig
Lgig_LotgiP145453	Lgig_LotgiP175997	-	-	-6818	H4	H3	Lgig_LotgiP145453,Lgig_LotgiP175997	H3,H4	ht	H3,H4 ht	Lgig
Lgig_LotgiP145781	Lgig_LotgiP145782	+	+	9127	H3	other_CENP	Lgig_LotgiP145781,Lgig_LotgiP145782	H3,other_CENP	ht	H3,other_CENP ht	Lgig
Lgig_LotgiP146043	Lgig_LotgiP175997	+	-	-1808	H4	H3	Lgig_LotgiP146043,Lgig_LotgiP175997	H3,H4	hh	H3,H4 hh	Lgig
Lgig_LotgiP146043	Lgig_LotgiP146485	-	-	25173	H2A	H3	Lgig_LotgiP146043,Lgig_LotgiP146485	H2A,H3	ht	H2A,H3 ht	Lgig
Lgig_LotgiP146485	Lgig_LotgiP147338	+	-	4199	H2B	H2A	Lgig_LotgiP146485,Lgig_LotgiP147338	H2A,H2B	tt	H2A,H2B tt	Lgig
Lgig_LotgiP146485	Lgig_LotgiP176845	+	+	-6911	H3	H2A	Lgig_LotgiP146485,Lgig_LotgiP176845	H2A,H3	ht	H2A,H3 ht	Lgig
Lgig_LotgiP146485	Lgig_LotgiP176431	+	-	-8335	H2B	H2A	Lgig_LotgiP146485,Lgig_LotgiP176431	H2A,H2B	hh	H2A,H2B hh	Lgig
Lgig_LotgiP146485	Lgig_LotgiP175997	+	-	8132	H2B	H2A	Lgig_LotgiP146485,Lgig_LotgiP175997	H2A,H2B	tt	H2A,H2B tt	Lgig
Lgig_LotgiP146485	Lgig_LotgiP148108	-	+	6573	H4	H2A	Lgig_LotgiP146485,Lgig_LotgiP148108	H2A,H4	hh	H2A,H4 hh	Lgig
Lgig_LotgiP147338	Lgig_LotgiP175997	+	+	-34687	H2B	H2B	Lgig_LotgiP147338,Lgig_LotgiP175997	H2B,H2B	ht	H2B,H2B ht	Lgig
Lgig_LotgiP147338	Lgig_LotgiP147338	+	+	-33787	H2B	H2B	Lgig_LotgiP147338,Lgig_LotgiP147338	H2B,H2B	ht	H2B,H2B ht	Lgig
Linana_g18735.t1	Linana_g18758.t1	-	-	-4263	H2A	H4	Linana_g18735.t1,Linana_g18758.t1	H2A,H4	ht	H2A,H4 ht	Linana
Linana_g18758.t1	Linana_g18758.t1	+	+	3362	H2A	H2A	Linana_g18758.t1,Linana_g18758.t1	H2A,H2A	ht	H2A,H2A ht	Linana
Lmaj_CAJ02838	Lmaj_CAJ02838	-	-	521	H3	H3	Lmaj_CAJ02838,Lmaj_CAJ02838	H3,H3	ht	H3,H3 ht	Lmaj
Lmaj_CAJ02838	Lmaj_CAJ03576	-	-	523	H3	H3	Lmaj_CAJ02838,Lmaj_CAJ03576	H3,H3	ht	H3,H3 ht	Lmaj
Lmaj_CAJ04441	Lmaj_CAJ04441	+	+	-633	H2A	H2A	Lmaj_CAJ04441,Lmaj_CAJ04441	H2A,H2A	ht	H2A,H2A ht	Lmaj
Lmaj_CAJ07088	Lmaj_CAJ07088	-	-	546	H2B	H2B	Lmaj_CAJ07088,Lmaj_CAJ07088	H2B,H2B	ht	H2B,H2B ht	Lmaj
Lmaj_CBZ12512	Lmaj_CBZ12513	-	-	-1215	H2A	H2A	Lmaj_CBZ12512,Lmaj_CBZ12513	H2A,H2A	ht	H2A,H2A ht	Lmaj
Lmaj_CBZ12513	Lmaj_CBZ12514	-	-	-637	H2A	H2A	Lmaj_CBZ12513,Lmaj_CBZ12514	H2A,H2A	ht	H2A,H2A ht	Lmaj
Lpol_XP_013776727.1	Lpol_XP_013776729.1	+	-	-311	H2A	H2B	Lpol_XP_013776727.1,Lpol_XP_013776729.1	H2A,H2B	hh	H2A,H2B hh	Lpol
Marpol_PTQ27186	Marpol_PTQ27186	-	-	463	H4	H4	Marpol_PTQ27186,Marpol_PTQ27186	H4,H4	ht	H4,H4 ht	Marpol
Marpol_PTQ27186	Marpol_PTQ27188	+	-	-7572	H2B	H4	Marpol_PTQ27186,Marpol_PTQ27188	H2B,H4	hh	H2B,H4 hh	Marpol
Mbre_EDQ85108	Mbre_EDQ86044	+	-	-448	H2A	H4	Mbre_EDQ85108,Mbre_EDQ86044	H2A,H4	hh	H2A,H4 hh	Mbre
Mbre_EDQ85965	Mbre_EDQ86043	+	-	-378	H2B	H3	Mbre_EDQ85965,Mbre_EDQ86043	H2B,H3	hh	H2B,H3 hh	Mbre
Mcir_OAD00957	Mcir_OAD03484	-	+	88	H4	H3	Mcir_OAD00957,Mcir_OAD03484	H3,H4	hh	H3,H4 hh	Mcir
Mcir_OAD00957	Mcir_OAD03486	+	-	1953	H2AZ	H3	Mcir_OAD00957,Mcir_OAD03486	H2AZ,H3	tt	H2AZ,H3 tt	Mcir
Mcir_OAD03484	Mcir_OAD03486	-	+	-1429	H2AZ	H4	Mcir_OAD03484,Mcir_OAD03486	H2AZ,H4	tt	H2AZ,H4 tt	Mcir
Mgut_XP_012831980.1	Mgut_XP_012831981.1	+	+	1169	H2A	H2A	Mgut_XP_012831980.1,Mgut_XP_012831981.1	H2A,H2A	ht	H2A,H2A ht	Mgut
Mgut_XP_012834789.1	Mgut_XP_012834789.1	+	-	2696	H2B	H2B	Mgut_XP_012834789.1,Mgut_XP_012834789.1	H2B,H2B	tt	H2B,H2B tt	Mgut
Mgut_XP_012837292.1	Mgut_XP_012837303.1	-	-	701	macroH2A	H2A	Mgut_XP_012837292.1,Mgut_XP_012837303.1	H2A,macroH2A	ht	H2A,macroH2A ht	Mgut
Morelo_OAQ25419	Morelo_OAQ25420	+	-	-726	H3	H4	Morelo_OAQ25419,Morelo_OAQ25420	H3,H4	hh	H3,H4 hh	Morelo
Morelo_OAQ25420	Morelo_OAQ31267	-	+	758	H4	H3	Morelo_OAQ25420,Morelo_OAQ31267	H3,H4	hh	H3,H4 hh	Morelo
Morelo_OAQ31272	Morelo_OAQ31273	+	-	-112	H2A	H2B	Morelo_OAQ31272,Morelo_OAQ31273	H2A,H2B	hh	H2A,H2B hh	Morelo
Morvir_scaffold298.g4.t1	Morvir_scaffold402.g10.t1	+	-	2701	H3	macroH2A	Morvir_scaffold298.g4.t1,Morvir_scaffold402.g10.t1	H3,macroH2A	tt	H3,macroH2A tt	Morvir
Morvir_scaffold298.g4.t1	Morvir_scaffold402.g12.t1	+	-	-412	H2B	macroH2A	Morvir_scaffold298.g4.t1,Morvir_scaffold402.g12.t1	H2B,macroH2A	hh	H2B,macroH2A hh	Morvir
Morvir_scaffold37.g44.t1	Morvir_scaffold37.g45.t1	+	-	-182	H2B	H2A	Morvir_scaffold37.g44.t1,Morvir_scaffold37.g45.t1	H2A,H2B	hh	H2A,H2B hh	Morvir
Morvir_scaffold376.g1.t1	Morvir_scaffold376.g2.t1	-	-	-1003	H2A	H2A	Morvir_scaffold376.g1.t1,Morvir_scaffold376.g2.t1	H2A,H2A	ht	H2A,H2A ht	Morvir
Mpus_XP_003054974.1	Mpus_XP_003055512.1	-	+	64	H2B	H2A	Mpus_XP_003054974.1,Mpus_XP_003055512.1	H2A,H2B	hh	H2A,H2B hh	Mpus
Mpus_XP_003059221.1	Mpus_XP_003059520.1	-	+	417	H4	H3	Mpus_XP_003059221.1,Mpus_XP_003059520.1	H3,H4	hh	H3,H4 hh	Mpus
Mpus_XP_003059520.1	Mpus_XP_003059520.1	-	+	489	H4	H4	Mpus_XP_003059520.1,Mpus_XP_003059520.1	H4,H4	hh	H4,H4 hh	Mpus
Ncra_EAA26766	Ncra_EAA26767	-	+	1704	H3	H4	Ncra_EAA26766,Ncra_EAA26767	H3,H4	hh	H3,H4 hh	Ncra
Ngad_EWM21571	Ngad_EWM21651	-	+	182	H2B	H2A	Ngad_EWM21571,Ngad_EWM21651	H2A,H2B	hh	H2A,H2B hh	Ngad
Ngad_EWM24685	Ngad_EWM29620	+	-	-294	H4	H3	Ngad_EWM24685,Ngad_EWM29620	H3,H4	hh	H3,H4 hh	Ngad
Ngad_EWM24685	Ngad_EWM29644	-	+	1582	H2A	H3	Ngad_EWM24685,Ngad_EWM29644	H2A,H3	hh	H2A,H3 hh	Ngad
Nk52_evm13s282	Nk52_evm14s282	+	-	-1956	H4	H2B	Nk52_evm13s282,Nk52_evm14s282	H2B,H4	hh	H2B,H4 hh	Nk52
Nk52_evm13s282	Nk52_evm1s269	-	+	-483	H3	H2B	Nk52_evm13s282,Nk52_evm1s269	H2B,H3	tt	H2B,H3 tt	Nk52
Nk52_evm14s282	Nk52_evm16s282	+	-	317	H2A	H4	Nk52_evm14s282,Nk52_evm16s282	H2A,H4	tt	H2A,H4 tt	Nk52
Notgen_g37070.t1	Notgen_g37070.t1	-	-	43	H3	H3	Notgen_g37070.t1,Notgen_g37070.t1	H3,H3	ht	H3,H3 ht	Notgen
Nvec_NVE11853	Nvec_NVE11854	+	+	-1895	H3	H2A	Nvec_NVE11853,Nvec_NVE11854	H2A,H3	ht	H2A,H3 ht	Nvec
Nvec_NVE11854	Nvec_NVE14706	+	-	-702	H2A	H3	Nvec_NVE11854,Nvec_NVE14706	H2A,H3	hh	H2A,H3 hh	Nvec
