Nvec_NVE1	Nvec_1_1
Nvec_v1g232143	Nvec_1858_138
Nvec_v1g240106	Nvec_1858_139
Nvec_v1g90494	Nvec_1858_140
Nvec_v1g200917	Nvec_1858_141
Nvec_v1g200918	Nvec_1858_142
Nvec_v1g200919	Nvec_1858_143
Nvec_v1g31331	Nvec_1858_144
Nvec_NVE10434	Nvec_1858_145
Nvec_v1g200922	Nvec_1858_146
Nvec_v1g64941	Nvec_1858_147
Nvec_v1g200924	Nvec_1858_148
Nvec_v1g161803	Nvec_1858_149
Nvec_NVE10440	Nvec_1858_150
Nvec_v1g181047	Nvec_1858_151
Nvec_NVE10442	Nvec_1858_152
Nvec_NVE10443	Nvec_1858_153
Nvec_v1g161808	Nvec_1858_154
Nvec_NVE10445	Nvec_1859_1
Nvec_v1g215811	Nvec_1859_2
Nvec_v1g127582	Nvec_1859_3
Nvec_v1g233468	Nvec_1859_4
Nvec_v1g127563	Nvec_1859_5
Nvec_NVE10449	Nvec_1859_6
Nvec_v1g215819	Nvec_1859_7
Nvec_NVE10450	Nvec_1859_8
Nvec_NVE10451	Nvec_1859_9
Nvec_v1g215821	Nvec_1859_10
Nvec_v1g215822	Nvec_1859_11
Nvec_NVE10452	Nvec_1859_12
Nvec_NVE10453	Nvec_1859_13
Nvec_v1g215825	Nvec_1859_14
Nvec_NVE10454	Nvec_1859_15
Nvec_NVE10455	Nvec_1859_16
Nvec_v1g14584	Nvec_1859_17
Nvec_v1g246762	Nvec_1859_18
Nvec_v1g127620	Nvec_1859_19
Nvec_v1g127560	Nvec_1859_20
Nvec_v1g127599	Nvec_1859_21
Nvec_v1g192413	Nvec_1859_22
Nvec_v1g127574	Nvec_1859_23
Nvec_v1g127588	Nvec_1859_24
Nvec_NVE10462	Nvec_1859_25
Nvec_v1g246766	Nvec_1859_26
Nvec_v1g233471	Nvec_1859_27
Nvec_v1g233472	Nvec_1859_28
Nvec_v1g127603	Nvec_1859_29
Nvec_v1g127611	Nvec_1859_30
Nvec_NVE10467	Nvec_1859_31
Nvec_NVE10468	Nvec_1859_32
Nvec_v1g215838	Nvec_1859_33
Nvec_v1g223199	Nvec_1860_1
Nvec_NVE10470	Nvec_1861_1
Nvec_NVE10471	Nvec_1861_2
Nvec_v1g148426	Nvec_1862_1
Nvec_v1g4564	Nvec_1862_2
Nvec_v1g148432	Nvec_1863_1
Nvec_v1g148434	Nvec_1864_1
Nvec_NVE10475	Nvec_1864_2
Nvec_NVE10476	Nvec_1865_1
Nvec_v1g75104	Nvec_1865_2
Nvec_v1g246767	Nvec_1866_1
Nvec_NVE10480	Nvec_1866_2
Nvec_v1g127669	Nvec_1866_3
Nvec_v1g13116	Nvec_1866_4
Nvec_v1g127715	Nvec_1866_5
Nvec_v1g246769	Nvec_1866_6
Nvec_NVE10485	Nvec_1866_7
Nvec_v1g246770	Nvec_1866_8
Nvec_NVE10487	Nvec_1866_9
Nvec_v1g17311	Nvec_1866_10
Nvec_v1g127691	Nvec_1866_11
Nvec_v1g127657	Nvec_1866_12
Nvec_v1g227398	Nvec_1866_13
Nvec_v1g215851	Nvec_1866_14
Nvec_NVE10492	Nvec_1866_15
Nvec_v1g215853	Nvec_1866_16
Nvec_v1g173228	Nvec_1866_17
Nvec_v1g127713	Nvec_1866_18
Nvec_NVE10496	Nvec_1866_19
Nvec_v1g215857	Nvec_1866_20
Nvec_NVE10497	Nvec_1866_21
Nvec_v1g127730	Nvec_1866_22
Nvec_v1g215860	Nvec_1866_23
Nvec_NVE10499	Nvec_1866_24
Nvec_v1g127721	Nvec_1866_25
Nvec_v1g215863	Nvec_1866_26
Nvec_v1g173232	Nvec_1866_27
Nvec_v1g246779	Nvec_1866_28
Nvec_NVE10504	Nvec_1866_29
Nvec_NVE10505	Nvec_1866_30
Nvec_v1g75746	Nvec_1866_31
Nvec_NVE10506	Nvec_1866_32
Nvec_v1g215872	Nvec_1866_33
Nvec_NVE10508	Nvec_1866_34
Nvec_NVE10509	Nvec_1866_35
Nvec_v1g127712	Nvec_1866_36
Nvec_v1g246781	Nvec_1866_37
Nvec_v1g127675	Nvec_1866_38
Nvec_v1g44659	Nvec_1867_1
Nvec_v1g148439	Nvec_1868_1
Nvec_NVE10514	Nvec_1869_1
Nvec_NVE10515	Nvec_1870_1
Nvec_v1g4465	Nvec_1871_1
Nvec_NVE10516	Nvec_1871_2
Nvec_v1g223207	Nvec_1872_1
Nvec_v1g223209	Nvec_1873_1
Nvec_v1g223210	Nvec_1874_1
Nvec_v1g148446	Nvec_1875_1
Nvec_v1g5635	Nvec_1876_1
Nvec_v1g148451	Nvec_1876_2
Nvec_v1g246782	Nvec_1877_1
Nvec_NVE10523	Nvec_1877_2
Nvec_v1g215881	Nvec_1877_3
Nvec_v1g13649	Nvec_1877_4
Nvec_v1g246784	Nvec_1877_5
Nvec_NVE10526	Nvec_1877_6
Nvec_v1g215886	Nvec_1877_7
Nvec_v1g215887	Nvec_1877_8
Nvec_v1g215888	Nvec_1877_9
Nvec_v1g215889	Nvec_1877_10
Nvec_v1g246786	Nvec_1877_11
Nvec_v1g127783	Nvec_1877_12
Nvec_v1g173246	Nvec_1877_13
Nvec_v1g215897	Nvec_1877_14
Nvec_v1g215900	Nvec_1877_15
Nvec_v1g127768	Nvec_1877_16
Nvec_v1g215902	Nvec_1877_17
Nvec_v1g127746	Nvec_1877_18
Nvec_v1g246793	Nvec_1877_19
Nvec_v1g230727	Nvec_1877_20
Nvec_v1g127769	Nvec_1877_21
Nvec_v1g127757	Nvec_1877_22
Nvec_NVE10543	Nvec_1878_1
Nvec_v1g2608	Nvec_1879_1
Nvec_v1g223214	Nvec_1879_2
Nvec_v1g223215	Nvec_1880_1
Nvec_v1g223216	Nvec_1881_1
Nvec_v1g223217	Nvec_1882_1
Nvec_v1g215907	Nvec_1883_1
Nvec_NVE10551	Nvec_1883_2
Nvec_v1g246794	Nvec_1883_3
Nvec_v1g235818	Nvec_1883_4
Nvec_v1g75770	Nvec_1883_5
Nvec_v1g215911	Nvec_1883_6
Nvec_v1g48313	Nvec_1883_7
Nvec_NVE10556	Nvec_1883_8
Nvec_v1g127891	Nvec_1883_9
Nvec_NVE10558	Nvec_1883_10
Nvec_v1g127828	Nvec_1883_11
Nvec_v1g192469	Nvec_1883_12
Nvec_NVE10561	Nvec_1883_13
Nvec_v1g173264	Nvec_1883_14
Nvec_v1g127863	Nvec_1883_15
Nvec_v1g246802	Nvec_1883_16
Nvec_v1g215923	Nvec_1883_17
Nvec_v1g192479	Nvec_1883_18
Nvec_NVE10566	Nvec_1883_19
Nvec_v1g127814	Nvec_1883_20
Nvec_v1g127899	Nvec_1883_21
Nvec_v1g215928	Nvec_1883_22
Nvec_v1g215929	Nvec_1883_23
Nvec_v1g233482	Nvec_1883_24
Nvec_v1g246807	Nvec_1883_25
Nvec_v1g127824	Nvec_1883_26
Nvec_v1g173281	Nvec_1883_27
Nvec_v1g192492	Nvec_1883_28
Nvec_v1g127893	Nvec_1883_29
Nvec_NVE10576	Nvec_1883_30
Nvec_v1g235823	Nvec_1883_31
Nvec_NVE10578	Nvec_1883_32
Nvec_v1g127852	Nvec_1883_33
Nvec_v1g127871	Nvec_1883_34
Nvec_v1g192499	Nvec_1883_35
Nvec_v1g127820	Nvec_1883_36
Nvec_v1g127845	Nvec_1883_37
Nvec_v1g127832	Nvec_1883_38
Nvec_NVE10584	Nvec_1883_39
Nvec_v1g127874	Nvec_1883_40
Nvec_v1g215948	Nvec_1883_41
Nvec_NVE10587	Nvec_1884_1
Nvec_NVE10588	Nvec_1884_2
Nvec_v1g223219	Nvec_1885_1
Nvec_v1g148479	Nvec_1886_1
Nvec_v1g4591	Nvec_1886_2
Nvec_v1g148475	Nvec_1886_3
Nvec_NVE10590	Nvec_1886_4
Nvec_v1g7659	Nvec_1886_5
Nvec_v1g223220	Nvec_1887_1
Nvec_v1g223221	Nvec_1887_2
Nvec_NVE10594	Nvec_1888_1
Nvec_NVE10596	Nvec_1889_1
Nvec_NVE10597	Nvec_1889_2
Nvec_v1g18647	Nvec_1890_1
Nvec_v1g215949	Nvec_1890_2
Nvec_v1g215950	Nvec_1890_3
Nvec_v1g127924	Nvec_1890_4
Nvec_v1g12544	Nvec_1890_5
Nvec_v1g127934	Nvec_1890_6
Nvec_v1g215952	Nvec_1890_7
Nvec_v1g127920	Nvec_1890_8
Nvec_v1g215956	Nvec_1890_9
Nvec_v1g246817	Nvec_1890_10
Nvec_v1g246818	Nvec_1890_11
Nvec_v1g127923	Nvec_1890_12
Nvec_v1g215961	Nvec_1890_13
Nvec_v1g215963	Nvec_1890_14
Nvec_NVE10605	Nvec_1890_15
Nvec_NVE10606	Nvec_1890_16
Nvec_NVE10607	Nvec_1890_17
Nvec_v1g176710	Nvec_1891_1
Nvec_NVE10609	Nvec_1891_2
Nvec_v1g148507	Nvec_1891_3
Nvec_v1g148511	Nvec_1892_1
Nvec_v1g148512	Nvec_1892_2
Nvec_NVE10612	Nvec_1893_1
Nvec_v1g43183	Nvec_1893_2
Nvec_v1g223226	Nvec_1894_1
Nvec_NVE10613	Nvec_1894_2
Nvec_v1g223227	Nvec_1894_3
Nvec_v1g223228	Nvec_1894_4
Nvec_v1g3385	Nvec_1895_1
Nvec_v1g223229	Nvec_1896_1
Nvec_v1g215965	Nvec_1897_1
Nvec_v1g47513	Nvec_1897_2
Nvec_NVE10617	Nvec_1897_3
Nvec_NVE10618	Nvec_1897_4
Nvec_v1g128006	Nvec_1897_5
Nvec_v1g173306	Nvec_1897_6
Nvec_NVE10621	Nvec_1897_7
Nvec_NVE10622	Nvec_1897_8
Nvec_v1g246824	Nvec_1897_9
Nvec_v1g215972	Nvec_1897_10
Nvec_v1g215973	Nvec_1897_11
Nvec_v1g173313	Nvec_1897_12
Nvec_v1g128041	Nvec_1897_13
Nvec_NVE10627	Nvec_1897_14
Nvec_NVE10628	Nvec_1897_15
Nvec_v1g192525	Nvec_1897_16
Nvec_v1g215978	Nvec_1897_17
Nvec_v1g215979	Nvec_1897_18
Nvec_NVE10632	Nvec_1897_19
Nvec_NVE10633	Nvec_1897_20
Nvec_NVE10634	Nvec_1897_21
Nvec_NVE10635	Nvec_1897_22
Nvec_v1g246829	Nvec_1897_23
Nvec_v1g246830	Nvec_1897_24
Nvec_NVE10639	Nvec_1897_25
Nvec_v1g13724	Nvec_1897_26
Nvec_v1g128014	Nvec_1897_27
Nvec_v1g128042	Nvec_1897_28
Nvec_v1g173323	Nvec_1897_29
Nvec_v1g128033	Nvec_1897_30
Nvec_NVE10644	Nvec_1897_31
Nvec_v1g215992	Nvec_1897_32
Nvec_v1g246834	Nvec_1897_33
Nvec_v1g173328	Nvec_1897_34
Nvec_v1g127970	Nvec_1897_35
Nvec_v1g128053	Nvec_1897_36
Nvec_v1g216000	Nvec_1897_37
Nvec_v1g173335	Nvec_1897_38
Nvec_v1g128003	Nvec_1897_39
Nvec_v1g216003	Nvec_1897_40
Nvec_v1g216004	Nvec_1897_41
Nvec_v1g128004	Nvec_1897_42
Nvec_v1g128015	Nvec_1897_43
Nvec_v1g14438	Nvec_1897_44
Nvec_v1g216007	Nvec_1897_45
Nvec_v1g246842	Nvec_1897_46
Nvec_v1g6230	Nvec_1898_1
Nvec_v1g223231	Nvec_1899_1
Nvec_NVE10659	Nvec_1900_1
Nvec_NVE10660	Nvec_1900_2
Nvec_NVE10661	Nvec_1901_1
Nvec_v1g148539	Nvec_1902_1
Nvec_v1g223233	Nvec_1903_1
Nvec_v1g223234	Nvec_1903_2
Nvec_v1g223236	Nvec_1904_1
Nvec_v1g9145	Nvec_1905_1
Nvec_v1g223238	Nvec_1905_2
Nvec_NVE10667	Nvec_1906_1
Nvec_NVE10668	Nvec_1906_2
Nvec_v1g128109	Nvec_1906_3
Nvec_NVE10669	Nvec_1906_4
Nvec_v1g74370	Nvec_1906_5
Nvec_NVE10670	Nvec_1906_6
Nvec_NVE10671	Nvec_1906_7
Nvec_v1g128140	Nvec_1906_8
Nvec_v1g128074	Nvec_1906_9
Nvec_NVE10673	Nvec_1906_10
Nvec_v1g128164	Nvec_1906_11
Nvec_v1g42303	Nvec_1906_12
Nvec_v1g128116	Nvec_1906_13
Nvec_v1g10422	Nvec_1906_14
Nvec_NVE10674	Nvec_1906_15
Nvec_NVE10675	Nvec_1906_16
Nvec_v1g128182	Nvec_1906_17
Nvec_NVE10676	Nvec_1906_18
Nvec_v1g128142	Nvec_1906_19
Nvec_v1g128175	Nvec_1906_20
Nvec_NVE10679	Nvec_1906_21
Nvec_NVE10680	Nvec_1906_22
Nvec_NVE10681	Nvec_1906_23
Nvec_NVE10682	Nvec_1906_24
Nvec_NVE10683	Nvec_1906_25
Nvec_v1g216026	Nvec_1906_26
Nvec_v1g192556	Nvec_1906_27
Nvec_v1g128180	Nvec_1906_28
Nvec_v1g216030	Nvec_1906_29
Nvec_v1g128127	Nvec_1906_30
Nvec_NVE10686	Nvec_1906_31
Nvec_NVE10687	Nvec_1906_32
Nvec_v1g223239	Nvec_1907_1
Nvec_v1g148545	Nvec_1908_1
Nvec_NVE10689	Nvec_1909_1
Nvec_v1g148546	Nvec_1909_2
Nvec_v1g55155	Nvec_1910_1
Nvec_NVE10692	Nvec_1911_1
Nvec_v1g148550	Nvec_1911_2
Nvec_v1g223244	Nvec_1912_1
Nvec_v1g246845	Nvec_1913_1
Nvec_NVE10694	Nvec_1913_2
Nvec_v1g237443	Nvec_1913_3
Nvec_v1g128202	Nvec_1913_4
Nvec_v1g128258	Nvec_1913_5
Nvec_v1g128248	Nvec_1913_6
Nvec_NVE10698	Nvec_1913_7
Nvec_v1g55147	Nvec_1913_8
Nvec_NVE10700	Nvec_1913_9
Nvec_NVE10701	Nvec_1913_10
Nvec_v1g216042	Nvec_1913_11
Nvec_v1g128245	Nvec_1913_12
Nvec_v1g216044	Nvec_1913_13
Nvec_v1g216045	Nvec_1913_14
Nvec_v1g11296	Nvec_1913_15
Nvec_NVE10707	Nvec_1913_16
Nvec_v1g128198	Nvec_1913_17
Nvec_v1g216049	Nvec_1913_18
Nvec_v1g128215	Nvec_1913_19
Nvec_v1g128256	Nvec_1913_20
Nvec_v1g128249	Nvec_1913_21
Nvec_v1g216053	Nvec_1913_22
Nvec_v1g216054	Nvec_1913_23
Nvec_v1g18799	Nvec_1913_24
Nvec_v1g246855	Nvec_1913_25
Nvec_v1g216057	Nvec_1913_26
Nvec_NVE10717	Nvec_1913_27
Nvec_v1g128230	Nvec_1913_28
Nvec_NVE10719	Nvec_1913_29
Nvec_v1g216064	Nvec_1913_30
Nvec_v1g128201	Nvec_1913_31
Nvec_v1g128208	Nvec_1913_32
Nvec_v1g216069	Nvec_1913_33
Nvec_v1g216070	Nvec_1913_34
Nvec_v1g16006	Nvec_1913_35
Nvec_NVE10724	Nvec_1913_36
Nvec_NVE10725	Nvec_1914_1
Nvec_v1g223245	Nvec_1914_2
Nvec_NVE10726	Nvec_1915_1
Nvec_v1g223246	Nvec_1916_1
Nvec_NVE10728	Nvec_1917_1
Nvec_NVE10729	Nvec_1918_1
Nvec_v1g128290	Nvec_1918_2
Nvec_v1g128312	Nvec_1918_3
Nvec_v1g128310	Nvec_1918_4
Nvec_v1g216078	Nvec_1918_5
Nvec_v1g216079	Nvec_1918_6
Nvec_v1g216080	Nvec_1918_7
Nvec_v1g128309	Nvec_1918_8
Nvec_NVE10732	Nvec_1918_9
Nvec_v1g12519	Nvec_1918_10
Nvec_v1g128283	Nvec_1918_11
Nvec_NVE10735	Nvec_1918_12
Nvec_NVE10736	Nvec_1918_13
Nvec_NVE10737	Nvec_1918_14
Nvec_NVE10738	Nvec_1918_15
Nvec_v1g216088	Nvec_1918_16
Nvec_NVE10739	Nvec_1918_17
Nvec_NVE10740	Nvec_1918_18
Nvec_v1g128303	Nvec_1918_19
Nvec_v1g128275	Nvec_1918_20
Nvec_v1g128296	Nvec_1918_21
Nvec_v1g128289	Nvec_1918_22
Nvec_v1g128302	Nvec_1918_23
Nvec_v1g192584	Nvec_1918_24
Nvec_v1g246859	Nvec_1918_25
Nvec_v1g128306	Nvec_1918_26
Nvec_v1g128286	Nvec_1918_27
Nvec_v1g128267	Nvec_1918_28
Nvec_v1g128262	Nvec_1918_29
Nvec_v1g223249	Nvec_1919_1
Nvec_NVE10749	Nvec_1920_1
Nvec_NVE10750	Nvec_1921_1
Nvec_v1g3999	Nvec_1921_2
Nvec_NVE10751	Nvec_1921_3
Nvec_v1g816	Nvec_1922_1
Nvec_v1g223254	Nvec_1923_1
Nvec_NVE10755	Nvec_1924_1
Nvec_v1g66707	Nvec_1924_2
Nvec_NVE10756	Nvec_1925_1
Nvec_v1g8809	Nvec_1925_2
Nvec_NVE10758	Nvec_1926_1
Nvec_v1g69226	Nvec_1926_2
Nvec_NVE10759	Nvec_1927_1
Nvec_NVE10760	Nvec_1927_2
Nvec_NVE10761	Nvec_1927_3
Nvec_v1g173380	Nvec_1927_4
Nvec_NVE10763	Nvec_1927_5
Nvec_v1g246862	Nvec_1927_6
Nvec_v1g128374	Nvec_1927_7
Nvec_NVE10765	Nvec_1927_8
Nvec_v1g216108	Nvec_1927_9
Nvec_NVE10767	Nvec_1927_10
Nvec_v1g246863	Nvec_1927_11
Nvec_v1g128348	Nvec_1927_12
Nvec_v1g216114	Nvec_1927_13
Nvec_v1g216115	Nvec_1927_14
Nvec_NVE10769	Nvec_1927_15
Nvec_NVE10770	Nvec_1927_16
Nvec_NVE10771	Nvec_1927_17
Nvec_NVE10772	Nvec_1927_18
Nvec_v1g216118	Nvec_1927_19
Nvec_NVE10773	Nvec_1927_20
Nvec_NVE10774	Nvec_1927_21
Nvec_NVE10775	Nvec_1927_22
Nvec_NVE10776	Nvec_1927_23
Nvec_NVE10777	Nvec_1927_24
Nvec_NVE10778	Nvec_1927_25
Nvec_v1g246865	Nvec_1927_26
Nvec_NVE10780	Nvec_1928_1
Nvec_v1g6252	Nvec_1929_1
Nvec_v1g7369	Nvec_1930_1
Nvec_NVE10782	Nvec_1930_2
Nvec_v1g48572	Nvec_1931_1
Nvec_v1g223261	Nvec_1931_2
Nvec_v1g223262	Nvec_1932_1
Nvec_NVE10785	Nvec_1933_1
Nvec_v1g47238	Nvec_1933_2
Nvec_v1g148593	Nvec_1934_1
Nvec_v1g200933	Nvec_1935_1
Nvec_v1g228574	Nvec_1935_2
Nvec_v1g234362	Nvec_1935_3
Nvec_v1g68155	Nvec_1935_4
Nvec_v1g90769	Nvec_1935_5
Nvec_v1g181063	Nvec_1935_6
Nvec_v1g90751	Nvec_1935_7
Nvec_v1g181066	Nvec_1935_8
Nvec_v1g161826	Nvec_1935_9
Nvec_v1g200946	Nvec_1935_10
Nvec_NVE10796	Nvec_1935_11
Nvec_v1g90881	Nvec_1935_12
Nvec_v1g200949	Nvec_1935_13
Nvec_NVE10800	Nvec_1935_14
Nvec_v1g240123	Nvec_1935_15
Nvec_v1g200952	Nvec_1935_16
Nvec_v1g90704	Nvec_1935_17
Nvec_v1g36069	Nvec_1935_18
Nvec_v1g200957	Nvec_1935_19
Nvec_v1g200958	Nvec_1935_20
Nvec_v1g240124	Nvec_1935_21
Nvec_v1g236556	Nvec_1935_22
Nvec_v1g35470	Nvec_1935_23
Nvec_v1g240127	Nvec_1935_24
Nvec_v1g240128	Nvec_1935_25
Nvec_v1g240129	Nvec_1935_26
Nvec_NVE10810	Nvec_1935_27
Nvec_v1g232150	Nvec_1935_28
Nvec_v1g90855	Nvec_1935_29
Nvec_v1g240131	Nvec_1935_30
Nvec_v1g240132	Nvec_1935_31
Nvec_v1g240133	Nvec_1935_32
Nvec_v1g240134	Nvec_1935_33
Nvec_v1g232154	Nvec_1935_34
Nvec_v1g240136	Nvec_1935_35
Nvec_v1g240137	Nvec_1935_36
Nvec_v1g161841	Nvec_1935_37
Nvec_NVE10821	Nvec_1935_38
Nvec_v1g240139	Nvec_1935_39
Nvec_NVE10824	Nvec_1935_40
Nvec_v1g200983	Nvec_1935_41
Nvec_v1g232157	Nvec_1935_42
Nvec_v1g90845	Nvec_1935_43
Nvec_v1g161846	Nvec_1935_44
Nvec_v1g31495	Nvec_1935_45
Nvec_NVE10829	Nvec_1935_46
Nvec_NVE10830	Nvec_1935_47
Nvec_NVE10831	Nvec_1935_48
Nvec_v1g228581	Nvec_1935_49
Nvec_NVE10834	Nvec_1935_50
Nvec_NVE10835	Nvec_1935_51
Nvec_v1g90768	Nvec_1935_52
Nvec_NVE10836	Nvec_1935_53
Nvec_NVE10837	Nvec_1935_54
Nvec_v1g67470	Nvec_1935_55
Nvec_NVE10838	Nvec_1935_56
Nvec_v1g200992	Nvec_1935_57
Nvec_NVE10840	Nvec_1935_58
Nvec_v1g200997	Nvec_1935_59
Nvec_v1g161851	Nvec_1935_60
Nvec_v1g240144	Nvec_1935_61
Nvec_NVE10843	Nvec_1935_62
Nvec_v1g240145	Nvec_1935_63
Nvec_NVE10846	Nvec_1935_64
Nvec_NVE10847	Nvec_1935_65
Nvec_NVE10848	Nvec_1935_66
Nvec_v1g161857	Nvec_1935_67
Nvec_v1g90788	Nvec_1935_68
Nvec_v1g90880	Nvec_1935_69
Nvec_v1g90763	Nvec_1935_70
Nvec_v1g161862	Nvec_1935_71
Nvec_v1g90859	Nvec_1935_72
Nvec_v1g37729	Nvec_1935_73
Nvec_v1g38846	Nvec_1935_74
Nvec_v1g90882	Nvec_1935_75
Nvec_v1g240151	Nvec_1935_76
Nvec_v1g240152	Nvec_1935_77
Nvec_NVE10858	Nvec_1935_78
Nvec_v1g240153	Nvec_1935_79
Nvec_v1g90844	Nvec_1935_80
Nvec_v1g37021	Nvec_1935_81
Nvec_v1g90908	Nvec_1935_82
Nvec_v1g201017	Nvec_1935_83
Nvec_v1g201018	Nvec_1935_84
Nvec_v1g240155	Nvec_1935_85
Nvec_v1g161869	Nvec_1935_86
Nvec_v1g232160	Nvec_1935_87
Nvec_v1g236559	Nvec_1935_88
Nvec_v1g90783	Nvec_1935_89
Nvec_NVE10868	Nvec_1935_90
Nvec_v1g201028	Nvec_1935_91
Nvec_v1g240163	Nvec_1935_92
Nvec_v1g181123	Nvec_1935_93
Nvec_v1g236562	Nvec_1935_94
Nvec_v1g201033	Nvec_1935_95
Nvec_v1g234370	Nvec_1935_96
Nvec_v1g161891	Nvec_1935_97
Nvec_v1g201038	Nvec_1935_98
Nvec_v1g90789	Nvec_1935_99
Nvec_v1g240172	Nvec_1935_100
Nvec_NVE10878	Nvec_1935_101
Nvec_v1g228590	Nvec_1935_102
Nvec_v1g43221	Nvec_1935_103
Nvec_v1g90817	Nvec_1935_104
Nvec_v1g40628	Nvec_1935_105
Nvec_v1g90742	Nvec_1935_106
Nvec_v1g90876	Nvec_1935_107
Nvec_v1g33607	Nvec_1935_108
Nvec_v1g240177	Nvec_1935_109
Nvec_v1g90849	Nvec_1935_110
Nvec_v1g240179	Nvec_1935_111
Nvec_v1g240180	Nvec_1935_112
Nvec_v1g201051	Nvec_1935_113
Nvec_v1g90748	Nvec_1935_114
Nvec_v1g161912	Nvec_1935_115
Nvec_v1g201054	Nvec_1935_116
Nvec_v1g90900	Nvec_1935_117
Nvec_v1g240184	Nvec_1935_118
Nvec_v1g90917	Nvec_1935_119
Nvec_NVE10894	Nvec_1935_120
Nvec_v1g201060	Nvec_1935_121
Nvec_v1g236565	Nvec_1935_122
Nvec_v1g240186	Nvec_1935_123
Nvec_v1g240187	Nvec_1935_124
Nvec_v1g201064	Nvec_1935_125
Nvec_v1g201065	Nvec_1935_126
Nvec_v1g90754	Nvec_1935_127
Nvec_v1g90692	Nvec_1935_128
Nvec_v1g201069	Nvec_1935_129
Nvec_v1g240191	Nvec_1935_130
Nvec_v1g201071	Nvec_1935_131
Nvec_NVE10906	Nvec_1936_1
Nvec_v1g216129	Nvec_1936_2
Nvec_v1g128441	Nvec_1936_3
Nvec_v1g216132	Nvec_1936_4
Nvec_v1g246866	Nvec_1936_5
Nvec_v1g128468	Nvec_1936_6
Nvec_NVE10911	Nvec_1936_7
Nvec_v1g128396	Nvec_1936_8
Nvec_v1g246867	Nvec_1936_9
Nvec_v1g128456	Nvec_1936_10
Nvec_NVE10914	Nvec_1936_11
Nvec_v1g128383	Nvec_1936_12
Nvec_NVE10916	Nvec_1936_13
Nvec_NVE10917	Nvec_1936_14
Nvec_v1g128430	Nvec_1936_15
Nvec_v1g128410	Nvec_1936_16
Nvec_v1g246870	Nvec_1936_17
Nvec_NVE10920	Nvec_1936_18
Nvec_NVE10921	Nvec_1936_19
Nvec_v1g128449	Nvec_1936_20
Nvec_v1g246872	Nvec_1936_21
Nvec_v1g128422	Nvec_1936_22
Nvec_NVE10925	Nvec_1936_23
Nvec_v1g128393	Nvec_1936_24
Nvec_v1g246873	Nvec_1936_25
Nvec_v1g128394	Nvec_1936_26
Nvec_v1g128421	Nvec_1936_27
Nvec_v1g128450	Nvec_1936_28
Nvec_v1g246875	Nvec_1936_29
Nvec_NVE10932	Nvec_1936_30
Nvec_v1g128438	Nvec_1936_31
Nvec_v1g246879	Nvec_1936_32
Nvec_v1g216157	Nvec_1936_33
Nvec_v1g148594	Nvec_1937_1
Nvec_NVE10936	Nvec_1937_2
Nvec_v1g148599	Nvec_1938_1
Nvec_v1g223268	Nvec_1939_1
Nvec_v1g148601	Nvec_1940_1
Nvec_v1g3305	Nvec_1941_1
Nvec_v1g223271	Nvec_1942_1
Nvec_NVE10940	Nvec_1943_1
Nvec_v1g128500	Nvec_1943_2
Nvec_v1g192610	Nvec_1943_3
Nvec_NVE10943	Nvec_1943_4
Nvec_NVE10945	Nvec_1943_5
Nvec_v1g11392	Nvec_1943_6
Nvec_v1g230758	Nvec_1943_7
Nvec_NVE10948	Nvec_1943_8
Nvec_v1g173414	Nvec_1943_9
Nvec_v1g128484	Nvec_1943_10
Nvec_v1g128497	Nvec_1943_11
Nvec_v1g128516	Nvec_1943_12
Nvec_v1g128520	Nvec_1943_13
Nvec_v1g216174	Nvec_1943_14
Nvec_v1g70150	Nvec_1943_15
Nvec_v1g128523	Nvec_1943_16
Nvec_NVE10955	Nvec_1944_1
Nvec_v1g7544	Nvec_1945_1
Nvec_v1g223273	Nvec_1945_2
Nvec_v1g148604	Nvec_1945_3
Nvec_v1g148607	Nvec_1946_1
Nvec_v1g223274	Nvec_1947_1
Nvec_NVE10960	Nvec_1947_2
Nvec_v1g223275	Nvec_1948_1
Nvec_v1g148617	Nvec_1949_1
Nvec_v1g216176	Nvec_1950_1
Nvec_v1g192627	Nvec_1950_2
Nvec_NVE10963	Nvec_1950_3
Nvec_v1g235840	Nvec_1950_4
Nvec_v1g128615	Nvec_1950_5
Nvec_v1g246895	Nvec_1950_6
Nvec_v1g173435	Nvec_1950_7
Nvec_v1g192646	Nvec_1950_8
Nvec_v1g216186	Nvec_1950_9
Nvec_v1g216187	Nvec_1950_10
Nvec_NVE10971	Nvec_1950_11
Nvec_v1g192648	Nvec_1950_12
Nvec_v1g173444	Nvec_1950_13
Nvec_NVE10974	Nvec_1950_14
Nvec_v1g173450	Nvec_1950_15
Nvec_v1g173452	Nvec_1950_16
Nvec_NVE10977	Nvec_1950_17
Nvec_NVE10978	Nvec_1950_18
Nvec_NVE10979	Nvec_1950_19
Nvec_v1g128647	Nvec_1950_20
Nvec_v1g12337	Nvec_1950_21
Nvec_v1g173464	Nvec_1950_22
Nvec_v1g246906	Nvec_1950_23
Nvec_v1g128612	Nvec_1950_24
Nvec_v1g128552	Nvec_1950_25
Nvec_v1g42531	Nvec_1950_26
Nvec_v1g216205	Nvec_1950_27
Nvec_v1g216206	Nvec_1950_28
Nvec_NVE10989	Nvec_1950_29
Nvec_v1g128631	Nvec_1950_30
Nvec_v1g128642	Nvec_1950_31
