Caulen_g1.t1	Caulen_1_1
Caulen_g7486.t1	Caulen_54_138
Caulen_g7487.t1	Caulen_54_139
Caulen_g7488.t1	Caulen_54_140
Caulen_g7489.t1	Caulen_54_141
Caulen_g7490.t1	Caulen_54_142
Caulen_g7491.t1	Caulen_54_143
Caulen_g7492.t1	Caulen_54_144
Caulen_g7493.t1	Caulen_54_145
Caulen_g7494.t1	Caulen_54_146
Caulen_g7495.t1	Caulen_54_147
Caulen_g7496.t1	Caulen_54_148
Caulen_g7497.t1	Caulen_54_149
Caulen_g7498.t1	Caulen_54_150
Caulen_g7499.t1	Caulen_54_151
Caulen_g7500.t1	Caulen_54_152
Caulen_g7501.t1	Caulen_54_153
Caulen_g7502.t1	Caulen_54_154
Caulen_g7503.t1	Caulen_54_155
Caulen_g7504.t1	Caulen_54_156
Caulen_g7505.t1	Caulen_54_157
Caulen_g7506.t1	Caulen_54_158
Caulen_g7507.t1	Caulen_54_159
Caulen_g7508.t1	Caulen_54_160
Caulen_g7509.t1	Caulen_54_161
Caulen_g7510.t1	Caulen_54_162
Caulen_g7511.t1	Caulen_54_163
Caulen_g7512.t1	Caulen_54_164
Caulen_g7513.t1	Caulen_54_165
Caulen_g7514.t1	Caulen_54_166
Caulen_g7515.t1	Caulen_54_167
Caulen_g7516.t1	Caulen_54_168
Caulen_g7517.t1	Caulen_54_169
Caulen_g7518.t1	Caulen_54_170
Caulen_g7519.t1	Caulen_54_171
Caulen_g7520.t1	Caulen_54_172
Caulen_g7521.t1	Caulen_54_173
Caulen_g7522.t1	Caulen_54_174
Caulen_g7523.t1	Caulen_54_175
Caulen_g7524.t1	Caulen_54_176
Caulen_g7525.t1	Caulen_54_177
Caulen_g7526.t1	Caulen_54_178
Caulen_g7527.t1	Caulen_54_179
Caulen_g7528.t1	Caulen_54_180
Caulen_g7529.t1	Caulen_54_181
Caulen_g7530.t1	Caulen_54_182
Caulen_g7531.t1	Caulen_54_183
Caulen_g7532.t1	Caulen_54_184
Caulen_g7533.t1	Caulen_54_185
Caulen_g7534.t1	Caulen_54_186
Caulen_g7535.t1	Caulen_54_187
Caulen_g7536.t1	Caulen_54_188
Caulen_g7537.t1	Caulen_54_189
Caulen_g7538.t1	Caulen_54_190
Caulen_g7539.t1	Caulen_54_191
Caulen_g7540.t1	Caulen_54_192
Caulen_g7541.t1	Caulen_54_193
Caulen_g7542.t1	Caulen_54_194
Caulen_g7543.t1	Caulen_54_195
Caulen_g7544.t1	Caulen_54_196
Caulen_g7545.t1	Caulen_54_197
Caulen_g7546.t1	Caulen_54_198
Caulen_g7547.t1	Caulen_54_199
Caulen_g7548.t1	Caulen_54_200
Caulen_g7549.t1	Caulen_54_201
Caulen_g7550.t1	Caulen_54_202
Caulen_g7551.t1	Caulen_54_203
Caulen_g7552.t1	Caulen_54_204
Caulen_g7553.t1	Caulen_54_205
Caulen_g7554.t1	Caulen_54_206
Caulen_g7555.t1	Caulen_54_207
Caulen_g7556.t1	Caulen_54_208
Caulen_g7557.t1	Caulen_54_209
Caulen_g7558.t1	Caulen_54_210
Caulen_g7559.t1	Caulen_55_1
Caulen_g7560.t2	Caulen_55_2
Caulen_g7561.t1	Caulen_55_3
Caulen_g7562.t1	Caulen_55_4
Caulen_g7563.t1	Caulen_55_5
Caulen_g7564.t1	Caulen_55_6
Caulen_g7565.t1	Caulen_55_7
Caulen_g7566.t1	Caulen_55_8
Caulen_g7567.t1	Caulen_55_9
Caulen_g7568.t1	Caulen_55_10
Caulen_g7569.t1	Caulen_55_11
Caulen_g7570.t1	Caulen_55_12
Caulen_g7571.t1	Caulen_55_13
Caulen_g7572.t1	Caulen_55_14
Caulen_g7573.t1	Caulen_55_15
Caulen_g7574.t1	Caulen_55_16
Caulen_g7575.t1	Caulen_55_17
Caulen_g7576.t1	Caulen_55_18
Caulen_g7577.t1	Caulen_55_19
Caulen_g7578.t1	Caulen_55_20
Caulen_g7579.t1	Caulen_55_21
Caulen_g7580.t1	Caulen_55_22
Caulen_g7581.t1	Caulen_55_23
Caulen_g7582.t1	Caulen_55_24
Caulen_g7583.t1	Caulen_55_25
Caulen_g7584.t1	Caulen_55_26
Caulen_g7585.t1	Caulen_55_27
Caulen_g7586.t1	Caulen_55_28
Caulen_g7587.t1	Caulen_55_29
Caulen_g7588.t1	Caulen_55_30
Caulen_g7589.t1	Caulen_55_31
Caulen_g7590.t1	Caulen_55_32
Caulen_g7591.t1	Caulen_55_33
Caulen_g7592.t1	Caulen_55_34
Caulen_g7593.t1	Caulen_55_35
Caulen_g7594.t1	Caulen_55_36
Caulen_g7595.t1	Caulen_55_37
Caulen_g7596.t1	Caulen_55_38
Caulen_g7597.t1	Caulen_55_39
Caulen_g7598.t1	Caulen_55_40
Caulen_g7599.t1	Caulen_55_41
Caulen_g7600.t1	Caulen_55_42
Caulen_g7601.t1	Caulen_55_43
Caulen_g7602.t1	Caulen_55_44
Caulen_g7603.t1	Caulen_55_45
Caulen_g7604.t1	Caulen_55_46
Caulen_g7605.t1	Caulen_55_47
Caulen_g7606.t1	Caulen_55_48
Caulen_g7607.t1	Caulen_55_49
Caulen_g7608.t1	Caulen_55_50
Caulen_g7609.t1	Caulen_55_51
Caulen_g7610.t1	Caulen_55_52
Caulen_g7611.t1	Caulen_55_53
Caulen_g7612.t1	Caulen_55_54
Caulen_g7613.t1	Caulen_55_55
Caulen_g7614.t1	Caulen_55_56
Caulen_g7615.t1	Caulen_55_57
Caulen_g7616.t1	Caulen_55_58
Caulen_g7617.t1	Caulen_55_59
Caulen_g7618.t1	Caulen_55_60
Caulen_g7619.t1	Caulen_55_61
Caulen_g7620.t1	Caulen_55_62
Caulen_g7621.t1	Caulen_55_63
Caulen_g7622.t1	Caulen_55_64
Caulen_g7623.t1	Caulen_55_65
Caulen_g7624.t1	Caulen_55_66
Caulen_g7625.t1	Caulen_55_67
Caulen_g7626.t1	Caulen_55_68
Caulen_g7627.t1	Caulen_55_69
Caulen_g7628.t1	Caulen_55_70
Caulen_g7629.t1	Caulen_55_71
Caulen_g7630.t1	Caulen_55_72
Caulen_g7631.t1	Caulen_55_73
Caulen_g7632.t1	Caulen_55_74
Caulen_g7633.t1	Caulen_55_75
Caulen_g7634.t1	Caulen_55_76
Caulen_g7635.t1	Caulen_55_77
Caulen_g7636.t1	Caulen_55_78
Caulen_g7637.t1	Caulen_55_79
Caulen_g7638.t1	Caulen_55_80
Caulen_g7639.t1	Caulen_55_81
Caulen_g7640.t1	Caulen_55_82
Caulen_g7641.t1	Caulen_55_83
Caulen_g7642.t1	Caulen_55_84
Caulen_g7643.t1	Caulen_55_85
Caulen_g7644.t1	Caulen_55_86
Caulen_g7645.t1	Caulen_55_87
Caulen_g7646.t1	Caulen_55_88
Caulen_g7647.t1	Caulen_55_89
Caulen_g7648.t1	Caulen_55_90
Caulen_g7649.t1	Caulen_55_91
Caulen_g7650.t1	Caulen_55_92
Caulen_g7651.t1	Caulen_55_93
Caulen_g7652.t1	Caulen_55_94
Caulen_g7653.t2	Caulen_55_95
Caulen_g7654.t1	Caulen_55_96
Caulen_g7655.t1	Caulen_55_97
Caulen_g7656.t1	Caulen_55_98
Caulen_g7657.t1	Caulen_55_99
Caulen_g7658.t1	Caulen_55_100
Caulen_g7659.t1	Caulen_55_101
Caulen_g7660.t1	Caulen_55_102
Caulen_g7661.t1	Caulen_55_103
Caulen_g7662.t1	Caulen_55_104
Caulen_g7663.t1	Caulen_55_105
Caulen_g7664.t1	Caulen_55_106
Caulen_g7665.t1	Caulen_55_107
Caulen_g7666.t1	Caulen_55_108
Caulen_g7667.t1	Caulen_55_109
Caulen_g7668.t1	Caulen_55_110
Caulen_g7669.t1	Caulen_55_111
Caulen_g7670.t1	Caulen_55_112
Caulen_g7671.t1	Caulen_55_113
Caulen_g7672.t1	Caulen_55_114
Caulen_g7673.t1	Caulen_55_115
Caulen_g7674.t1	Caulen_55_116
Caulen_g7675.t1	Caulen_55_117
Caulen_g7676.t1	Caulen_55_118
Caulen_g7677.t1	Caulen_55_119
Caulen_g7678.t1	Caulen_55_120
Caulen_g7679.t1	Caulen_55_121
Caulen_g7680.t1	Caulen_55_122
Caulen_g7681.t1	Caulen_55_123
Caulen_g7682.t1	Caulen_55_124
Caulen_g7683.t1	Caulen_55_125
Caulen_g7684.t1	Caulen_55_126
Caulen_g7685.t1	Caulen_55_127
Caulen_g7686.t1	Caulen_55_128
Caulen_g7687.t1	Caulen_55_129
Caulen_g7688.t1	Caulen_55_130
Caulen_g7689.t1	Caulen_55_131
Caulen_g7690.t1	Caulen_55_132
Caulen_g7691.t1	Caulen_55_133
Caulen_g7692.t1	Caulen_55_134
Caulen_g7693.t1	Caulen_55_135
Caulen_g7694.t1	Caulen_55_136
Caulen_g7695.t1	Caulen_55_137
Caulen_g7696.t1	Caulen_55_138
Caulen_g7697.t1	Caulen_55_139
Caulen_g7698.t1	Caulen_55_140
Caulen_g7699.t1	Caulen_55_141
Caulen_g7700.t1	Caulen_55_142
Caulen_g7701.t1	Caulen_55_143
Caulen_g7702.t1	Caulen_55_144
Caulen_g7703.t1	Caulen_55_145
Caulen_g7704.t1	Caulen_55_146
Caulen_g7705.t1	Caulen_55_147
Caulen_g7706.t1	Caulen_55_148
Caulen_g7707.t1	Caulen_55_149
Caulen_g7708.t1	Caulen_55_150
Caulen_g7709.t1	Caulen_55_151
Caulen_g7710.t1	Caulen_55_152
Caulen_g7711.t1	Caulen_55_153
Caulen_g7712.t1	Caulen_55_154
Caulen_g7713.t1	Caulen_55_155
Caulen_g7714.t1	Caulen_55_156
Caulen_g7715.t1	Caulen_55_157
Caulen_g7716.t1	Caulen_55_158
Caulen_g7717.t1	Caulen_55_159
Caulen_g7718.t1	Caulen_55_160
Caulen_g7719.t1	Caulen_55_161
Caulen_g7720.t1	Caulen_55_162
Caulen_g7721.t1	Caulen_55_163
Caulen_g7722.t1	Caulen_55_164
Caulen_g7723.t1	Caulen_55_165
Caulen_g7724.t1	Caulen_55_166
Caulen_g7725.t1	Caulen_55_167
Caulen_g7726.t1	Caulen_55_168
Caulen_g7727.t1	Caulen_55_169
Caulen_g7728.t1	Caulen_55_170
Caulen_g7729.t1	Caulen_55_171
Caulen_g7730.t1	Caulen_55_172
Caulen_g7731.t1	Caulen_55_173
Caulen_g7732.t1	Caulen_55_174
Caulen_g7733.t1	Caulen_55_175
Caulen_g7734.t1	Caulen_55_176
Caulen_g7735.t1	Caulen_55_177
Caulen_g7736.t1	Caulen_55_178
Caulen_g7737.t1	Caulen_55_179
Caulen_g7738.t1	Caulen_55_180
Caulen_g7739.t1	Caulen_55_181
Caulen_g7740.t1	Caulen_55_182
Caulen_g7741.t1	Caulen_55_183
Caulen_g7742.t1	Caulen_55_184
Caulen_g7743.t1	Caulen_55_185
Caulen_g7744.t1	Caulen_55_186
Caulen_g7745.t1	Caulen_55_187
Caulen_g7746.t1	Caulen_55_188
Caulen_g7747.t1	Caulen_55_189
Caulen_g7748.t1	Caulen_55_190
Caulen_g7749.t1	Caulen_55_191
Caulen_g7750.t1	Caulen_55_192
Caulen_g7751.t1	Caulen_56_1
Caulen_g7752.t1	Caulen_56_2
Caulen_g7753.t1	Caulen_56_3
Caulen_g7754.t1	Caulen_56_4
Caulen_g7755.t1	Caulen_56_5
Caulen_g7756.t1	Caulen_56_6
Caulen_g7757.t1	Caulen_56_7
Caulen_g7758.t1	Caulen_56_8
Caulen_g7759.t1	Caulen_56_9
Caulen_g7760.t1	Caulen_56_10
Caulen_g7761.t1	Caulen_56_11
Caulen_g7762.t1	Caulen_56_12
Caulen_g7763.t1	Caulen_56_13
Caulen_g7764.t1	Caulen_56_14
Caulen_g7765.t1	Caulen_56_15
Caulen_g7766.t1	Caulen_56_16
Caulen_g7767.t1	Caulen_56_17
Caulen_g7768.t1	Caulen_56_18
Caulen_g7769.t1	Caulen_56_19
Caulen_g7770.t1	Caulen_56_20
Caulen_g7771.t1	Caulen_56_21
Caulen_g7772.t1	Caulen_56_22
Caulen_g7773.t1	Caulen_56_23
Caulen_g7774.t1	Caulen_56_24
Caulen_g7775.t1	Caulen_56_25
Caulen_g7776.t1	Caulen_56_26
Caulen_g7777.t1	Caulen_56_27
Caulen_g7778.t1	Caulen_56_28
Caulen_g7779.t1	Caulen_56_29
Caulen_g7780.t1	Caulen_56_30
Caulen_g7781.t1	Caulen_56_31
Caulen_g7782.t1	Caulen_56_32
Caulen_g7783.t1	Caulen_56_33
Caulen_g7784.t1	Caulen_56_34
Caulen_g7785.t1	Caulen_56_35
Caulen_g7786.t1	Caulen_56_36
Caulen_g7787.t1	Caulen_56_37
Caulen_g7788.t1	Caulen_56_38
Caulen_g7789.t2	Caulen_56_39
Caulen_g7790.t1	Caulen_56_40
Caulen_g7791.t1	Caulen_56_41
Caulen_g7792.t1	Caulen_56_42
Caulen_g7793.t1	Caulen_56_43
Caulen_g7794.t1	Caulen_56_44
Caulen_g7795.t1	Caulen_56_45
Caulen_g7796.t1	Caulen_56_46
Caulen_g7797.t1	Caulen_56_47
Caulen_g7798.t1	Caulen_56_48
Caulen_g7799.t1	Caulen_56_49
Caulen_g7800.t1	Caulen_56_50
Caulen_g7801.t1	Caulen_56_51
Caulen_g7802.t1	Caulen_56_52
Caulen_g7803.t1	Caulen_56_53
Caulen_g7804.t1	Caulen_56_54
Caulen_g7805.t1	Caulen_56_55
Caulen_g7806.t1	Caulen_56_56
Caulen_g7807.t1	Caulen_56_57
Caulen_g7808.t2	Caulen_56_58
Caulen_g7809.t1	Caulen_56_59
Caulen_g7810.t1	Caulen_56_60
Caulen_g7811.t1	Caulen_56_61
Caulen_g7812.t1	Caulen_56_62
Caulen_g7813.t1	Caulen_56_63
Caulen_g7814.t1	Caulen_56_64
Caulen_g7815.t1	Caulen_56_65
Caulen_g7816.t1	Caulen_56_66
Caulen_g7817.t1	Caulen_56_67
Caulen_g7818.t1	Caulen_56_68
Caulen_g7819.t1	Caulen_56_69
Caulen_g7820.t1	Caulen_56_70
Caulen_g7821.t1	Caulen_56_71
Caulen_g7822.t1	Caulen_56_72
Caulen_g7823.t1	Caulen_56_73
Caulen_g7824.t1	Caulen_56_74
Caulen_g7825.t1	Caulen_56_75
Caulen_g7826.t1	Caulen_56_76
Caulen_g7827.t1	Caulen_56_77
Caulen_g7828.t1	Caulen_56_78
Caulen_g7829.t1	Caulen_56_79
Caulen_g7830.t1	Caulen_56_80
Caulen_g7831.t1	Caulen_56_81
Caulen_g7833.t1	Caulen_56_82
Caulen_g7832.t1	Caulen_56_83
Caulen_g7834.t1	Caulen_56_84
Caulen_g7835.t1	Caulen_56_85
Caulen_g7836.t1	Caulen_56_86
Caulen_g7837.t1	Caulen_56_87
Caulen_g7838.t1	Caulen_56_88
Caulen_g7839.t1	Caulen_56_89
Caulen_g7840.t2	Caulen_56_90
Caulen_g7841.t1	Caulen_56_91
Caulen_g7842.t1	Caulen_56_92
Caulen_g7843.t1	Caulen_56_93
Caulen_g7844.t1	Caulen_56_94
Caulen_g7845.t1	Caulen_56_95
Caulen_g7846.t1	Caulen_56_96
Caulen_g7847.t1	Caulen_56_97
Caulen_g7848.t1	Caulen_56_98
Caulen_g7849.t1	Caulen_56_99
Caulen_g7850.t1	Caulen_56_100
Caulen_g7851.t1	Caulen_56_101
Caulen_g7852.t1	Caulen_56_102
Caulen_g7853.t1	Caulen_56_103
Caulen_g7854.t1	Caulen_56_104
Caulen_g7855.t1	Caulen_56_105
Caulen_g7856.t1	Caulen_56_106
Caulen_g7857.t1	Caulen_56_107
Caulen_g7858.t1	Caulen_56_108
Caulen_g7859.t1	Caulen_56_109
Caulen_g7860.t1	Caulen_56_110
Caulen_g7861.t1	Caulen_56_111
Caulen_g7862.t1	Caulen_56_112
Caulen_g7863.t1	Caulen_56_113
Caulen_g7864.t1	Caulen_56_114
Caulen_g7865.t1	Caulen_56_115
Caulen_g7866.t1	Caulen_56_116
Caulen_g7867.t1	Caulen_56_117
Caulen_g7868.t1	Caulen_56_118
Caulen_g7869.t1	Caulen_56_119
Caulen_g7870.t1	Caulen_56_120
Caulen_g7871.t1	Caulen_56_121
Caulen_g7872.t1	Caulen_56_122
Caulen_g7873.t1	Caulen_56_123
Caulen_g7874.t1	Caulen_56_124
Caulen_g7875.t1	Caulen_56_125
Caulen_g7876.t1	Caulen_56_126
Caulen_g7877.t2	Caulen_56_127
Caulen_g7878.t1	Caulen_56_128
Caulen_g7879.t1	Caulen_56_129
Caulen_g7880.t2	Caulen_56_130
Caulen_g7881.t1	Caulen_56_131
Caulen_g7882.t1	Caulen_56_132
Caulen_g7883.t1	Caulen_56_133
Caulen_g7884.t1	Caulen_56_134
Caulen_g7885.t1	Caulen_56_135
Caulen_g7886.t1	Caulen_56_136
Caulen_g7887.t1	Caulen_56_137
Caulen_g7888.t2	Caulen_56_138
Caulen_g7889.t1	Caulen_56_139
Caulen_g7890.t1	Caulen_56_140
Caulen_g7891.t1	Caulen_56_141
Caulen_g7892.t1	Caulen_56_142
Caulen_g7893.t1	Caulen_56_143
Caulen_g7894.t1	Caulen_56_144
Caulen_g7895.t1	Caulen_56_145
Caulen_g7896.t1	Caulen_56_146
Caulen_g7897.t1	Caulen_56_147
Caulen_g7898.t1	Caulen_56_148
Caulen_g7899.t1	Caulen_56_149
Caulen_g7900.t1	Caulen_56_150
Caulen_g7901.t1	Caulen_56_151
Caulen_g7902.t1	Caulen_56_152
Caulen_g7903.t1	Caulen_56_153
Caulen_g7904.t1	Caulen_56_154
Caulen_g7905.t1	Caulen_56_155
Caulen_g7906.t1	Caulen_56_156
Caulen_g7907.t1	Caulen_56_157
Caulen_g7908.t1	Caulen_56_158
Caulen_g7909.t1	Caulen_56_159
Caulen_g7910.t1	Caulen_56_160
Caulen_g7911.t1	Caulen_56_161
Caulen_g7912.t1	Caulen_56_162
Caulen_g7913.t1	Caulen_56_163
Caulen_g7914.t1	Caulen_56_164
Caulen_g7915.t1	Caulen_56_165
Caulen_g7916.t1	Caulen_56_166
Caulen_g7917.t1	Caulen_56_167
Caulen_g7918.t1	Caulen_56_168
Caulen_g7919.t1	Caulen_56_169
Caulen_g7920.t1	Caulen_56_170
Caulen_g7921.t1	Caulen_56_171
Caulen_g7922.t1	Caulen_56_172
Caulen_g7923.t1	Caulen_56_173
Caulen_g7924.t1	Caulen_56_174
Caulen_g7925.t1	Caulen_56_175
Caulen_g7926.t1	Caulen_56_176
Caulen_g7927.t1	Caulen_56_177
Caulen_g7928.t1	Caulen_56_178
Caulen_g7929.t1	Caulen_56_179
Caulen_g7930.t1	Caulen_56_180
Caulen_g7931.t1	Caulen_56_181
Caulen_g7932.t1	Caulen_56_182
Caulen_g7933.t1	Caulen_56_183
Caulen_g7934.t1	Caulen_56_184
Caulen_g7935.t1	Caulen_56_185
Caulen_g7936.t1	Caulen_56_186
Caulen_g7937.t1	Caulen_56_187
Caulen_g7938.t1	Caulen_56_188
Caulen_g7939.t1	Caulen_56_189
Caulen_g7940.t3	Caulen_56_190
Caulen_g7941.t1	Caulen_56_191
Caulen_g7942.t1	Caulen_56_192
Caulen_g7943.t1	Caulen_56_193
Caulen_g7944.t1	Caulen_56_194
Caulen_g7945.t1	Caulen_56_195
Caulen_g7946.t1	Caulen_56_196
Caulen_g7947.t1	Caulen_56_197
Caulen_g7948.t1	Caulen_56_198
Caulen_g7949.t1	Caulen_56_199
Caulen_g7950.t1	Caulen_56_200
Caulen_g7951.t1	Caulen_56_201
Caulen_g7952.t1	Caulen_56_202
Caulen_g7953.t1	Caulen_56_203
Caulen_g7954.t2	Caulen_56_204
Caulen_g7955.t1	Caulen_56_205
Caulen_g7956.t1	Caulen_56_206
Caulen_g7957.t1	Caulen_56_207
Caulen_g7958.t1	Caulen_56_208
Caulen_g7959.t1	Caulen_56_209
Caulen_g7960.t1	Caulen_56_210
Caulen_g7961.t1	Caulen_56_211
Caulen_g7962.t1	Caulen_56_212
Caulen_g7963.t1	Caulen_56_213
Caulen_g7964.t1	Caulen_56_214
Caulen_g7965.t1	Caulen_56_215
Caulen_g7966.t1	Caulen_56_216
Caulen_g7967.t1	Caulen_56_217
Caulen_g7968.t1	Caulen_56_218
Caulen_g7969.t1	Caulen_56_219
Caulen_g7970.t1	Caulen_56_220
Caulen_g7971.t1	Caulen_56_221
Caulen_g7972.t1	Caulen_56_222
Caulen_g7973.t1	Caulen_56_223
Caulen_g7974.t1	Caulen_57_1
Caulen_g7975.t1	Caulen_57_2
Caulen_g7976.t1	Caulen_57_3
Caulen_g7977.t1	Caulen_57_4
Caulen_g7978.t1	Caulen_57_5
Caulen_g7979.t1	Caulen_57_6
Caulen_g7980.t1	Caulen_57_7
Caulen_g7981.t1	Caulen_57_8
Caulen_g7982.t1	Caulen_57_9
Caulen_g7983.t1	Caulen_57_10
Caulen_g7984.t1	Caulen_57_11
Caulen_g7985.t1	Caulen_57_12
Caulen_g7986.t1	Caulen_57_13
Caulen_g7987.t1	Caulen_57_14
Caulen_g7988.t1	Caulen_57_15
Caulen_g7989.t1	Caulen_57_16
Caulen_g7990.t1	Caulen_57_17
Caulen_g7991.t1	Caulen_57_18
Caulen_g7992.t1	Caulen_57_19
Caulen_g7993.t1	Caulen_57_20
Caulen_g7994.t1	Caulen_57_21
Caulen_g7995.t1	Caulen_57_22
Caulen_g7996.t1	Caulen_57_23
Caulen_g7997.t1	Caulen_57_24
Caulen_g7998.t1	Caulen_57_25
Caulen_g7999.t1	Caulen_57_26
Caulen_g8000.t1	Caulen_57_27
Caulen_g8001.t1	Caulen_57_28
Caulen_g8002.t1	Caulen_57_29
Caulen_g8003.t1	Caulen_57_30
Caulen_g8004.t1	Caulen_57_31
Caulen_g8005.t1	Caulen_57_32
Caulen_g8006.t1	Caulen_57_33
Caulen_g8007.t1	Caulen_57_34
Caulen_g8008.t1	Caulen_57_35
Caulen_g8009.t1	Caulen_57_36
Caulen_g8010.t1	Caulen_57_37
Caulen_g8011.t1	Caulen_57_38
Caulen_g8012.t1	Caulen_57_39
Caulen_g8013.t1	Caulen_57_40
Caulen_g8014.t1	Caulen_57_41
Caulen_g8015.t1	Caulen_57_42
Caulen_g8016.t1	Caulen_57_43
Caulen_g8017.t1	Caulen_57_44
Caulen_g8018.t1	Caulen_57_45
Caulen_g8019.t1	Caulen_57_46
Caulen_g8020.t1	Caulen_57_47
Caulen_g8021.t1	Caulen_57_48
Caulen_g8022.t1	Caulen_57_49
Caulen_g8023.t1	Caulen_57_50
Caulen_g8024.t1	Caulen_57_51
Caulen_g8025.t1	Caulen_57_52
Caulen_g8026.t1	Caulen_57_53
Caulen_g8027.t1	Caulen_57_54
Caulen_g8028.t1	Caulen_57_55
Caulen_g8029.t1	Caulen_57_56
Caulen_g8030.t1	Caulen_57_57
Caulen_g8031.t1	Caulen_57_58
Caulen_g8032.t1	Caulen_57_59
Caulen_g8033.t1	Caulen_57_60
Caulen_g8034.t1	Caulen_57_61
Caulen_g8035.t1	Caulen_57_62
Caulen_g8036.t1	Caulen_57_63
Caulen_g8037.t1	Caulen_57_64
Caulen_g8038.t1	Caulen_57_65
Caulen_g8039.t1	Caulen_57_66
Caulen_g8040.t1	Caulen_57_67
Caulen_g8041.t1	Caulen_57_68
Caulen_g8042.t1	Caulen_57_69
Caulen_g8043.t1	Caulen_57_70
Caulen_g8044.t1	Caulen_57_71
Caulen_g8045.t1	Caulen_57_72
Caulen_g8046.t1	Caulen_57_73
Caulen_g8047.t1	Caulen_57_74
Caulen_g8048.t1	Caulen_57_75
Caulen_g8049.t1	Caulen_57_76
Caulen_g8050.t1	Caulen_57_77
Caulen_g8052.t1	Caulen_57_78
Caulen_g8051.t1	Caulen_57_79
Caulen_g8053.t1	Caulen_57_80
Caulen_g8054.t1	Caulen_57_81
Caulen_g8055.t1	Caulen_57_82
Caulen_g8056.t1	Caulen_57_83
Caulen_g8057.t1	Caulen_57_84
Caulen_g8058.t1	Caulen_57_85
Caulen_g8059.t1	Caulen_57_86
Caulen_g8060.t1	Caulen_57_87
Caulen_g8061.t1	Caulen_57_88
Caulen_g8062.t1	Caulen_57_89
Caulen_g8063.t1	Caulen_57_90
Caulen_g8064.t1	Caulen_57_91
Caulen_g8065.t1	Caulen_57_92
Caulen_g8066.t1	Caulen_57_93
Caulen_g8067.t1	Caulen_57_94
Caulen_g8068.t1	Caulen_57_95
Caulen_g8069.t1	Caulen_57_96
Caulen_g8070.t1	Caulen_57_97
Caulen_g8071.t1	Caulen_57_98
Caulen_g8072.t1	Caulen_57_99
Caulen_g8073.t1	Caulen_57_100
Caulen_g8074.t3	Caulen_57_101
Caulen_g8075.t1	Caulen_57_102
Caulen_g8076.t1	Caulen_57_103
Caulen_g8077.t1	Caulen_57_104
Caulen_g8078.t1	Caulen_57_105
Caulen_g8079.t1	Caulen_57_106
Caulen_g8080.t1	Caulen_57_107
Caulen_g8081.t1	Caulen_57_108
Caulen_g8082.t1	Caulen_57_109
Caulen_g8083.t1	Caulen_57_110
Caulen_g8084.t1	Caulen_57_111
Caulen_g8085.t1	Caulen_57_112
Caulen_g8086.t1	Caulen_57_113
Caulen_g8087.t1	Caulen_57_114
Caulen_g8088.t1	Caulen_57_115
Caulen_g8089.t1	Caulen_57_116
Caulen_g8090.t1	Caulen_57_117
Caulen_g8091.t1	Caulen_57_118
Caulen_g8092.t1	Caulen_57_119
Caulen_g8093.t1	Caulen_57_120
Caulen_g8094.t1	Caulen_57_121
Caulen_g8095.t1	Caulen_57_122
Caulen_g8096.t1	Caulen_57_123
Caulen_g8097.t1	Caulen_57_124
Caulen_g8098.t1	Caulen_57_125
Caulen_g8099.t1	Caulen_57_126
Caulen_g8100.t1	Caulen_57_127
Caulen_g8101.t1	Caulen_57_128
Caulen_g8102.t1	Caulen_57_129
Caulen_g8103.t1	Caulen_57_130
Caulen_g8104.t1	Caulen_57_131
Caulen_g8105.t1	Caulen_57_132
Caulen_g8106.t1	Caulen_57_133
Caulen_g8107.t1	Caulen_57_134
Caulen_g8108.t1	Caulen_57_135
Caulen_g8109.t1	Caulen_57_136
Caulen_g8110.t1	Caulen_57_137
Caulen_g8111.t1	Caulen_57_138
Caulen_g8112.t1	Caulen_57_139
Caulen_g8113.t1	Caulen_57_140
Caulen_g8114.t2	Caulen_57_141
Caulen_g8115.t1	Caulen_57_142
Caulen_g8116.t1	Caulen_57_143
Caulen_g8117.t1	Caulen_57_144
Caulen_g8118.t1	Caulen_57_145
Caulen_g8119.t1	Caulen_57_146
Caulen_g8120.t1	Caulen_57_147
Caulen_g8121.t1	Caulen_57_148
Caulen_g8122.t1	Caulen_57_149
Caulen_g8123.t1	Caulen_57_150
Caulen_g8124.t1	Caulen_57_151
Caulen_g8125.t1	Caulen_57_152
Caulen_g8126.t1	Caulen_57_153
Caulen_g8127.t1	Caulen_57_154
Caulen_g8128.t1	Caulen_57_155
Caulen_g8129.t1	Caulen_57_156
Caulen_g8130.t1	Caulen_57_157
Caulen_g8131.t1	Caulen_57_158
Caulen_g8132.t1	Caulen_57_159
Caulen_g8133.t1	Caulen_57_160
Caulen_g8134.t1	Caulen_57_161
Caulen_g8135.t1	Caulen_57_162
Caulen_g8136.t1	Caulen_57_163
Caulen_g8137.t1	Caulen_57_164
Caulen_g8138.t1	Caulen_57_165
Caulen_g8139.t1	Caulen_57_166
Caulen_g8140.t1	Caulen_57_167
Caulen_g8141.t1	Caulen_57_168
Caulen_g8142.t1	Caulen_57_169
Caulen_g8143.t1	Caulen_57_170
Caulen_g8144.t1	Caulen_57_171
Caulen_g8145.t1	Caulen_58_1
Caulen_g8146.t1	Caulen_58_2
Caulen_g8147.t1	Caulen_58_3
Caulen_g8148.t1	Caulen_58_4
Caulen_g8149.t1	Caulen_58_5
Caulen_g8150.t1	Caulen_58_6
