Alblai_CCA13858	Alblai_1_1
Alblai_CCA19881	Alblai_81_8
Alblai_CCA19882	Alblai_81_9
Alblai_CCA19883	Alblai_81_10
Alblai_CCA19884	Alblai_81_11
Alblai_CCA19885	Alblai_81_12
Alblai_CCA19886	Alblai_81_13
Alblai_CCA19887	Alblai_81_14
Alblai_CCA19888	Alblai_81_15
Alblai_CCA19889	Alblai_81_16
Alblai_CCA19890	Alblai_81_17
Alblai_CCA19891	Alblai_81_18
Alblai_CCA19892	Alblai_81_19
Alblai_CCA19893	Alblai_81_20
Alblai_CCA19894	Alblai_81_21
Alblai_CCA19895	Alblai_81_22
Alblai_CCA19896	Alblai_81_23
Alblai_CCA19897	Alblai_81_24
Alblai_CCA19898	Alblai_81_25
Alblai_CCA19899	Alblai_81_26
Alblai_CCA19900	Alblai_81_27
Alblai_CCA19901	Alblai_81_28
Alblai_CCA19902	Alblai_81_29
Alblai_CCA19903	Alblai_81_30
Alblai_CCA19904	Alblai_81_31
Alblai_CCA19905	Alblai_81_32
Alblai_CCA19906	Alblai_81_33
Alblai_CCA19907	Alblai_81_34
Alblai_CCA19908	Alblai_81_35
Alblai_CCA19909	Alblai_82_1
Alblai_CCA19910	Alblai_82_2
Alblai_CCA19911	Alblai_82_3
Alblai_CCA19912	Alblai_82_4
Alblai_CCA19913	Alblai_82_5
Alblai_CCA19914	Alblai_82_6
Alblai_CCA19915	Alblai_82_7
Alblai_CCA19916	Alblai_82_8
Alblai_CCA19917	Alblai_82_9
Alblai_CCA19918	Alblai_82_10
Alblai_CCA19919	Alblai_82_11
Alblai_CCA19920	Alblai_82_12
Alblai_CCA19921	Alblai_82_13
Alblai_CCA19922	Alblai_82_14
Alblai_CCA19923	Alblai_82_15
Alblai_CCA19924	Alblai_82_16
Alblai_CCA19925	Alblai_82_17
Alblai_CCA19926	Alblai_82_18
Alblai_CCA19927	Alblai_82_19
Alblai_CCA19928	Alblai_82_20
Alblai_CCA19929	Alblai_82_21
Alblai_CCA19930	Alblai_82_22
Alblai_CCA19931	Alblai_82_23
Alblai_CCA19932	Alblai_82_24
Alblai_CCA19933	Alblai_82_25
Alblai_CCA19934	Alblai_82_26
Alblai_CCA19935	Alblai_82_27
Alblai_CCA19936	Alblai_82_28
Alblai_CCA19937	Alblai_82_29
Alblai_CCA19938	Alblai_82_30
Alblai_CCA19939	Alblai_82_31
Alblai_CCA19940	Alblai_82_32
Alblai_CCA19941	Alblai_82_33
Alblai_CCA19942	Alblai_82_34
Alblai_CCA19943	Alblai_82_35
Alblai_CCA19944	Alblai_82_36
Alblai_CCA19945	Alblai_82_37
Alblai_CCA19946	Alblai_82_38
Alblai_CCA19947	Alblai_82_39
Alblai_CCA19948	Alblai_82_40
Alblai_CCA19949	Alblai_82_41
Alblai_CCA19950	Alblai_82_42
Alblai_CCA19951	Alblai_83_1
Alblai_CCA19952	Alblai_83_2
Alblai_CCA19953	Alblai_83_3
Alblai_CCA19954	Alblai_83_4
Alblai_CCA19955	Alblai_83_5
Alblai_CCA19956	Alblai_83_6
Alblai_CCA19957	Alblai_83_7
Alblai_CCA19958	Alblai_83_8
Alblai_CCA19959	Alblai_83_9
Alblai_CCA19960	Alblai_83_10
Alblai_CCA19961	Alblai_83_11
Alblai_CCA19962	Alblai_83_12
Alblai_CCA19963	Alblai_83_13
Alblai_CCA19964	Alblai_83_14
Alblai_CCA19965	Alblai_83_15
Alblai_CCA19966	Alblai_83_16
Alblai_CCA19967	Alblai_83_17
Alblai_CCA19968	Alblai_83_18
Alblai_CCA19969	Alblai_83_19
Alblai_CCA19970	Alblai_83_20
Alblai_CCA19971	Alblai_83_21
Alblai_CCA19972	Alblai_83_22
Alblai_CCA19973	Alblai_83_23
Alblai_CCA19974	Alblai_83_24
Alblai_CCA19975	Alblai_83_25
Alblai_CCA19976	Alblai_83_26
Alblai_CCA19977	Alblai_83_27
Alblai_CCA19978	Alblai_83_28
Alblai_CCA19979	Alblai_83_29
Alblai_CCA19980	Alblai_83_30
Alblai_CCA19981	Alblai_83_31
Alblai_CCA19982	Alblai_83_32
Alblai_CCA19983	Alblai_83_33
Alblai_CCA19984	Alblai_83_34
Alblai_CCA19985	Alblai_83_35
Alblai_CCA19986	Alblai_84_1
Alblai_CCA19987	Alblai_84_2
Alblai_CCA19988	Alblai_84_3
Alblai_CCA19989	Alblai_84_4
Alblai_CCA19990	Alblai_84_5
Alblai_CCA19991	Alblai_84_6
Alblai_CCA19992	Alblai_84_7
Alblai_CCA19993	Alblai_84_8
Alblai_CCA19994	Alblai_84_9
Alblai_CCA19995	Alblai_84_10
Alblai_CCA19996	Alblai_84_11
Alblai_CCA19997	Alblai_84_12
Alblai_CCA19998	Alblai_84_13
Alblai_CCA19999	Alblai_84_14
Alblai_CCA20000	Alblai_84_15
Alblai_CCA20001	Alblai_84_16
Alblai_CCA20002	Alblai_84_17
Alblai_CCA20003	Alblai_84_18
Alblai_CCA20004	Alblai_84_19
Alblai_CCA20005	Alblai_84_20
Alblai_CCA20006	Alblai_84_21
Alblai_CCA20007	Alblai_84_22
Alblai_CCA20008	Alblai_84_23
Alblai_CCA20009	Alblai_84_24
Alblai_CCA20010	Alblai_84_25
Alblai_CCA20011	Alblai_84_26
Alblai_CCA20012	Alblai_84_27
Alblai_CCA20013	Alblai_84_28
Alblai_CCA20014	Alblai_84_29
Alblai_CCA20015	Alblai_84_30
Alblai_CCA20016	Alblai_84_31
Alblai_CCA20017	Alblai_84_32
Alblai_CCA20018	Alblai_84_33
Alblai_CCA20019	Alblai_84_34
Alblai_CCA20020	Alblai_84_35
Alblai_CCA20021	Alblai_84_36
Alblai_CCA20022	Alblai_84_37
Alblai_CCA20023	Alblai_84_38
Alblai_CCA20024	Alblai_84_39
Alblai_CCA20025	Alblai_84_40
Alblai_CCA20026	Alblai_84_41
Alblai_CCA20027	Alblai_84_42
Alblai_CCA20028	Alblai_84_43
Alblai_CCA20029	Alblai_84_44
Alblai_CCA20031	Alblai_84_45
Alblai_CCA20032	Alblai_84_46
Alblai_CCA20033	Alblai_84_47
Alblai_CCA20034	Alblai_84_48
Alblai_CCA20035	Alblai_84_49
Alblai_CCA20036	Alblai_84_50
Alblai_CCA20037	Alblai_84_51
Alblai_CCA20039	Alblai_85_1
Alblai_CCA20040	Alblai_85_2
Alblai_CCA20041	Alblai_85_3
Alblai_CCA20042	Alblai_85_4
Alblai_CCA20043	Alblai_85_5
Alblai_CCA20044	Alblai_85_6
Alblai_CCA20045	Alblai_85_7
Alblai_CCA20046	Alblai_85_8
Alblai_CCA20047	Alblai_85_9
Alblai_CCA20048	Alblai_85_10
Alblai_CCA20049	Alblai_85_11
Alblai_CCA20050	Alblai_85_12
Alblai_CCA20051	Alblai_85_13
Alblai_CCA20052	Alblai_85_14
Alblai_CCA20053	Alblai_85_15
Alblai_CCA20054	Alblai_85_16
Alblai_CCA20055	Alblai_85_17
Alblai_CCA20056	Alblai_85_18
Alblai_CCA20057	Alblai_85_19
Alblai_CCA20058	Alblai_85_20
Alblai_CCA20059	Alblai_85_21
Alblai_CCA20060	Alblai_85_22
Alblai_CCA20061	Alblai_85_23
Alblai_CCA20062	Alblai_85_24
Alblai_CCA20063	Alblai_85_25
Alblai_CCA20064	Alblai_85_26
Alblai_CCA20065	Alblai_85_27
Alblai_CCA20066	Alblai_85_28
Alblai_CCA20067	Alblai_85_29
Alblai_CCA20068	Alblai_85_30
Alblai_CCA20069	Alblai_85_31
Alblai_CCA20070	Alblai_85_32
Alblai_CCA20071	Alblai_85_33
Alblai_CCA20072	Alblai_85_34
Alblai_CCA20073	Alblai_85_35
Alblai_CCA20074	Alblai_85_36
Alblai_CCA20075	Alblai_85_37
Alblai_CCA20076	Alblai_85_38
Alblai_CCA20077	Alblai_85_39
Alblai_CCA20078	Alblai_85_40
Alblai_CCA20079	Alblai_85_41
Alblai_CCA20080	Alblai_86_1
Alblai_CCA20081	Alblai_86_2
Alblai_CCA20082	Alblai_86_3
Alblai_CCA20083	Alblai_86_4
Alblai_CCA20084	Alblai_86_5
Alblai_CCA20085	Alblai_86_6
Alblai_CCA20086	Alblai_86_7
Alblai_CCA20087	Alblai_86_8
Alblai_CCA20088	Alblai_86_9
Alblai_CCA20089	Alblai_86_10
Alblai_CCA20090	Alblai_86_11
Alblai_CCA20091	Alblai_86_12
Alblai_CCA20092	Alblai_86_13
Alblai_CCA20093	Alblai_86_14
Alblai_CCA20094	Alblai_86_15
Alblai_CCA20095	Alblai_86_16
Alblai_CCA20096	Alblai_86_17
Alblai_CCA20097	Alblai_86_18
Alblai_CCA20098	Alblai_86_19
Alblai_CCA20099	Alblai_86_20
Alblai_CCA20100	Alblai_86_21
Alblai_CCA20101	Alblai_86_22
Alblai_CCA20102	Alblai_86_23
Alblai_CCA20103	Alblai_86_24
Alblai_CCA20104	Alblai_86_25
Alblai_CCA20105	Alblai_86_26
Alblai_CCA20106	Alblai_86_27
Alblai_CCA20107	Alblai_86_28
Alblai_CCA20108	Alblai_86_29
Alblai_CCA20109	Alblai_86_30
Alblai_CCA20110	Alblai_86_31
Alblai_CCA20111	Alblai_86_32
Alblai_CCA20112	Alblai_86_33
Alblai_CCA20113	Alblai_86_34
Alblai_CCA20114	Alblai_86_35
Alblai_CCA20115	Alblai_86_36
Alblai_CCA20116	Alblai_86_37
Alblai_CCA20117	Alblai_86_38
Alblai_CCA20118	Alblai_86_39
Alblai_CCA20119	Alblai_86_40
Alblai_CCA20120	Alblai_86_41
Alblai_CCA20121	Alblai_86_42
Alblai_CCA20122	Alblai_86_43
Alblai_CCA20123	Alblai_86_44
Alblai_CCA20124	Alblai_86_45
Alblai_CCA20125	Alblai_86_46
Alblai_CCA20126	Alblai_86_47
Alblai_CCA20127	Alblai_86_48
Alblai_CCA20128	Alblai_86_49
Alblai_CCA20129	Alblai_86_50
Alblai_CCA20130	Alblai_86_51
Alblai_CCA20131	Alblai_86_52
Alblai_CCA20132	Alblai_86_53
Alblai_CCA20133	Alblai_86_54
Alblai_CCA20134	Alblai_86_55
Alblai_CCA20135	Alblai_86_56
Alblai_CCA20136	Alblai_86_57
Alblai_CCA20137	Alblai_86_58
Alblai_CCA20138	Alblai_87_1
Alblai_CCA20139	Alblai_87_2
Alblai_CCA20140	Alblai_87_3
Alblai_CCA20141	Alblai_87_4
Alblai_CCA20142	Alblai_87_5
Alblai_CCA20143	Alblai_87_6
Alblai_CCA20144	Alblai_87_7
Alblai_CCA20145	Alblai_87_8
Alblai_CCA20146	Alblai_87_9
Alblai_CCA20147	Alblai_87_10
Alblai_CCA20148	Alblai_87_11
Alblai_CCA20149	Alblai_87_12
Alblai_CCA20150	Alblai_87_13
Alblai_CCA20151	Alblai_87_14
Alblai_CCA20152	Alblai_87_15
Alblai_CCA20153	Alblai_87_16
Alblai_CCA20154	Alblai_87_17
Alblai_CCA20155	Alblai_87_18
Alblai_CCA20156	Alblai_87_19
Alblai_CCA20157	Alblai_87_20
Alblai_CCA20158	Alblai_87_21
Alblai_CCA20159	Alblai_87_22
Alblai_CCA20160	Alblai_87_23
Alblai_CCA20161	Alblai_87_24
Alblai_CCA20162	Alblai_87_25
Alblai_CCA20163	Alblai_87_26
Alblai_CCA20164	Alblai_87_27
Alblai_CCA20165	Alblai_87_28
Alblai_CCA20166	Alblai_87_29
Alblai_CCA20167	Alblai_87_30
Alblai_CCA20168	Alblai_87_31
Alblai_CCA20169	Alblai_87_32
Alblai_CCA20170	Alblai_87_33
Alblai_CCA20171	Alblai_87_34
Alblai_CCA20172	Alblai_87_35
Alblai_CCA20173	Alblai_87_36
Alblai_CCA20174	Alblai_87_37
Alblai_CCA20176	Alblai_87_38
Alblai_CCA20177	Alblai_87_39
Alblai_CCA20178	Alblai_87_40
Alblai_CCA20179	Alblai_87_41
Alblai_CCA20180	Alblai_87_42
Alblai_CCA20181	Alblai_87_43
Alblai_CCA20182	Alblai_87_44
Alblai_CCA20183	Alblai_88_1
Alblai_CCA20184	Alblai_88_2
Alblai_CCA20185	Alblai_88_3
Alblai_CCA20186	Alblai_88_4
Alblai_CCA20187	Alblai_88_5
Alblai_CCA20188	Alblai_88_6
Alblai_CCA20189	Alblai_88_7
Alblai_CCA20190	Alblai_88_8
Alblai_CCA20191	Alblai_88_9
Alblai_CCA20192	Alblai_88_10
Alblai_CCA20193	Alblai_88_11
Alblai_CCA20194	Alblai_88_12
Alblai_CCA20195	Alblai_88_13
Alblai_CCA20196	Alblai_88_14
Alblai_CCA20197	Alblai_88_15
Alblai_CCA20198	Alblai_88_16
Alblai_CCA20199	Alblai_88_17
Alblai_CCA20200	Alblai_88_18
Alblai_CCA20201	Alblai_88_19
Alblai_CCA20202	Alblai_88_20
Alblai_CCA20203	Alblai_88_21
Alblai_CCA20204	Alblai_88_22
Alblai_CCA20205	Alblai_88_23
Alblai_CCA20206	Alblai_88_24
Alblai_CCA20207	Alblai_88_25
Alblai_CCA20208	Alblai_88_26
Alblai_CCA20209	Alblai_88_27
Alblai_CCA20210	Alblai_88_28
Alblai_CCA20211	Alblai_88_29
Alblai_CCA20212	Alblai_88_30
Alblai_CCA20213	Alblai_88_31
Alblai_CCA20214	Alblai_88_32
Alblai_CCA20215	Alblai_88_33
Alblai_CCA20216	Alblai_88_34
Alblai_CCA20217	Alblai_88_35
Alblai_CCA20218	Alblai_89_1
Alblai_CCA20219	Alblai_89_2
Alblai_CCA20220	Alblai_89_3
Alblai_CCA20221	Alblai_89_4
Alblai_CCA20222	Alblai_89_5
Alblai_CCA20223	Alblai_89_6
Alblai_CCA20224	Alblai_89_7
Alblai_CCA20225	Alblai_89_8
Alblai_CCA20226	Alblai_89_9
Alblai_CCA20227	Alblai_89_10
Alblai_CCA20228	Alblai_89_11
Alblai_CCA20229	Alblai_89_12
Alblai_CCA20230	Alblai_89_13
Alblai_CCA20231	Alblai_89_14
Alblai_CCA20232	Alblai_89_15
Alblai_CCA20233	Alblai_89_16
Alblai_CCA20234	Alblai_89_17
Alblai_CCA20235	Alblai_89_18
Alblai_CCA20236	Alblai_89_19
Alblai_CCA20237	Alblai_89_20
Alblai_CCA20238	Alblai_89_21
Alblai_CCA20239	Alblai_89_22
Alblai_CCA20240	Alblai_89_23
Alblai_CCA20241	Alblai_89_24
Alblai_CCA20242	Alblai_89_25
Alblai_CCA20243	Alblai_89_26
Alblai_CCA20244	Alblai_89_27
Alblai_CCA20245	Alblai_89_28
Alblai_CCA20246	Alblai_89_29
Alblai_CCA20258	Alblai_90_1
Alblai_CCA20272	Alblai_90_2
Alblai_CCA20274	Alblai_90_3
Alblai_CCA20275	Alblai_90_4
Alblai_CCA20276	Alblai_90_5
Alblai_CCA20277	Alblai_90_6
Alblai_CCA20278	Alblai_90_7
Alblai_CCA20279	Alblai_90_8
Alblai_CCA20280	Alblai_90_9
Alblai_CCA20281	Alblai_90_10
Alblai_CCA20282	Alblai_90_11
Alblai_CCA20283	Alblai_90_12
Alblai_CCA20284	Alblai_90_13
Alblai_CCA20285	Alblai_90_14
Alblai_CCA20286	Alblai_90_15
Alblai_CCA20287	Alblai_90_16
Alblai_CCA20288	Alblai_90_17
Alblai_CCA20289	Alblai_90_18
Alblai_CCA20290	Alblai_90_19
Alblai_CCA20292	Alblai_90_20
Alblai_CCA20293	Alblai_90_21
Alblai_CCA20294	Alblai_90_22
Alblai_CCA20295	Alblai_90_23
Alblai_CCA20296	Alblai_90_24
Alblai_CCA20297	Alblai_90_25
Alblai_CCA20298	Alblai_90_26
Alblai_CCA20299	Alblai_90_27
Alblai_CCA20300	Alblai_90_28
Alblai_CCA20301	Alblai_90_29
Alblai_CCA20302	Alblai_91_1
Alblai_CCA20303	Alblai_91_2
Alblai_CCA20304	Alblai_91_3
Alblai_CCA20305	Alblai_91_4
Alblai_CCA20306	Alblai_91_5
Alblai_CCA20307	Alblai_91_6
Alblai_CCA20308	Alblai_91_7
Alblai_CCA20309	Alblai_91_8
Alblai_CCA20310	Alblai_91_9
Alblai_CCA20311	Alblai_91_10
Alblai_CCA20312	Alblai_91_11
Alblai_CCA20313	Alblai_91_12
Alblai_CCA20314	Alblai_91_13
Alblai_CCA20315	Alblai_91_14
Alblai_CCA20316	Alblai_91_15
Alblai_CCA20317	Alblai_91_16
Alblai_CCA20318	Alblai_91_17
Alblai_CCA20320	Alblai_91_18
Alblai_CCA20321	Alblai_91_19
Alblai_CCA20323	Alblai_91_20
Alblai_CCA20324	Alblai_91_21
Alblai_CCA20325	Alblai_91_22
Alblai_CCA20326	Alblai_91_23
Alblai_CCA20327	Alblai_91_24
Alblai_CCA20328	Alblai_91_25
Alblai_CCA20329	Alblai_91_26
Alblai_CCA20330	Alblai_91_27
Alblai_CCA20331	Alblai_91_28
Alblai_CCA20332	Alblai_91_29
Alblai_CCA20333	Alblai_91_30
Alblai_CCA20334	Alblai_91_31
Alblai_CCA20335	Alblai_91_32
Alblai_CCA20336	Alblai_91_33
Alblai_CCA20337	Alblai_91_34
Alblai_CCA20338	Alblai_91_35
Alblai_CCA20339	Alblai_91_36
Alblai_CCA20340	Alblai_91_37
Alblai_CCA20341	Alblai_91_38
Alblai_CCA20343	Alblai_92_1
Alblai_CCA20344	Alblai_92_2
Alblai_CCA20345	Alblai_92_3
Alblai_CCA20346	Alblai_92_4
Alblai_CCA20347	Alblai_92_5
Alblai_CCA20348	Alblai_92_6
Alblai_CCA20349	Alblai_92_7
Alblai_CCA20350	Alblai_92_8
Alblai_CCA20351	Alblai_92_9
Alblai_CCA20352	Alblai_92_10
Alblai_CCA20353	Alblai_92_11
Alblai_CCA20354	Alblai_92_12
Alblai_CCA20355	Alblai_92_13
Alblai_CCA20356	Alblai_92_14
Alblai_CCA20357	Alblai_92_15
Alblai_CCA20358	Alblai_92_16
Alblai_CCA20359	Alblai_92_17
Alblai_CCA20360	Alblai_92_18
Alblai_CCA20361	Alblai_92_19
Alblai_CCA20362	Alblai_92_20
Alblai_CCA20363	Alblai_92_21
Alblai_CCA20364	Alblai_92_22
Alblai_CCA20365	Alblai_92_23
Alblai_CCA20366	Alblai_92_24
Alblai_CCA20367	Alblai_92_25
Alblai_CCA20368	Alblai_92_26
Alblai_CCA20369	Alblai_92_27
Alblai_CCA20370	Alblai_92_28
Alblai_CCA20371	Alblai_92_29
Alblai_CCA20372	Alblai_92_30
Alblai_CCA20373	Alblai_92_31
Alblai_CCA20374	Alblai_92_32
Alblai_CCA20375	Alblai_92_33
Alblai_CCA20376	Alblai_92_34
Alblai_CCA20377	Alblai_92_35
Alblai_CCA20378	Alblai_92_36
Alblai_CCA20379	Alblai_92_37
Alblai_CCA20380	Alblai_92_38
Alblai_CCA20381	Alblai_92_39
Alblai_CCA20382	Alblai_92_40
Alblai_CCA20383	Alblai_92_41
Alblai_CCA20384	Alblai_92_42
Alblai_CCA20385	Alblai_92_43
Alblai_CCA20386	Alblai_92_44
Alblai_CCA20387	Alblai_92_45
Alblai_CCA20388	Alblai_92_46
Alblai_CCA20389	Alblai_92_47
Alblai_CCA20390	Alblai_92_48
Alblai_CCA20391	Alblai_92_49
Alblai_CCA20392	Alblai_92_50
Alblai_CCA20393	Alblai_92_51
Alblai_CCA20394	Alblai_92_52
Alblai_CCA20395	Alblai_92_53
Alblai_CCA20396	Alblai_92_54
Alblai_CCA20397	Alblai_92_55
Alblai_CCA20398	Alblai_93_1
Alblai_CCA20399	Alblai_93_2
Alblai_CCA20400	Alblai_93_3
Alblai_CCA20401	Alblai_93_4
Alblai_CCA20402	Alblai_93_5
Alblai_CCA20403	Alblai_93_6
Alblai_CCA20404	Alblai_93_7
Alblai_CCA20405	Alblai_93_8
Alblai_CCA20406	Alblai_93_9
Alblai_CCA20407	Alblai_93_10
Alblai_CCA20408	Alblai_93_11
Alblai_CCA20409	Alblai_93_12
Alblai_CCA20410	Alblai_93_13
Alblai_CCA20411	Alblai_94_1
Alblai_CCA20412	Alblai_94_2
Alblai_CCA20413	Alblai_94_3
Alblai_CCA20414	Alblai_94_4
Alblai_CCA20415	Alblai_94_5
Alblai_CCA20416	Alblai_94_6
Alblai_CCA20417	Alblai_94_7
Alblai_CCA20418	Alblai_94_8
Alblai_CCA20419	Alblai_94_9
Alblai_CCA20420	Alblai_94_10
Alblai_CCA20421	Alblai_94_11
Alblai_CCA20422	Alblai_94_12
Alblai_CCA20423	Alblai_94_13
Alblai_CCA20424	Alblai_94_14
Alblai_CCA20425	Alblai_94_15
Alblai_CCA20426	Alblai_94_16
Alblai_CCA20427	Alblai_94_17
Alblai_CCA20428	Alblai_94_18
Alblai_CCA20429	Alblai_94_19
Alblai_CCA20430	Alblai_94_20
Alblai_CCA20431	Alblai_94_21
Alblai_CCA20432	Alblai_94_22
Alblai_CCA20433	Alblai_94_23
Alblai_CCA20434	Alblai_94_24
Alblai_CCA20435	Alblai_94_25
Alblai_CCA20436	Alblai_94_26
Alblai_CCA20437	Alblai_94_27
Alblai_CCA20438	Alblai_94_28
Alblai_CCA20439	Alblai_94_29
Alblai_CCA20440	Alblai_94_30
Alblai_CCA20441	Alblai_94_31
Alblai_CCA20442	Alblai_94_32
Alblai_CCA20443	Alblai_94_33
Alblai_CCA20444	Alblai_94_34
Alblai_CCA20445	Alblai_94_35
Alblai_CCA20446	Alblai_94_36
Alblai_CCA20447	Alblai_94_37
Alblai_CCA20448	Alblai_94_38
Alblai_CCA20449	Alblai_94_39
Alblai_CCA20450	Alblai_94_40
Alblai_CCA20451	Alblai_94_41
Alblai_CCA20453	Alblai_95_1
Alblai_CCA20454	Alblai_95_2
Alblai_CCA20455	Alblai_95_3
Alblai_CCA20456	Alblai_95_4
Alblai_CCA20457	Alblai_95_5
Alblai_CCA20458	Alblai_95_6
Alblai_CCA20459	Alblai_95_7
Alblai_CCA20460	Alblai_95_8
Alblai_CCA20461	Alblai_95_9
Alblai_CCA20462	Alblai_95_10
Alblai_CCA20464	Alblai_95_11
Alblai_CCA20463	Alblai_95_12
Alblai_CCA20465	Alblai_95_13
Alblai_CCA20466	Alblai_95_14
Alblai_CCA20467	Alblai_95_15
Alblai_CCA20468	Alblai_95_16
Alblai_CCA20469	Alblai_95_17
Alblai_CCA20470	Alblai_95_18
Alblai_CCA20471	Alblai_95_19
Alblai_CCA20472	Alblai_95_20
Alblai_CCA20473	Alblai_95_21
Alblai_CCA20474	Alblai_95_22
Alblai_CCA20475	Alblai_95_23
Alblai_CCA20476	Alblai_95_24
Alblai_CCA20477	Alblai_95_25
Alblai_CCA20478	Alblai_95_26
Alblai_CCA20479	Alblai_95_27
Alblai_CCA20480	Alblai_95_28
Alblai_CCA20481	Alblai_95_29
Alblai_CCA20482	Alblai_95_30
Alblai_CCA20483	Alblai_95_31
Alblai_CCA20484	Alblai_95_32
Alblai_CCA20485	Alblai_95_33
Alblai_CCA20486	Alblai_95_34
Alblai_CCA20487	Alblai_95_35
Alblai_CCA20488	Alblai_95_36
Alblai_CCA20489	Alblai_95_37
Alblai_CCA20490	Alblai_95_38
Alblai_CCA20491	Alblai_95_39
Alblai_CCA20492	Alblai_96_1
Alblai_CCA20493	Alblai_96_2
Alblai_CCA20494	Alblai_96_3
Alblai_CCA20495	Alblai_96_4
Alblai_CCA20496	Alblai_96_5
Alblai_CCA20497	Alblai_96_6
Alblai_CCA20498	Alblai_96_7
Alblai_CCA20499	Alblai_96_8
Alblai_CCA20500	Alblai_96_9
Alblai_CCA20501	Alblai_96_10
Alblai_CCA20502	Alblai_96_11
Alblai_CCA20503	Alblai_96_12
Alblai_CCA20504	Alblai_96_13
Alblai_CCA20505	Alblai_96_14
Alblai_CCA20506	Alblai_96_15
Alblai_CCA20507	Alblai_96_16
Alblai_CCA20508	Alblai_96_17
Alblai_CCA20509	Alblai_96_18
Alblai_CCA20510	Alblai_96_19
Alblai_CCA20511	Alblai_96_20
Alblai_CCA20512	Alblai_96_21
Alblai_CCA20513	Alblai_96_22
Alblai_CCA20514	Alblai_96_23
Alblai_CCA20515	Alblai_96_24
Alblai_CCA20516	Alblai_96_25
Alblai_CCA20517	Alblai_96_26
Alblai_CCA20518	Alblai_96_27
Alblai_CCA20519	Alblai_96_28
Alblai_CCA20520	Alblai_96_29
Alblai_CCA20521	Alblai_96_30
Alblai_CCA20522	Alblai_96_31
Alblai_CCA20523	Alblai_96_32
Alblai_CCA20524	Alblai_96_33
Alblai_CCA20525	Alblai_96_34
Alblai_CCA20526	Alblai_96_35
Alblai_CCA20527	Alblai_96_36
Alblai_CCA20528	Alblai_97_1
Alblai_CCA20529	Alblai_97_2
Alblai_CCA20530	Alblai_97_3
Alblai_CCA20531	Alblai_97_4
Alblai_CCA20532	Alblai_97_5
Alblai_CCA20533	Alblai_97_6
Alblai_CCA20534	Alblai_97_7
Alblai_CCA20535	Alblai_97_8
Alblai_CCA20536	Alblai_97_9
Alblai_CCA20537	Alblai_97_10
Alblai_CCA20538	Alblai_97_11
Alblai_CCA20539	Alblai_97_12
Alblai_CCA20540	Alblai_97_13
Alblai_CCA20541	Alblai_97_14
Alblai_CCA20542	Alblai_97_15
Alblai_CCA20543	Alblai_97_16
Alblai_CCA20544	Alblai_97_17
Alblai_CCA20545	Alblai_97_18
Alblai_CCA20546	Alblai_97_19
Alblai_CCA20547	Alblai_97_20
Alblai_CCA20548	Alblai_97_21
Alblai_CCA20549	Alblai_97_22
Alblai_CCA20550	Alblai_97_23
Alblai_CCA20551	Alblai_97_24
Alblai_CCA20552	Alblai_97_25
Alblai_CCA20553	Alblai_97_26
Alblai_CCA20554	Alblai_97_27
Alblai_CCA20555	Alblai_97_28
Alblai_CCA20556	Alblai_97_29
Alblai_CCA20557	Alblai_97_30
Alblai_CCA20558	Alblai_97_31
Alblai_CCA20559	Alblai_97_32
Alblai_CCA20560	Alblai_97_33
Alblai_CCA20561	Alblai_97_34
Alblai_CCA20562	Alblai_97_35
Alblai_CCA20563	Alblai_97_36
Alblai_CCA20564	Alblai_97_37
Alblai_CCA20565	Alblai_97_38
Alblai_CCA20566	Alblai_97_39
Alblai_CCA20567	Alblai_97_40
Alblai_CCA20568	Alblai_97_41
Alblai_CCA20569	Alblai_97_42
Alblai_CCA20570	Alblai_97_43
Alblai_CCA20571	Alblai_97_44
Alblai_CCA20572	Alblai_97_45
Alblai_CCA20573	Alblai_98_1
Alblai_CCA20574	Alblai_98_2
Alblai_CCA20575	Alblai_98_3
Alblai_CCA20576	Alblai_98_4
Alblai_CCA20577	Alblai_98_5
Alblai_CCA20578	Alblai_98_6
Alblai_CCA20579	Alblai_98_7
Alblai_CCA20580	Alblai_98_8
Alblai_CCA20581	Alblai_98_9
Alblai_CCA20582	Alblai_98_10
Alblai_CCA20583	Alblai_98_11
Alblai_CCA20584	Alblai_98_12
Alblai_CCA20585	Alblai_98_13
Alblai_CCA20586	Alblai_98_14
Alblai_CCA20587	Alblai_98_15
Alblai_CCA20588	Alblai_98_16
Alblai_CCA20589	Alblai_98_17
Alblai_CCA20590	Alblai_98_18
Alblai_CCA20591	Alblai_98_19
Alblai_CCA20592	Alblai_98_20
Alblai_CCA20593	Alblai_98_21
Alblai_CCA20594	Alblai_98_22
Alblai_CCA20595	Alblai_98_23
Alblai_CCA20596	Alblai_98_24
Alblai_CCA20597	Alblai_98_25
Alblai_CCA20598	Alblai_98_26
Alblai_CCA20599	Alblai_98_27
Alblai_CCA20600	Alblai_98_28
Alblai_CCA20601	Alblai_98_29
Alblai_CCA20602	Alblai_98_30
Alblai_CCA20603	Alblai_98_31
Alblai_CCA20604	Alblai_98_32
Alblai_CCA20605	Alblai_98_33
Alblai_CCA20606	Alblai_98_34
Alblai_CCA20607	Alblai_98_35
Alblai_CCA20608	Alblai_98_36
Alblai_CCA20609	Alblai_98_37
Alblai_CCA20610	Alblai_98_38
Alblai_CCA20611	Alblai_98_39
Alblai_CCA20612	Alblai_98_40
