Adig_gene-ND5	Adig_1_1
Adig_XM_015909510.1	Adig_219_22
Adig_XM_015909521.1	Adig_219_23
Adig_XM_015909524.1	Adig_219_24
Adig_XM_015909542.1	Adig_219_25
Adig_XM_015909544.1	Adig_219_26
Adig_XM_015909545.1	Adig_219_27
Adig_XM_015909525.1	Adig_219_28
Adig_XM_015909548.1	Adig_219_29
Adig_XM_015909546.1	Adig_219_30
Adig_XM_015909549.1	Adig_219_31
Adig_XM_015909550.1	Adig_219_32
Adig_XM_015909534.1	Adig_219_33
Adig_XM_015909551.1	Adig_219_34
Adig_XM_015909527.1	Adig_219_35
Adig_XM_015909552.1	Adig_219_36
Adig_XM_015909553.1	Adig_219_37
Adig_XM_015909554.1	Adig_219_38
Adig_XM_015909555.1	Adig_220_1
Adig_XM_015909582.1	Adig_220_2
Adig_XM_015909583.1	Adig_220_3
Adig_XM_015909562.1	Adig_220_4
Adig_XM_015909556.1	Adig_220_5
Adig_XM_015909559.1	Adig_220_6
Adig_XM_015909584.1	Adig_220_7
Adig_XM_015909586.1	Adig_220_8
Adig_XM_015909587.1	Adig_220_9
Adig_XM_015909564.1	Adig_220_10
Adig_XM_015909565.1	Adig_220_11
Adig_XM_015909566.1	Adig_220_12
Adig_XM_015909588.1	Adig_220_13
Adig_XM_015909567.1	Adig_220_14
Adig_XM_015909568.1	Adig_220_15
Adig_XM_015909569.1	Adig_220_16
Adig_XM_015909570.1	Adig_220_17
Adig_XM_015909571.1	Adig_220_18
Adig_XM_015909572.1	Adig_220_19
Adig_XM_015909575.1	Adig_220_20
Adig_XM_015909577.1	Adig_220_21
Adig_XM_015909589.1	Adig_220_22
Adig_XM_015909578.1	Adig_220_23
Adig_XM_015909579.1	Adig_220_24
Adig_XM_015909580.1	Adig_220_25
Adig_XM_015909590.1	Adig_220_26
Adig_XM_015909596.1	Adig_220_27
Adig_XM_015909593.1	Adig_220_28
Adig_XM_015909581.1	Adig_220_29
Adig_XM_015909591.1	Adig_220_30
Adig_XM_015909592.1	Adig_220_31
Adig_XM_015909594.1	Adig_220_32
Adig_XM_015909645.1	Adig_221_1
Adig_XM_015909597.1	Adig_221_2
Adig_XM_015909598.1	Adig_221_3
Adig_XM_015909599.1	Adig_221_4
Adig_XM_015909646.1	Adig_221_5
Adig_XM_015909600.1	Adig_221_6
Adig_XM_015909601.1	Adig_221_7
Adig_XM_015909602.1	Adig_221_8
Adig_XM_015909603.1	Adig_221_9
Adig_XM_015909605.1	Adig_221_10
Adig_XM_015909604.1	Adig_221_11
Adig_XM_015909607.1	Adig_221_12
Adig_XM_015909608.1	Adig_221_13
Adig_XM_015909609.1	Adig_221_14
Adig_XM_015909647.1	Adig_221_15
Adig_XM_015909610.1	Adig_221_16
Adig_XM_015909612.1	Adig_221_17
Adig_XM_015909648.1	Adig_221_18
Adig_XM_015909649.1	Adig_221_19
Adig_XM_015909611.1	Adig_221_20
Adig_XM_015909650.1	Adig_221_21
Adig_XM_015909651.1	Adig_221_22
Adig_XM_015909629.1	Adig_221_23
Adig_XM_015909628.1	Adig_221_24
Adig_XM_015909614.1	Adig_221_25
Adig_XM_015909618.1	Adig_221_26
Adig_XM_015909621.1	Adig_221_27
Adig_XM_015909631.1	Adig_221_28
Adig_XM_015909632.1	Adig_221_29
Adig_XM_015909636.1	Adig_221_30
Adig_XM_015909654.1	Adig_221_31
Adig_XM_015909634.1	Adig_221_32
Adig_XM_015909640.1	Adig_221_33
Adig_XM_015909642.1	Adig_221_34
Adig_XM_015909655.1	Adig_221_35
Adig_XM_015909644.1	Adig_221_36
Adig_XM_015909685.1	Adig_222_1
Adig_XM_015909686.1	Adig_222_2
Adig_XM_015909656.1	Adig_222_3
Adig_XM_015909687.1	Adig_222_4
Adig_XM_015909657.1	Adig_222_5
Adig_XM_015909658.1	Adig_222_6
Adig_XM_015909662.1	Adig_222_7
Adig_XM_015909664.1	Adig_222_8
Adig_XM_015909667.1	Adig_222_9
Adig_XM_015909668.1	Adig_222_10
Adig_XM_015909672.1	Adig_222_11
Adig_XM_015909688.1	Adig_222_12
Adig_XM_015909670.1	Adig_222_13
Adig_XM_015909666.1	Adig_222_14
Adig_XM_015909673.1	Adig_222_15
Adig_XM_015909692.1	Adig_222_16
Adig_XM_015909674.1	Adig_222_17
Adig_XM_015909689.1	Adig_222_18
Adig_XM_015909676.1	Adig_222_19
Adig_XM_015909690.1	Adig_222_20
Adig_XM_015909691.1	Adig_222_21
Adig_XM_015909680.1	Adig_222_22
Adig_XM_015909684.1	Adig_222_23
Adig_XM_015909677.1	Adig_222_24
Adig_XM_015909694.1	Adig_223_1
Adig_XM_015909695.1	Adig_223_2
Adig_XM_015909696.1	Adig_223_3
Adig_XM_015909744.1	Adig_223_4
Adig_XM_015909697.1	Adig_223_5
Adig_XM_015909698.1	Adig_223_6
Adig_XM_015909752.1	Adig_223_7
Adig_XM_015909700.1	Adig_223_8
Adig_XM_015909701.1	Adig_223_9
Adig_XM_015909704.1	Adig_223_10
Adig_XM_015909705.1	Adig_223_11
Adig_XM_015909706.1	Adig_223_12
Adig_XM_015909707.1	Adig_223_13
Adig_XM_015909709.1	Adig_223_14
Adig_XM_015909745.1	Adig_223_15
Adig_XM_015909712.1	Adig_223_16
Adig_XM_015909746.1	Adig_223_17
Adig_XM_015909711.1	Adig_223_18
Adig_XM_015909713.1	Adig_223_19
Adig_XM_015909715.1	Adig_223_20
Adig_XM_015909718.1	Adig_223_21
Adig_XM_015909747.1	Adig_223_22
Adig_XM_015909714.1	Adig_223_23
Adig_XM_015909719.1	Adig_223_24
Adig_XM_015909748.1	Adig_223_25
Adig_XM_015909720.1	Adig_223_26
Adig_XM_015909727.1	Adig_223_27
Adig_XM_015909726.1	Adig_223_28
Adig_XM_015909725.1	Adig_223_29
Adig_XM_015909737.1	Adig_223_30
Adig_XM_015909722.1	Adig_223_31
Adig_XM_015909736.1	Adig_223_32
Adig_XM_015909732.1	Adig_223_33
Adig_XM_015909733.1	Adig_223_34
Adig_XM_015909729.1	Adig_223_35
Adig_XM_015909749.1	Adig_223_36
Adig_XM_015909728.1	Adig_223_37
Adig_XM_015909738.1	Adig_223_38
Adig_XM_015909750.1	Adig_223_39
Adig_XM_015909755.1	Adig_223_40
Adig_XM_015909740.1	Adig_223_41
Adig_XM_015909739.1	Adig_223_42
Adig_XM_015909741.1	Adig_223_43
Adig_XM_015909742.1	Adig_223_44
Adig_XM_015909751.1	Adig_223_45
Adig_XM_015909758.1	Adig_224_1
Adig_XM_015909757.1	Adig_224_2
Adig_XM_015909756.1	Adig_224_3
Adig_XM_015909838.1	Adig_224_4
Adig_XM_015909839.1	Adig_224_5
Adig_XM_015909765.1	Adig_224_6
Adig_XM_015909772.1	Adig_224_7
Adig_XM_015909840.1	Adig_224_8
Adig_XM_015909767.1	Adig_224_9
Adig_XM_015909773.1	Adig_224_10
Adig_XM_015909775.1	Adig_224_11
Adig_XM_015909841.1	Adig_224_12
Adig_XM_015909802.1	Adig_224_13
Adig_XM_015909842.1	Adig_224_14
Adig_XM_015909791.1	Adig_224_15
Adig_XM_015909804.1	Adig_224_16
Adig_XM_015909801.1	Adig_224_17
Adig_XM_015909843.1	Adig_224_18
Adig_XM_015909844.1	Adig_224_19
Adig_XM_015909845.1	Adig_224_20
Adig_XM_015909805.1	Adig_224_21
Adig_XM_015909789.1	Adig_224_22
Adig_XM_015909810.1	Adig_224_23
Adig_XM_015909799.1	Adig_224_24
Adig_XM_015909806.1	Adig_224_25
Adig_XM_015909808.1	Adig_224_26
Adig_XM_015909792.1	Adig_224_27
Adig_XM_015909803.1	Adig_224_28
Adig_XM_015909784.1	Adig_224_29
Adig_XM_015909798.1	Adig_224_30
Adig_XM_015909781.1	Adig_224_31
Adig_XM_015909778.1	Adig_224_32
Adig_XM_015909809.1	Adig_224_33
Adig_XM_015909811.1	Adig_224_34
Adig_XM_015909812.1	Adig_224_35
Adig_XM_015909814.1	Adig_224_36
Adig_XM_015909815.1	Adig_224_37
Adig_XM_015909819.1	Adig_224_38
Adig_XM_015909820.1	Adig_224_39
Adig_XM_015909825.1	Adig_224_40
Adig_XM_015909832.1	Adig_224_41
Adig_XM_015909846.1	Adig_224_42
Adig_XM_015909847.1	Adig_224_43
Adig_XM_015909834.1	Adig_224_44
Adig_XM_015909821.1	Adig_224_45
Adig_XM_015909830.1	Adig_224_46
Adig_XM_015909848.1	Adig_224_47
Adig_XM_015909836.1	Adig_224_48
Adig_XM_015909837.1	Adig_224_49
Adig_XM_015909849.1	Adig_225_1
Adig_XM_015909881.1	Adig_225_2
Adig_XM_015909882.1	Adig_225_3
Adig_XM_015909883.1	Adig_225_4
Adig_XM_015909884.1	Adig_225_5
Adig_XM_015909858.1	Adig_225_6
Adig_XM_015909857.1	Adig_225_7
Adig_XM_015909886.1	Adig_225_8
Adig_XM_015909850.1	Adig_225_9
Adig_XM_015909887.1	Adig_225_10
Adig_XM_015909888.1	Adig_225_11
Adig_XM_015909859.1	Adig_225_12
Adig_XM_015909851.1	Adig_225_13
Adig_XM_015909861.1	Adig_225_14
Adig_XM_015909864.1	Adig_225_15
Adig_XM_015909865.1	Adig_225_16
Adig_XM_015909866.1	Adig_225_17
Adig_XM_015909867.1	Adig_225_18
Adig_XM_015909889.1	Adig_225_19
Adig_XM_015909890.1	Adig_225_20
Adig_XM_015909891.1	Adig_225_21
Adig_XM_015909869.1	Adig_225_22
Adig_XM_015909893.1	Adig_225_23
Adig_XM_015909872.1	Adig_225_24
Adig_XM_015909870.1	Adig_225_25
Adig_XM_015909879.1	Adig_225_26
Adig_XM_015909880.1	Adig_225_27
Adig_XM_015909894.1	Adig_226_1
Adig_XM_015909895.1	Adig_226_2
Adig_XM_015909924.1	Adig_226_3
Adig_XM_015909901.1	Adig_226_4
Adig_XM_015909896.1	Adig_226_5
Adig_XM_015909902.1	Adig_226_6
Adig_XM_015909899.1	Adig_226_7
Adig_XM_015909925.1	Adig_226_8
Adig_XM_015909927.1	Adig_226_9
Adig_XM_015909928.1	Adig_226_10
Adig_XM_015909929.1	Adig_226_11
Adig_XM_015909905.1	Adig_226_12
Adig_XM_015909912.1	Adig_226_13
Adig_XM_015909913.1	Adig_226_14
Adig_XM_015909930.1	Adig_226_15
Adig_XM_015909909.1	Adig_226_16
Adig_XM_015909908.1	Adig_226_17
Adig_XM_015909911.1	Adig_226_18
Adig_XM_015909931.1	Adig_226_19
Adig_XM_015909914.1	Adig_226_20
Adig_XM_015909916.1	Adig_226_21
Adig_XM_015909932.1	Adig_226_22
Adig_XM_015909933.1	Adig_226_23
Adig_XM_015909934.1	Adig_226_24
Adig_XM_015909923.1	Adig_226_25
Adig_XM_015909942.1	Adig_227_1
Adig_XM_015909943.1	Adig_227_2
Adig_XM_015909944.1	Adig_227_3
Adig_XM_015909935.1	Adig_227_4
Adig_XM_015909945.1	Adig_227_5
Adig_XM_015909947.1	Adig_227_6
Adig_XM_015909948.1	Adig_227_7
Adig_XM_015909949.1	Adig_227_8
Adig_XM_015909958.1	Adig_227_9
Adig_XM_015909937.1	Adig_227_10
Adig_XM_015909951.1	Adig_227_11
Adig_XM_015909952.1	Adig_227_12
Adig_XM_015909953.1	Adig_227_13
Adig_XM_015909954.1	Adig_227_14
Adig_XM_015909938.1	Adig_227_15
Adig_XM_015909955.1	Adig_227_16
Adig_XM_015909956.1	Adig_227_17
Adig_XM_015909957.1	Adig_227_18
Adig_XM_015909940.1	Adig_227_19
Adig_XM_015909960.1	Adig_228_1
Adig_XM_015909987.1	Adig_228_2
Adig_XM_015909988.1	Adig_228_3
Adig_XM_015909961.1	Adig_228_4
Adig_XM_015909990.1	Adig_228_5
Adig_XM_015909991.1	Adig_228_6
Adig_XM_015909992.1	Adig_228_7
Adig_XM_015909963.1	Adig_228_8
Adig_XM_015909993.1	Adig_228_9
Adig_XM_015909964.1	Adig_228_10
Adig_XM_015909994.1	Adig_228_11
Adig_XM_015909965.1	Adig_228_12
Adig_XM_015909995.1	Adig_228_13
Adig_XM_015909996.1	Adig_228_14
Adig_XM_015909997.1	Adig_228_15
Adig_XM_015909967.1	Adig_228_16
Adig_XM_015909970.1	Adig_228_17
Adig_XM_015909977.1	Adig_228_18
Adig_XM_015909998.1	Adig_228_19
Adig_XM_015909972.1	Adig_228_20
Adig_XM_015909974.1	Adig_228_21
Adig_XM_015909976.1	Adig_228_22
Adig_XM_015909982.1	Adig_228_23
Adig_XM_015909978.1	Adig_228_24
Adig_XM_015909983.1	Adig_228_25
Adig_XM_015909980.1	Adig_228_26
Adig_XM_015910000.1	Adig_228_27
Adig_XM_015910001.1	Adig_228_28
Adig_XM_015910002.1	Adig_228_29
Adig_XM_015909984.1	Adig_228_30
Adig_XM_015910003.1	Adig_228_31
Adig_XM_015909985.1	Adig_228_32
Adig_XM_015910004.1	Adig_228_33
Adig_XM_015910005.1	Adig_228_34
Adig_XM_015910006.1	Adig_228_35
Adig_XM_015910023.1	Adig_229_1
Adig_XM_015910008.1	Adig_229_2
Adig_XM_015910007.1	Adig_229_3
Adig_XM_015910009.1	Adig_229_4
Adig_XM_015910010.1	Adig_229_5
Adig_XM_015910013.1	Adig_229_6
Adig_XM_015910012.1	Adig_229_7
Adig_XM_015910014.1	Adig_229_8
Adig_XM_015910024.1	Adig_229_9
Adig_XM_015910025.1	Adig_229_10
Adig_XM_015910016.1	Adig_229_11
Adig_XM_015910017.1	Adig_229_12
Adig_XM_015910019.1	Adig_229_13
Adig_XM_015910021.1	Adig_229_14
Adig_XM_015910026.1	Adig_229_15
Adig_XM_015910022.1	Adig_229_16
Adig_XM_015910027.1	Adig_229_17
Adig_XM_015910049.1	Adig_230_1
Adig_XM_015910028.1	Adig_230_2
Adig_XM_015910032.1	Adig_230_3
Adig_XM_015910051.1	Adig_230_4
Adig_XM_015910030.1	Adig_230_5
Adig_XM_015910052.1	Adig_230_6
Adig_XM_015910031.1	Adig_230_7
Adig_XM_015910053.1	Adig_230_8
Adig_XM_015910054.1	Adig_230_9
Adig_XM_015910036.1	Adig_230_10
Adig_XM_015910034.1	Adig_230_11
Adig_XM_015910037.1	Adig_230_12
Adig_XM_015910039.1	Adig_230_13
Adig_XM_015910043.1	Adig_230_14
Adig_XM_015910038.1	Adig_230_15
Adig_XM_015910055.1	Adig_230_16
Adig_XM_015910042.1	Adig_230_17
Adig_XM_015910061.1	Adig_230_18
Adig_XM_015910057.1	Adig_230_19
Adig_XM_015910044.1	Adig_230_20
Adig_XM_015910046.1	Adig_230_21
Adig_XM_015910047.1	Adig_230_22
Adig_XM_015910058.1	Adig_230_23
Adig_XM_015910059.1	Adig_230_24
Adig_XM_015910048.1	Adig_230_25
Adig_XM_015910060.1	Adig_230_26
Adig_XM_015910087.1	Adig_231_1
Adig_XM_015910069.1	Adig_231_2
Adig_XM_015910070.1	Adig_231_3
Adig_XM_015910071.1	Adig_231_4
Adig_XM_015910073.1	Adig_231_5
Adig_XM_015910074.1	Adig_231_6
Adig_XM_015910075.1	Adig_231_7
Adig_XM_015910076.1	Adig_231_8
Adig_XM_015910077.1	Adig_231_9
Adig_XM_015910078.1	Adig_231_10
Adig_XM_015910080.1	Adig_231_11
Adig_XM_015910067.1	Adig_231_12
Adig_XM_015910085.1	Adig_231_13
Adig_XM_015910081.1	Adig_231_14
Adig_XM_015910082.1	Adig_231_15
Adig_XM_015910083.1	Adig_231_16
Adig_XM_015910084.1	Adig_231_17
Adig_XM_015910064.1	Adig_231_18
Adig_XM_015910062.1	Adig_231_19
Adig_XM_015910065.1	Adig_231_20
Adig_XM_015910068.1	Adig_231_21
Adig_XM_015910088.1	Adig_232_1
Adig_XM_015910089.1	Adig_232_2
Adig_XM_015910099.1	Adig_232_3
Adig_XM_015910100.1	Adig_232_4
Adig_XM_015910104.1	Adig_232_5
Adig_XM_015910102.1	Adig_232_6
Adig_XM_015910106.1	Adig_232_7
Adig_XM_015910117.1	Adig_232_8
Adig_XM_015910113.1	Adig_232_9
Adig_XM_015910116.1	Adig_232_10
Adig_XM_015910119.1	Adig_232_11
Adig_XM_015910111.1	Adig_232_12
Adig_XM_015910107.1	Adig_232_13
Adig_XM_015910124.1	Adig_232_14
Adig_XM_015910120.1	Adig_232_15
Adig_XM_015910121.1	Adig_232_16
Adig_XM_015910090.1	Adig_232_17
Adig_XM_015910126.1	Adig_232_18
Adig_XM_015910130.1	Adig_232_19
Adig_XM_015910091.1	Adig_232_20
Adig_XM_015910093.1	Adig_232_21
Adig_XM_015910094.1	Adig_232_22
Adig_XM_015910128.1	Adig_232_23
Adig_XM_015910129.1	Adig_232_24
Adig_XM_015910127.1	Adig_232_25
Adig_XM_015910095.1	Adig_232_26
Adig_XM_015910097.1	Adig_232_27
Adig_XM_015910098.1	Adig_232_28
Adig_XM_015910176.1	Adig_233_1
Adig_XM_015910143.1	Adig_233_2
Adig_XM_015910142.1	Adig_233_3
Adig_XM_015910155.1	Adig_233_4
Adig_XM_015910144.1	Adig_233_5
Adig_XM_015910152.1	Adig_233_6
Adig_XM_015910157.1	Adig_233_7
Adig_XM_015910131.1	Adig_233_8
Adig_XM_015910158.1	Adig_233_9
Adig_XM_015910159.1	Adig_233_10
Adig_XM_015910160.1	Adig_233_11
Adig_XM_015910141.1	Adig_233_12
Adig_XM_015910161.1	Adig_233_13
Adig_XM_015910162.1	Adig_233_14
Adig_XM_015910163.1	Adig_233_15
Adig_XM_015910132.1	Adig_233_16
Adig_XM_015910134.1	Adig_233_17
Adig_XM_015910135.1	Adig_233_18
Adig_XM_015910171.1	Adig_233_19
Adig_XM_015910136.1	Adig_233_20
Adig_XM_015910167.1	Adig_233_21
Adig_XM_015910137.1	Adig_233_22
Adig_XM_015910139.1	Adig_233_23
Adig_XM_015910140.1	Adig_233_24
Adig_XM_015910191.1	Adig_234_1
Adig_XM_015910177.1	Adig_234_2
Adig_XM_015910201.1	Adig_234_3
Adig_XM_015910198.1	Adig_234_4
Adig_XM_015910200.1	Adig_234_5
Adig_XM_015910179.1	Adig_234_6
Adig_XM_015910195.1	Adig_234_7
Adig_XM_015910203.1	Adig_234_8
Adig_XM_015910202.1	Adig_234_9
Adig_XM_015910180.1	Adig_234_10
Adig_XM_015910204.1	Adig_234_11
Adig_XM_015910181.1	Adig_234_12
Adig_XM_015910182.1	Adig_234_13
Adig_XM_015910183.1	Adig_234_14
Adig_XM_015910184.1	Adig_234_15
Adig_XM_015910185.1	Adig_234_16
Adig_XM_015910186.1	Adig_234_17
Adig_XM_015910205.1	Adig_234_18
Adig_XM_015910187.1	Adig_234_19
Adig_XM_015910189.1	Adig_234_20
Adig_XM_015910190.1	Adig_234_21
Adig_XM_015910207.1	Adig_234_22
Adig_XM_015910208.1	Adig_235_1
Adig_XM_015910209.1	Adig_235_2
Adig_XM_015910210.1	Adig_235_3
Adig_XM_015910220.1	Adig_235_4
Adig_XM_015910217.1	Adig_235_5
Adig_XM_015910219.1	Adig_235_6
Adig_XM_015910224.1	Adig_235_7
Adig_XM_015910225.1	Adig_235_8
Adig_XM_015910226.1	Adig_235_9
Adig_XM_015910211.1	Adig_235_10
Adig_XM_015910227.1	Adig_235_11
Adig_XM_015910212.1	Adig_235_12
Adig_XM_015910233.1	Adig_235_13
Adig_XM_015910230.1	Adig_235_14
Adig_XM_015910236.1	Adig_235_15
Adig_XM_015910231.1	Adig_235_16
Adig_XM_015910235.1	Adig_235_17
Adig_XM_015910228.1	Adig_235_18
Adig_XM_015910248.1	Adig_235_19
Adig_XM_015910237.1	Adig_235_20
Adig_XM_015910243.1	Adig_235_21
Adig_XM_015910246.1	Adig_235_22
Adig_XM_015910241.1	Adig_235_23
Adig_XM_015910238.1	Adig_235_24
Adig_XM_015910242.1	Adig_235_25
Adig_XM_015910252.1	Adig_235_26
Adig_XM_015910213.1	Adig_235_27
Adig_XM_015910216.1	Adig_235_28
Adig_XM_015910254.1	Adig_235_29
Adig_XM_015910214.1	Adig_235_30
Adig_XM_015910215.1	Adig_235_31
Adig_XM_015910262.1	Adig_236_1
Adig_XM_015910261.1	Adig_236_2
Adig_XM_015910266.1	Adig_236_3
Adig_XM_015910267.1	Adig_236_4
Adig_XM_015910269.1	Adig_236_5
Adig_XM_015910255.1	Adig_236_6
Adig_XM_015910277.1	Adig_236_7
Adig_XM_015910272.1	Adig_236_8
Adig_XM_015910270.1	Adig_236_9
Adig_XM_015910273.1	Adig_236_10
Adig_XM_015910278.1	Adig_236_11
Adig_XM_015910279.1	Adig_236_12
Adig_XM_015910256.1	Adig_236_13
Adig_XM_015910260.1	Adig_236_14
Adig_XM_015910286.1	Adig_236_15
Adig_XM_015910285.1	Adig_236_16
Adig_XM_015910257.1	Adig_236_17
Adig_XM_015910300.1	Adig_236_18
Adig_XM_015910299.1	Adig_236_19
Adig_XM_015910258.1	Adig_236_20
Adig_XM_015910287.1	Adig_236_21
Adig_XM_015910259.1	Adig_236_22
Adig_XM_015910301.1	Adig_236_23
Adig_XM_015910303.1	Adig_236_24
Adig_XM_015910302.1	Adig_236_25
Adig_XM_015910304.1	Adig_236_26
Adig_XM_015910328.1	Adig_237_1
Adig_XM_015910330.1	Adig_237_2
Adig_XM_015910331.1	Adig_237_3
Adig_XM_015910337.1	Adig_237_4
Adig_XM_015910307.1	Adig_237_5
Adig_XM_015910332.1	Adig_237_6
Adig_XM_015910338.1	Adig_237_7
Adig_XM_015910344.1	Adig_237_8
Adig_XM_015910308.1	Adig_237_9
Adig_XM_015910309.1	Adig_237_10
Adig_XM_015910343.1	Adig_237_11
Adig_XM_015910310.1	Adig_237_12
Adig_XM_015910339.1	Adig_237_13
Adig_XM_015910340.1	Adig_237_14
Adig_XM_015910311.1	Adig_237_15
Adig_XM_015910345.1	Adig_237_16
Adig_XM_015910346.1	Adig_237_17
Adig_XM_015910312.1	Adig_237_18
Adig_XM_015910347.1	Adig_237_19
Adig_XM_015910348.1	Adig_237_20
Adig_XM_015910313.1	Adig_237_21
Adig_XM_015910349.1	Adig_237_22
Adig_XM_015910314.1	Adig_237_23
Adig_XM_015910315.1	Adig_237_24
Adig_XM_015910350.1	Adig_237_25
Adig_XM_015910316.1	Adig_237_26
Adig_XM_015910353.1	Adig_237_27
Adig_XM_015910352.1	Adig_237_28
Adig_XM_015910317.1	Adig_237_29
Adig_XM_015910356.1	Adig_237_30
Adig_XM_015910318.1	Adig_237_31
Adig_XM_015910357.1	Adig_237_32
Adig_XM_015910358.1	Adig_237_33
Adig_XM_015910319.1	Adig_237_34
Adig_XM_015910320.1	Adig_237_35
Adig_XM_015910359.1	Adig_237_36
Adig_XM_015910321.1	Adig_237_37
Adig_XM_015910361.1	Adig_237_38
Adig_XM_015910360.1	Adig_237_39
Adig_XM_015910362.1	Adig_237_40
Adig_XM_015910322.1	Adig_237_41
Adig_XM_015910324.1	Adig_237_42
Adig_XM_015910364.1	Adig_237_43
Adig_XM_015910325.1	Adig_237_44
Adig_XM_015910372.1	Adig_237_45
Adig_XM_015910326.1	Adig_237_46
Adig_XM_015910370.1	Adig_237_47
Adig_XM_015910365.1	Adig_237_48
Adig_XM_015910366.1	Adig_237_49
Adig_XM_015910327.1	Adig_237_50
Adig_XM_015910371.1	Adig_237_51
Adig_XM_015910374.1	Adig_238_1
Adig_XM_015910376.1	Adig_238_2
Adig_XM_015910392.1	Adig_238_3
Adig_XM_015910393.1	Adig_238_4
Adig_XM_015910394.1	Adig_238_5
Adig_XM_015910377.1	Adig_238_6
Adig_XM_015910378.1	Adig_238_7
Adig_XM_015910379.1	Adig_238_8
Adig_XM_015910381.1	Adig_238_9
Adig_XM_015910373.1	Adig_238_10
Adig_XM_015910395.1	Adig_238_11
Adig_XM_015910391.1	Adig_238_12
Adig_XM_015910382.1	Adig_238_13
Adig_XM_015910383.1	Adig_238_14
Adig_XM_015910397.1	Adig_238_15
Adig_XM_015910384.1	Adig_238_16
Adig_XM_015910408.1	Adig_238_17
Adig_XM_015910401.1	Adig_238_18
Adig_XM_015910385.1	Adig_238_19
Adig_XM_015910404.1	Adig_238_20
Adig_XM_015910386.1	Adig_238_21
Adig_XM_015910403.1	Adig_238_22
Adig_XM_015910405.1	Adig_238_23
Adig_XM_015910388.1	Adig_238_24
Adig_XM_015910407.1	Adig_238_25
Adig_XM_015910389.1	Adig_238_26
Adig_XM_015910390.1	Adig_238_27
Adig_XM_015910409.1	Adig_238_28
Adig_XM_015910420.1	Adig_239_1
Adig_XM_015910422.1	Adig_239_2
Adig_XM_015910424.1	Adig_239_3
Adig_XM_015910410.1	Adig_239_4
Adig_XM_015910411.1	Adig_239_5
Adig_XM_015910412.1	Adig_239_6
Adig_XM_015910413.1	Adig_239_7
Adig_XM_015910414.1	Adig_239_8
Adig_XM_015910416.1	Adig_239_9
Adig_XM_015910417.1	Adig_239_10
Adig_XM_015910425.1	Adig_239_11
Adig_XM_015910426.1	Adig_239_12
Adig_XM_015910427.1	Adig_239_13
Adig_XM_015910418.1	Adig_239_14
Adig_XM_015910419.1	Adig_239_15
Adig_XM_015910432.1	Adig_239_16
Adig_XM_015910434.1	Adig_240_1
Adig_XM_015910466.1	Adig_240_2
Adig_XM_015910459.1	Adig_240_3
Adig_XM_015910465.1	Adig_240_4
Adig_XM_015910435.1	Adig_240_5
Adig_XM_015910436.1	Adig_240_6
Adig_XM_015910469.1	Adig_240_7
Adig_XM_015910437.1	Adig_240_8
Adig_XM_015910470.1	Adig_240_9
Adig_XM_015910458.1	Adig_240_10
Adig_XM_015910438.1	Adig_240_11
Adig_XM_015910439.1	Adig_240_12
Adig_XM_015910440.1	Adig_240_13
Adig_XM_015910441.1	Adig_240_14
Adig_XM_015910442.1	Adig_240_15
Adig_XM_015910444.1	Adig_240_16
Adig_XM_015910445.1	Adig_240_17
Adig_XM_015910446.1	Adig_240_18
Adig_XM_015910447.1	Adig_240_19
Adig_XM_015910472.1	Adig_240_20
Adig_XM_015910448.1	Adig_240_21
Adig_XM_015910449.1	Adig_240_22
Adig_XM_015910474.1	Adig_240_23
Adig_XM_015910450.1	Adig_240_24
Adig_XM_015910452.1	Adig_240_25
Adig_XM_015910453.1	Adig_240_26
Adig_XM_015910454.1	Adig_240_27
Adig_XM_015910475.1	Adig_240_28
Adig_XM_015910476.1	Adig_240_29
Adig_XM_015910477.1	Adig_240_30
Adig_XM_015910478.1	Adig_240_31
Adig_XM_015910479.1	Adig_240_32
Adig_XM_015910481.1	Adig_240_33
Adig_XM_015910455.1	Adig_240_34
Adig_XM_015910483.1	Adig_240_35
Adig_XM_015910484.1	Adig_240_36
Adig_XM_015910456.1	Adig_240_37
Adig_XM_015910457.1	Adig_240_38
Adig_XM_015910499.1	Adig_241_1
Adig_XM_015910485.1	Adig_241_2
Adig_XM_015910501.1	Adig_241_3
Adig_XM_015910486.1	Adig_241_4
Adig_XM_015910487.1	Adig_241_5
Adig_XM_015910503.1	Adig_241_6
Adig_XM_015910502.1	Adig_241_7
Adig_XM_015910488.1	Adig_241_8
Adig_XM_015910504.1	Adig_241_9
Adig_XM_015910507.1	Adig_241_10
Adig_XM_015910509.1	Adig_241_11
Adig_XM_015910508.1	Adig_241_12
Adig_XM_015910510.1	Adig_241_13
Adig_XM_015910511.1	Adig_241_14
Adig_XM_015910489.1	Adig_241_15
Adig_XM_015910513.1	Adig_241_16
Adig_XM_015910512.1	Adig_241_17
Adig_XM_015910490.1	Adig_241_18
Adig_XM_015910514.1	Adig_241_19
Adig_XM_015910522.1	Adig_241_20
Adig_XM_015910491.1	Adig_241_21
Adig_XM_015910524.1	Adig_241_22
Adig_XM_015910523.1	Adig_241_23
Adig_XM_015910492.1	Adig_241_24
Adig_XM_015910526.1	Adig_241_25
Adig_XM_015910527.1	Adig_241_26
Adig_XM_015910529.1	Adig_241_27
Adig_XM_015910493.1	Adig_241_28
