Lpol_gene-COX1	Lpol_1_1
Lpol_XM_013927254.2	Lpol_2383_6
Lpol_XM_013927259.2	Lpol_2384_1
Lpol_XM_013927258.1	Lpol_2384_2
Lpol_XM_013927262.2	Lpol_2385_1
Lpol_XM_013927263.2	Lpol_2385_2
Lpol_XM_022395038.1	Lpol_2385_3
Lpol_XM_013927265.2	Lpol_2386_1
Lpol_XM_022395046.1	Lpol_2387_1
Lpol_XM_022395045.1	Lpol_2387_2
Lpol_XM_022395048.1	Lpol_2388_1
Lpol_XM_013927269.2	Lpol_2388_2
Lpol_XM_013927270.2	Lpol_2389_1
Lpol_XM_013927272.2	Lpol_2389_2
Lpol_XM_013927271.2	Lpol_2389_3
Lpol_XM_022395051.1	Lpol_2389_4
Lpol_XM_022395054.1	Lpol_2390_1
Lpol_XM_013927274.1	Lpol_2390_2
Lpol_XM_013927275.2	Lpol_2391_1
Lpol_XM_013927276.2	Lpol_2391_2
Lpol_XM_022395055.1	Lpol_2392_1
Lpol_XM_022395057.1	Lpol_2393_1
Lpol_XM_013927283.2	Lpol_2393_2
Lpol_XM_013927282.2	Lpol_2393_3
Lpol_XM_013927280.2	Lpol_2393_4
Lpol_XM_013927281.2	Lpol_2393_5
Lpol_XM_013927284.2	Lpol_2394_1
Lpol_XM_022395061.1	Lpol_2395_1
Lpol_XM_022395059.1	Lpol_2395_2
Lpol_XM_013927288.2	Lpol_2396_1
Lpol_XM_013927289.2	Lpol_2397_1
Lpol_XM_013927292.2	Lpol_2397_2
Lpol_XM_022395064.1	Lpol_2397_3
Lpol_XM_013927293.2	Lpol_2397_4
Lpol_XM_013927291.2	Lpol_2397_5
Lpol_XM_013927295.2	Lpol_2398_1
Lpol_XM_022395065.1	Lpol_2398_2
Lpol_XM_013927298.2	Lpol_2398_3
Lpol_XM_013927294.2	Lpol_2398_4
Lpol_XM_013927299.2	Lpol_2399_1
Lpol_XM_022395067.1	Lpol_2399_2
Lpol_XM_013927301.1	Lpol_2400_1
Lpol_XM_022395076.1	Lpol_2400_2
Lpol_XM_013927305.2	Lpol_2401_1
Lpol_XM_022395078.1	Lpol_2401_2
Lpol_XM_013927308.2	Lpol_2401_3
Lpol_XM_013927303.2	Lpol_2401_4
Lpol_XM_013927304.2	Lpol_2401_5
Lpol_XM_022395077.1	Lpol_2401_6
Lpol_XM_022395079.1	Lpol_2402_1
Lpol_XM_022395080.1	Lpol_2403_1
Lpol_XM_013927312.2	Lpol_2403_2
Lpol_XM_022395084.1	Lpol_2404_1
Lpol_XM_013927314.2	Lpol_2404_2
Lpol_XM_022395086.1	Lpol_2405_1
Lpol_XM_022395091.1	Lpol_2406_1
Lpol_XM_013927316.2	Lpol_2406_2
Lpol_XM_022395100.1	Lpol_2407_1
Lpol_XM_022395095.1	Lpol_2407_2
Lpol_XM_022395094.1	Lpol_2407_3
Lpol_XM_013927320.1	Lpol_2408_1
Lpol_XM_013927321.2	Lpol_2408_2
Lpol_XM_022395104.1	Lpol_2409_1
Lpol_XM_013927323.2	Lpol_2409_2
Lpol_XM_013927322.2	Lpol_2409_3
Lpol_XM_013927326.2	Lpol_2410_1
Lpol_XM_022395108.1	Lpol_2411_1
Lpol_XM_013927328.2	Lpol_2411_2
Lpol_XM_022395109.1	Lpol_2411_3
Lpol_XM_013927330.2	Lpol_2411_4
Lpol_XM_022395119.1	Lpol_2412_1
Lpol_XM_022395117.1	Lpol_2412_2
Lpol_XM_022395118.1	Lpol_2412_3
Lpol_XM_022395122.1	Lpol_2412_4
Lpol_XM_022395128.1	Lpol_2413_1
Lpol_XM_013927338.2	Lpol_2413_2
Lpol_XM_013927340.2	Lpol_2413_3
Lpol_XM_013927341.2	Lpol_2413_4
Lpol_XM_022395129.1	Lpol_2413_5
Lpol_XM_013927346.2	Lpol_2414_1
Lpol_XM_013927343.2	Lpol_2414_2
Lpol_XM_013927345.2	Lpol_2414_3
Lpol_XM_022395141.1	Lpol_2414_4
Lpol_XM_013927342.2	Lpol_2414_5
Lpol_XM_013927348.2	Lpol_2415_1
Lpol_XM_022395143.1	Lpol_2415_2
Lpol_XM_013927351.2	Lpol_2415_3
Lpol_XM_013927350.2	Lpol_2415_4
Lpol_XM_013927362.2	Lpol_2416_1
Lpol_XM_022395146.1	Lpol_2416_2
Lpol_XM_013927365.2	Lpol_2416_3
Lpol_XM_013927368.2	Lpol_2416_4
Lpol_XM_022395150.1	Lpol_2416_5
Lpol_XM_013927358.2	Lpol_2416_6
Lpol_XM_022395152.1	Lpol_2416_7
Lpol_XM_013927367.2	Lpol_2416_8
Lpol_XM_022395156.1	Lpol_2417_1
Lpol_XM_013927369.1	Lpol_2417_2
Lpol_XM_022395157.1	Lpol_2418_1
Lpol_XM_022395158.1	Lpol_2419_1
Lpol_XM_022395160.1	Lpol_2420_1
Lpol_XM_013927372.2	Lpol_2420_2
Lpol_XM_022395171.1	Lpol_2420_3
Lpol_XM_022395161.1	Lpol_2420_4
Lpol_XM_013927375.2	Lpol_2421_1
Lpol_XM_013927376.2	Lpol_2421_2
Lpol_XM_022395173.1	Lpol_2422_1
Lpol_XM_022395172.1	Lpol_2422_2
Lpol_XM_013927377.2	Lpol_2422_3
Lpol_XM_022395174.1	Lpol_2422_4
Lpol_XM_022395175.1	Lpol_2423_1
Lpol_XM_013927383.2	Lpol_2423_2
Lpol_XM_022395176.1	Lpol_2423_3
Lpol_XM_013927382.2	Lpol_2423_4
Lpol_XM_013927384.2	Lpol_2423_5
Lpol_XM_022395180.1	Lpol_2423_6
Lpol_XM_013927380.1	Lpol_2423_7
Lpol_XM_022395181.1	Lpol_2424_1
Lpol_XM_013927388.2	Lpol_2425_1
Lpol_XM_022395185.1	Lpol_2425_2
Lpol_XM_013927390.2	Lpol_2426_1
Lpol_XM_022395189.1	Lpol_2427_1
Lpol_XM_013927394.2	Lpol_2428_1
Lpol_XM_022395190.1	Lpol_2428_2
Lpol_XM_022395191.1	Lpol_2428_3
Lpol_XM_022395201.1	Lpol_2429_1
Lpol_XM_022395202.1	Lpol_2429_2
Lpol_XM_022395200.1	Lpol_2429_3
Lpol_XM_013927400.2	Lpol_2430_1
Lpol_XM_022395204.1	Lpol_2430_2
Lpol_XM_013927403.1	Lpol_2431_1
Lpol_XM_022395206.1	Lpol_2431_2
Lpol_XM_022395207.1	Lpol_2431_3
Lpol_XM_013927407.1	Lpol_2432_1
Lpol_XM_013927410.2	Lpol_2432_2
Lpol_XM_013927411.2	Lpol_2432_3
Lpol_XM_022395214.1	Lpol_2432_4
Lpol_XM_022395215.1	Lpol_2432_5
Lpol_XM_022395216.1	Lpol_2433_1
Lpol_XM_013927414.2	Lpol_2434_1
Lpol_XM_013927417.2	Lpol_2434_2
Lpol_XM_013927420.2	Lpol_2435_1
Lpol_XM_013927418.2	Lpol_2435_2
Lpol_XM_022395218.1	Lpol_2435_3
Lpol_XM_013927421.2	Lpol_2436_1
Lpol_XM_022395219.1	Lpol_2436_2
Lpol_XM_013927423.2	Lpol_2437_1
Lpol_XM_013927424.2	Lpol_2437_2
Lpol_XM_013927428.1	Lpol_2438_1
Lpol_XM_013927426.2	Lpol_2438_2
Lpol_XM_013927427.2	Lpol_2438_3
Lpol_XM_022395226.1	Lpol_2438_4
Lpol_XM_022395229.1	Lpol_2439_1
Lpol_XM_022395230.1	Lpol_2439_2
Lpol_XM_022395236.1	Lpol_2440_1
Lpol_XM_022395238.1	Lpol_2440_2
Lpol_XM_013927434.2	Lpol_2440_3
Lpol_XM_013927433.2	Lpol_2440_4
Lpol_XM_022395237.1	Lpol_2440_5
Lpol_XM_013927436.2	Lpol_2441_1
Lpol_XM_013927437.2	Lpol_2442_1
Lpol_XM_022395249.1	Lpol_2442_2
Lpol_XM_013927440.2	Lpol_2442_3
Lpol_XM_022395252.1	Lpol_2442_4
Lpol_XM_013927443.2	Lpol_2443_1
Lpol_XM_013927444.2	Lpol_2443_2
Lpol_XM_022395255.1	Lpol_2444_1
Lpol_XM_013927447.2	Lpol_2444_2
Lpol_XM_013927449.2	Lpol_2444_3
Lpol_XM_013927446.2	Lpol_2444_4
Lpol_XM_013927451.2	Lpol_2445_1
Lpol_XM_022395264.1	Lpol_2445_2
Lpol_XM_013927454.2	Lpol_2446_1
Lpol_XM_022395269.1	Lpol_2446_2
Lpol_XM_013927457.2	Lpol_2447_1
Lpol_XM_022395274.1	Lpol_2448_1
Lpol_XM_022395271.1	Lpol_2448_2
Lpol_XM_022395272.1	Lpol_2448_3
Lpol_XM_022395275.1	Lpol_2448_4
Lpol_XM_022395273.1	Lpol_2448_5
Lpol_XM_013927462.2	Lpol_2449_1
Lpol_XM_013927463.2	Lpol_2449_2
Lpol_XM_013927464.1	Lpol_2449_3
Lpol_XM_022395278.1	Lpol_2450_1
Lpol_XM_022395279.1	Lpol_2451_1
Lpol_XM_022395280.1	Lpol_2451_2
Lpol_XM_013927468.2	Lpol_2451_3
Lpol_XM_022395281.1	Lpol_2452_1
Lpol_XM_022395284.1	Lpol_2453_1
Lpol_XM_013927469.2	Lpol_2454_1
Lpol_XM_013927472.2	Lpol_2455_1
Lpol_XM_022395285.1	Lpol_2455_2
Lpol_XM_013927474.2	Lpol_2455_3
Lpol_XM_013927475.2	Lpol_2455_4
Lpol_XM_022395286.1	Lpol_2455_5
Lpol_XM_022395288.1	Lpol_2455_6
Lpol_XM_022395290.1	Lpol_2456_1
Lpol_XM_022395294.1	Lpol_2456_2
Lpol_XM_022395289.1	Lpol_2456_3
Lpol_XM_022395291.1	Lpol_2456_4
Lpol_XM_022395296.1	Lpol_2457_1
Lpol_XM_013927486.2	Lpol_2458_1
Lpol_XM_013927485.2	Lpol_2458_2
Lpol_XM_013927484.2	Lpol_2458_3
Lpol_XM_013927487.2	Lpol_2459_1
Lpol_XM_013927490.2	Lpol_2459_2
Lpol_XM_013927493.2	Lpol_2459_3
Lpol_XM_013927488.2	Lpol_2459_4
Lpol_XM_013927489.2	Lpol_2459_5
Lpol_XM_022395302.1	Lpol_2460_1
Lpol_XM_022395303.1	Lpol_2461_1
Lpol_XM_013927497.2	Lpol_2462_1
Lpol_XM_013927496.2	Lpol_2462_2
Lpol_XM_013927498.1	Lpol_2463_1
Lpol_XM_013927500.2	Lpol_2463_2
Lpol_XM_022395304.1	Lpol_2463_3
Lpol_XM_022395306.1	Lpol_2464_1
Lpol_XM_022395308.1	Lpol_2465_1
Lpol_XM_022395307.1	Lpol_2465_2
Lpol_XM_013927506.2	Lpol_2466_1
Lpol_XM_013927507.2	Lpol_2467_1
Lpol_XM_022395315.1	Lpol_2468_1
Lpol_XM_022395316.1	Lpol_2468_2
Lpol_XM_013927511.2	Lpol_2468_3
Lpol_XM_022395317.1	Lpol_2468_4
Lpol_XM_022395319.1	Lpol_2469_1
Lpol_XM_022395318.1	Lpol_2469_2
Lpol_XM_013927513.2	Lpol_2469_3
Lpol_XM_013927515.2	Lpol_2470_1
Lpol_XM_013927516.2	Lpol_2470_2
Lpol_XM_022395324.1	Lpol_2471_1
Lpol_XM_013927522.2	Lpol_2471_2
Lpol_XM_022395328.1	Lpol_2471_3
Lpol_XM_013927523.2	Lpol_2471_4
Lpol_XM_022395331.1	Lpol_2472_1
Lpol_XM_013927528.2	Lpol_2472_2
Lpol_XM_013927527.2	Lpol_2472_3
Lpol_XM_013927529.2	Lpol_2473_1
Lpol_XM_022395332.1	Lpol_2473_2
Lpol_XM_022395333.1	Lpol_2473_3
Lpol_XM_022395335.1	Lpol_2474_1
Lpol_XM_022395334.1	Lpol_2474_2
Lpol_XM_022395337.1	Lpol_2474_3
Lpol_XM_022395343.1	Lpol_2474_4
Lpol_XM_022395345.1	Lpol_2475_1
Lpol_XM_013927537.2	Lpol_2475_2
Lpol_XM_022395347.1	Lpol_2475_3
Lpol_XM_022395348.1	Lpol_2476_1
Lpol_XM_013927543.2	Lpol_2476_2
Lpol_XM_013927544.2	Lpol_2476_3
Lpol_XM_013927545.2	Lpol_2477_1
Lpol_XM_013927546.2	Lpol_2477_2
Lpol_XM_022395353.1	Lpol_2477_3
Lpol_XM_013927552.2	Lpol_2477_4
Lpol_XM_013927551.2	Lpol_2477_5
Lpol_XM_022395354.1	Lpol_2477_6
Lpol_XM_013927547.2	Lpol_2477_7
Lpol_XM_022395357.1	Lpol_2478_1
Lpol_XM_013927553.2	Lpol_2478_2
Lpol_XM_022395356.1	Lpol_2478_3
Lpol_XM_022395361.1	Lpol_2479_1
Lpol_XM_013927554.1	Lpol_2479_2
Lpol_XM_022395363.1	Lpol_2480_1
Lpol_XM_022395362.1	Lpol_2480_2
Lpol_XM_022395364.1	Lpol_2481_1
Lpol_XM_013927558.1	Lpol_2481_2
Lpol_XM_022395365.1	Lpol_2482_1
Lpol_XM_013927560.2	Lpol_2482_2
Lpol_XM_022395369.1	Lpol_2483_1
Lpol_XM_022395370.1	Lpol_2483_2
Lpol_XM_022395372.1	Lpol_2484_1
Lpol_XM_013927566.2	Lpol_2484_2
Lpol_XM_022395373.1	Lpol_2485_1
Lpol_XM_022395375.1	Lpol_2486_1
Lpol_XM_013927572.2	Lpol_2486_2
Lpol_XM_013927568.1	Lpol_2486_3
Lpol_XM_013927573.1	Lpol_2486_4
Lpol_XM_013927575.2	Lpol_2486_5
Lpol_XM_022395377.1	Lpol_2487_1
Lpol_XM_022395378.1	Lpol_2488_1
Lpol_XM_022395380.1	Lpol_2488_2
Lpol_XM_022395386.1	Lpol_2489_1
Lpol_XM_013927579.1	Lpol_2490_1
Lpol_XM_013927580.2	Lpol_2490_2
Lpol_XM_022395388.1	Lpol_2491_1
Lpol_XM_022395387.1	Lpol_2491_2
Lpol_XM_022395389.1	Lpol_2491_3
Lpol_XM_013927585.2	Lpol_2491_4
Lpol_XM_013927586.2	Lpol_2492_1
Lpol_XM_013927588.2	Lpol_2492_2
Lpol_XM_022395392.1	Lpol_2492_3
Lpol_XM_013927589.2	Lpol_2492_4
Lpol_XM_013927590.2	Lpol_2492_5
Lpol_XM_022395397.1	Lpol_2493_1
Lpol_XM_013927599.2	Lpol_2494_1
Lpol_XM_013927594.2	Lpol_2494_2
Lpol_XM_022395403.1	Lpol_2494_3
Lpol_XM_013927595.2	Lpol_2494_4
Lpol_XM_013927598.2	Lpol_2494_5
Lpol_XM_013927597.2	Lpol_2494_6
Lpol_XM_022395402.1	Lpol_2494_7
Lpol_XM_013927600.2	Lpol_2495_1
Lpol_XM_013927601.2	Lpol_2495_2
Lpol_XM_022395418.1	Lpol_2496_1
Lpol_XM_013927608.1	Lpol_2496_2
Lpol_XM_013927612.2	Lpol_2497_1
Lpol_XM_013927611.2	Lpol_2497_2
Lpol_XM_013927615.2	Lpol_2497_3
Lpol_XM_013927614.2	Lpol_2497_4
Lpol_XM_022395425.1	Lpol_2498_1
Lpol_XM_013927617.2	Lpol_2498_2
Lpol_XM_022395429.1	Lpol_2499_1
Lpol_XM_013927621.2	Lpol_2500_1
Lpol_XM_013927622.2	Lpol_2500_2
Lpol_XM_013927623.2	Lpol_2500_3
Lpol_XM_022395432.1	Lpol_2501_1
Lpol_XM_013927626.1	Lpol_2502_1
Lpol_XM_013927627.2	Lpol_2502_2
Lpol_XM_013927628.2	Lpol_2502_3
Lpol_XM_022395433.1	Lpol_2502_4
Lpol_XM_013927632.1	Lpol_2503_1
Lpol_XM_013927633.2	Lpol_2503_2
Lpol_XM_022395438.1	Lpol_2503_3
Lpol_XM_022395442.1	Lpol_2504_1
Lpol_XM_022395443.1	Lpol_2504_2
Lpol_XM_022395444.1	Lpol_2504_3
Lpol_XM_013927637.2	Lpol_2505_1
Lpol_XM_022395450.1	Lpol_2505_2
Lpol_XM_022395458.1	Lpol_2505_3
Lpol_XM_022395459.1	Lpol_2506_1
Lpol_XM_013927640.1	Lpol_2506_2
Lpol_XM_022395460.1	Lpol_2506_3
Lpol_XM_013927645.2	Lpol_2506_4
Lpol_XM_022395465.1	Lpol_2507_1
Lpol_XM_022395464.1	Lpol_2507_2
Lpol_XM_013927649.2	Lpol_2507_3
Lpol_XM_013927647.2	Lpol_2507_4
Lpol_XM_013927655.2	Lpol_2508_1
Lpol_XM_013927653.2	Lpol_2508_2
Lpol_XM_022395472.1	Lpol_2508_3
Lpol_XM_022395474.1	Lpol_2509_1
Lpol_XM_022395475.1	Lpol_2509_2
Lpol_XM_013927657.2	Lpol_2509_3
Lpol_XM_022395477.1	Lpol_2509_4
Lpol_XM_013927660.2	Lpol_2510_1
Lpol_XM_013927662.2	Lpol_2510_2
Lpol_XM_013927661.2	Lpol_2510_3
Lpol_XM_013927664.2	Lpol_2511_1
Lpol_XM_022395483.1	Lpol_2511_2
Lpol_XM_022395484.1	Lpol_2512_1
Lpol_XM_013927667.2	Lpol_2513_1
Lpol_XM_022395485.1	Lpol_2513_2
Lpol_XM_022395488.1	Lpol_2514_1
Lpol_XM_013927671.2	Lpol_2514_2
Lpol_XM_013927672.2	Lpol_2515_1
Lpol_XM_013927677.2	Lpol_2515_2
Lpol_XM_022395489.1	Lpol_2515_3
Lpol_XM_013927675.2	Lpol_2515_4
Lpol_XM_022395493.1	Lpol_2516_1
Lpol_XM_022395492.1	Lpol_2516_2
Lpol_XM_022395494.1	Lpol_2517_1
Lpol_XM_013927681.2	Lpol_2518_1
Lpol_XM_022395495.1	Lpol_2518_2
Lpol_XM_013927683.2	Lpol_2519_1
Lpol_XM_022395500.1	Lpol_2519_2
Lpol_XM_022395501.1	Lpol_2520_1
Lpol_XM_013927688.2	Lpol_2521_1
Lpol_XM_013927690.2	Lpol_2521_2
Lpol_XM_013927689.2	Lpol_2521_3
Lpol_XM_022395504.1	Lpol_2522_1
Lpol_XM_013927696.2	Lpol_2522_2
Lpol_XM_013927695.2	Lpol_2522_3
Lpol_XM_022395510.1	Lpol_2522_4
Lpol_XM_013927700.2	Lpol_2523_1
Lpol_XM_013927701.2	Lpol_2523_2
Lpol_XM_013927697.2	Lpol_2523_3
Lpol_XM_022395517.1	Lpol_2523_4
Lpol_XM_022395511.1	Lpol_2523_5
Lpol_XM_022395519.1	Lpol_2524_1
Lpol_XM_013927704.2	Lpol_2524_2
Lpol_XM_022395521.1	Lpol_2525_1
Lpol_XM_022395522.1	Lpol_2526_1
Lpol_XM_013927708.2	Lpol_2526_2
Lpol_XM_013927707.2	Lpol_2526_3
Lpol_XM_022395525.1	Lpol_2527_1
Lpol_XM_022395526.1	Lpol_2528_1
Lpol_XM_022395528.1	Lpol_2529_1
Lpol_XM_013927712.2	Lpol_2529_2
Lpol_XM_022395530.1	Lpol_2530_1
Lpol_XM_022395535.1	Lpol_2530_2
Lpol_XM_022395531.1	Lpol_2530_3
Lpol_XM_022395532.1	Lpol_2530_4
Lpol_XM_022395536.1	Lpol_2530_5
Lpol_XM_022395537.1	Lpol_2531_1
Lpol_XM_022395540.1	Lpol_2532_1
Lpol_XM_022395543.1	Lpol_2532_2
Lpol_XM_013927723.2	Lpol_2532_3
Lpol_XM_022395544.1	Lpol_2533_1
Lpol_XM_013927727.2	Lpol_2533_2
Lpol_XM_013927725.2	Lpol_2533_3
Lpol_XM_013927730.2	Lpol_2534_1
Lpol_XM_022395555.1	Lpol_2534_2
Lpol_XM_013927733.2	Lpol_2535_1
Lpol_XM_013927732.2	Lpol_2535_2
Lpol_XM_022395561.1	Lpol_2536_1
Lpol_XM_013927734.1	Lpol_2536_2
Lpol_XM_022395562.1	Lpol_2536_3
Lpol_XM_013927737.2	Lpol_2537_1
Lpol_XM_022395563.1	Lpol_2537_2
Lpol_XM_022395564.1	Lpol_2538_1
Lpol_XM_022395566.1	Lpol_2538_2
Lpol_XM_013927740.2	Lpol_2539_1
Lpol_XM_013927741.2	Lpol_2539_2
Lpol_XM_013927742.2	Lpol_2539_3
Lpol_XM_022395569.1	Lpol_2539_4
Lpol_XM_022395571.1	Lpol_2539_5
Lpol_XM_022395573.1	Lpol_2540_1
Lpol_XM_013927746.2	Lpol_2540_2
Lpol_XM_013927747.2	Lpol_2541_1
Lpol_XM_013927749.2	Lpol_2541_2
Lpol_XM_013927748.2	Lpol_2541_3
Lpol_XM_013927750.1	Lpol_2542_1
Lpol_XM_022395579.1	Lpol_2542_2
Lpol_XM_022395581.1	Lpol_2543_1
Lpol_XM_022395580.1	Lpol_2543_2
Lpol_XM_013927753.2	Lpol_2543_3
Lpol_XM_013927755.2	Lpol_2544_1
Lpol_XM_013927758.2	Lpol_2545_1
Lpol_XM_022395588.1	Lpol_2545_2
Lpol_XM_013927759.2	Lpol_2545_3
Lpol_XM_013927757.2	Lpol_2545_4
Lpol_XM_013927760.2	Lpol_2546_1
Lpol_XM_013927761.2	Lpol_2546_2
Lpol_XM_013927762.2	Lpol_2547_1
Lpol_XM_013927764.1	Lpol_2548_1
Lpol_XM_022395596.1	Lpol_2548_2
Lpol_XM_013927767.1	Lpol_2548_3
Lpol_XM_013927768.2	Lpol_2548_4
Lpol_XM_022395598.1	Lpol_2549_1
Lpol_XM_022395599.1	Lpol_2549_2
Lpol_XM_022395600.1	Lpol_2550_1
Lpol_XM_022395605.1	Lpol_2551_1
Lpol_XM_022395604.1	Lpol_2551_2
Lpol_XM_013927773.2	Lpol_2552_1
Lpol_XM_022395607.1	Lpol_2553_1
Lpol_XM_013927775.2	Lpol_2553_2
Lpol_XM_022395608.1	Lpol_2553_3
Lpol_XM_022395611.1	Lpol_2554_1
Lpol_XM_022395612.1	Lpol_2555_1
Lpol_XM_013927781.2	Lpol_2555_2
Lpol_XM_022395613.1	Lpol_2555_3
Lpol_XM_022395618.1	Lpol_2555_4
Lpol_XM_013927783.2	Lpol_2555_5
Lpol_XM_013927780.2	Lpol_2555_6
Lpol_XM_022395619.1	Lpol_2555_7
Lpol_XM_022395624.1	Lpol_2556_1
Lpol_XM_013927785.2	Lpol_2556_2
Lpol_XM_022395622.1	Lpol_2556_3
Lpol_XM_013927788.2	Lpol_2556_4
Lpol_XM_013927793.2	Lpol_2557_1
Lpol_XM_022395625.1	Lpol_2557_2
Lpol_XM_022395626.1	Lpol_2557_3
Lpol_XM_013927792.2	Lpol_2557_4
Lpol_XM_022395629.1	Lpol_2557_5
Lpol_XM_013927791.2	Lpol_2557_6
Lpol_XM_013927794.2	Lpol_2557_7
Lpol_XM_013927795.2	Lpol_2558_1
Lpol_XM_013927798.2	Lpol_2558_2
Lpol_XM_022395637.1	Lpol_2558_3
Lpol_XM_013927797.1	Lpol_2558_4
Lpol_XM_013927806.2	Lpol_2559_1
Lpol_XM_013927803.2	Lpol_2559_2
Lpol_XM_013927804.2	Lpol_2559_3
Lpol_XM_022395645.1	Lpol_2559_4
Lpol_XM_022395643.1	Lpol_2559_5
Lpol_XM_013927807.2	Lpol_2560_1
Lpol_XM_022395652.1	Lpol_2561_1
Lpol_XM_013927811.2	Lpol_2562_1
Lpol_XM_013927814.2	Lpol_2562_2
Lpol_XM_022395658.1	Lpol_2563_1
Lpol_XM_013927820.2	Lpol_2563_2
Lpol_XM_013927817.2	Lpol_2563_3
Lpol_XM_013927825.2	Lpol_2564_1
Lpol_XM_013927823.2	Lpol_2564_2
Lpol_XM_022395659.1	Lpol_2564_3
Lpol_XM_013927826.2	Lpol_2565_1
Lpol_XM_022395662.1	Lpol_2565_2
Lpol_XM_022395665.1	Lpol_2565_3
Lpol_XM_022395663.1	Lpol_2565_4
Lpol_XM_013927831.2	Lpol_2565_5
Lpol_XM_013927836.2	Lpol_2566_1
Lpol_XM_013927832.1	Lpol_2566_2
Lpol_XM_013927834.2	Lpol_2566_3
Lpol_XM_013927835.2	Lpol_2566_4
Lpol_XM_013927838.2	Lpol_2567_1
Lpol_XM_022395670.1	Lpol_2567_2
Lpol_XM_022395674.1	Lpol_2568_1
Lpol_XM_022395680.1	Lpol_2569_1
Lpol_XM_013927840.2	Lpol_2569_2
Lpol_XM_013927842.2	Lpol_2570_1
Lpol_XM_013927846.2	Lpol_2571_1
Lpol_XM_022395682.1	Lpol_2571_2
Lpol_XM_013927845.2	Lpol_2571_3
Lpol_XM_022395684.1	Lpol_2572_1
Lpol_XM_022395686.1	Lpol_2572_2
Lpol_XM_013927849.2	Lpol_2572_3
Lpol_XM_013927850.2	Lpol_2573_1
Lpol_XM_013927851.2	Lpol_2573_2
Lpol_XM_022395691.1	Lpol_2573_3
Lpol_XM_013927852.2	Lpol_2574_1
Lpol_XM_013927856.2	Lpol_2575_1
Lpol_XM_013927861.2	Lpol_2576_1
Lpol_XM_022395696.1	Lpol_2576_2
Lpol_XM_022395699.1	Lpol_2576_3
Lpol_XM_013927863.2	Lpol_2576_4
Lpol_XM_013927862.2	Lpol_2576_5
Lpol_XM_013927860.2	Lpol_2576_6
Lpol_XM_022395700.1	Lpol_2576_7
Lpol_XM_022395704.1	Lpol_2577_1
Lpol_XM_022395703.1	Lpol_2577_2
Lpol_XM_013927866.2	Lpol_2578_1
Lpol_XM_013927867.2	Lpol_2579_1
Lpol_XM_013927868.1	Lpol_2579_2
Lpol_XM_022395706.1	Lpol_2580_1
Lpol_XM_013927871.2	Lpol_2581_1
Lpol_XM_013927872.2	Lpol_2581_2
Lpol_XM_022395713.1	Lpol_2582_1
Lpol_XM_013927879.2	Lpol_2582_2
Lpol_XM_022395716.1	Lpol_2582_3
Lpol_XM_013927874.2	Lpol_2582_4
Lpol_XM_013927876.2	Lpol_2582_5
Lpol_XM_022395719.1	Lpol_2583_1
Lpol_XM_013927881.2	Lpol_2583_2
Lpol_XM_013927884.1	Lpol_2583_3
Lpol_XM_013927885.2	Lpol_2584_1
Lpol_XM_013927886.2	Lpol_2584_2
Lpol_XM_013927888.2	Lpol_2585_1
Lpol_XM_022395722.1	Lpol_2586_1
Lpol_XM_013927891.2	Lpol_2587_1
Lpol_XM_022395724.1	Lpol_2587_2
Lpol_XM_022395726.1	Lpol_2588_1
Lpol_XM_013927894.2	Lpol_2588_2
Lpol_XM_022395725.1	Lpol_2588_3
Lpol_XM_013927896.1	Lpol_2589_1
Lpol_XM_022395729.1	Lpol_2589_2
Lpol_XM_022395730.1	Lpol_2590_1
Lpol_XM_013927900.2	Lpol_2591_1
Lpol_XM_022395733.1	Lpol_2591_2
Lpol_XM_013927902.2	Lpol_2591_3
Lpol_XM_022395736.1	Lpol_2592_1
Lpol_XM_013927904.2	Lpol_2592_2
Lpol_XM_022395740.1	Lpol_2593_1
Lpol_XM_022395743.1	Lpol_2594_1
Lpol_XM_022395744.1	Lpol_2594_2
Lpol_XM_013927910.2	Lpol_2595_1
Lpol_XM_013927909.2	Lpol_2595_2
Lpol_XM_022395746.1	Lpol_2595_3
Lpol_XM_013927912.2	Lpol_2596_1
Lpol_XM_022395751.1	Lpol_2597_1
Lpol_XM_013927914.2	Lpol_2598_1
Lpol_XM_022395756.1	Lpol_2598_2
Lpol_XM_013927920.2	Lpol_2599_1
Lpol_XM_013927918.2	Lpol_2599_2
Lpol_XM_013927919.2	Lpol_2599_3
Lpol_XM_022395758.1	Lpol_2599_4
Lpol_XM_022395761.1	Lpol_2600_1
Lpol_XM_022395760.1	Lpol_2600_2
Lpol_XM_013927921.1	Lpol_2601_1
Lpol_XM_022395763.1	Lpol_2601_2
Lpol_XM_022395762.1	Lpol_2601_3
Lpol_XM_022395764.1	Lpol_2602_1
Lpol_XM_022395767.1	Lpol_2603_1
Lpol_XM_013927927.2	Lpol_2603_2
Lpol_XM_022395766.1	Lpol_2603_3
Lpol_XM_013927929.1	Lpol_2604_1
Lpol_XM_022395768.1	Lpol_2605_1
Lpol_XM_013927932.2	Lpol_2606_1
Lpol_XM_022395769.1	Lpol_2606_2
Lpol_XM_022395771.1	Lpol_2607_1
Lpol_XM_013927940.2	Lpol_2607_2
Lpol_XM_022395776.1	Lpol_2607_3
Lpol_XM_022395782.1	Lpol_2607_4
Lpol_XM_013927937.2	Lpol_2607_5
