Ttra_KNC45887	Ttra_1_1
Ttra_KNC48851	Ttra_20_33
Ttra_KNC48852	Ttra_20_34
Ttra_KNC48853	Ttra_20_35
Ttra_KNC48854	Ttra_20_36
Ttra_KNC48855	Ttra_20_37
Ttra_KNC48856	Ttra_20_38
Ttra_KNC48857	Ttra_20_39
Ttra_KNC48858	Ttra_20_40
Ttra_KNC48859	Ttra_20_41
Ttra_KNC48860	Ttra_20_42
Ttra_KNC48861	Ttra_20_43
Ttra_KNC48862	Ttra_20_44
Ttra_KNC48863	Ttra_20_45
Ttra_KNC48864	Ttra_20_46
Ttra_KNC48865	Ttra_20_47
Ttra_KNC48866	Ttra_20_48
Ttra_KNC48867	Ttra_20_49
Ttra_KNC48868	Ttra_20_50
Ttra_KNC48869	Ttra_20_51
Ttra_KNC48870	Ttra_20_52
Ttra_KNC48871	Ttra_20_53
Ttra_KNC48872	Ttra_20_54
Ttra_KNC48873	Ttra_20_55
Ttra_KNC48874	Ttra_20_56
Ttra_KNC48875	Ttra_20_57
Ttra_KNC48876	Ttra_20_58
Ttra_KNC48877	Ttra_20_59
Ttra_KNC48878	Ttra_20_60
Ttra_KNC48879	Ttra_20_61
Ttra_KNC48880	Ttra_20_62
Ttra_KNC48881	Ttra_20_63
Ttra_KNC48882	Ttra_20_64
Ttra_KNC48883	Ttra_20_65
Ttra_KNC48884	Ttra_20_66
Ttra_KNC48885	Ttra_20_67
Ttra_KNC48886	Ttra_20_68
Ttra_KNC48887	Ttra_20_69
Ttra_KNC48888	Ttra_20_70
Ttra_KNC48889	Ttra_20_71
Ttra_KNC48890	Ttra_20_72
Ttra_KNC48891	Ttra_20_73
Ttra_KNC48892	Ttra_20_74
Ttra_KNC48893	Ttra_20_75
Ttra_KNC48894	Ttra_20_76
Ttra_KNC48895	Ttra_20_77
Ttra_KNC48896	Ttra_20_78
Ttra_KNC48897	Ttra_20_79
Ttra_KNC48898	Ttra_20_80
Ttra_KNC48899	Ttra_20_81
Ttra_KNC48900	Ttra_20_82
Ttra_KNC48901	Ttra_20_83
Ttra_KNC48902	Ttra_20_84
Ttra_KNC48903	Ttra_20_85
Ttra_KNC48904	Ttra_20_86
Ttra_KNC48905	Ttra_20_87
Ttra_KNC48906	Ttra_20_88
Ttra_KNC48907	Ttra_20_89
Ttra_KNC48908	Ttra_20_90
Ttra_KNC48909	Ttra_20_91
Ttra_KNC48910	Ttra_20_92
Ttra_KNC48911	Ttra_20_93
Ttra_KNC48912	Ttra_20_94
Ttra_KNC48913	Ttra_20_95
Ttra_KNC48914	Ttra_20_96
Ttra_KNC48915	Ttra_20_97
Ttra_KNC48916	Ttra_20_98
Ttra_KNC48917	Ttra_20_99
Ttra_KNC48918	Ttra_20_100
Ttra_KNC48919	Ttra_20_101
Ttra_KNC48920	Ttra_20_102
Ttra_KNC48921	Ttra_20_103
Ttra_KNC48922	Ttra_20_104
Ttra_KNC48923	Ttra_20_105
Ttra_KNC48924	Ttra_20_106
Ttra_KNC48925	Ttra_20_107
Ttra_KNC48926	Ttra_20_108
Ttra_KNC48927	Ttra_20_109
Ttra_KNC48928	Ttra_20_110
Ttra_KNC48929	Ttra_20_111
Ttra_KNC48930	Ttra_20_112
Ttra_KNC48931	Ttra_20_113
Ttra_KNC48932	Ttra_20_114
Ttra_KNC48933	Ttra_20_115
Ttra_KNC48934	Ttra_20_116
Ttra_KNC48935	Ttra_20_117
Ttra_KNC48936	Ttra_20_118
Ttra_KNC48937	Ttra_20_119
Ttra_KNC48938	Ttra_20_120
Ttra_KNC48939	Ttra_20_121
Ttra_KNC48940	Ttra_20_122
Ttra_KNC48941	Ttra_20_123
Ttra_KNC48942	Ttra_20_124
Ttra_KNC48943	Ttra_20_125
Ttra_KNC48944	Ttra_20_126
Ttra_KNC48945	Ttra_20_127
Ttra_KNC48946	Ttra_20_128
Ttra_KNC48947	Ttra_20_129
Ttra_KNC48948	Ttra_20_130
Ttra_KNC48949	Ttra_20_131
Ttra_KNC48950	Ttra_20_132
Ttra_KNC48951	Ttra_20_133
Ttra_KNC48952	Ttra_20_134
Ttra_KNC48953	Ttra_20_135
Ttra_KNC48954	Ttra_20_136
Ttra_KNC48955	Ttra_20_137
Ttra_KNC48956	Ttra_20_138
Ttra_KNC48957	Ttra_20_139
Ttra_KNC48958	Ttra_20_140
Ttra_KNC48959	Ttra_20_141
Ttra_KNC48960	Ttra_20_142
Ttra_KNC48961	Ttra_20_143
Ttra_KNC48962	Ttra_20_144
Ttra_KNC48963	Ttra_20_145
Ttra_KNC48964	Ttra_20_146
Ttra_KNC48965	Ttra_20_147
Ttra_KNC48966	Ttra_20_148
Ttra_KNC48967	Ttra_20_149
Ttra_KNC48968	Ttra_20_150
Ttra_KNC48969	Ttra_20_151
Ttra_KNC48970	Ttra_20_152
Ttra_KNC48971	Ttra_20_153
Ttra_KNC48972	Ttra_20_154
Ttra_KNC48973	Ttra_20_155
Ttra_KNC48974	Ttra_20_156
Ttra_KNC48975	Ttra_20_157
Ttra_KNC48976	Ttra_20_158
Ttra_KNC48977	Ttra_20_159
Ttra_KNC48978	Ttra_20_160
Ttra_KNC48979	Ttra_20_161
Ttra_KNC48980	Ttra_20_162
Ttra_KNC48981	Ttra_20_163
Ttra_KNC48982	Ttra_20_164
Ttra_KNC48984	Ttra_20_165
Ttra_KNC48985	Ttra_20_166
Ttra_KNC48986	Ttra_20_167
Ttra_KNC48987	Ttra_20_168
Ttra_KNC48988	Ttra_20_169
Ttra_KNC48989	Ttra_20_170
Ttra_KNC48990	Ttra_20_171
Ttra_KNC48991	Ttra_20_172
Ttra_KNC48992	Ttra_20_173
Ttra_KNC48993	Ttra_20_174
Ttra_KNC48994	Ttra_20_175
Ttra_KNC48995	Ttra_20_176
Ttra_KNC48996	Ttra_20_177
Ttra_KNC48997	Ttra_20_178
Ttra_KNC48998	Ttra_20_179
Ttra_KNC48999	Ttra_20_180
Ttra_KNC49000	Ttra_20_181
Ttra_KNC49001	Ttra_20_182
Ttra_KNC49002	Ttra_20_183
Ttra_KNC49003	Ttra_20_184
Ttra_KNC49004	Ttra_20_185
Ttra_KNC49005	Ttra_20_186
Ttra_KNC49006	Ttra_20_187
Ttra_KNC49007	Ttra_20_188
Ttra_KNC49008	Ttra_20_189
Ttra_KNC49009	Ttra_20_190
Ttra_KNC49010	Ttra_20_191
Ttra_KNC49011	Ttra_20_192
Ttra_KNC49012	Ttra_20_193
Ttra_KNC49013	Ttra_20_194
Ttra_KNC49014	Ttra_20_195
Ttra_KNC49015	Ttra_20_196
Ttra_KNC49016	Ttra_20_197
Ttra_KNC49017	Ttra_20_198
Ttra_KNC49018	Ttra_20_199
Ttra_KNC49019	Ttra_20_200
Ttra_KNC49020	Ttra_20_201
Ttra_KNC49021	Ttra_20_202
Ttra_KNC49022	Ttra_20_203
Ttra_KNC49023	Ttra_20_204
Ttra_KNC49024	Ttra_20_205
Ttra_KNC49025	Ttra_20_206
Ttra_KNC49026	Ttra_20_207
Ttra_KNC49027	Ttra_20_208
Ttra_KNC49028	Ttra_20_209
Ttra_KNC49029	Ttra_20_210
Ttra_KNC49030	Ttra_20_211
Ttra_KNC49031	Ttra_20_212
Ttra_KNC49032	Ttra_20_213
Ttra_KNC49033	Ttra_20_214
Ttra_KNC49034	Ttra_20_215
Ttra_KNC49035	Ttra_20_216
Ttra_KNC49036	Ttra_20_217
Ttra_KNC49037	Ttra_21_1
Ttra_KNC49038	Ttra_21_2
Ttra_KNC49039	Ttra_21_3
Ttra_KNC49040	Ttra_21_4
Ttra_KNC49041	Ttra_21_5
Ttra_KNC49042	Ttra_21_6
Ttra_KNC49043	Ttra_21_7
Ttra_KNC49044	Ttra_21_8
Ttra_KNC49045	Ttra_21_9
Ttra_KNC49046	Ttra_21_10
Ttra_KNC49047	Ttra_21_11
Ttra_KNC49048	Ttra_21_12
Ttra_KNC49049	Ttra_21_13
Ttra_KNC49050	Ttra_21_14
Ttra_KNC49051	Ttra_21_15
Ttra_KNC49052	Ttra_21_16
Ttra_KNC49053	Ttra_21_17
Ttra_KNC49054	Ttra_21_18
Ttra_KNC49055	Ttra_21_19
Ttra_KNC49056	Ttra_21_20
Ttra_KNC49057	Ttra_21_21
Ttra_KNC49058	Ttra_21_22
Ttra_KNC49059	Ttra_21_23
Ttra_KNC49060	Ttra_21_24
Ttra_KNC49061	Ttra_21_25
Ttra_KNC49062	Ttra_21_26
Ttra_KNC49063	Ttra_21_27
Ttra_KNC49064	Ttra_21_28
Ttra_KNC49065	Ttra_21_29
Ttra_KNC49066	Ttra_21_30
Ttra_KNC49067	Ttra_21_31
Ttra_KNC49068	Ttra_21_32
Ttra_KNC49069	Ttra_21_33
Ttra_KNC49070	Ttra_21_34
Ttra_KNC49071	Ttra_21_35
Ttra_KNC49072	Ttra_21_36
Ttra_KNC49073	Ttra_21_37
Ttra_KNC49074	Ttra_21_38
Ttra_KNC49075	Ttra_21_39
Ttra_KNC49076	Ttra_21_40
Ttra_KNC49077	Ttra_21_41
Ttra_KNC49078	Ttra_21_42
Ttra_KNC49079	Ttra_21_43
Ttra_KNC49080	Ttra_21_44
Ttra_KNC49081	Ttra_21_45
Ttra_KNC49082	Ttra_21_46
Ttra_KNC49083	Ttra_21_47
Ttra_KNC49084	Ttra_21_48
Ttra_KNC49085	Ttra_21_49
Ttra_KNC49086	Ttra_21_50
Ttra_KNC49087	Ttra_21_51
Ttra_KNC49088	Ttra_21_52
Ttra_KNC49089	Ttra_21_53
Ttra_KNC49090	Ttra_21_54
Ttra_KNC49091	Ttra_21_55
Ttra_KNC49092	Ttra_21_56
Ttra_KNC49093	Ttra_21_57
Ttra_KNC49094	Ttra_21_58
Ttra_KNC49095	Ttra_21_59
Ttra_KNC49096	Ttra_21_60
Ttra_KNC49097	Ttra_21_61
Ttra_KNC49098	Ttra_21_62
Ttra_KNC49099	Ttra_21_63
Ttra_KNC49100	Ttra_21_64
Ttra_KNC49101	Ttra_21_65
Ttra_KNC49102	Ttra_21_66
Ttra_KNC49103	Ttra_21_67
Ttra_KNC49104	Ttra_21_68
Ttra_KNC49105	Ttra_21_69
Ttra_KNC49106	Ttra_21_70
Ttra_KNC49107	Ttra_21_71
Ttra_KNC49108	Ttra_21_72
Ttra_KNC49109	Ttra_21_73
Ttra_KNC49110	Ttra_21_74
Ttra_KNC49111	Ttra_21_75
Ttra_KNC49112	Ttra_21_76
Ttra_KNC49113	Ttra_21_77
Ttra_KNC49114	Ttra_21_78
Ttra_KNC49115	Ttra_21_79
Ttra_KNC49116	Ttra_21_80
Ttra_KNC49117	Ttra_21_81
Ttra_KNC49118	Ttra_21_82
Ttra_KNC49119	Ttra_21_83
Ttra_KNC49120	Ttra_21_84
Ttra_KNC49121	Ttra_21_85
Ttra_KNC49122	Ttra_21_86
Ttra_KNC49123	Ttra_21_87
Ttra_KNC49124	Ttra_21_88
Ttra_KNC49125	Ttra_21_89
Ttra_KNC49126	Ttra_21_90
Ttra_KNC49127	Ttra_21_91
Ttra_KNC49128	Ttra_21_92
Ttra_KNC49129	Ttra_21_93
Ttra_KNC49130	Ttra_21_94
Ttra_KNC49131	Ttra_21_95
Ttra_KNC49132	Ttra_21_96
Ttra_KNC49133	Ttra_21_97
Ttra_KNC49134	Ttra_21_98
Ttra_KNC49135	Ttra_21_99
Ttra_KNC49136	Ttra_21_100
Ttra_KNC49137	Ttra_21_101
Ttra_KNC49138	Ttra_21_102
Ttra_KNC49139	Ttra_21_103
Ttra_KNC49140	Ttra_21_104
Ttra_KNC49141	Ttra_21_105
Ttra_KNC49142	Ttra_21_106
Ttra_KNC49143	Ttra_21_107
Ttra_KNC49144	Ttra_21_108
Ttra_KNC49145	Ttra_21_109
Ttra_KNC49146	Ttra_21_110
Ttra_KNC49147	Ttra_21_111
Ttra_KNC49148	Ttra_21_112
Ttra_KNC49149	Ttra_21_113
Ttra_KNC49150	Ttra_21_114
Ttra_KNC49151	Ttra_21_115
Ttra_KNC49152	Ttra_21_116
Ttra_KNC49153	Ttra_21_117
Ttra_KNC49154	Ttra_21_118
Ttra_KNC49155	Ttra_21_119
Ttra_KNC49156	Ttra_21_120
Ttra_KNC49157	Ttra_21_121
Ttra_KNC49158	Ttra_21_122
Ttra_KNC49159	Ttra_21_123
Ttra_KNC49160	Ttra_21_124
Ttra_KNC49161	Ttra_21_125
Ttra_KNC49162	Ttra_21_126
Ttra_KNC49163	Ttra_21_127
Ttra_KNC49164	Ttra_21_128
Ttra_KNC49165	Ttra_21_129
Ttra_KNC49166	Ttra_21_130
Ttra_KNC49167	Ttra_21_131
Ttra_KNC49168	Ttra_21_132
Ttra_KNC49169	Ttra_21_133
Ttra_KNC49170	Ttra_21_134
Ttra_KNC49171	Ttra_21_135
Ttra_KNC49172	Ttra_21_136
Ttra_KNC49173	Ttra_21_137
Ttra_KNC49174	Ttra_21_138
Ttra_KNC49175	Ttra_21_139
Ttra_KNC49176	Ttra_21_140
Ttra_KNC49177	Ttra_21_141
Ttra_KNC49178	Ttra_21_142
Ttra_KNC49179	Ttra_21_143
Ttra_KNC49180	Ttra_21_144
Ttra_KNC49181	Ttra_21_145
Ttra_KNC49182	Ttra_21_146
Ttra_KNC49183	Ttra_21_147
Ttra_KNC49184	Ttra_21_148
Ttra_KNC49185	Ttra_21_149
Ttra_KNC49186	Ttra_21_150
Ttra_KNC49187	Ttra_21_151
Ttra_KNC49188	Ttra_21_152
Ttra_KNC49189	Ttra_21_153
Ttra_KNC49190	Ttra_21_154
Ttra_KNC49191	Ttra_21_155
Ttra_KNC49192	Ttra_21_156
Ttra_KNC49193	Ttra_21_157
Ttra_KNC49194	Ttra_21_158
Ttra_KNC49195	Ttra_21_159
Ttra_KNC49196	Ttra_21_160
Ttra_KNC49197	Ttra_21_161
Ttra_KNC49198	Ttra_21_162
Ttra_KNC49199	Ttra_21_163
Ttra_KNC49200	Ttra_21_164
Ttra_KNC49201	Ttra_21_165
Ttra_KNC49202	Ttra_22_1
Ttra_KNC49203	Ttra_22_2
Ttra_KNC49204	Ttra_22_3
Ttra_KNC49205	Ttra_22_4
Ttra_KNC49206	Ttra_22_5
Ttra_KNC49207	Ttra_22_6
Ttra_KNC49208	Ttra_22_7
Ttra_KNC49209	Ttra_22_8
Ttra_KNC49210	Ttra_22_9
Ttra_KNC49211	Ttra_22_10
Ttra_KNC49212	Ttra_22_11
Ttra_KNC49213	Ttra_22_12
Ttra_KNC49214	Ttra_22_13
Ttra_KNC49215	Ttra_22_14
Ttra_KNC49216	Ttra_22_15
Ttra_KNC49217	Ttra_22_16
Ttra_KNC49218	Ttra_22_17
Ttra_KNC49219	Ttra_22_18
Ttra_KNC49220	Ttra_22_19
Ttra_KNC49221	Ttra_22_20
Ttra_KNC49222	Ttra_22_21
Ttra_KNC49223	Ttra_22_22
Ttra_KNC49224	Ttra_22_23
Ttra_KNC49225	Ttra_22_24
Ttra_KNC49226	Ttra_22_25
Ttra_KNC49227	Ttra_22_26
Ttra_KNC49228	Ttra_22_27
Ttra_KNC49229	Ttra_22_28
Ttra_KNC49230	Ttra_22_29
Ttra_KNC49231	Ttra_22_30
Ttra_KNC49232	Ttra_22_31
Ttra_KNC49233	Ttra_22_32
Ttra_KNC49234	Ttra_22_33
Ttra_KNC49235	Ttra_22_34
Ttra_KNC49236	Ttra_22_35
Ttra_KNC49237	Ttra_22_36
Ttra_KNC49238	Ttra_22_37
Ttra_KNC49239	Ttra_22_38
Ttra_KNC49240	Ttra_22_39
Ttra_KNC49241	Ttra_22_40
Ttra_KNC49242	Ttra_22_41
Ttra_KNC49243	Ttra_22_42
Ttra_KNC49244	Ttra_22_43
Ttra_KNC49245	Ttra_22_44
Ttra_KNC49246	Ttra_22_45
Ttra_KNC49247	Ttra_22_46
Ttra_KNC49248	Ttra_22_47
Ttra_KNC49249	Ttra_22_48
Ttra_KNC49250	Ttra_22_49
Ttra_KNC49251	Ttra_22_50
Ttra_KNC49252	Ttra_22_51
Ttra_KNC49253	Ttra_22_52
Ttra_KNC49254	Ttra_22_53
Ttra_KNC49255	Ttra_22_54
Ttra_KNC49256	Ttra_22_55
Ttra_KNC49257	Ttra_22_56
Ttra_KNC49258	Ttra_22_57
Ttra_KNC49259	Ttra_22_58
Ttra_KNC49260	Ttra_22_59
Ttra_KNC49261	Ttra_22_60
Ttra_KNC49262	Ttra_22_61
Ttra_KNC49263	Ttra_22_62
Ttra_KNC49264	Ttra_22_63
Ttra_KNC49265	Ttra_22_64
Ttra_KNC49266	Ttra_22_65
Ttra_KNC49267	Ttra_22_66
Ttra_KNC49268	Ttra_22_67
Ttra_KNC49269	Ttra_22_68
Ttra_KNC49270	Ttra_22_69
Ttra_KNC49271	Ttra_22_70
Ttra_KNC49272	Ttra_22_71
Ttra_KNC49273	Ttra_22_72
Ttra_KNC49274	Ttra_22_73
Ttra_KNC49275	Ttra_22_74
Ttra_KNC49276	Ttra_22_75
Ttra_KNC49277	Ttra_22_76
Ttra_KNC49278	Ttra_22_77
Ttra_KNC49279	Ttra_22_78
Ttra_KNC49280	Ttra_22_79
Ttra_KNC49281	Ttra_22_80
Ttra_KNC49282	Ttra_22_81
Ttra_KNC49283	Ttra_22_82
Ttra_KNC49284	Ttra_22_83
Ttra_KNC49285	Ttra_22_84
Ttra_KNC49286	Ttra_22_85
Ttra_KNC49287	Ttra_22_86
Ttra_KNC49288	Ttra_22_87
Ttra_KNC49289	Ttra_22_88
Ttra_KNC49290	Ttra_22_89
Ttra_KNC49291	Ttra_22_90
Ttra_KNC49292	Ttra_22_91
Ttra_KNC49293	Ttra_22_92
Ttra_KNC49294	Ttra_22_93
Ttra_KNC49295	Ttra_22_94
Ttra_KNC49296	Ttra_22_95
Ttra_KNC49297	Ttra_22_96
Ttra_KNC49298	Ttra_22_97
Ttra_KNC49299	Ttra_22_98
Ttra_KNC49300	Ttra_22_99
Ttra_KNC49301	Ttra_22_100
Ttra_KNC49302	Ttra_22_101
Ttra_KNC49303	Ttra_22_102
Ttra_KNC49304	Ttra_22_103
Ttra_KNC49305	Ttra_22_104
Ttra_KNC49306	Ttra_22_105
Ttra_KNC49307	Ttra_22_106
Ttra_KNC49308	Ttra_22_107
Ttra_KNC49309	Ttra_22_108
Ttra_KNC49310	Ttra_22_109
Ttra_KNC49311	Ttra_22_110
Ttra_KNC49312	Ttra_22_111
Ttra_KNC49313	Ttra_22_112
Ttra_KNC49314	Ttra_22_113
Ttra_KNC49315	Ttra_22_114
Ttra_KNC49316	Ttra_22_115
Ttra_KNC49317	Ttra_22_116
Ttra_KNC49318	Ttra_22_117
Ttra_KNC49319	Ttra_22_118
Ttra_KNC49320	Ttra_22_119
Ttra_KNC49321	Ttra_22_120
Ttra_KNC49322	Ttra_22_121
Ttra_KNC49323	Ttra_22_122
Ttra_KNC49324	Ttra_22_123
Ttra_KNC49325	Ttra_22_124
Ttra_KNC49326	Ttra_22_125
Ttra_KNC49327	Ttra_22_126
Ttra_KNC49328	Ttra_22_127
Ttra_KNC49329	Ttra_22_128
Ttra_KNC49330	Ttra_22_129
Ttra_KNC49331	Ttra_22_130
Ttra_KNC49332	Ttra_22_131
Ttra_KNC49333	Ttra_22_132
Ttra_KNC49334	Ttra_22_133
Ttra_KNC49335	Ttra_22_134
Ttra_KNC49336	Ttra_22_135
Ttra_KNC49337	Ttra_22_136
Ttra_KNC49338	Ttra_22_137
Ttra_KNC49339	Ttra_22_138
Ttra_KNC49340	Ttra_22_139
Ttra_KNC49341	Ttra_22_140
Ttra_KNC49342	Ttra_22_141
Ttra_KNC49343	Ttra_22_142
Ttra_KNC49344	Ttra_22_143
Ttra_KNC49345	Ttra_22_144
Ttra_KNC49346	Ttra_22_145
Ttra_KNC49347	Ttra_22_146
Ttra_KNC49350	Ttra_22_147
Ttra_KNC49351	Ttra_23_1
Ttra_KNC49352	Ttra_23_2
Ttra_KNC49353	Ttra_23_3
Ttra_KNC49354	Ttra_23_4
Ttra_KNC49355	Ttra_23_5
Ttra_KNC49356	Ttra_23_6
Ttra_KNC49357	Ttra_23_7
Ttra_KNC49358	Ttra_23_8
Ttra_KNC49359	Ttra_23_9
Ttra_KNC49360	Ttra_23_10
Ttra_KNC49361	Ttra_23_11
Ttra_KNC49362	Ttra_23_12
Ttra_KNC49363	Ttra_23_13
Ttra_KNC49364	Ttra_23_14
Ttra_KNC49365	Ttra_23_15
Ttra_KNC49366	Ttra_23_16
Ttra_KNC49367	Ttra_23_17
Ttra_KNC49368	Ttra_23_18
Ttra_KNC49369	Ttra_23_19
Ttra_KNC49370	Ttra_23_20
Ttra_KNC49371	Ttra_23_21
Ttra_KNC49372	Ttra_23_22
Ttra_KNC49373	Ttra_23_23
Ttra_KNC49374	Ttra_23_24
Ttra_KNC49375	Ttra_23_25
Ttra_KNC49376	Ttra_23_26
Ttra_KNC49377	Ttra_23_27
Ttra_KNC49378	Ttra_23_28
Ttra_KNC49379	Ttra_23_29
Ttra_KNC49380	Ttra_23_30
Ttra_KNC49381	Ttra_23_31
Ttra_KNC49382	Ttra_23_32
Ttra_KNC49383	Ttra_23_33
Ttra_KNC49384	Ttra_23_34
Ttra_KNC49385	Ttra_23_35
Ttra_KNC49386	Ttra_23_36
Ttra_KNC49387	Ttra_23_37
Ttra_KNC49388	Ttra_23_38
Ttra_KNC49389	Ttra_23_39
Ttra_KNC49390	Ttra_23_40
Ttra_KNC49391	Ttra_23_41
Ttra_KNC49392	Ttra_23_42
Ttra_KNC49393	Ttra_23_43
Ttra_KNC49394	Ttra_23_44
Ttra_KNC49395	Ttra_23_45
Ttra_KNC49396	Ttra_23_46
Ttra_KNC49397	Ttra_23_47
Ttra_KNC49398	Ttra_23_48
Ttra_KNC49399	Ttra_23_49
Ttra_KNC49400	Ttra_23_50
Ttra_KNC49401	Ttra_23_51
Ttra_KNC49402	Ttra_23_52
Ttra_KNC49403	Ttra_23_53
Ttra_KNC49404	Ttra_23_54
Ttra_KNC49405	Ttra_23_55
Ttra_KNC49406	Ttra_23_56
Ttra_KNC49407	Ttra_23_57
Ttra_KNC49408	Ttra_23_58
Ttra_KNC49409	Ttra_23_59
Ttra_KNC49410	Ttra_23_60
Ttra_KNC49411	Ttra_23_61
Ttra_KNC49412	Ttra_23_62
Ttra_KNC49413	Ttra_23_63
Ttra_KNC49414	Ttra_23_64
Ttra_KNC49415	Ttra_23_65
Ttra_KNC49416	Ttra_23_66
Ttra_KNC49417	Ttra_23_67
Ttra_KNC49418	Ttra_23_68
Ttra_KNC49419	Ttra_23_69
Ttra_KNC49420	Ttra_23_70
Ttra_KNC49421	Ttra_23_71
Ttra_KNC49422	Ttra_23_72
Ttra_KNC49423	Ttra_23_73
Ttra_KNC49424	Ttra_23_74
Ttra_KNC49425	Ttra_23_75
Ttra_KNC49426	Ttra_23_76
Ttra_KNC49427	Ttra_23_77
Ttra_KNC49428	Ttra_23_78
Ttra_KNC49429	Ttra_23_79
Ttra_KNC49430	Ttra_23_80
Ttra_KNC49431	Ttra_23_81
Ttra_KNC49432	Ttra_23_82
Ttra_KNC49433	Ttra_23_83
Ttra_KNC49434	Ttra_23_84
Ttra_KNC49435	Ttra_23_85
Ttra_KNC49436	Ttra_23_86
Ttra_KNC49437	Ttra_23_87
Ttra_KNC49438	Ttra_23_88
Ttra_KNC49439	Ttra_23_89
Ttra_KNC49440	Ttra_23_90
Ttra_KNC49441	Ttra_23_91
Ttra_KNC49442	Ttra_23_92
Ttra_KNC49443	Ttra_23_93
Ttra_KNC49444	Ttra_23_94
Ttra_KNC49445	Ttra_23_95
Ttra_KNC49446	Ttra_23_96
Ttra_KNC49447	Ttra_23_97
Ttra_KNC49448	Ttra_23_98
Ttra_KNC49449	Ttra_23_99
Ttra_KNC49450	Ttra_23_100
Ttra_KNC49451	Ttra_23_101
Ttra_KNC49452	Ttra_23_102
Ttra_KNC49453	Ttra_23_103
Ttra_KNC49454	Ttra_23_104
Ttra_KNC49455	Ttra_23_105
Ttra_KNC49456	Ttra_23_106
Ttra_KNC49457	Ttra_23_107
Ttra_KNC49458	Ttra_23_108
Ttra_KNC49459	Ttra_23_109
Ttra_KNC49460	Ttra_23_110
Ttra_KNC49461	Ttra_23_111
Ttra_KNC49462	Ttra_23_112
Ttra_KNC49463	Ttra_23_113
Ttra_KNC49464	Ttra_23_114
Ttra_KNC49465	Ttra_23_115
Ttra_KNC49466	Ttra_23_116
Ttra_KNC49467	Ttra_23_117
Ttra_KNC49468	Ttra_23_118
Ttra_KNC49469	Ttra_23_119
Ttra_KNC49470	Ttra_23_120
Ttra_KNC49471	Ttra_23_121
Ttra_KNC49472	Ttra_23_122
Ttra_KNC49473	Ttra_23_123
Ttra_KNC49474	Ttra_23_124
Ttra_KNC49475	Ttra_23_125
Ttra_KNC49476	Ttra_23_126
Ttra_KNC49477	Ttra_23_127
Ttra_KNC49478	Ttra_23_128
Ttra_KNC49479	Ttra_23_129
Ttra_KNC49480	Ttra_23_130
Ttra_KNC49481	Ttra_23_131
Ttra_KNC49482	Ttra_23_132
Ttra_KNC49483	Ttra_23_133
Ttra_KNC49484	Ttra_23_134
Ttra_KNC49485	Ttra_23_135
Ttra_KNC49486	Ttra_23_136
Ttra_KNC49487	Ttra_23_137
Ttra_KNC49488	Ttra_23_138
Ttra_KNC49489	Ttra_23_139
Ttra_KNC49490	Ttra_23_140
Ttra_KNC49491	Ttra_23_141
Ttra_KNC49492	Ttra_23_142
Ttra_KNC49493	Ttra_23_143
Ttra_KNC49494	Ttra_23_144
Ttra_KNC49495	Ttra_23_145
Ttra_KNC49496	Ttra_23_146
Ttra_KNC49497	Ttra_23_147
Ttra_KNC49498	Ttra_23_148
Ttra_KNC49499	Ttra_24_1
Ttra_KNC49500	Ttra_24_2
Ttra_KNC49501	Ttra_24_3
Ttra_KNC49502	Ttra_24_4
Ttra_KNC49503	Ttra_24_5
Ttra_KNC49504	Ttra_24_6
Ttra_KNC49505	Ttra_24_7
Ttra_KNC49506	Ttra_24_8
Ttra_KNC49507	Ttra_24_9
Ttra_KNC49508	Ttra_24_10
Ttra_KNC49509	Ttra_24_11
Ttra_KNC49510	Ttra_24_12
Ttra_KNC49511	Ttra_24_13
Ttra_KNC49512	Ttra_24_14
Ttra_KNC49513	Ttra_24_15
Ttra_KNC49514	Ttra_24_16
Ttra_KNC49515	Ttra_24_17
Ttra_KNC49516	Ttra_24_18
Ttra_KNC49517	Ttra_24_19
Ttra_KNC49518	Ttra_24_20
Ttra_KNC49519	Ttra_24_21
Ttra_KNC49521	Ttra_24_22
Ttra_KNC49522	Ttra_24_23
Ttra_KNC49523	Ttra_24_24
Ttra_KNC49524	Ttra_24_25
Ttra_KNC49525	Ttra_24_26
Ttra_KNC49526	Ttra_24_27
Ttra_KNC49527	Ttra_24_28
Ttra_KNC49528	Ttra_24_29
Ttra_KNC49529	Ttra_24_30
Ttra_KNC49530	Ttra_24_31
Ttra_KNC49531	Ttra_24_32
Ttra_KNC49532	Ttra_24_33
Ttra_KNC49533	Ttra_24_34
Ttra_KNC49534	Ttra_24_35
Ttra_KNC49535	Ttra_24_36
Ttra_KNC49536	Ttra_24_37
Ttra_KNC49537	Ttra_24_38
Ttra_KNC49538	Ttra_24_39
Ttra_KNC49539	Ttra_24_40
Ttra_KNC49540	Ttra_24_41
Ttra_KNC49541	Ttra_24_42
Ttra_KNC49542	Ttra_24_43
Ttra_KNC49543	Ttra_24_44
Ttra_KNC49544	Ttra_24_45
Ttra_KNC49545	Ttra_24_46
Ttra_KNC49546	Ttra_24_47
Ttra_KNC49547	Ttra_24_48
Ttra_KNC49548	Ttra_24_49
Ttra_KNC49549	Ttra_24_50
Ttra_KNC49550	Ttra_24_51
Ttra_KNC49551	Ttra_24_52
Ttra_KNC49552	Ttra_24_53
Ttra_KNC49553	Ttra_24_54
