Rirr_XM_025323691.1	Rirr_1_1
Rirr_XM_025317363.1	Rirr_106_74
Rirr_XM_025317364.1	Rirr_106_75
Rirr_XM_025326003.1	Rirr_106_76
Rirr_XM_025333590.1	Rirr_106_77
Rirr_XM_025317365.1	Rirr_106_78
Rirr_XM_025326004.1	Rirr_106_79
Rirr_XM_025332030.1	Rirr_106_80
Rirr_XM_025332031.1	Rirr_106_81
Rirr_XM_025317366.1	Rirr_106_82
Rirr_XM_025333593.1	Rirr_106_83
Rirr_XM_025326005.1	Rirr_106_84
Rirr_XM_025332032.1	Rirr_106_85
Rirr_XM_025310816.1	Rirr_106_86
Rirr_XM_025309290.1	Rirr_106_87
Rirr_XM_025309294.1	Rirr_106_88
Rirr_XM_025317367.1	Rirr_106_89
Rirr_XM_025317368.1	Rirr_106_90
Rirr_XM_025317369.1	Rirr_106_91
Rirr_XM_025317370.1	Rirr_106_92
Rirr_XM_025317371.1	Rirr_106_93
Rirr_XM_025317372.1	Rirr_106_94
Rirr_XM_025310817.1	Rirr_107_1
Rirr_XM_025332033.1	Rirr_107_2
Rirr_XM_025310818.1	Rirr_107_3
Rirr_XM_025326006.1	Rirr_107_4
Rirr_XM_025317373.1	Rirr_107_5
Rirr_XM_025326007.1	Rirr_107_6
Rirr_XM_025329136.1	Rirr_107_7
Rirr_XM_025333597.1	Rirr_107_8
Rirr_XM_025317374.1	Rirr_107_9
Rirr_XM_025317375.1	Rirr_107_10
Rirr_XM_025317376.1	Rirr_107_11
Rirr_XM_025332034.1	Rirr_107_12
Rirr_XM_025323501.1	Rirr_107_13
Rirr_XM_025330370.1	Rirr_107_14
Rirr_XM_025310819.1	Rirr_107_15
Rirr_XM_025326008.1	Rirr_107_16
Rirr_XM_025317377.1	Rirr_107_17
Rirr_XM_025332035.1	Rirr_107_18
Rirr_XM_025310820.1	Rirr_107_19
Rirr_XM_025333600.1	Rirr_107_20
Rirr_XM_025317378.1	Rirr_107_21
Rirr_XM_025332036.1	Rirr_107_22
Rirr_XM_025317379.1	Rirr_107_23
Rirr_XM_025333601.1	Rirr_107_24
Rirr_XM_025326009.1	Rirr_107_25
Rirr_XM_025326010.1	Rirr_107_26
Rirr_XM_025330371.1	Rirr_107_27
Rirr_XM_025333602.1	Rirr_107_28
Rirr_XM_025317380.1	Rirr_107_29
Rirr_XM_025317381.1	Rirr_107_30
Rirr_XM_025333604.1	Rirr_107_31
Rirr_XM_025317382.1	Rirr_107_32
Rirr_XM_025317383.1	Rirr_107_33
Rirr_XM_025317384.1	Rirr_107_34
Rirr_XM_025333606.1	Rirr_107_35
Rirr_XM_025333607.1	Rirr_107_36
Rirr_XM_025317385.1	Rirr_107_37
Rirr_XM_025317386.1	Rirr_107_38
Rirr_XM_025310821.1	Rirr_107_39
Rirr_XM_025317387.1	Rirr_107_40
Rirr_XM_025317388.1	Rirr_107_41
Rirr_XM_025317389.1	Rirr_107_42
Rirr_XM_025310822.1	Rirr_107_43
Rirr_XM_025326011.1	Rirr_107_44
Rirr_XM_025310823.1	Rirr_107_45
Rirr_XM_025317390.1	Rirr_107_46
Rirr_XM_025317391.1	Rirr_107_47
Rirr_XM_025329137.1	Rirr_107_48
Rirr_XM_025317392.1	Rirr_107_49
Rirr_XM_025317393.1	Rirr_107_50
Rirr_XM_025333643.1	Rirr_107_51
Rirr_XM_025317394.1	Rirr_107_52
Rirr_XM_025317395.1	Rirr_107_53
Rirr_XM_025317396.1	Rirr_107_54
Rirr_XM_025317397.1	Rirr_107_55
Rirr_XM_025317398.1	Rirr_107_56
Rirr_XM_025317399.1	Rirr_107_57
Rirr_XM_025317400.1	Rirr_107_58
Rirr_XM_025333644.1	Rirr_107_59
Rirr_XM_025317401.1	Rirr_107_60
Rirr_XM_025317402.1	Rirr_107_61
Rirr_XM_025332037.1	Rirr_107_62
Rirr_XM_025332038.1	Rirr_107_63
Rirr_XM_025332039.1	Rirr_107_64
Rirr_XM_025326012.1	Rirr_107_65
Rirr_XM_025326013.1	Rirr_107_66
Rirr_XM_025326014.1	Rirr_107_67
Rirr_XM_025317403.1	Rirr_107_68
Rirr_XM_025317404.1	Rirr_107_69
Rirr_XM_025317405.1	Rirr_107_70
Rirr_XM_025333650.1	Rirr_107_71
Rirr_XM_025333649.1	Rirr_107_72
Rirr_XM_025317406.1	Rirr_107_73
Rirr_XM_025317407.1	Rirr_107_74
Rirr_XM_025309295.1	Rirr_107_75
Rirr_XM_025333653.1	Rirr_107_76
Rirr_XM_025333654.1	Rirr_107_77
Rirr_XM_025317408.1	Rirr_107_78
Rirr_XM_025317409.1	Rirr_107_79
Rirr_XM_025317410.1	Rirr_107_80
Rirr_XM_025326015.1	Rirr_107_81
Rirr_XM_025317411.1	Rirr_107_82
Rirr_XM_025317412.1	Rirr_107_83
Rirr_XM_025333662.1	Rirr_107_84
Rirr_XM_025333661.1	Rirr_107_85
Rirr_XM_025308782.1	Rirr_107_86
Rirr_XM_025317413.1	Rirr_108_1
Rirr_XM_025317414.1	Rirr_108_2
Rirr_XM_025317415.1	Rirr_108_3
Rirr_XM_025317416.1	Rirr_108_4
Rirr_XM_025317417.1	Rirr_108_5
Rirr_XM_025309296.1	Rirr_108_6
Rirr_XM_025317418.1	Rirr_108_7
Rirr_XM_025317419.1	Rirr_108_8
Rirr_XM_025317420.1	Rirr_108_9
Rirr_XM_025326016.1	Rirr_108_10
Rirr_XM_025333688.1	Rirr_108_11
Rirr_XM_025317421.1	Rirr_108_12
Rirr_XM_025317422.1	Rirr_108_13
Rirr_XM_025323281.1	Rirr_108_14
Rirr_XM_025326017.1	Rirr_108_15
Rirr_XM_025317423.1	Rirr_108_16
Rirr_XM_025317424.1	Rirr_108_17
Rirr_XM_025309298.1	Rirr_108_18
Rirr_XM_025317425.1	Rirr_108_19
Rirr_XM_025323282.1	Rirr_108_20
Rirr_XM_025326018.1	Rirr_108_21
Rirr_XM_025333696.1	Rirr_108_22
Rirr_XM_025317426.1	Rirr_108_23
Rirr_XM_025317427.1	Rirr_108_24
Rirr_XM_025317428.1	Rirr_108_25
Rirr_XM_025329138.1	Rirr_108_26
Rirr_XM_025317429.1	Rirr_108_27
Rirr_XM_025333730.1	Rirr_108_28
Rirr_XM_025317430.1	Rirr_108_29
Rirr_XM_025317431.1	Rirr_108_30
Rirr_XM_025317432.1	Rirr_108_31
Rirr_XM_025317433.1	Rirr_108_32
Rirr_XM_025317434.1	Rirr_108_33
Rirr_XM_025317435.1	Rirr_108_34
Rirr_XM_025326019.1	Rirr_108_35
Rirr_XM_025317436.1	Rirr_108_36
Rirr_XM_025317437.1	Rirr_108_37
Rirr_XM_025317438.1	Rirr_108_38
Rirr_XM_025317439.1	Rirr_108_39
Rirr_XM_025317441.1	Rirr_108_40
Rirr_XM_025317442.1	Rirr_108_41
Rirr_XM_025310824.1	Rirr_108_42
Rirr_XM_025329139.1	Rirr_108_43
Rirr_XM_025317443.1	Rirr_108_44
Rirr_XM_025317444.1	Rirr_108_45
Rirr_XM_025317445.1	Rirr_108_46
Rirr_XM_025330372.1	Rirr_108_47
Rirr_XM_025317446.1	Rirr_108_48
Rirr_XM_025317447.1	Rirr_108_49
Rirr_XM_025326020.1	Rirr_108_50
Rirr_XM_025317448.1	Rirr_108_51
Rirr_XM_025326021.1	Rirr_108_52
Rirr_XM_025317449.1	Rirr_108_53
Rirr_XM_025317450.1	Rirr_108_54
Rirr_XM_025317451.1	Rirr_108_55
Rirr_XM_025310825.1	Rirr_108_56
Rirr_XM_025333773.1	Rirr_108_57
Rirr_XM_025309297.1	Rirr_108_58
Rirr_XM_025310826.1	Rirr_108_59
Rirr_XM_025317452.1	Rirr_108_60
Rirr_XM_025326022.1	Rirr_108_61
Rirr_XM_025317453.1	Rirr_108_62
Rirr_XM_025317454.1	Rirr_108_63
Rirr_XM_025317455.1	Rirr_108_64
Rirr_XM_025310827.1	Rirr_108_65
Rirr_XM_025330373.1	Rirr_108_66
Rirr_XM_025329140.1	Rirr_108_67
Rirr_XM_025333775.1	Rirr_108_68
Rirr_XM_025333774.1	Rirr_108_69
Rirr_XM_025317456.1	Rirr_108_70
Rirr_XM_025310828.1	Rirr_108_71
Rirr_XM_025326023.1	Rirr_108_72
Rirr_XM_025317457.1	Rirr_108_73
Rirr_XM_025317458.1	Rirr_108_74
Rirr_XM_025317459.1	Rirr_108_75
Rirr_XM_025317460.1	Rirr_108_76
Rirr_XM_025317461.1	Rirr_108_77
Rirr_XM_025317462.1	Rirr_108_78
Rirr_XM_025326024.1	Rirr_108_79
Rirr_XM_025326025.1	Rirr_108_80
Rirr_XM_025310829.1	Rirr_108_81
Rirr_XM_025310830.1	Rirr_108_82
Rirr_XM_025317463.1	Rirr_108_83
Rirr_XM_025309304.1	Rirr_109_1
Rirr_XM_025326026.1	Rirr_109_2
Rirr_XM_025326027.1	Rirr_109_3
Rirr_XM_025326028.1	Rirr_109_4
Rirr_XM_025326029.1	Rirr_109_5
Rirr_XM_025332040.1	Rirr_109_6
Rirr_XM_025326030.1	Rirr_109_7
Rirr_XM_025326031.1	Rirr_109_8
Rirr_XM_025333803.1	Rirr_109_9
Rirr_XM_025317464.1	Rirr_109_10
Rirr_XM_025332041.1	Rirr_109_11
Rirr_XM_025317465.1	Rirr_109_12
Rirr_XM_025317466.1	Rirr_109_13
Rirr_XM_025310831.1	Rirr_109_14
Rirr_XM_025310832.1	Rirr_109_15
Rirr_XM_025317467.1	Rirr_109_16
Rirr_XM_025317468.1	Rirr_109_17
Rirr_XM_025333813.1	Rirr_109_18
Rirr_XM_025317469.1	Rirr_109_19
Rirr_XM_025326032.1	Rirr_109_20
Rirr_XM_025309302.1	Rirr_109_21
Rirr_XM_025326033.1	Rirr_109_22
Rirr_XM_025317470.1	Rirr_109_23
Rirr_XM_025317471.1	Rirr_109_24
Rirr_XM_025326034.1	Rirr_109_25
Rirr_XM_025326035.1	Rirr_109_26
Rirr_XM_025326036.1	Rirr_109_27
Rirr_XM_025326037.1	Rirr_109_28
Rirr_XM_025317472.1	Rirr_109_29
Rirr_XM_025317473.1	Rirr_109_30
Rirr_XM_025317474.1	Rirr_109_31
Rirr_XM_025330374.1	Rirr_109_32
Rirr_XM_025326038.1	Rirr_109_33
Rirr_XM_025333817.1	Rirr_109_34
Rirr_XM_025333818.1	Rirr_109_35
Rirr_XM_025317475.1	Rirr_109_36
Rirr_XM_025317476.1	Rirr_109_37
Rirr_XM_025317477.1	Rirr_109_38
Rirr_XM_025317478.1	Rirr_109_39
Rirr_XM_025317479.1	Rirr_109_40
Rirr_XM_025333827.1	Rirr_109_41
Rirr_XM_025309301.1	Rirr_109_42
Rirr_XM_025310833.1	Rirr_109_43
Rirr_XM_025317480.1	Rirr_109_44
Rirr_XM_025317481.1	Rirr_109_45
Rirr_XM_025317482.1	Rirr_109_46
Rirr_XM_025326039.1	Rirr_109_47
Rirr_XM_025326040.1	Rirr_109_48
Rirr_XM_025317483.1	Rirr_109_49
Rirr_XM_025332042.1	Rirr_109_50
Rirr_XM_025317484.1	Rirr_109_51
Rirr_XM_025326041.1	Rirr_109_52
Rirr_XM_025317485.1	Rirr_109_53
Rirr_XM_025317486.1	Rirr_109_54
Rirr_XM_025309299.1	Rirr_109_55
Rirr_XM_025309300.1	Rirr_109_56
Rirr_XM_025317487.1	Rirr_109_57
Rirr_XM_025317488.1	Rirr_109_58
Rirr_XM_025317489.1	Rirr_109_59
Rirr_XM_025317490.1	Rirr_109_60
Rirr_XM_025317491.1	Rirr_109_61
Rirr_XM_025317492.1	Rirr_109_62
Rirr_XM_025317493.1	Rirr_109_63
Rirr_XM_025317494.1	Rirr_109_64
Rirr_XM_025317495.1	Rirr_109_65
Rirr_XM_025317496.1	Rirr_109_66
Rirr_XM_025333845.1	Rirr_109_67
Rirr_XM_025317497.1	Rirr_109_68
Rirr_XM_025317498.1	Rirr_109_69
Rirr_XM_025330375.1	Rirr_109_70
Rirr_XM_025317499.1	Rirr_109_71
Rirr_XM_025323502.1	Rirr_109_72
Rirr_XM_025317500.1	Rirr_109_73
Rirr_XM_025310834.1	Rirr_109_74
Rirr_XM_025330376.1	Rirr_109_75
Rirr_XM_025317501.1	Rirr_109_76
Rirr_XM_025309305.1	Rirr_109_77
Rirr_XM_025333848.1	Rirr_109_78
Rirr_XM_025317502.1	Rirr_109_79
Rirr_XM_025333851.1	Rirr_109_80
Rirr_XM_025309303.1	Rirr_109_81
Rirr_XM_025317503.1	Rirr_109_82
Rirr_XM_025317504.1	Rirr_109_83
Rirr_XM_025317505.1	Rirr_109_84
Rirr_XM_025317506.1	Rirr_109_85
Rirr_XM_025317507.1	Rirr_109_86
Rirr_XM_025317508.1	Rirr_109_87
Rirr_XM_025326042.1	Rirr_109_88
Rirr_XM_025326043.1	Rirr_109_89
Rirr_XM_025326044.1	Rirr_109_90
Rirr_XM_025332043.1	Rirr_109_91
Rirr_XM_025317509.1	Rirr_109_92
Rirr_XM_025326045.1	Rirr_109_93
Rirr_XM_025332044.1	Rirr_109_94
Rirr_XM_025317510.1	Rirr_109_95
Rirr_XM_025317511.1	Rirr_109_96
Rirr_XM_025317512.1	Rirr_109_97
Rirr_XM_025317513.1	Rirr_109_98
Rirr_XM_025326046.1	Rirr_110_1
Rirr_XM_025326047.1	Rirr_110_2
Rirr_XM_025332045.1	Rirr_110_3
Rirr_XM_025317514.1	Rirr_110_4
Rirr_XM_025326048.1	Rirr_110_5
Rirr_XM_025317515.1	Rirr_110_6
Rirr_XM_025317516.1	Rirr_110_7
Rirr_XM_025308897.1	Rirr_110_8
Rirr_XM_025333959.1	Rirr_110_9
Rirr_XM_025333960.1	Rirr_110_10
Rirr_XM_025317517.1	Rirr_110_11
Rirr_XM_025317518.1	Rirr_110_12
Rirr_XM_025317519.1	Rirr_110_13
Rirr_XM_025317520.1	Rirr_110_14
Rirr_XM_025317521.1	Rirr_110_15
Rirr_XM_025317522.1	Rirr_110_16
Rirr_XM_025323503.1	Rirr_110_17
Rirr_XM_025317523.1	Rirr_110_18
Rirr_XM_025317524.1	Rirr_110_19
Rirr_XM_025317525.1	Rirr_110_20
Rirr_XM_025317526.1	Rirr_110_21
Rirr_XM_025332046.1	Rirr_110_22
Rirr_XM_025317527.1	Rirr_110_23
Rirr_XM_025317528.1	Rirr_110_24
Rirr_XM_025310835.1	Rirr_110_25
Rirr_XM_025317529.1	Rirr_110_26
Rirr_XM_025326049.1	Rirr_110_27
Rirr_XM_025326050.1	Rirr_110_28
Rirr_XM_025317530.1	Rirr_110_29
Rirr_XM_025317531.1	Rirr_110_30
Rirr_XM_025317532.1	Rirr_110_31
Rirr_XM_025310836.1	Rirr_110_32
Rirr_XM_025326051.1	Rirr_110_33
Rirr_XM_025326052.1	Rirr_110_34
Rirr_XM_025332047.1	Rirr_110_35
Rirr_XM_025326053.1	Rirr_110_36
Rirr_XM_025332048.1	Rirr_110_37
Rirr_XM_025317533.1	Rirr_110_38
Rirr_XM_025317534.1	Rirr_110_39
Rirr_XM_025326054.1	Rirr_110_40
Rirr_XM_025310837.1	Rirr_110_41
Rirr_XM_025326055.1	Rirr_110_42
Rirr_XM_025317535.1	Rirr_110_43
Rirr_XM_025333984.1	Rirr_110_44
Rirr_XM_025317536.1	Rirr_110_45
Rirr_XM_025326056.1	Rirr_110_46
Rirr_XM_025331131.1	Rirr_110_47
Rirr_XM_025326057.1	Rirr_110_48
Rirr_XM_025317537.1	Rirr_110_49
Rirr_XM_025332049.1	Rirr_110_50
Rirr_XM_025332050.1	Rirr_110_51
Rirr_XM_025310838.1	Rirr_110_52
Rirr_XM_025332051.1	Rirr_110_53
Rirr_XM_025310839.1	Rirr_110_54
Rirr_XM_025317538.1	Rirr_110_55
Rirr_XM_025326058.1	Rirr_110_56
Rirr_XM_025330377.1	Rirr_110_57
Rirr_XM_025323504.1	Rirr_110_58
Rirr_XM_025330378.1	Rirr_110_59
Rirr_XM_025332052.1	Rirr_110_60
Rirr_XM_025326059.1	Rirr_110_61
Rirr_XM_025317539.1	Rirr_110_62
Rirr_XM_025331132.1	Rirr_110_63
Rirr_XM_025333991.1	Rirr_110_64
Rirr_XM_025309306.1	Rirr_110_65
Rirr_XM_025317540.1	Rirr_110_66
Rirr_XM_025317541.1	Rirr_110_67
Rirr_XM_025332053.1	Rirr_110_68
Rirr_XM_025330379.1	Rirr_111_1
Rirr_XM_025317542.1	Rirr_111_2
Rirr_XM_025317543.1	Rirr_111_3
Rirr_XM_025317544.1	Rirr_111_4
Rirr_XM_025309311.1	Rirr_111_5
Rirr_XM_025310840.1	Rirr_111_6
Rirr_XM_025317545.1	Rirr_111_7
Rirr_XM_025317546.1	Rirr_111_8
Rirr_XM_025326060.1	Rirr_111_9
Rirr_XM_025326061.1	Rirr_111_10
Rirr_XM_025317547.1	Rirr_111_11
Rirr_XM_025317548.1	Rirr_111_12
Rirr_XM_025317549.1	Rirr_111_13
Rirr_XM_025334007.1	Rirr_111_14
Rirr_XM_025317550.1	Rirr_111_15
Rirr_XM_025317551.1	Rirr_111_16
Rirr_XM_025317552.1	Rirr_111_17
Rirr_XM_025317553.1	Rirr_111_18
Rirr_XM_025310841.1	Rirr_111_19
Rirr_XM_025326062.1	Rirr_111_20
Rirr_XM_025329144.1	Rirr_111_21
Rirr_XM_025309307.1	Rirr_111_22
Rirr_XM_025317554.1	Rirr_111_23
Rirr_XM_025326063.1	Rirr_111_24
Rirr_XM_025330380.1	Rirr_111_25
Rirr_XM_025317555.1	Rirr_111_26
Rirr_XM_025317556.1	Rirr_111_27
Rirr_XM_025332054.1	Rirr_111_28
Rirr_XM_025326064.1	Rirr_111_29
Rirr_XM_025330381.1	Rirr_111_30
Rirr_XM_025309309.1	Rirr_111_31
Rirr_XM_025326065.1	Rirr_111_32
Rirr_XM_025326066.1	Rirr_111_33
Rirr_XM_025329145.1	Rirr_111_34
Rirr_XM_025332055.1	Rirr_111_35
Rirr_XM_025330382.1	Rirr_111_36
Rirr_XM_025310842.1	Rirr_111_37
Rirr_XM_025317557.1	Rirr_111_38
Rirr_XM_025317558.1	Rirr_111_39
Rirr_XM_025310843.1	Rirr_111_40
Rirr_XM_025310844.1	Rirr_111_41
Rirr_XM_025317559.1	Rirr_111_42
Rirr_XM_025334012.1	Rirr_111_43
Rirr_XM_025317560.1	Rirr_111_44
Rirr_XM_025332056.1	Rirr_111_45
Rirr_XM_025326067.1	Rirr_111_46
Rirr_XM_025309308.1	Rirr_111_47
Rirr_XM_025317561.1	Rirr_111_48
Rirr_XM_025317562.1	Rirr_111_49
Rirr_XM_025334040.1	Rirr_111_50
Rirr_XM_025334045.1	Rirr_111_51
Rirr_XM_025309310.1	Rirr_111_52
Rirr_XM_025317563.1	Rirr_111_53
Rirr_XM_025326068.1	Rirr_111_54
Rirr_XM_025334035.1	Rirr_111_55
Rirr_XM_025317564.1	Rirr_111_56
Rirr_XM_025317565.1	Rirr_111_57
Rirr_XM_025317566.1	Rirr_111_58
Rirr_XM_025317567.1	Rirr_111_59
Rirr_XM_025317568.1	Rirr_111_60
Rirr_XM_025326069.1	Rirr_111_61
Rirr_XM_025317569.1	Rirr_111_62
Rirr_XM_025317570.1	Rirr_111_63
Rirr_XM_025317571.1	Rirr_111_64
Rirr_XM_025317572.1	Rirr_111_65
Rirr_XM_025326070.1	Rirr_111_66
Rirr_XM_025326071.1	Rirr_111_67
Rirr_XM_025329146.1	Rirr_111_68
Rirr_XM_025317573.1	Rirr_111_69
Rirr_XM_025317574.1	Rirr_111_70
Rirr_XM_025317575.1	Rirr_111_71
Rirr_XM_025317576.1	Rirr_111_72
Rirr_XM_025310845.1	Rirr_111_73
Rirr_XM_025317577.1	Rirr_111_74
Rirr_XM_025326072.1	Rirr_111_75
Rirr_XM_025326073.1	Rirr_111_76
Rirr_XM_025317578.1	Rirr_111_77
Rirr_XM_025317579.1	Rirr_111_78
Rirr_XM_025326074.1	Rirr_112_1
Rirr_XM_025317580.1	Rirr_112_2
Rirr_XM_025317581.1	Rirr_112_3
Rirr_XM_025317582.1	Rirr_112_4
Rirr_XM_025317583.1	Rirr_112_5
Rirr_XM_025317584.1	Rirr_112_6
Rirr_XM_025326075.1	Rirr_112_7
Rirr_XM_025334106.1	Rirr_112_8
Rirr_XM_025323505.1	Rirr_112_9
Rirr_XM_025317585.1	Rirr_112_10
Rirr_XM_025323283.1	Rirr_112_11
Rirr_XM_025309312.1	Rirr_112_12
Rirr_XM_025317586.1	Rirr_112_13
Rirr_XM_025317588.1	Rirr_112_14
Rirr_XM_025317587.1	Rirr_112_15
Rirr_XM_025317589.1	Rirr_112_16
Rirr_XM_025334116.1	Rirr_112_17
Rirr_XM_025334115.1	Rirr_112_18
Rirr_XM_025334117.1	Rirr_112_19
Rirr_XM_025308641.1	Rirr_112_20
Rirr_XM_025317590.1	Rirr_112_21
Rirr_XM_025317591.1	Rirr_112_22
Rirr_XM_025326076.1	Rirr_112_23
Rirr_XM_025317592.1	Rirr_112_24
Rirr_XM_025317593.1	Rirr_112_25
Rirr_XM_025330383.1	Rirr_112_26
Rirr_XM_025317594.1	Rirr_112_27
Rirr_XM_025317595.1	Rirr_112_28
Rirr_XM_025334137.1	Rirr_112_29
Rirr_XM_025309313.1	Rirr_112_30
Rirr_XM_025317596.1	Rirr_112_31
Rirr_XM_025317597.1	Rirr_112_32
Rirr_XM_025317598.1	Rirr_112_33
Rirr_XM_025330384.1	Rirr_112_34
Rirr_XM_025329147.1	Rirr_112_35
Rirr_XM_025329148.1	Rirr_112_36
Rirr_XM_025317599.1	Rirr_112_37
Rirr_XM_025317600.1	Rirr_112_38
Rirr_XM_025310846.1	Rirr_112_39
Rirr_XM_025326077.1	Rirr_112_40
Rirr_XM_025330385.1	Rirr_112_41
Rirr_XM_025317601.1	Rirr_112_42
Rirr_XM_025326078.1	Rirr_112_43
Rirr_XM_025317602.1	Rirr_112_44
Rirr_XM_025317603.1	Rirr_112_45
Rirr_XM_025323506.1	Rirr_112_46
Rirr_XM_025326079.1	Rirr_112_47
Rirr_XM_025330386.1	Rirr_112_48
Rirr_XM_025317604.1	Rirr_112_49
Rirr_XM_025317605.1	Rirr_112_50
Rirr_XM_025323507.1	Rirr_112_51
Rirr_XM_025317606.1	Rirr_112_52
Rirr_XM_025317607.1	Rirr_112_53
Rirr_XM_025326080.1	Rirr_112_54
Rirr_XM_025317608.1	Rirr_112_55
Rirr_XM_025330387.1	Rirr_112_56
Rirr_XM_025317609.1	Rirr_112_57
Rirr_XM_025330388.1	Rirr_112_58
Rirr_XM_025326081.1	Rirr_112_59
Rirr_XM_025326082.1	Rirr_112_60
Rirr_XM_025326083.1	Rirr_112_61
Rirr_XM_025310847.1	Rirr_112_62
Rirr_XM_025317610.1	Rirr_112_63
Rirr_XM_025326084.1	Rirr_112_64
Rirr_XM_025317611.1	Rirr_112_65
Rirr_XM_025317612.1	Rirr_112_66
Rirr_XM_025317613.1	Rirr_112_67
Rirr_XM_025317614.1	Rirr_112_68
Rirr_XM_025326085.1	Rirr_112_69
Rirr_XM_025317615.1	Rirr_113_1
Rirr_XM_025310848.1	Rirr_113_2
Rirr_XM_025326086.1	Rirr_113_3
Rirr_XM_025329149.1	Rirr_113_4
Rirr_XM_025310849.1	Rirr_113_5
Rirr_XM_025308848.1	Rirr_113_6
Rirr_XM_025317616.1	Rirr_113_7
Rirr_XM_025326087.1	Rirr_113_8
Rirr_XM_025310850.1	Rirr_113_9
Rirr_XM_025310851.1	Rirr_113_10
Rirr_XM_025310852.1	Rirr_113_11
Rirr_XM_025326088.1	Rirr_113_12
Rirr_XM_025317617.1	Rirr_113_13
Rirr_XM_025330389.1	Rirr_113_14
Rirr_XM_025334178.1	Rirr_113_15
Rirr_XM_025317618.1	Rirr_113_16
Rirr_XM_025317619.1	Rirr_113_17
Rirr_XM_025330390.1	Rirr_113_18
Rirr_XM_025317620.1	Rirr_113_19
Rirr_XM_025317621.1	Rirr_113_20
Rirr_XM_025317622.1	Rirr_113_21
Rirr_XM_025317623.1	Rirr_113_22
Rirr_XM_025317624.1	Rirr_113_23
Rirr_XM_025317625.1	Rirr_113_24
Rirr_XM_025326089.1	Rirr_113_25
Rirr_XM_025317626.1	Rirr_113_26
Rirr_XM_025326090.1	Rirr_113_27
Rirr_XM_025326091.1	Rirr_113_28
Rirr_XM_025317627.1	Rirr_113_29
Rirr_XM_025317628.1	Rirr_113_30
Rirr_XM_025310853.1	Rirr_113_31
Rirr_XM_025317629.1	Rirr_113_32
Rirr_XM_025317630.1	Rirr_113_33
Rirr_XM_025317631.1	Rirr_113_34
Rirr_XM_025317632.1	Rirr_113_35
Rirr_XM_025317633.1	Rirr_113_36
Rirr_XM_025317634.1	Rirr_113_37
Rirr_XM_025334194.1	Rirr_113_38
Rirr_XM_025334195.1	Rirr_113_39
Rirr_XM_025317635.1	Rirr_113_40
Rirr_XM_025308913.1	Rirr_113_41
Rirr_XM_025323284.1	Rirr_113_42
Rirr_XM_025317636.1	Rirr_113_43
Rirr_XM_025317637.1	Rirr_113_44
Rirr_XM_025317638.1	Rirr_113_45
Rirr_XM_025317639.1	Rirr_113_46
Rirr_XM_025317640.1	Rirr_113_47
Rirr_XM_025317641.1	Rirr_113_48
Rirr_XM_025317642.1	Rirr_113_49
Rirr_XM_025317643.1	Rirr_113_50
Rirr_XM_025317644.1	Rirr_113_51
Rirr_XM_025317645.1	Rirr_113_52
Rirr_XM_025317646.1	Rirr_113_53
Rirr_XM_025317647.1	Rirr_113_54
Rirr_XM_025317648.1	Rirr_113_55
Rirr_XM_025317649.1	Rirr_113_56
Rirr_XM_025326092.1	Rirr_113_57
Rirr_XM_025317650.1	Rirr_113_58
Rirr_XM_025317651.1	Rirr_113_59
Rirr_XM_025317652.1	Rirr_113_60
Rirr_XM_025317653.1	Rirr_113_61
Rirr_XM_025334240.1	Rirr_113_62
Rirr_XM_025317654.1	Rirr_113_63
Rirr_XM_025310854.1	Rirr_113_64
Rirr_XM_025334239.1	Rirr_113_65
Rirr_XM_025317655.1	Rirr_113_66
Rirr_XM_025317656.1	Rirr_113_67
Rirr_XM_025317657.1	Rirr_113_68
Rirr_XM_025317658.1	Rirr_113_69
Rirr_XM_025326093.1	Rirr_113_70
Rirr_XM_025332057.1	Rirr_113_71
Rirr_XM_025317659.1	Rirr_113_72
Rirr_XM_025317660.1	Rirr_113_73
Rirr_XM_025326094.1	Rirr_113_74
Rirr_XM_025317661.1	Rirr_113_75
Rirr_XM_025317662.1	Rirr_113_76
Rirr_XM_025317663.1	Rirr_113_77
Rirr_XM_025317664.1	Rirr_113_78
Rirr_XM_025317665.1	Rirr_113_79
Rirr_XM_025317666.1	Rirr_113_80
Rirr_XM_025329150.1	Rirr_113_81
Rirr_XM_025317667.1	Rirr_113_82
Rirr_XM_025317668.1	Rirr_113_83
Rirr_XM_025317669.1	Rirr_113_84
Rirr_XM_025317670.1	Rirr_113_85
Rirr_XM_025332058.1	Rirr_113_86
Rirr_XM_025326095.1	Rirr_113_87
Rirr_XM_025326096.1	Rirr_113_88
Rirr_XM_025326097.1	Rirr_113_89
Rirr_XM_025317671.1	Rirr_113_90
Rirr_XM_025317672.1	Rirr_113_91
Rirr_XM_025326098.1	Rirr_113_92
Rirr_XM_025317673.1	Rirr_113_93
Rirr_XM_025326099.1	Rirr_113_94
Rirr_XM_025331133.1	Rirr_113_95
Rirr_XM_025317674.1	Rirr_113_96
Rirr_XM_025310855.1	Rirr_113_97
Rirr_XM_025317675.1	Rirr_113_98
Rirr_XM_025317676.1	Rirr_113_99
Rirr_XM_025317677.1	Rirr_113_100
Rirr_XM_025308644.1	Rirr_114_1
Rirr_XM_025332059.1	Rirr_114_2
Rirr_XM_025317678.1	Rirr_114_3
Rirr_XM_025310856.1	Rirr_114_4
