Phatri_Phatr3_J31400.t1	Phatri_1_1
Phatri_Phatr3_J41064.t1	Phatri_20_114
Phatri_Phatr3_J50174.t1	Phatri_20_115
Phatri_Phatr3_J50175.t1	Phatri_20_116
Phatri_Phatr3_J16603.t1	Phatri_20_117
Phatri_Phatr3_EG00144.t1	Phatri_20_118
Phatri_Phatr3_J41069.t1	Phatri_20_119
Phatri_Phatr3_J50177.t1	Phatri_20_120
Phatri_Phatr3_J41071.t1	Phatri_20_121
Phatri_Phatr3_J50179.t1	Phatri_20_122
Phatri_Phatr3_J23826.t1	Phatri_20_123
Phatri_Phatr3_EG00140.t1	Phatri_20_124
Phatri_Phatr3_J50181.t1	Phatri_20_125
Phatri_Phatr3_J50182.t1	Phatri_20_126
Phatri_Phatr3_J50183.t1	Phatri_20_127
Phatri_Phatr3_J50184.t1	Phatri_20_128
Phatri_Phatr3_J50185.t1	Phatri_20_129
Phatri_Phatr3_J41079.t1	Phatri_20_130
Phatri_Phatr3_J52678.t1	Phatri_20_131
Phatri_Phatr3_J50187.t1	Phatri_20_132
Phatri_Phatr3_J41082.t1	Phatri_20_133
Phatri_Phatr3_EG00142.t1	Phatri_20_134
Phatri_Phatr3_J23830.t1	Phatri_20_135
Phatri_Phatr3_J50189.t1	Phatri_20_136
Phatri_Phatr3_J23833.t1	Phatri_20_137
Phatri_Phatr3_J50191.t1	Phatri_20_138
Phatri_Phatr3_EG00130.t1	Phatri_20_139
Phatri_Phatr3_EG00143.t1	Phatri_20_140
Phatri_Phatr3_J30960.t1	Phatri_20_141
Phatri_Phatr3_J41088.t1	Phatri_20_142
Phatri_Phatr3_J50193.t1	Phatri_20_143
Phatri_Phatr3_J50194.t1	Phatri_20_144
Phatri_Phatr3_J41091.t1	Phatri_20_145
Phatri_Phatr3_J41092.t1	Phatri_20_146
Phatri_Phatr3_J50195.t1	Phatri_20_147
Phatri_Phatr3_J41094.t1	Phatri_20_148
Phatri_Phatr3_J50197.t1	Phatri_20_149
Phatri_Phatr3_EG02214.t1	Phatri_20_150
Phatri_Phatr3_J41098.t1	Phatri_20_151
Phatri_Phatr3_J50200.t1	Phatri_20_152
Phatri_Phatr3_J50201.t1	Phatri_20_153
Phatri_Phatr3_J30967.t1	Phatri_20_154
Phatri_Phatr3_J16648.t1	Phatri_20_155
Phatri_Phatr3_J55157.t1	Phatri_20_156
Phatri_Phatr3_J23850.t1	Phatri_20_157
Phatri_Phatr3_J41106.t1	Phatri_20_158
Phatri_Phatr3_J50206.t1	Phatri_20_159
Phatri_Phatr3_J30977.t1	Phatri_20_160
Phatri_Phatr3_J41109.t1	Phatri_20_161
Phatri_Phatr3_J50208.t1	Phatri_20_162
Phatri_Phatr3_J50209.t1	Phatri_20_163
Phatri_Phatr3_J50210.t1	Phatri_20_164
Phatri_Phatr3_J50211.t1	Phatri_20_165
Phatri_Phatr3_EG00133.t1	Phatri_20_166
Phatri_Phatr3_EG00131.t1	Phatri_20_167
Phatri_Phatr3_J50212.t1	Phatri_20_168
Phatri_Phatr3_J50213.t1	Phatri_20_169
Phatri_Phatr3_J41117.t1	Phatri_21_1
Phatri_Phatr3_J50214.t1	Phatri_21_2
Phatri_Phatr3_J50215.t1	Phatri_21_3
Phatri_Phatr3_J50216.t1	Phatri_21_4
Phatri_Phatr3_J50217.t1	Phatri_21_5
Phatri_Phatr3_J50218.t1	Phatri_21_6
Phatri_Phatr3_EG00162.t1	Phatri_21_7
Phatri_Phatr3_J41125.t1	Phatri_21_8
Phatri_Phatr3_EG00150.t1	Phatri_21_9
Phatri_Phatr3_J50220.t1	Phatri_21_10
Phatri_Phatr3_J50221.t1	Phatri_21_11
Phatri_Phatr3_J8044.t1	Phatri_21_12
Phatri_Phatr3_J52684.t1	Phatri_21_13
Phatri_Phatr3_J41129.t1	Phatri_21_14
Phatri_Phatr3_J41130.t1	Phatri_21_15
Phatri_Phatr3_J50224.t1	Phatri_21_16
Phatri_Phatr3_J16807.t1	Phatri_21_17
Phatri_Phatr3_EG00161.t1	Phatri_21_18
Phatri_Phatr3_EG02501.t1	Phatri_21_19
Phatri_Phatr3_EG02591.t1	Phatri_21_20
Phatri_Phatr3_J50229.t1	Phatri_21_21
Phatri_Phatr3_J23862.t1	Phatri_21_22
Phatri_Phatr3_J52685.t1	Phatri_21_23
Phatri_Phatr3_J23865.t1	Phatri_21_24
Phatri_Phatr3_J16803.t1	Phatri_21_25
Phatri_Phatr3_J23871.t1	Phatri_21_26
Phatri_Phatr3_J50235.t1	Phatri_21_27
Phatri_Phatr3_J50236.t1	Phatri_21_28
Phatri_Phatr3_J50237.t1	Phatri_21_29
Phatri_Phatr3_J50238.t1	Phatri_21_30
Phatri_Phatr3_J50239.t1	Phatri_21_31
Phatri_Phatr3_J50240.t1	Phatri_21_32
Phatri_Phatr3_EG00153.t1	Phatri_21_33
Phatri_Phatr3_J50241.t1	Phatri_21_34
Phatri_Phatr3_J41149.t1	Phatri_21_35
Phatri_Phatr3_J41150.t1	Phatri_21_36
Phatri_Phatr3_J16688.t1	Phatri_21_37
Phatri_Phatr3_EG00163.t1	Phatri_21_38
Phatri_Phatr3_J55162.t1	Phatri_21_39
Phatri_Phatr3_J50245.t1	Phatri_21_40
Phatri_Phatr3_J50246.t1	Phatri_21_41
Phatri_Phatr3_EG02216.t1	Phatri_21_42
Phatri_Phatr3_J42361.t1	Phatri_21_43
Phatri_Phatr3_EG00160.t1	Phatri_21_44
Phatri_Phatr3_J16798.t1	Phatri_21_45
Phatri_Phatr3_J1719.t1	Phatri_21_46
Phatri_Phatr3_J50250.t1	Phatri_21_47
Phatri_Phatr3_J50251.t1	Phatri_21_48
Phatri_Phatr3_J50252.t1	Phatri_21_49
Phatri_Phatr3_J50253.t1	Phatri_21_50
Phatri_Phatr3_J50254.t1	Phatri_21_51
Phatri_Phatr3_EG00151.t1	Phatri_21_52
Phatri_Phatr3_J50255.t1	Phatri_21_53
Phatri_Phatr3_J41167.t1	Phatri_21_54
Phatri_Phatr3_J50256.t1	Phatri_21_55
Phatri_Phatr3_J50257.t1	Phatri_21_56
Phatri_Phatr3_J41170.t1	Phatri_21_57
Phatri_Phatr3_J50259.t1	Phatri_21_58
Phatri_Phatr3_J41172.t1	Phatri_21_59
Phatri_Phatr3_J41173.t1	Phatri_21_60
Phatri_Phatr3_J41174.t1	Phatri_21_61
Phatri_Phatr3_J7801.t1	Phatri_21_62
Phatri_Phatr3_J50263.t1	Phatri_21_63
Phatri_Phatr3_J16725.t1	Phatri_21_64
Phatri_Phatr3_J50265.t1	Phatri_21_65
Phatri_Phatr3_J16683.t1	Phatri_21_66
Phatri_Phatr3_J16707.t1	Phatri_21_67
Phatri_Phatr3_J50268.t1	Phatri_21_68
Phatri_Phatr3_EG00147.t1	Phatri_21_69
Phatri_Phatr3_J50269.t1	Phatri_21_70
Phatri_Phatr3_J42364.t1	Phatri_21_71
Phatri_Phatr3_J50270.t1	Phatri_21_72
Phatri_Phatr3_EG02592.t1	Phatri_21_73
Phatri_Phatr3_EG02590.t1	Phatri_21_74
Phatri_Phatr3_J50273.t1	Phatri_21_75
Phatri_Phatr3_J50274.t1	Phatri_21_76
Phatri_Phatr3_J41189.t1	Phatri_21_77
Phatri_Phatr3_J16711.t1	Phatri_21_78
Phatri_Phatr3_J50277.t1	Phatri_21_79
Phatri_Phatr3_J41192.t1	Phatri_21_80
Phatri_Phatr3_J16693.t1	Phatri_21_81
Phatri_Phatr3_J41194.t1	Phatri_21_82
Phatri_Phatr3_J23908.t1	Phatri_21_83
Phatri_Phatr3_J50280.t1	Phatri_21_84
Phatri_Phatr3_EG02215.t1	Phatri_21_85
Phatri_Phatr3_EG00149.t1	Phatri_21_86
Phatri_Phatr3_J50283.t1	Phatri_21_87
Phatri_Phatr3_J23913.t1	Phatri_21_88
Phatri_Phatr3_J5718.t1	Phatri_21_89
Phatri_Phatr3_J50286.t1	Phatri_21_90
Phatri_Phatr3_J50287.t1	Phatri_21_91
Phatri_Phatr3_J50288.t1	Phatri_21_92
Phatri_Phatr3_J50289.t1	Phatri_21_93
Phatri_Phatr3_J23920.t1	Phatri_21_94
Phatri_Phatr3_J23924.t1	Phatri_21_95
Phatri_Phatr3_J16722.t1	Phatri_21_96
Phatri_Phatr3_J16674.t1	Phatri_21_97
Phatri_Phatr3_EG00166.t1	Phatri_21_98
Phatri_Phatr3_J50292.t1	Phatri_21_99
Phatri_Phatr3_J41210.t1	Phatri_21_100
Phatri_Phatr3_J50293.t1	Phatri_21_101
Phatri_Phatr3_EG00164.t1	Phatri_21_102
Phatri_Phatr3_J981.t1	Phatri_21_103
Phatri_Phatr3_J50295.t1	Phatri_21_104
Phatri_Phatr3_J41214.t1	Phatri_21_105
Phatri_Phatr3_EG00165.t1	Phatri_21_106
Phatri_Phatr3_EG00156.t1	Phatri_21_107
Phatri_Phatr3_J50296.t1	Phatri_21_108
Phatri_Phatr3_EG00155.t1	Phatri_21_109
Phatri_Phatr3_J51271.t1	Phatri_21_110
Phatri_Phatr3_J50298.t1	Phatri_21_111
Phatri_Phatr3_EG02588.t1	Phatri_21_112
Phatri_Phatr3_J2819.t1	Phatri_21_113
Phatri_Phatr3_J41220.t1	Phatri_21_114
Phatri_Phatr3_J50302.t1	Phatri_21_115
Phatri_Phatr3_J50303.t1	Phatri_21_116
Phatri_Phatr3_J50304.t1	Phatri_21_117
Phatri_Phatr3_J50305.t1	Phatri_21_118
Phatri_Phatr3_J50306.t1	Phatri_21_119
Phatri_Phatr3_J50307.t1	Phatri_21_120
Phatri_Phatr3_J31068.t1	Phatri_21_121
Phatri_Phatr3_J16786.t1	Phatri_21_122
Phatri_Phatr3_J50309.t1	Phatri_21_123
Phatri_Phatr3_EG00159.t1	Phatri_21_124
Phatri_Phatr3_J50310.t1	Phatri_21_125
Phatri_Phatr3_J41231.t1	Phatri_21_126
Phatri_Phatr3_J31073.t1	Phatri_21_127
Phatri_Phatr3_J50312.t1	Phatri_21_128
Phatri_Phatr3_J41234.t1	Phatri_21_129
Phatri_Phatr3_J16698.t1	Phatri_21_130
Phatri_Phatr3_J42373.t1	Phatri_21_131
Phatri_Phatr3_J50315.t1	Phatri_21_132
Phatri_Phatr3_J41238.t1	Phatri_21_133
Phatri_Phatr3_J50316.t1	Phatri_21_134
Phatri_Phatr3_J6914.t1	Phatri_21_135
Phatri_Phatr3_J41241.t1	Phatri_21_136
Phatri_Phatr3_J50318.t1	Phatri_21_137
Phatri_Phatr3_J41243.t1	Phatri_21_138
Phatri_Phatr3_J41244.t1	Phatri_21_139
Phatri_Phatr3_J55176.t1	Phatri_21_140
Phatri_Phatr3_J3559.t1	Phatri_21_141
Phatri_Phatr3_EG02217.t1	Phatri_21_142
Phatri_Phatr3_J50322.t1	Phatri_21_143
Phatri_Phatr3_EG00157.t1	Phatri_21_144
Phatri_Phatr3_J23959.t1	Phatri_21_145
Phatri_Phatr3_J41252.t1	Phatri_21_146
Phatri_Phatr3_J16766.t1	Phatri_21_147
Phatri_Phatr3_J41254.t1	Phatri_21_148
Phatri_Phatr3_EG00148.t1	Phatri_21_149
Phatri_Phatr3_J50325.t1	Phatri_21_150
Phatri_Phatr3_J50326.t1	Phatri_21_151
Phatri_Phatr3_J50327.t1	Phatri_21_152
Phatri_Phatr3_EG00158.t1	Phatri_21_153
Phatri_Phatr3_J50328.t1	Phatri_21_154
Phatri_Phatr3_J41259.t1	Phatri_21_155
Phatri_Phatr3_J16814.t1	Phatri_21_156
Phatri_Phatr3_J50330.t1	Phatri_21_157
Phatri_Phatr3_J4708.t1	Phatri_21_158
Phatri_Phatr3_J50332.t1	Phatri_21_159
Phatri_Phatr3_J50333.t1	Phatri_21_160
Phatri_Phatr3_J41265.t1	Phatri_21_161
Phatri_Phatr3_EG00152.t1	Phatri_21_162
Phatri_Phatr3_J16787.t1	Phatri_21_163
Phatri_Phatr3_J41267.t1	Phatri_21_164
Phatri_Phatr3_J41268.t1	Phatri_21_165
Phatri_Phatr3_J4634.t1	Phatri_21_166
Phatri_Phatr3_J50336.t1	Phatri_21_167
Phatri_Phatr3_J55177.t1	Phatri_21_168
Phatri_Phatr3_J50338.t1	Phatri_21_169
Phatri_Phatr3_J50339.t1	Phatri_21_170
Phatri_Phatr3_J50340.t1	Phatri_21_171
Phatri_Phatr3_J16669.t1	Phatri_21_172
Phatri_Phatr3_EG02589.t1	Phatri_21_173
Phatri_Phatr3_J41277.t1	Phatri_21_174
Phatri_Phatr3_J50343.t1	Phatri_21_175
Phatri_Phatr3_J50344.t1	Phatri_21_176
Phatri_Phatr3_J50345.t1	Phatri_21_177
Phatri_Phatr3_J16719.t1	Phatri_21_178
Phatri_Phatr3_J41282.t1	Phatri_21_179
Phatri_Phatr3_J50346.t1	Phatri_21_180
Phatri_Phatr3_J50347.t1	Phatri_21_181
Phatri_Phatr3_EG00154.t1	Phatri_21_182
Phatri_Phatr3_J41286.t1	Phatri_22_1
Phatri_Phatr3_J41287.t1	Phatri_22_2
Phatri_Phatr3_EG00090.t1	Phatri_22_3
Phatri_Phatr3_J50348.t1	Phatri_22_4
Phatri_Phatr3_J50349.t1	Phatri_22_5
Phatri_Phatr3_J7294.t1	Phatri_22_6
Phatri_Phatr3_J41291.t1	Phatri_22_7
Phatri_Phatr3_J6435.t1	Phatri_22_8
Phatri_Phatr3_EG02210.t1	Phatri_22_9
Phatri_Phatr3_EG00085.t1	Phatri_22_10
Phatri_Phatr3_EG00120.t1	Phatri_22_11
Phatri_Phatr3_EG00106.t1	Phatri_22_12
Phatri_Phatr3_EG00109.t1	Phatri_22_13
Phatri_Phatr3_EG00104.t1	Phatri_22_14
Phatri_Phatr3_J51277.t1	Phatri_22_15
Phatri_Phatr3_J50353.t1	Phatri_22_16
Phatri_Phatr3_J16922.t1	Phatri_22_17
Phatri_Phatr3_J31109.t1	Phatri_22_18
Phatri_Phatr3_EG02208.t1	Phatri_22_19
Phatri_Phatr3_J50356.t1	Phatri_22_20
Phatri_Phatr3_J5271.t1	Phatri_22_21
Phatri_Phatr3_J41302.t1	Phatri_22_22
Phatri_Phatr3_J50357.t1	Phatri_22_23
Phatri_Phatr3_J50358.t1	Phatri_22_24
Phatri_Phatr3_J8154.t1	Phatri_22_25
Phatri_Phatr3_J50359.t1	Phatri_22_26
Phatri_Phatr3_J16827.t1	Phatri_22_27
Phatri_Phatr3_J50361.t1	Phatri_22_28
Phatri_Phatr3_J50362.t1	Phatri_22_29
Phatri_Phatr3_J50363.t1	Phatri_22_30
Phatri_Phatr3_J50364.t1	Phatri_22_31
Phatri_Phatr3_J50365.t1	Phatri_22_32
Phatri_Phatr3_J50366.t1	Phatri_22_33
Phatri_Phatr3_J50367.t1	Phatri_22_34
Phatri_Phatr3_EG00117.t1	Phatri_22_35
Phatri_Phatr3_J51279.t1	Phatri_22_36
Phatri_Phatr3_EG00091.t1	Phatri_22_37
Phatri_Phatr3_J41316.t1	Phatri_22_38
Phatri_Phatr3_J50370.t1	Phatri_22_39
Phatri_Phatr3_J41318.t1	Phatri_22_40
Phatri_Phatr3_J50371.t1	Phatri_22_41
Phatri_Phatr3_EG00096.t1	Phatri_22_42
Phatri_Phatr3_EG00114.t1	Phatri_22_43
Phatri_Phatr3_J50372.t1	Phatri_22_44
Phatri_Phatr3_EG00118.t1	Phatri_22_45
Phatri_Phatr3_J50373.t1	Phatri_22_46
Phatri_Phatr3_EG02211.t1	Phatri_22_47
Phatri_Phatr3_EG00122.t1	Phatri_22_48
Phatri_Phatr3_EG00087.t1	Phatri_22_49
Phatri_Phatr3_J50377.t1	Phatri_22_50
Phatri_Phatr3_EG00097.t1	Phatri_22_51
Phatri_Phatr3_EG00121.t1	Phatri_22_52
Phatri_Phatr3_EG00102.t1	Phatri_22_53
Phatri_Phatr3_EG00093.t1	Phatri_22_54
Phatri_Phatr3_EG00116.t1	Phatri_22_55
Phatri_Phatr3_EG00115.t1	Phatri_22_56
Phatri_Phatr3_EG00103.t1	Phatri_22_57
Phatri_Phatr3_EG00086.t1	Phatri_22_58
Phatri_Phatr3_EG00098.t1	Phatri_22_59
Phatri_Phatr3_EG00101.t1	Phatri_22_60
Phatri_Phatr3_J41327.t1	Phatri_22_61
Phatri_Phatr3_EG00124.t1	Phatri_22_62
Phatri_Phatr3_EG00110.t1	Phatri_22_63
Phatri_Phatr3_J51280.t1	Phatri_22_64
Phatri_Phatr3_J16911.t1	Phatri_22_65
Phatri_Phatr3_J24006.t1	Phatri_22_66
Phatri_Phatr3_J31133.t1	Phatri_22_67
Phatri_Phatr3_EG00112.t1	Phatri_22_68
Phatri_Phatr3_J16891.t1	Phatri_22_69
Phatri_Phatr3_J50384.t1	Phatri_22_70
Phatri_Phatr3_J31140.t1	Phatri_22_71
Phatri_Phatr3_J24019.t1	Phatri_22_72
Phatri_Phatr3_J16854.t1	Phatri_22_73
Phatri_Phatr3_J50387.t1	Phatri_22_74
Phatri_Phatr3_J50388.t1	Phatri_22_75
Phatri_Phatr3_EG00095.t1	Phatri_22_76
Phatri_Phatr3_EG00094.t1	Phatri_22_77
Phatri_Phatr3_J31147.t1	Phatri_22_78
Phatri_Phatr3_J50390.t1	Phatri_22_79
Phatri_Phatr3_EG00126.t1	Phatri_22_80
Phatri_Phatr3_EG00119.t1	Phatri_22_81
Phatri_Phatr3_J16850.t1	Phatri_22_82
Phatri_Phatr3_J50392.t1	Phatri_22_83
Phatri_Phatr3_EG00088.t1	Phatri_22_84
Phatri_Phatr3_J31156.t1	Phatri_22_85
Phatri_Phatr3_J31160.t1	Phatri_22_86
Phatri_Phatr3_J50397.t1	Phatri_22_87
Phatri_Phatr3_J50398.t1	Phatri_22_88
Phatri_Phatr3_J41348.t1	Phatri_22_89
Phatri_Phatr3_J41349.t1	Phatri_22_90
Phatri_Phatr3_EG00123.t1	Phatri_22_91
Phatri_Phatr3_J55187.t1	Phatri_22_92
Phatri_Phatr3_EG00113.t1	Phatri_22_93
Phatri_Phatr3_J41350.t1	Phatri_22_94
Phatri_Phatr3_J41351.t1	Phatri_22_95
Phatri_Phatr3_J8141.t1	Phatri_22_96
Phatri_Phatr3_J50401.t1	Phatri_22_97
Phatri_Phatr3_J51283.t1	Phatri_22_98
Phatri_Phatr3_J16861.t1	Phatri_22_99
Phatri_Phatr3_J41356.t1	Phatri_22_100
Phatri_Phatr3_J16859.t1	Phatri_22_101
Phatri_Phatr3_J41358.t1	Phatri_22_102
Phatri_Phatr3_J41359.t1	Phatri_22_103
Phatri_Phatr3_J2171.t1	Phatri_22_104
Phatri_Phatr3_J2164.t1	Phatri_22_105
Phatri_Phatr3_J16843.t1	Phatri_22_106
Phatri_Phatr3_J50408.t1	Phatri_22_107
Phatri_Phatr3_EG00111.t1	Phatri_22_108
Phatri_Phatr3_J16870.t1	Phatri_22_109
Phatri_Phatr3_J41365.t1	Phatri_22_110
Phatri_Phatr3_EG00125.t1	Phatri_22_111
Phatri_Phatr3_J16904.t1	Phatri_22_112
Phatri_Phatr3_J50411.t1	Phatri_22_113
Phatri_Phatr3_J50412.t1	Phatri_22_114
Phatri_Phatr3_J50413.t1	Phatri_22_115
Phatri_Phatr3_EG00107.t1	Phatri_22_116
Phatri_Phatr3_J50414.t1	Phatri_22_117
Phatri_Phatr3_J16840.t1	Phatri_22_118
Phatri_Phatr3_EG00089.t1	Phatri_22_119
Phatri_Phatr3_J50416.t1	Phatri_22_120
Phatri_Phatr3_J50417.t1	Phatri_22_121
Phatri_Phatr3_EG00099.t1	Phatri_22_122
Phatri_Phatr3_J41374.t1	Phatri_22_123
Phatri_Phatr3_J24069.t1	Phatri_22_124
Phatri_Phatr3_J50419.t1	Phatri_22_125
Phatri_Phatr3_J55192.t1	Phatri_22_126
Phatri_Phatr3_EG00092.t1	Phatri_22_127
Phatri_Phatr3_EG02209.t1	Phatri_22_128
Phatri_Phatr3_J41383.t1	Phatri_22_129
Phatri_Phatr3_J16932.t1	Phatri_22_130
Phatri_Phatr3_EG00100.t1	Phatri_22_131
Phatri_Phatr3_EG00105.t1	Phatri_22_132
Phatri_Phatr3_J50428.t1	Phatri_22_133
Phatri_Phatr3_EG00108.t1	Phatri_22_134
Phatri_Phatr3_J33082.t1	Phatri_23_1
Phatri_Phatr3_J43786.t1	Phatri_23_2
Phatri_Phatr3_J10524.t1	Phatri_23_3
Phatri_Phatr3_EG01736.t1	Phatri_23_4
Phatri_Phatr3_J43788.t1	Phatri_23_5
Phatri_Phatr3_J4234.t1	Phatri_23_6
Phatri_Phatr3_J33087.t1	Phatri_23_7
Phatri_Phatr3_J33088.t1	Phatri_23_8
Phatri_Phatr3_J43791.t1	Phatri_23_9
Phatri_Phatr3_J43792.t1	Phatri_23_10
Phatri_Phatr3_J7562.t1	Phatri_23_11
Phatri_Phatr3_J43793.t1	Phatri_23_12
Phatri_Phatr3_J43794.t1	Phatri_23_13
Phatri_Phatr3_J54150.t1	Phatri_23_14
Phatri_Phatr3_J43796.t1	Phatri_23_15
Phatri_Phatr3_J43797.t1	Phatri_23_16
Phatri_Phatr3_EG01719.t1	Phatri_23_17
Phatri_Phatr3_J10367.t1	Phatri_23_18
Phatri_Phatr3_EG01677.t1	Phatri_23_19
Phatri_Phatr3_J33099.t1	Phatri_23_20
Phatri_Phatr3_J43799.t1	Phatri_23_21
Phatri_Phatr3_EG01711.t1	Phatri_23_22
Phatri_Phatr3_J43801.t1	Phatri_23_23
Phatri_Phatr3_J43802.t1	Phatri_23_24
Phatri_Phatr3_EG02142.t1	Phatri_23_25
Phatri_Phatr3_EG02147.t1	Phatri_23_26
Phatri_Phatr3_J43804.t1	Phatri_23_27
Phatri_Phatr3_J33106.t1	Phatri_23_28
Phatri_Phatr3_J33107.t1	Phatri_23_29
Phatri_Phatr3_J8543.t1	Phatri_23_30
Phatri_Phatr3_EG01675.t1	Phatri_23_31
Phatri_Phatr3_J10437.t1	Phatri_23_32
Phatri_Phatr3_J33110.t1	Phatri_23_33
Phatri_Phatr3_J33111.t1	Phatri_23_34
Phatri_Phatr3_J43807.t1	Phatri_23_35
Phatri_Phatr3_J43808.t1	Phatri_23_36
Phatri_Phatr3_EG01694.t1	Phatri_23_37
Phatri_Phatr3_J54151.t1	Phatri_23_38
Phatri_Phatr3_J33116.t1	Phatri_23_39
Phatri_Phatr3_J1764.t1	Phatri_23_40
Phatri_Phatr3_EG01626.t1	Phatri_23_41
Phatri_Phatr3_J33118.t1	Phatri_23_42
Phatri_Phatr3_J5629.t1	Phatri_23_43
Phatri_Phatr3_J33120.t1	Phatri_23_44
Phatri_Phatr3_J43813.t1	Phatri_23_45
Phatri_Phatr3_J43814.t1	Phatri_23_46
Phatri_Phatr3_EG01720.t1	Phatri_23_47
Phatri_Phatr3_J43815.t1	Phatri_23_48
Phatri_Phatr3_EG01716.t1	Phatri_23_49
Phatri_Phatr3_EG01713.t1	Phatri_23_50
Phatri_Phatr3_EG02157.t1	Phatri_23_51
Phatri_Phatr3_EG02149.t1	Phatri_23_52
Phatri_Phatr3_EG01643.t1	Phatri_23_53
Phatri_Phatr3_EG01685.t1	Phatri_23_54
Phatri_Phatr3_EG01637.t1	Phatri_23_55
Phatri_Phatr3_J54153.t1	Phatri_23_56
Phatri_Phatr3_EG01695.t1	Phatri_23_57
Phatri_Phatr3_J43817.t1	Phatri_23_58
Phatri_Phatr3_J43818.t1	Phatri_23_59
Phatri_Phatr3_J33128.t1	Phatri_23_60
Phatri_Phatr3_J10271.t1	Phatri_23_61
Phatri_Phatr3_J43819.t1	Phatri_23_62
Phatri_Phatr3_J33131.t1	Phatri_23_63
Phatri_Phatr3_J43821.t1	Phatri_23_64
Phatri_Phatr3_J43822.t1	Phatri_23_65
Phatri_Phatr3_J43823.t1	Phatri_23_66
Phatri_Phatr3_J43824.t1	Phatri_23_67
Phatri_Phatr3_J10306.t1	Phatri_23_68
Phatri_Phatr3_EG01646.t1	Phatri_23_69
Phatri_Phatr3_J43825.t1	Phatri_23_70
Phatri_Phatr3_J43826.t1	Phatri_23_71
Phatri_Phatr3_J43827.t1	Phatri_23_72
Phatri_Phatr3_J43828.t1	Phatri_23_73
Phatri_Phatr3_J33141.t1	Phatri_23_74
Phatri_Phatr3_EG01718.t1	Phatri_23_75
Phatri_Phatr3_J25572.t1	Phatri_23_76
Phatri_Phatr3_EG02146.t1	Phatri_23_77
Phatri_Phatr3_EG02141.t1	Phatri_23_78
Phatri_Phatr3_J43831.t1	Phatri_23_79
Phatri_Phatr3_J25577.t1	Phatri_23_80
Phatri_Phatr3_J3140.t1	Phatri_23_81
Phatri_Phatr3_J33147.t1	Phatri_23_82
Phatri_Phatr3_EG01671.t1	Phatri_23_83
Phatri_Phatr3_J25581.t1	Phatri_23_84
Phatri_Phatr3_J43835.t1	Phatri_23_85
Phatri_Phatr3_EG01747.t1	Phatri_23_86
Phatri_Phatr3_J18458.t1	Phatri_23_87
Phatri_Phatr3_J33150.t1	Phatri_23_88
Phatri_Phatr3_J7088.t1	Phatri_23_89
Phatri_Phatr3_J43838.t1	Phatri_23_90
Phatri_Phatr3_J33153.t1	Phatri_23_91
Phatri_Phatr3_J43839.t1	Phatri_23_92
Phatri_Phatr3_J43840.t1	Phatri_23_93
Phatri_Phatr3_J43841.t1	Phatri_23_94
Phatri_Phatr3_J10593.t1	Phatri_23_95
Phatri_Phatr3_J10544.t1	Phatri_23_96
Phatri_Phatr3_EG02395.t1	Phatri_23_97
Phatri_Phatr3_J18469.t1	Phatri_23_98
Phatri_Phatr3_J43847.t1	Phatri_23_99
Phatri_Phatr3_J33163.t1	Phatri_23_100
Phatri_Phatr3_J33164.t1	Phatri_23_101
Phatri_Phatr3_EG01673.t1	Phatri_23_102
Phatri_Phatr3_J18473.t1	Phatri_23_103
Phatri_Phatr3_J43850.t1	Phatri_23_104
Phatri_Phatr3_EG01653.t1	Phatri_23_105
Phatri_Phatr3_J18475.t1	Phatri_23_106
Phatri_Phatr3_J43852.t1	Phatri_23_107
Phatri_Phatr3_J43853.t1	Phatri_23_108
Phatri_Phatr3_J18481.t1	Phatri_23_109
Phatri_Phatr3_J43855.t1	Phatri_23_110
Phatri_Phatr3_J43856.t1	Phatri_23_111
Phatri_Phatr3_J43857.t1	Phatri_23_112
Phatri_Phatr3_EG01708.t1	Phatri_23_113
Phatri_Phatr3_J43859.t1	Phatri_23_114
Phatri_Phatr3_J10243.t1	Phatri_23_115
Phatri_Phatr3_EG01639.t1	Phatri_23_116
Phatri_Phatr3_J43861.t1	Phatri_23_117
Phatri_Phatr3_J43862.t1	Phatri_23_118
Phatri_Phatr3_J43863.t1	Phatri_23_119
Phatri_Phatr3_J10617.t1	Phatri_23_120
Phatri_Phatr3_J43865.t1	Phatri_23_121
Phatri_Phatr3_EG01679.t1	Phatri_23_122
Phatri_Phatr3_J33184.t1	Phatri_23_123
Phatri_Phatr3_EG01631.t1	Phatri_23_124
Phatri_Phatr3_EG01742.t1	Phatri_23_125
Phatri_Phatr3_J18489.t1	Phatri_23_126
Phatri_Phatr3_J33186.t1	Phatri_23_127
Phatri_Phatr3_J43867.t1	Phatri_23_128
Phatri_Phatr3_J25619.t1	Phatri_23_129
Phatri_Phatr3_J33189.t1	Phatri_23_130
Phatri_Phatr3_J43869.t1	Phatri_23_131
Phatri_Phatr3_J43870.t1	Phatri_23_132
Phatri_Phatr3_J43871.t1	Phatri_23_133
Phatri_Phatr3_J43872.t1	Phatri_23_134
Phatri_Phatr3_EG01729.t1	Phatri_23_135
Phatri_Phatr3_J33194.t1	Phatri_23_136
Phatri_Phatr3_J33195.t1	Phatri_23_137
Phatri_Phatr3_J43874.t1	Phatri_23_138
Phatri_Phatr3_J10213.t1	Phatri_23_139
Phatri_Phatr3_J33198.t1	Phatri_23_140
Phatri_Phatr3_J33199.t1	Phatri_23_141
