Skow_gene-ATP6	Skow_1_1
Skow_XM_006820215.1	Skow_3212_22
Skow_XM_002737777.2	Skow_3212_23
Skow_XM_006820216.1	Skow_3212_24
Skow_XM_006820198.1	Skow_3212_25
Skow_XM_002737786.2	Skow_3212_26
Skow_XM_002737775.2	Skow_3212_27
Skow_XM_006820217.1	Skow_3213_1
Skow_XM_006820225.1	Skow_3213_2
Skow_XM_006820218.1	Skow_3213_3
Skow_XM_006820220.1	Skow_3213_4
Skow_XM_006820226.1	Skow_3213_5
Skow_XM_006820221.1	Skow_3213_6
Skow_XM_006820227.1	Skow_3213_7
Skow_XM_002737795.1	Skow_3213_8
Skow_XM_006820222.1	Skow_3213_9
Skow_XM_002737796.2	Skow_3213_10
Skow_XM_002737797.1	Skow_3213_11
Skow_XM_002737798.1	Skow_3213_12
Skow_XM_002737799.1	Skow_3213_13
Skow_XM_002737800.2	Skow_3213_14
Skow_XM_006820228.1	Skow_3213_15
Skow_XM_002737802.2	Skow_3213_16
Skow_XM_002737803.2	Skow_3213_17
Skow_XM_002737788.2	Skow_3213_18
Skow_XM_006820229.1	Skow_3213_19
Skow_XM_006820230.1	Skow_3213_20
Skow_XM_006820231.1	Skow_3213_21
Skow_XM_006820232.1	Skow_3213_22
Skow_XM_006820223.1	Skow_3213_23
Skow_XM_006820233.1	Skow_3213_24
Skow_XM_006820234.1	Skow_3213_25
Skow_XM_006820235.1	Skow_3213_26
Skow_XM_006820224.1	Skow_3213_27
Skow_XM_006820242.1	Skow_3214_1
Skow_XM_006820236.1	Skow_3214_2
Skow_XM_006820243.1	Skow_3214_3
Skow_XM_006820244.1	Skow_3214_4
Skow_XM_006820245.1	Skow_3214_5
Skow_XM_006820246.1	Skow_3214_6
Skow_XM_002737814.2	Skow_3214_7
Skow_XM_006820237.1	Skow_3214_8
Skow_XM_006820247.1	Skow_3214_9
Skow_XM_006820248.1	Skow_3214_10
Skow_XM_006820249.1	Skow_3214_11
Skow_XM_006820250.1	Skow_3214_12
Skow_XM_006820251.1	Skow_3214_13
Skow_XM_002737820.2	Skow_3214_14
Skow_XM_002737821.2	Skow_3214_15
Skow_XM_002737812.2	Skow_3214_16
Skow_XM_006820252.1	Skow_3214_17
Skow_XM_006820239.1	Skow_3214_18
Skow_XM_006820238.1	Skow_3214_19
Skow_XM_002737809.2	Skow_3214_20
Skow_XM_002737808.2	Skow_3214_21
Skow_XM_002737822.1	Skow_3214_22
Skow_XM_006820253.1	Skow_3214_23
Skow_XM_006820254.1	Skow_3214_24
Skow_XM_006820255.1	Skow_3214_25
Skow_XM_006820256.1	Skow_3214_26
Skow_XM_006820240.1	Skow_3214_27
Skow_XM_006820257.1	Skow_3214_28
Skow_XM_006820258.1	Skow_3214_29
Skow_XM_006820241.1	Skow_3214_30
Skow_XM_002737816.2	Skow_3214_31
Skow_XM_002737826.2	Skow_3214_32
Skow_XM_002737827.2	Skow_3214_33
Skow_XM_006820259.1	Skow_3214_34
Skow_XM_002737829.2	Skow_3214_35
Skow_XM_002737830.2	Skow_3214_36
Skow_XM_002737831.2	Skow_3214_37
Skow_XM_006820260.1	Skow_3215_1
Skow_XM_006820267.1	Skow_3215_2
Skow_XM_006820261.1	Skow_3215_3
Skow_XM_006820262.1	Skow_3215_4
Skow_XM_006820263.1	Skow_3215_5
Skow_XM_002737838.2	Skow_3215_6
Skow_XM_006820264.1	Skow_3215_7
Skow_XM_002737833.2	Skow_3215_8
Skow_XM_006820268.1	Skow_3215_9
Skow_XM_006820269.1	Skow_3215_10
Skow_XM_006820270.1	Skow_3215_11
Skow_XM_006820271.1	Skow_3215_12
Skow_XM_002737839.2	Skow_3215_13
Skow_XM_002737834.2	Skow_3215_14
Skow_XM_006820272.1	Skow_3215_15
Skow_XM_002737841.2	Skow_3215_16
Skow_XM_002737835.2	Skow_3215_17
Skow_XM_006820266.1	Skow_3215_18
Skow_XM_006820273.1	Skow_3215_19
Skow_XM_002737836.2	Skow_3215_20
Skow_XM_006820275.1	Skow_3216_1
Skow_XM_006820276.1	Skow_3216_2
Skow_XM_006820277.1	Skow_3216_3
Skow_XM_006820278.1	Skow_3216_4
Skow_XM_006820279.1	Skow_3216_5
Skow_XM_006820280.1	Skow_3216_6
Skow_XM_006820274.1	Skow_3216_7
Skow_XM_002737842.2	Skow_3216_8
Skow_XM_006820281.1	Skow_3216_9
Skow_XM_002737846.2	Skow_3216_10
Skow_XM_006820282.1	Skow_3216_11
Skow_XM_006820283.1	Skow_3216_12
Skow_XM_002737848.1	Skow_3216_13
Skow_XM_006820284.1	Skow_3216_14
Skow_XM_006820285.1	Skow_3216_15
Skow_XM_002737849.2	Skow_3216_16
Skow_XM_006820286.1	Skow_3216_17
Skow_XM_002737843.2	Skow_3216_18
Skow_XM_002737850.2	Skow_3216_19
Skow_XM_006820287.1	Skow_3216_20
Skow_XM_006820288.1	Skow_3216_21
Skow_XM_006820289.1	Skow_3216_22
Skow_XM_002737851.2	Skow_3216_23
Skow_XM_006820290.1	Skow_3216_24
Skow_XM_006820291.1	Skow_3216_25
Skow_XM_006820292.1	Skow_3216_26
Skow_XM_006820295.1	Skow_3217_1
Skow_NM_001164916.1	Skow_3217_2
Skow_XM_002737863.2	Skow_3217_3
Skow_XM_002737864.2	Skow_3217_4
Skow_XM_006820296.1	Skow_3217_5
Skow_XM_006820297.1	Skow_3217_6
Skow_XM_006820298.1	Skow_3217_7
Skow_XM_006820299.1	Skow_3217_8
Skow_XM_002737861.2	Skow_3217_9
Skow_XM_006820300.1	Skow_3217_10
Skow_XM_006820301.1	Skow_3217_11
Skow_XM_006820302.1	Skow_3217_12
Skow_XM_002737853.2	Skow_3217_13
Skow_XM_002737854.2	Skow_3217_14
Skow_XM_006820303.1	Skow_3217_15
Skow_XM_002737856.2	Skow_3217_16
Skow_XM_002737857.2	Skow_3217_17
Skow_XM_002737858.1	Skow_3217_18
Skow_XM_006820304.1	Skow_3217_19
Skow_XM_006820293.1	Skow_3217_20
Skow_XM_006820305.1	Skow_3217_21
Skow_XM_006820306.1	Skow_3217_22
Skow_XM_006820307.1	Skow_3217_23
Skow_XM_006820294.1	Skow_3217_24
Skow_XM_006820308.1	Skow_3217_25
Skow_XM_002737865.2	Skow_3218_1
Skow_XM_006820309.1	Skow_3218_2
Skow_XM_006820310.1	Skow_3218_3
Skow_XM_006820315.1	Skow_3218_4
Skow_XM_002737866.2	Skow_3218_5
Skow_XM_002737867.2	Skow_3218_6
Skow_XM_002737875.2	Skow_3218_7
Skow_XM_002737869.2	Skow_3218_8
Skow_XM_006820316.1	Skow_3218_9
Skow_XM_002737881.2	Skow_3218_10
Skow_XM_006820311.1	Skow_3218_11
Skow_XM_002737870.1	Skow_3218_12
Skow_XM_006820312.1	Skow_3218_13
Skow_XM_002737873.2	Skow_3218_14
Skow_XM_002737874.1	Skow_3218_15
Skow_XM_006820313.1	Skow_3218_16
Skow_XM_006820317.1	Skow_3218_17
Skow_XM_002737877.2	Skow_3218_18
Skow_XM_006820318.1	Skow_3218_19
Skow_XM_006820319.1	Skow_3218_20
Skow_XM_002737879.2	Skow_3218_21
Skow_XM_006820314.1	Skow_3218_22
Skow_XM_002737880.1	Skow_3218_23
Skow_XM_002737882.2	Skow_3218_24
Skow_XM_002737886.2	Skow_3219_1
Skow_XM_006820328.1	Skow_3219_2
Skow_XM_002737888.2	Skow_3219_3
Skow_XM_002737889.2	Skow_3219_4
Skow_XM_002737890.2	Skow_3219_5
Skow_XM_006820322.1	Skow_3219_6
Skow_XM_002737891.2	Skow_3219_7
Skow_XM_006820323.1	Skow_3219_8
Skow_XM_002737893.2	Skow_3219_9
Skow_XM_002737894.2	Skow_3219_10
Skow_XM_002737895.2	Skow_3219_11
Skow_XM_002737896.2	Skow_3219_12
Skow_XM_002737897.1	Skow_3219_13
Skow_XM_006820329.1	Skow_3219_14
Skow_XM_002737898.1	Skow_3219_15
Skow_NM_001185007.1	Skow_3219_16
Skow_NM_001184864.1	Skow_3219_17
Skow_XM_006820330.1	Skow_3219_18
Skow_XM_006820324.1	Skow_3219_19
Skow_XM_006820331.1	Skow_3219_20
Skow_XM_002737900.1	Skow_3219_21
Skow_XM_006820332.1	Skow_3219_22
Skow_XM_006820333.1	Skow_3219_23
Skow_XM_006820325.1	Skow_3219_24
Skow_XM_002737901.2	Skow_3219_25
Skow_XM_002737884.2	Skow_3219_26
Skow_XM_002737885.2	Skow_3219_27
Skow_NM_001168191.1	Skow_3219_28
Skow_XM_002737903.1	Skow_3219_29
Skow_XM_006820334.1	Skow_3219_30
Skow_XM_006820335.1	Skow_3219_31
Skow_XM_006820327.1	Skow_3219_32
Skow_XM_002737911.2	Skow_3220_1
Skow_XM_002737912.2	Skow_3220_2
Skow_XM_002737913.1	Skow_3220_3
Skow_XM_006820337.1	Skow_3220_4
Skow_XM_006820338.1	Skow_3220_5
Skow_XM_002737914.2	Skow_3220_6
Skow_XM_002737907.2	Skow_3220_7
Skow_XM_006820341.1	Skow_3220_8
Skow_XM_006820342.1	Skow_3220_9
Skow_XM_002737915.2	Skow_3220_10
Skow_XM_006820343.1	Skow_3220_11
Skow_XM_006820344.1	Skow_3220_12
Skow_XM_002737916.1	Skow_3220_13
Skow_XM_006820345.1	Skow_3220_14
Skow_XM_006820346.1	Skow_3220_15
Skow_XM_006820347.1	Skow_3220_16
Skow_XM_006820339.1	Skow_3220_17
Skow_NM_001164887.2	Skow_3220_18
Skow_XM_006820340.1	Skow_3220_19
Skow_XM_006820348.1	Skow_3220_20
Skow_XM_006820349.1	Skow_3220_21
Skow_XM_002737909.2	Skow_3220_22
Skow_XM_006820350.1	Skow_3220_23
Skow_XM_006820351.1	Skow_3220_24
Skow_XM_006820352.1	Skow_3220_25
Skow_XM_006820353.1	Skow_3220_26
Skow_XM_002737910.2	Skow_3220_27
Skow_XM_002737922.1	Skow_3221_1
Skow_XM_002737923.2	Skow_3221_2
Skow_XM_002737924.3	Skow_3221_3
Skow_XM_002737925.2	Skow_3221_4
Skow_XM_006820354.1	Skow_3221_5
Skow_XM_006820355.1	Skow_3221_6
Skow_XM_002737926.2	Skow_3221_7
Skow_XM_006820356.1	Skow_3221_8
Skow_XM_006820357.1	Skow_3221_9
Skow_XM_006820358.1	Skow_3221_10
Skow_XM_006820359.1	Skow_3221_11
Skow_XM_006820360.1	Skow_3221_12
Skow_XM_006820361.1	Skow_3222_1
Skow_XM_006820362.1	Skow_3222_2
Skow_XM_002737927.2	Skow_3222_3
Skow_XM_006820363.1	Skow_3223_1
Skow_XM_002737928.1	Skow_3224_1
Skow_XM_006820364.1	Skow_3224_2
Skow_XM_002737929.1	Skow_3225_1
Skow_XM_006820365.1	Skow_3225_2
Skow_XM_006820366.1	Skow_3226_1
Skow_NM_001168194.1	Skow_3226_2
Skow_XM_002737931.2	Skow_3227_1
Skow_XM_002737932.2	Skow_3227_2
Skow_XM_006820367.1	Skow_3227_3
Skow_XM_006820368.1	Skow_3227_4
Skow_XM_006820369.1	Skow_3227_5
Skow_XM_002737934.2	Skow_3228_1
Skow_XM_006820370.1	Skow_3228_2
Skow_XM_002737935.2	Skow_3229_1
Skow_XM_006820371.1	Skow_3230_1
Skow_XM_006820372.1	Skow_3231_1
Skow_XM_006820373.1	Skow_3232_1
Skow_XM_006820374.1	Skow_3232_2
Skow_XM_006820375.1	Skow_3232_3
Skow_XM_006820376.1	Skow_3233_1
Skow_XM_006820377.1	Skow_3233_2
Skow_XM_006820378.1	Skow_3234_1
Skow_XM_006820379.1	Skow_3235_1
Skow_XM_006820380.1	Skow_3236_1
Skow_XM_006820381.1	Skow_3237_1
Skow_XM_006820382.1	Skow_3238_1
Skow_XM_002737937.2	Skow_3239_1
Skow_XM_006820383.1	Skow_3240_1
Skow_XM_006820384.1	Skow_3241_1
Skow_XM_006820385.1	Skow_3242_1
Skow_XM_006820386.1	Skow_3243_1
Skow_XM_006820387.1	Skow_3244_1
Skow_XM_002737938.2	Skow_3245_1
Skow_XM_006820388.1	Skow_3246_1
Skow_XM_006820389.1	Skow_3247_1
Skow_XM_002737939.2	Skow_3248_1
Skow_XM_006820390.1	Skow_3249_1
Skow_XM_002737940.2	Skow_3250_1
Skow_XM_006820397.1	Skow_3251_1
Skow_XM_006820398.1	Skow_3251_2
Skow_XM_002737963.2	Skow_3251_3
Skow_XM_002737964.2	Skow_3251_4
Skow_XM_002737957.2	Skow_3251_5
Skow_XM_006820399.1	Skow_3251_6
Skow_XM_002737966.2	Skow_3251_7
Skow_XM_006820400.1	Skow_3251_8
Skow_XM_006820393.1	Skow_3251_9
Skow_XM_006820401.1	Skow_3251_10
Skow_XM_002737958.2	Skow_3251_11
Skow_XM_006820394.1	Skow_3251_12
Skow_XM_006820402.1	Skow_3251_13
Skow_XM_002737959.2	Skow_3251_14
Skow_XM_006820403.1	Skow_3251_15
Skow_XM_006820395.1	Skow_3251_16
Skow_XM_006820404.1	Skow_3251_17
Skow_XM_002737960.2	Skow_3251_18
Skow_XM_002737941.2	Skow_3251_19
Skow_XM_002737942.2	Skow_3251_20
Skow_XM_002737943.2	Skow_3251_21
Skow_XM_002737944.1	Skow_3251_22
Skow_XM_006820396.1	Skow_3251_23
Skow_XM_006820405.1	Skow_3251_24
Skow_XM_002737961.2	Skow_3251_25
Skow_XM_006820406.1	Skow_3251_26
Skow_XM_006820407.1	Skow_3251_27
Skow_XM_006820408.1	Skow_3251_28
Skow_XM_002737946.2	Skow_3251_29
Skow_XM_002737947.1	Skow_3251_30
Skow_XM_002737948.2	Skow_3251_31
Skow_XM_002737949.2	Skow_3251_32
Skow_XM_002737950.2	Skow_3251_33
Skow_XM_006820409.1	Skow_3251_34
Skow_XM_006820410.1	Skow_3251_35
Skow_XM_002737952.2	Skow_3251_36
Skow_XM_002737953.2	Skow_3251_37
Skow_XM_002737954.2	Skow_3251_38
Skow_XM_002737955.2	Skow_3251_39
Skow_XM_002737956.2	Skow_3251_40
Skow_XM_006820411.1	Skow_3252_1
Skow_XM_002737974.2	Skow_3252_2
Skow_XM_006820415.1	Skow_3252_3
Skow_XM_002737969.2	Skow_3252_4
Skow_XM_006820412.1	Skow_3252_5
Skow_XM_002737971.2	Skow_3252_6
Skow_XM_006820416.1	Skow_3252_7
Skow_XM_002737973.2	Skow_3252_8
Skow_XM_006820413.1	Skow_3252_9
Skow_XM_006820417.1	Skow_3252_10
Skow_XM_006820418.1	Skow_3252_11
Skow_XM_006820419.1	Skow_3252_12
Skow_XM_006820420.1	Skow_3252_13
Skow_XM_006820421.1	Skow_3252_14
Skow_XM_006820422.1	Skow_3252_15
Skow_XM_006820423.1	Skow_3252_16
Skow_XM_006820424.1	Skow_3252_17
Skow_XM_006820425.1	Skow_3252_18
Skow_XM_006820426.1	Skow_3252_19
Skow_XM_006820427.1	Skow_3252_20
Skow_XM_006820414.1	Skow_3252_21
Skow_XM_002737978.1	Skow_3252_22
Skow_XM_006820429.1	Skow_3253_1
Skow_XM_002737979.1	Skow_3253_2
Skow_XM_006820430.1	Skow_3253_3
Skow_XM_006820431.1	Skow_3253_4
Skow_XM_002737981.2	Skow_3253_5
Skow_XM_002737982.1	Skow_3253_6
Skow_XM_006820428.1	Skow_3253_7
Skow_XM_002737984.2	Skow_3253_8
Skow_NM_001171225.1	Skow_3253_9
Skow_XM_002737987.2	Skow_3254_1
Skow_XM_002737988.2	Skow_3254_2
Skow_XM_002737985.2	Skow_3254_3
Skow_XM_006820433.1	Skow_3254_4
Skow_XM_006820434.1	Skow_3254_5
Skow_XM_006820435.1	Skow_3254_6
Skow_XM_006820436.1	Skow_3255_1
Skow_XM_006820439.1	Skow_3255_2
Skow_XM_002737990.2	Skow_3255_3
Skow_XM_006820437.1	Skow_3255_4
Skow_XM_006820440.1	Skow_3255_5
Skow_XM_006820438.1	Skow_3255_6
Skow_XM_002737993.1	Skow_3255_7
Skow_XM_006820441.1	Skow_3256_1
Skow_XM_006820442.1	Skow_3256_2
Skow_XM_006820443.1	Skow_3256_3
Skow_XM_006820444.1	Skow_3256_4
Skow_XM_006820445.1	Skow_3256_5
Skow_XM_002737997.2	Skow_3256_6
Skow_XM_002737998.2	Skow_3256_7
Skow_XM_006820446.1	Skow_3257_1
Skow_XM_002738002.2	Skow_3257_2
Skow_XM_006820449.1	Skow_3257_3
Skow_XM_006820450.1	Skow_3257_4
Skow_XM_006820451.1	Skow_3257_5
Skow_XM_006820447.1	Skow_3257_6
Skow_XM_002738005.1	Skow_3257_7
Skow_XM_006820452.1	Skow_3258_1
Skow_XM_006820453.1	Skow_3258_2
Skow_XM_006820454.1	Skow_3258_3
Skow_XM_006820455.1	Skow_3258_4
Skow_XM_002738008.2	Skow_3258_5
Skow_XM_006820456.1	Skow_3258_6
Skow_XM_006820458.1	Skow_3259_1
Skow_XM_006820459.1	Skow_3259_2
Skow_XM_006820460.1	Skow_3259_3
Skow_XM_002738009.2	Skow_3259_4
Skow_XM_006820461.1	Skow_3260_1
Skow_XM_006820462.1	Skow_3260_2
Skow_XM_006820463.1	Skow_3261_1
Skow_XM_006820464.1	Skow_3261_2
Skow_XM_006820465.1	Skow_3262_1
Skow_XM_006820466.1	Skow_3262_2
Skow_XM_006820467.1	Skow_3262_3
Skow_XM_002738011.1	Skow_3262_4
Skow_XM_006820468.1	Skow_3262_5
Skow_XM_006820469.1	Skow_3262_6
Skow_XM_006820470.1	Skow_3262_7
Skow_XM_006820471.1	Skow_3262_8
Skow_XM_006820472.1	Skow_3262_9
Skow_XM_006820473.1	Skow_3262_10
Skow_XM_006820474.1	Skow_3262_11
Skow_XM_006820476.1	Skow_3263_1
Skow_XM_006820477.1	Skow_3263_2
Skow_XM_006820478.1	Skow_3263_3
Skow_XM_006820475.1	Skow_3263_4
Skow_XM_006820479.1	Skow_3264_1
Skow_XM_002738014.2	Skow_3264_2
Skow_XM_002738015.2	Skow_3264_3
Skow_XM_006820480.1	Skow_3265_1
Skow_XM_006820481.1	Skow_3265_2
Skow_XM_006820482.1	Skow_3265_3
Skow_XM_002738016.2	Skow_3266_1
Skow_XM_006820483.1	Skow_3266_2
Skow_XM_006820484.1	Skow_3266_3
Skow_XM_006820485.1	Skow_3267_1
Skow_XM_006820486.1	Skow_3267_2
Skow_XM_002738018.2	Skow_3267_3
Skow_XM_002738019.2	Skow_3267_4
Skow_XM_006820487.1	Skow_3268_1
Skow_XM_006820488.1	Skow_3268_2
Skow_XM_006820489.1	Skow_3268_3
Skow_XM_002738020.2	Skow_3268_4
Skow_XM_002738022.1	Skow_3268_5
Skow_XM_006820490.1	Skow_3268_6
Skow_XM_006820491.1	Skow_3268_7
Skow_XM_006820492.1	Skow_3268_8
Skow_XM_006820494.1	Skow_3269_1
Skow_XM_002738024.2	Skow_3269_2
Skow_XM_006820493.1	Skow_3269_3
Skow_XM_006820495.1	Skow_3269_4
Skow_XM_002738025.1	Skow_3269_5
Skow_XM_006820496.1	Skow_3270_1
Skow_XM_006820497.1	Skow_3271_1
Skow_XM_002738026.1	Skow_3271_2
Skow_XM_006820499.1	Skow_3272_1
Skow_XM_006820498.1	Skow_3272_2
Skow_XM_006820500.1	Skow_3272_3
Skow_XM_006820502.1	Skow_3273_1
Skow_XM_006820501.1	Skow_3273_2
Skow_XM_006820503.1	Skow_3274_1
Skow_XM_006820504.1	Skow_3274_2
Skow_XM_002738029.2	Skow_3274_3
Skow_XM_006820505.1	Skow_3275_1
Skow_XM_002738031.2	Skow_3275_2
Skow_XM_002738033.2	Skow_3275_3
Skow_XM_002738034.1	Skow_3275_4
Skow_XM_006820506.1	Skow_3275_5
Skow_XM_002738036.2	Skow_3275_6
Skow_XM_002738037.1	Skow_3276_1
Skow_XM_006820507.1	Skow_3276_2
Skow_XM_002738039.2	Skow_3276_3
Skow_XM_006820508.1	Skow_3276_4
Skow_XM_006820509.1	Skow_3276_5
Skow_XM_002738043.2	Skow_3276_6
Skow_XM_006820510.1	Skow_3276_7
Skow_XM_002738045.1	Skow_3276_8
Skow_XM_006820511.1	Skow_3276_9
Skow_XM_002738042.2	Skow_3276_10
Skow_XM_006820513.1	Skow_3276_11
Skow_XM_002738046.1	Skow_3276_12
Skow_XM_006820512.1	Skow_3276_13
Skow_XM_002738048.2	Skow_3276_14
Skow_XM_006820514.1	Skow_3276_15
Skow_XM_006820516.1	Skow_3276_16
Skow_XM_006820515.1	Skow_3276_17
Skow_XM_002738049.2	Skow_3276_18
Skow_XM_002738050.2	Skow_3276_19
Skow_XM_006820517.1	Skow_3276_20
Skow_XM_006820518.1	Skow_3277_1
Skow_XM_006820519.1	Skow_3277_2
Skow_XM_006820520.1	Skow_3278_1
Skow_NM_001171245.1	Skow_3278_2
Skow_XM_006820521.1	Skow_3279_1
Skow_XM_006820522.1	Skow_3280_1
Skow_XM_006820523.1	Skow_3280_2
Skow_XM_002738056.1	Skow_3280_3
Skow_XM_002738057.2	Skow_3280_4
Skow_XM_006820524.1	Skow_3280_5
Skow_XM_006820525.1	Skow_3281_1
Skow_XM_006820526.1	Skow_3282_1
Skow_XM_006820527.1	Skow_3282_2
Skow_XM_002738059.2	Skow_3283_1
Skow_XM_002738061.1	Skow_3283_2
Skow_XM_002738062.2	Skow_3284_1
Skow_XM_006820528.1	Skow_3285_1
Skow_XM_006820529.1	Skow_3286_1
Skow_XM_006820530.1	Skow_3287_1
Skow_XM_006820531.1	Skow_3288_1
Skow_XM_006820532.1	Skow_3288_2
Skow_XM_006820534.1	Skow_3289_1
Skow_XM_006820533.1	Skow_3289_2
Skow_XM_002738064.2	Skow_3289_3
Skow_XM_006820535.1	Skow_3289_4
Skow_XM_006820537.1	Skow_3290_1
Skow_XM_002738066.2	Skow_3290_2
Skow_XM_006820538.1	Skow_3290_3
Skow_XM_006820539.1	Skow_3290_4
Skow_XM_006820536.1	Skow_3290_5
Skow_XM_002738067.2	Skow_3291_1
Skow_XM_006820540.1	Skow_3292_1
Skow_XM_006820541.1	Skow_3292_2
Skow_XM_002738068.2	Skow_3293_1
Skow_XM_006820544.1	Skow_3294_1
Skow_XM_002738069.1	Skow_3294_2
Skow_XM_006820545.1	Skow_3294_3
Skow_XM_006820542.1	Skow_3294_4
Skow_XM_006820546.1	Skow_3295_1
Skow_XM_006820547.1	Skow_3295_2
Skow_XM_006820548.1	Skow_3296_1
Skow_XM_002738071.3	Skow_3296_2
Skow_XM_006820549.1	Skow_3297_1
Skow_XM_006820550.1	Skow_3298_1
Skow_XM_002738075.1	Skow_3299_1
Skow_XM_006820551.1	Skow_3300_1
Skow_XM_002738076.2	Skow_3300_2
Skow_NM_001184863.1	Skow_3301_1
Skow_XM_006820552.1	Skow_3301_2
Skow_XM_006820553.1	Skow_3302_1
Skow_XM_002738077.2	Skow_3303_1
Skow_XM_002738078.2	Skow_3303_2
Skow_XM_006820554.1	Skow_3304_1
Skow_XM_006820555.1	Skow_3305_1
Skow_XM_006820556.1	Skow_3306_1
Skow_XM_006820557.1	Skow_3307_1
Skow_XM_006820558.1	Skow_3308_1
Skow_XM_006820559.1	Skow_3309_1
Skow_XM_006820560.1	Skow_3310_1
Skow_XM_006820561.1	Skow_3311_1
Skow_XM_006820562.1	Skow_3311_2
Skow_XM_006820563.1	Skow_3312_1
Skow_XM_002738081.1	Skow_3313_1
Skow_XM_002738082.2	Skow_3314_1
Skow_XM_006820564.1	Skow_3315_1
Skow_XM_006820565.1	Skow_3316_1
Skow_XM_006820566.1	Skow_3317_1
Skow_XM_006820567.1	Skow_3318_1
Skow_XM_006820568.1	Skow_3318_2
Skow_XM_006820569.1	Skow_3318_3
Skow_NM_001168084.1	Skow_3319_1
Skow_XM_006820570.1	Skow_3320_1
Skow_XM_002738084.2	Skow_3321_1
Skow_XM_002738085.2	Skow_3321_2
Skow_XM_002738086.2	Skow_3322_1
Skow_XM_006820573.1	Skow_3323_1
Skow_XM_002738087.2	Skow_3324_1
Skow_XM_006820574.1	Skow_3325_1
Skow_XM_006820575.1	Skow_3326_1
Skow_XM_006820576.1	Skow_3327_1
Skow_XM_006820577.1	Skow_3328_1
Skow_XM_006820578.1	Skow_3329_1
Skow_XM_006820579.1	Skow_3330_1
Skow_XM_006820580.1	Skow_3331_1
Skow_XM_002738089.2	Skow_3332_1
Skow_XM_006820581.1	Skow_3333_1
Skow_XM_002738090.2	Skow_3333_2
Skow_XM_006820582.1	Skow_3334_1
Skow_XM_006820583.1	Skow_3335_1
Skow_XM_002738092.2	Skow_3336_1
Skow_XM_006820584.1	Skow_3337_1
Skow_XM_006820585.1	Skow_3338_1
Skow_XM_006820586.1	Skow_3339_1
Skow_XM_006820587.1	Skow_3340_1
Skow_XM_002738093.2	Skow_3341_1
Skow_XM_006820588.1	Skow_3342_1
Skow_XM_006820589.1	Skow_3343_1
Skow_XM_006820590.1	Skow_3344_1
Skow_XM_006820591.1	Skow_3345_1
Skow_XM_006820592.1	Skow_3346_1
Skow_XM_006820593.1	Skow_3347_1
Skow_XM_006820594.1	Skow_3348_1
Skow_XM_006820598.1	Skow_3349_1
Skow_XM_002738097.2	Skow_3349_2
Skow_XM_002738095.2	Skow_3349_3
Skow_XM_002738098.1	Skow_3349_4
Skow_NM_001168108.1	Skow_3349_5
Skow_XM_002738099.2	Skow_3349_6
Skow_XM_006820599.1	Skow_3349_7
Skow_XM_002738100.2	Skow_3349_8
Skow_XM_006820600.1	Skow_3349_9
Skow_XM_006820595.1	Skow_3349_10
Skow_XM_006820601.1	Skow_3349_11
Skow_XM_006820602.1	Skow_3349_12
Skow_XM_006820603.1	Skow_3349_13
Skow_XM_006820596.1	Skow_3349_14
Skow_XM_006820604.1	Skow_3349_15
Skow_XM_002738096.2	Skow_3349_16
Skow_XM_006820605.1	Skow_3349_17
Skow_XM_006820606.1	Skow_3349_18
Skow_XM_006820607.1	Skow_3349_19
Skow_XM_002738102.1	Skow_3349_20
Skow_XM_006820608.1	Skow_3349_21
Skow_XM_006820609.1	Skow_3349_22
Skow_XM_006820597.1	Skow_3349_23
Skow_XM_002738104.2	Skow_3349_24
Skow_XM_006820610.1	Skow_3349_25
Skow_XM_006820611.1	Skow_3349_26
Skow_XM_002738106.2	Skow_3349_27
Skow_XM_006820612.1	Skow_3349_28
Skow_XM_002738108.2	Skow_3350_1
Skow_XM_006820614.1	Skow_3350_2
Skow_XM_006820615.1	Skow_3350_3
Skow_XM_006820613.1	Skow_3350_4
Skow_XM_006820616.1	Skow_3350_5
Skow_XM_006820617.1	Skow_3350_6
Skow_XM_006820618.1	Skow_3350_7
Skow_XM_006820619.1	Skow_3350_8
Skow_XM_002738109.1	Skow_3350_9
Skow_XM_006820620.1	Skow_3350_10
Skow_XM_006820621.1	Skow_3350_11
Skow_XM_006820622.1	Skow_3350_12
Skow_XM_006820623.1	Skow_3350_13
Skow_XM_002738111.2	Skow_3350_14
Skow_XM_006820624.1	Skow_3350_15
Skow_XM_006820627.1	Skow_3351_1
Skow_XM_006820628.1	Skow_3351_2
Skow_XM_002738113.2	Skow_3351_3
Skow_XM_006820629.1	Skow_3351_4
Skow_XM_006820630.1	Skow_3351_5
Skow_XM_002738118.2	Skow_3351_6
Skow_XM_002738119.2	Skow_3351_7
Skow_XM_006820625.1	Skow_3351_8
Skow_XM_002738120.2	Skow_3351_9
Skow_XM_002738121.2	Skow_3351_10
Skow_XM_006820631.1	Skow_3351_11
Skow_XM_006820632.1	Skow_3351_12
Skow_XM_006820633.1	Skow_3351_13
Skow_XM_006820626.1	Skow_3351_14
Skow_XM_006820634.1	Skow_3351_15
Skow_XM_006820635.1	Skow_3351_16
Skow_XM_006820636.1	Skow_3351_17
Skow_XM_006820637.1	Skow_3351_18
Skow_XM_002738124.2	Skow_3351_19
Skow_XM_006820638.1	Skow_3351_20
Skow_XM_006820639.1	Skow_3352_1
Skow_XM_002738125.2	Skow_3352_2
