Otau_gene-OstapCp01	Otau_1_1
Otau_XM_003080376.2	Otau_9_344
Otau_XM_003080377.2	Otau_9_345
Otau_XM_003080378.1	Otau_9_346
Otau_XM_003080379.1	Otau_9_347
Otau_XM_022983846.1	Otau_9_348
Otau_XM_003080381.1	Otau_9_349
Otau_XM_003080382.2	Otau_9_350
Otau_XM_022983847.1	Otau_9_351
Otau_XM_003080385.1	Otau_9_352
Otau_XM_003080386.2	Otau_9_353
Otau_XM_022983848.1	Otau_9_354
Otau_XM_022983849.1	Otau_9_355
Otau_XM_003080388.1	Otau_9_356
Otau_XM_022983850.1	Otau_9_357
Otau_XM_022983851.1	Otau_9_358
Otau_XM_003080392.2	Otau_9_359
Otau_XM_003080393.2	Otau_9_360
Otau_XM_022983852.1	Otau_9_361
Otau_XM_022983853.1	Otau_9_362
Otau_XM_022983854.1	Otau_9_363
Otau_XM_022983855.1	Otau_9_364
Otau_XM_003080397.2	Otau_9_365
Otau_XM_022983856.1	Otau_9_366
Otau_XM_022983857.1	Otau_9_367
Otau_XM_003080403.2	Otau_9_368
Otau_XM_022983858.1	Otau_9_369
Otau_XM_003080405.2	Otau_9_370
Otau_XM_022983859.1	Otau_9_371
Otau_XM_022983860.1	Otau_9_372
Otau_XM_022983861.1	Otau_9_373
Otau_XM_022983862.1	Otau_9_374
Otau_XM_022983863.1	Otau_9_375
Otau_XM_022983864.1	Otau_9_376
Otau_XM_003080409.1	Otau_9_377
Otau_XM_003080411.2	Otau_9_378
Otau_XM_022983865.1	Otau_9_379
Otau_XM_003080413.2	Otau_9_380
Otau_XM_022983867.1	Otau_9_381
Otau_XM_022983868.1	Otau_9_382
Otau_XM_003080415.1	Otau_9_383
Otau_XM_022983869.1	Otau_9_384
Otau_XM_022983870.1	Otau_9_385
Otau_XM_003080418.1	Otau_9_386
Otau_XM_022983871.1	Otau_9_387
Otau_XM_003080420.1	Otau_9_388
Otau_XM_003080421.1	Otau_9_389
Otau_XM_003080422.1	Otau_9_390
Otau_XM_003080423.2	Otau_9_391
Otau_XM_003080424.1	Otau_9_392
Otau_XM_022983872.1	Otau_9_393
Otau_XM_022983873.1	Otau_9_394
Otau_XM_003080428.2	Otau_9_395
Otau_XM_003080430.1	Otau_9_396
Otau_XM_003080431.2	Otau_9_397
Otau_XM_022983874.1	Otau_9_398
Otau_XM_003080432.2	Otau_9_399
Otau_XM_003080434.1	Otau_9_400
Otau_XM_003080435.2	Otau_9_401
Otau_XM_022983875.1	Otau_9_402
Otau_XM_003080437.2	Otau_9_403
Otau_XM_022983876.1	Otau_9_404
Otau_XM_022983877.1	Otau_9_405
Otau_XM_003080438.2	Otau_9_406
Otau_XM_022983878.1	Otau_9_407
Otau_XM_022983879.1	Otau_9_408
Otau_XM_003080442.2	Otau_9_409
Otau_XM_003080443.1	Otau_9_410
Otau_XM_022983880.1	Otau_9_411
Otau_XM_003080445.2	Otau_9_412
Otau_XM_022983881.1	Otau_9_413
Otau_XM_022983882.1	Otau_9_414
Otau_XM_022983883.1	Otau_9_415
Otau_XM_003080449.1	Otau_9_416
Otau_XM_003080450.1	Otau_9_417
Otau_XM_003080451.2	Otau_9_418
Otau_XM_003080452.2	Otau_9_419
Otau_XM_022983885.1	Otau_9_420
Otau_XM_022983886.1	Otau_9_421
Otau_XM_003080456.1	Otau_9_422
Otau_XM_022983887.1	Otau_9_423
Otau_XM_003080458.2	Otau_9_424
Otau_XM_003080459.1	Otau_9_425
Otau_XM_003080460.2	Otau_9_426
Otau_XM_022983888.1	Otau_9_427
Otau_XM_003080462.1	Otau_9_428
Otau_XM_003080463.1	Otau_9_429
Otau_XM_003080464.1	Otau_9_430
Otau_XM_003080465.2	Otau_9_431
Otau_XM_003080466.2	Otau_9_432
Otau_XM_022983889.1	Otau_9_433
Otau_XM_003080468.1	Otau_9_434
Otau_XM_003080469.2	Otau_9_435
Otau_XM_003080470.1	Otau_9_436
Otau_XM_003080471.2	Otau_9_437
Otau_XM_003080472.2	Otau_9_438
Otau_XM_003080473.1	Otau_9_439
Otau_XM_022983890.1	Otau_9_440
Otau_XM_022983891.1	Otau_9_441
Otau_XM_022983892.1	Otau_9_442
Otau_XM_022983893.1	Otau_9_443
Otau_XM_022983894.1	Otau_9_444
Otau_XM_003080479.2	Otau_9_445
Otau_XM_003080480.1	Otau_9_446
Otau_XM_003080481.1	Otau_9_447
Otau_XM_022983895.1	Otau_9_448
Otau_XM_003080483.1	Otau_9_449
Otau_XM_003080484.1	Otau_9_450
Otau_XM_022983896.1	Otau_9_451
Otau_XM_022983897.1	Otau_9_452
Otau_XM_022983898.1	Otau_9_453
Otau_XM_003080488.2	Otau_9_454
Otau_XM_003080489.1	Otau_9_455
Otau_XM_022983899.1	Otau_9_456
Otau_XM_003080492.1	Otau_9_457
Otau_XM_003080493.1	Otau_9_458
Otau_XM_003080494.1	Otau_9_459
Otau_XM_003080495.1	Otau_9_460
Otau_XM_003080496.1	Otau_9_461
Otau_XM_003080497.2	Otau_9_462
Otau_XM_003080499.2	Otau_9_463
Otau_XM_022983901.1	Otau_9_464
Otau_XM_003080501.2	Otau_9_465
Otau_XM_003080502.1	Otau_9_466
Otau_XM_003080503.1	Otau_9_467
Otau_XM_003080504.1	Otau_9_468
Otau_XM_003080505.2	Otau_9_469
Otau_XM_003080506.2	Otau_9_470
Otau_XM_003080507.2	Otau_9_471
Otau_XM_003080508.2	Otau_9_472
Otau_XM_022983903.1	Otau_9_473
Otau_XM_003080512.1	Otau_9_474
Otau_XM_022983904.1	Otau_9_475
Otau_XM_003080514.2	Otau_9_476
Otau_XM_003080515.1	Otau_9_477
Otau_XM_003080516.1	Otau_9_478
Otau_XM_003080517.2	Otau_9_479
Otau_XM_003080518.2	Otau_9_480
Otau_XM_022983906.1	Otau_9_481
Otau_XM_003080520.2	Otau_9_482
Otau_XM_022983907.1	Otau_9_483
Otau_XM_003080522.2	Otau_9_484
Otau_XM_003080523.2	Otau_9_485
Otau_XM_022983908.1	Otau_9_486
Otau_XM_022983909.1	Otau_9_487
Otau_XM_003080524.2	Otau_10_1
Otau_XM_003080525.2	Otau_10_2
Otau_XM_022983465.1	Otau_10_3
Otau_XM_022983466.1	Otau_10_4
Otau_XM_003080530.2	Otau_10_5
Otau_XM_003080531.2	Otau_10_6
Otau_XM_003080532.2	Otau_10_7
Otau_XM_003080533.2	Otau_10_8
Otau_XM_003080534.2	Otau_10_9
Otau_XM_003080535.2	Otau_10_10
Otau_XM_003080536.2	Otau_10_11
Otau_XM_003080537.1	Otau_10_12
Otau_XM_003080538.2	Otau_10_13
Otau_XM_003080539.2	Otau_10_14
Otau_XM_022983469.1	Otau_10_15
Otau_XM_022983470.1	Otau_10_16
Otau_XM_022983471.1	Otau_10_17
Otau_XM_003080542.2	Otau_10_18
Otau_XM_022983472.1	Otau_10_19
Otau_XM_022983473.1	Otau_10_20
Otau_XM_022983474.1	Otau_10_21
Otau_XM_003080546.2	Otau_10_22
Otau_XM_003080547.1	Otau_10_23
Otau_XM_022983476.1	Otau_10_24
Otau_XM_003080549.1	Otau_10_25
Otau_XM_003080550.2	Otau_10_26
Otau_XM_003080551.2	Otau_10_27
Otau_XM_022983477.1	Otau_10_28
Otau_XM_003080552.2	Otau_10_29
Otau_XM_003080553.2	Otau_10_30
Otau_XM_022983478.1	Otau_10_31
Otau_XM_003080555.2	Otau_10_32
Otau_XM_003080556.1	Otau_10_33
Otau_XM_003080557.2	Otau_10_34
Otau_XM_022983480.1	Otau_10_35
Otau_XM_022983481.1	Otau_10_36
Otau_XM_003080559.2	Otau_10_37
Otau_XM_022983482.1	Otau_10_38
Otau_XM_022983483.1	Otau_10_39
Otau_XM_022983484.1	Otau_10_40
Otau_XM_003080561.2	Otau_10_41
Otau_XM_003080562.1	Otau_10_42
Otau_XM_003080563.1	Otau_10_43
Otau_XM_003080564.2	Otau_10_44
Otau_XM_003080565.2	Otau_10_45
Otau_XM_003080566.2	Otau_10_46
Otau_XM_003080567.1	Otau_10_47
Otau_XM_022983485.1	Otau_10_48
Otau_XM_003080570.2	Otau_10_49
Otau_XM_003080571.1	Otau_10_50
Otau_XM_022983486.1	Otau_10_51
Otau_XM_003080572.2	Otau_10_52
Otau_XM_003080573.2	Otau_10_53
Otau_XM_003080574.2	Otau_10_54
Otau_XM_022983488.1	Otau_10_55
Otau_XM_022983489.1	Otau_10_56
Otau_XM_022983490.1	Otau_10_57
Otau_XM_022983491.1	Otau_10_58
Otau_XM_003080579.1	Otau_10_59
Otau_XM_022983492.1	Otau_10_60
Otau_XM_003080581.1	Otau_10_61
Otau_XM_022983493.1	Otau_10_62
Otau_XM_003080582.1	Otau_10_63
Otau_XM_003080583.2	Otau_10_64
Otau_XM_003080584.1	Otau_10_65
Otau_XM_022983494.1	Otau_10_66
Otau_XM_022983495.1	Otau_10_67
Otau_XM_003080588.2	Otau_10_68
Otau_XM_003080589.2	Otau_10_69
Otau_XM_003080590.2	Otau_10_70
Otau_XM_003080591.1	Otau_10_71
Otau_XM_003080592.1	Otau_10_72
Otau_XM_003080593.2	Otau_10_73
Otau_XM_022983496.1	Otau_10_74
Otau_XM_022983497.1	Otau_10_75
Otau_XM_003080595.2	Otau_10_76
Otau_XM_003080596.1	Otau_10_77
Otau_XM_003080597.1	Otau_10_78
Otau_XM_003080598.2	Otau_10_79
Otau_XM_003080599.2	Otau_10_80
Otau_XM_022983498.1	Otau_10_81
Otau_XM_022983500.1	Otau_10_82
Otau_XM_022983501.1	Otau_10_83
Otau_XM_022983502.1	Otau_10_84
Otau_XM_022983503.1	Otau_10_85
Otau_XM_022983504.1	Otau_10_86
Otau_XM_022983505.1	Otau_10_87
Otau_XM_022983506.1	Otau_10_88
Otau_XM_022983507.1	Otau_10_89
Otau_XM_003080607.2	Otau_10_90
Otau_XM_003080608.1	Otau_10_91
Otau_XM_022983508.1	Otau_10_92
Otau_XM_022983509.1	Otau_10_93
Otau_XM_003080611.2	Otau_10_94
Otau_XM_003080612.1	Otau_10_95
Otau_XM_022983510.1	Otau_10_96
Otau_XM_022983511.1	Otau_10_97
Otau_XM_003080614.2	Otau_10_98
Otau_XM_003080615.2	Otau_10_99
Otau_XM_003080616.1	Otau_10_100
Otau_XM_022983512.1	Otau_10_101
Otau_XM_022983513.1	Otau_10_102
Otau_XM_003080620.1	Otau_10_103
Otau_XM_003080621.1	Otau_10_104
Otau_XM_003080622.2	Otau_10_105
Otau_XM_022983514.1	Otau_10_106
Otau_XM_022983515.1	Otau_10_107
Otau_XM_022983516.1	Otau_10_108
Otau_XM_022983517.1	Otau_10_109
Otau_XM_022983518.1	Otau_10_110
Otau_XM_022983519.1	Otau_10_111
Otau_XM_003080628.2	Otau_10_112
Otau_XM_003080629.2	Otau_10_113
Otau_XM_022983522.1	Otau_10_114
Otau_XM_022983523.1	Otau_10_115
Otau_XM_022983524.1	Otau_10_116
Otau_XM_003080634.2	Otau_10_117
Otau_XM_003080635.1	Otau_10_118
Otau_XM_003080636.1	Otau_10_119
Otau_XM_003080637.1	Otau_10_120
Otau_XM_022983525.1	Otau_10_121
Otau_XM_003080639.1	Otau_10_122
Otau_XM_003080640.1	Otau_10_123
Otau_XM_003080641.2	Otau_10_124
Otau_XM_003080642.2	Otau_10_125
Otau_XM_022983527.1	Otau_10_126
Otau_XM_022983528.1	Otau_10_127
Otau_XM_003080644.2	Otau_10_128
Otau_XM_022983529.1	Otau_10_129
Otau_XM_003080647.1	Otau_10_130
Otau_XM_003080648.1	Otau_10_131
Otau_XM_003080651.2	Otau_10_132
Otau_XM_022983531.1	Otau_10_133
Otau_XM_022983532.1	Otau_10_134
Otau_XM_022983533.1	Otau_10_135
Otau_XM_022983534.1	Otau_10_136
Otau_XM_022983535.1	Otau_10_137
Otau_XM_022983536.1	Otau_10_138
Otau_XM_022983537.1	Otau_10_139
Otau_XM_003080660.2	Otau_10_140
Otau_XM_022983538.1	Otau_10_141
Otau_XM_003080662.2	Otau_10_142
Otau_XM_003080663.2	Otau_10_143
Otau_XM_003080664.2	Otau_10_144
Otau_XM_003080665.1	Otau_10_145
Otau_XM_003080666.2	Otau_10_146
Otau_XM_003080667.2	Otau_10_147
Otau_XM_003080668.2	Otau_10_148
Otau_XM_022983540.1	Otau_10_149
Otau_XM_022983541.1	Otau_10_150
Otau_XM_003080670.2	Otau_10_151
Otau_XM_022983543.1	Otau_10_152
Otau_XM_022983544.1	Otau_10_153
Otau_XM_022983545.1	Otau_10_154
Otau_XM_003080676.2	Otau_10_155
Otau_XM_003080677.2	Otau_10_156
Otau_XM_003080678.1	Otau_10_157
Otau_XM_003080679.2	Otau_10_158
Otau_XM_003080680.2	Otau_10_159
Otau_XM_022983546.1	Otau_10_160
Otau_XM_003080681.1	Otau_10_161
Otau_XM_022983547.1	Otau_10_162
Otau_XM_003080686.2	Otau_10_163
Otau_XM_022983548.1	Otau_10_164
Otau_XM_022983549.1	Otau_10_165
Otau_XM_003080688.2	Otau_10_166
Otau_XM_003080689.2	Otau_10_167
Otau_XM_003080690.2	Otau_10_168
Otau_XM_003080691.2	Otau_10_169
Otau_XM_022983550.1	Otau_10_170
Otau_XM_022983551.1	Otau_10_171
Otau_XM_022983553.1	Otau_10_172
Otau_XM_022983554.1	Otau_10_173
Otau_XM_022983555.1	Otau_10_174
Otau_XM_003080696.2	Otau_10_175
Otau_XM_003080697.2	Otau_10_176
Otau_XM_003080698.1	Otau_10_177
Otau_XM_003080700.1	Otau_10_178
Otau_XM_022983556.1	Otau_10_179
Otau_XM_022983557.1	Otau_10_180
Otau_XM_022983558.1	Otau_10_181
Otau_XM_003080703.1	Otau_10_182
Otau_XM_022983559.1	Otau_10_183
Otau_XM_022983560.1	Otau_10_184
Otau_XM_003080704.2	Otau_10_185
Otau_XM_003080705.1	Otau_10_186
Otau_XM_022983561.1	Otau_10_187
Otau_XM_022983562.1	Otau_10_188
Otau_XM_003080707.2	Otau_10_189
Otau_XM_022983563.1	Otau_10_190
Otau_XM_003080710.2	Otau_10_191
Otau_XM_003080711.2	Otau_10_192
Otau_XM_003080712.1	Otau_10_193
Otau_XM_022983565.1	Otau_10_194
Otau_XM_022983566.1	Otau_10_195
Otau_XM_003080716.2	Otau_10_196
Otau_XM_003080717.2	Otau_10_197
Otau_XM_022983567.1	Otau_10_198
Otau_XM_003080718.2	Otau_10_199
Otau_XM_003080719.1	Otau_10_200
Otau_XM_022983568.1	Otau_10_201
Otau_XM_003080721.1	Otau_10_202
Otau_XM_022983570.1	Otau_10_203
Otau_XM_022983571.1	Otau_10_204
Otau_XM_003080723.2	Otau_10_205
Otau_XM_003080725.1	Otau_10_206
Otau_XM_003080726.1	Otau_10_207
Otau_XM_022983572.1	Otau_10_208
Otau_XM_022983573.1	Otau_10_209
Otau_XM_003080728.2	Otau_10_210
Otau_XM_022983574.1	Otau_10_211
Otau_XM_003080730.1	Otau_10_212
Otau_XM_022983576.1	Otau_10_213
Otau_XM_022983577.1	Otau_10_214
Otau_XM_003080733.2	Otau_10_215
Otau_XM_003080734.1	Otau_10_216
Otau_XM_022983578.1	Otau_10_217
Otau_XM_022983579.1	Otau_10_218
Otau_XM_003080737.1	Otau_10_219
Otau_XM_022983580.1	Otau_10_220
Otau_XM_022983581.1	Otau_10_221
Otau_XM_003080739.2	Otau_10_222
Otau_XM_003080740.2	Otau_10_223
Otau_XM_003080741.1	Otau_10_224
Otau_XM_022983582.1	Otau_10_225
Otau_XM_022983583.1	Otau_10_226
Otau_XM_022983584.1	Otau_10_227
Otau_XM_003080744.1	Otau_10_228
Otau_XM_003080745.2	Otau_10_229
Otau_XM_003080746.1	Otau_10_230
Otau_XM_003080747.1	Otau_10_231
Otau_XM_003080748.2	Otau_10_232
Otau_XM_022983585.1	Otau_10_233
Otau_XM_022983586.1	Otau_10_234
Otau_XM_003080750.2	Otau_10_235
Otau_XM_003080751.2	Otau_10_236
Otau_XM_003080752.1	Otau_10_237
Otau_XM_003080753.2	Otau_10_238
Otau_XM_003080754.1	Otau_10_239
Otau_XM_003080755.1	Otau_10_240
Otau_XM_003080756.2	Otau_10_241
Otau_XM_022983587.1	Otau_10_242
Otau_XM_003080757.1	Otau_10_243
Otau_XM_022983588.1	Otau_10_244
Otau_XM_003080760.1	Otau_10_245
Otau_XM_022983589.1	Otau_10_246
Otau_XM_022983590.1	Otau_10_247
Otau_XM_003080763.1	Otau_10_248
Otau_XM_022983591.1	Otau_10_249
Otau_XM_003080765.1	Otau_10_250
Otau_XM_003080766.1	Otau_10_251
Otau_XM_022983593.1	Otau_10_252
Otau_XM_022983594.1	Otau_10_253
Otau_XM_003080770.1	Otau_10_254
Otau_XM_022983595.1	Otau_10_255
Otau_XM_022983596.1	Otau_10_256
Otau_XM_022983597.1	Otau_10_257
Otau_XM_003080775.2	Otau_10_258
Otau_XM_022983598.1	Otau_10_259
Otau_XM_022983599.1	Otau_10_260
Otau_XM_003080778.2	Otau_10_261
Otau_XM_003080779.2	Otau_10_262
Otau_XM_003080780.2	Otau_10_263
Otau_XM_003080781.2	Otau_10_264
Otau_XM_022983600.1	Otau_10_265
Otau_XM_003080783.2	Otau_10_266
Otau_XM_022983601.1	Otau_10_267
Otau_XM_003080785.1	Otau_10_268
Otau_XM_022983602.1	Otau_10_269
Otau_XM_022983603.1	Otau_10_270
Otau_XM_003080787.2	Otau_10_271
Otau_XM_003080788.1	Otau_10_272
Otau_XM_022983604.1	Otau_10_273
Otau_XM_003080790.2	Otau_10_274
Otau_XM_003080791.2	Otau_10_275
Otau_XM_003080793.2	Otau_10_276
Otau_XM_022983605.1	Otau_10_277
Otau_XM_003080795.1	Otau_10_278
Otau_XM_003080796.1	Otau_10_279
Otau_XM_022983606.1	Otau_10_280
Otau_XM_022983607.1	Otau_10_281
Otau_XM_003080799.2	Otau_10_282
Otau_XM_022983609.1	Otau_10_283
Otau_XM_003079479.2	Otau_10_284
Otau_XM_022983610.1	Otau_10_285
Otau_XM_022983611.1	Otau_10_286
Otau_XM_022983612.1	Otau_10_287
Otau_XM_003080801.1	Otau_10_288
Otau_XM_003080802.1	Otau_10_289
Otau_XM_003080803.2	Otau_10_290
Otau_XM_022983613.1	Otau_10_291
Otau_XM_003080806.2	Otau_10_292
Otau_XM_003080808.2	Otau_10_293
Otau_XM_003080809.1	Otau_10_294
Otau_XM_003080810.1	Otau_10_295
Otau_XM_003080811.2	Otau_10_296
Otau_XM_022983615.1	Otau_10_297
Otau_XM_003080813.1	Otau_10_298
Otau_XM_022983616.1	Otau_10_299
Otau_XM_003080815.2	Otau_10_300
Otau_XM_003080816.2	Otau_10_301
Otau_XM_022983618.1	Otau_10_302
Otau_XM_003080817.1	Otau_10_303
Otau_XM_003080818.1	Otau_10_304
Otau_XM_003080819.1	Otau_10_305
Otau_XM_003080820.1	Otau_10_306
Otau_XM_003080821.2	Otau_10_307
Otau_XM_022983619.1	Otau_10_308
Otau_XM_003080823.1	Otau_10_309
Otau_XM_003080824.2	Otau_10_310
Otau_XM_022983620.1	Otau_10_311
Otau_XM_003080826.1	Otau_10_312
Otau_XM_022983623.1	Otau_10_313
Otau_XM_022983624.1	Otau_10_314
Otau_XM_022983625.1	Otau_10_315
Otau_XM_022983626.1	Otau_10_316
Otau_XM_022983627.1	Otau_10_317
Otau_XM_022983628.1	Otau_10_318
Otau_XM_003080832.2	Otau_10_319
Otau_XM_022983629.1	Otau_10_320
Otau_XM_003080833.2	Otau_10_321
Otau_XM_022983630.1	Otau_10_322
Otau_XM_003080835.1	Otau_10_323
Otau_XM_003080836.1	Otau_10_324
Otau_XM_022983631.1	Otau_10_325
Otau_XM_003080837.2	Otau_10_326
Otau_XM_022983632.1	Otau_10_327
Otau_XM_022983633.1	Otau_10_328
Otau_XM_022983634.1	Otau_10_329
Otau_XM_022983635.1	Otau_10_330
Otau_XM_022983636.1	Otau_10_331
Otau_XM_003080842.2	Otau_10_332
Otau_XM_003080843.1	Otau_10_333
Otau_XM_022983638.1	Otau_10_334
Otau_XM_022983639.1	Otau_10_335
Otau_XM_003080846.1	Otau_10_336
Otau_XM_003080847.1	Otau_10_337
Otau_XM_022983640.1	Otau_10_338
Otau_XM_003080850.2	Otau_10_339
Otau_XM_003080851.2	Otau_10_340
Otau_XM_022983641.1	Otau_10_341
Otau_XM_003080853.2	Otau_10_342
Otau_XM_003080854.2	Otau_10_343
Otau_XM_022983643.1	Otau_10_344
Otau_XM_003080856.2	Otau_10_345
Otau_XM_022983644.1	Otau_10_346
Otau_XM_022983645.1	Otau_10_347
Otau_XM_022983646.1	Otau_10_348
Otau_XM_003080861.3	Otau_10_349
Otau_XM_003080862.2	Otau_10_350
Otau_XM_003080863.1	Otau_10_351
Otau_XM_003080864.2	Otau_10_352
Otau_XM_003080865.1	Otau_10_353
Otau_XM_003080866.1	Otau_10_354
Otau_XM_022983647.1	Otau_10_355
Otau_XM_022983648.1	Otau_10_356
Otau_XM_022983649.1	Otau_10_357
Otau_XM_003080871.1	Otau_10_358
Otau_XM_022983650.1	Otau_10_359
Otau_XM_022983651.1	Otau_10_360
Otau_XM_003080874.1	Otau_10_361
Otau_XM_003080876.2	Otau_10_362
Otau_XM_003080877.1	Otau_10_363
Otau_XM_022983652.1	Otau_10_364
Otau_XM_022983653.1	Otau_10_365
Otau_XM_003080878.2	Otau_10_366
Otau_XM_003080880.2	Otau_10_367
Otau_XM_003080881.1	Otau_10_368
Otau_XM_022983654.1	Otau_10_369
Otau_XM_022983655.1	Otau_10_370
Otau_XM_003080883.2	Otau_10_371
Otau_XM_003080884.2	Otau_10_372
Otau_XM_022983657.1	Otau_10_373
Otau_XM_003080886.2	Otau_10_374
Otau_XM_022983658.1	Otau_10_375
Otau_XM_022983659.1	Otau_10_376
Otau_XM_022983660.1	Otau_10_377
Otau_XM_003080888.2	Otau_10_378
Otau_XM_003080889.2	Otau_10_379
Otau_XM_003080890.2	Otau_10_380
Otau_XM_003080891.2	Otau_10_381
Otau_XM_003080892.1	Otau_10_382
Otau_XM_003080893.1	Otau_10_383
Otau_XM_022983662.1	Otau_10_384
Otau_XM_003080894.1	Otau_10_385
Otau_XM_003080895.2	Otau_10_386
Otau_XM_022983663.1	Otau_10_387
Otau_XM_003080897.1	Otau_10_388
Otau_XM_022983664.1	Otau_10_389
Otau_XM_022983665.1	Otau_10_390
Otau_XM_022983666.1	Otau_10_391
Otau_XM_022983668.1	Otau_10_392
Otau_XM_003080900.2	Otau_10_393
Otau_XM_003080902.2	Otau_10_394
Otau_XM_022983669.1	Otau_10_395
Otau_XM_022983670.1	Otau_10_396
Otau_XM_022983671.1	Otau_10_397
Otau_XM_003080906.1	Otau_10_398
Otau_XM_003080907.2	Otau_10_399
Otau_XM_003080908.2	Otau_10_400
Otau_XM_022983672.1	Otau_10_401
Otau_XM_003080910.2	Otau_10_402
Otau_XM_003080911.2	Otau_10_403
Otau_XM_022983674.1	Otau_10_404
Otau_XM_003080913.1	Otau_10_405
Otau_XM_003080914.1	Otau_10_406
Otau_XM_003080916.1	Otau_10_407
Otau_XM_003080917.2	Otau_10_408
Otau_XM_022983675.1	Otau_10_409
Otau_XM_022983676.1	Otau_10_410
Otau_XM_022983677.1	Otau_10_411
Otau_XM_003080921.2	Otau_10_412
Otau_XM_003080922.2	Otau_10_413
Otau_XM_003080923.1	Otau_10_414
Otau_XM_022983679.1	Otau_10_415
Otau_XM_022983680.1	Otau_10_416
Otau_XM_003080926.2	Otau_10_417
Otau_XM_022983681.1	Otau_10_418
Otau_XM_003080928.2	Otau_10_419
Otau_XM_003080929.2	Otau_10_420
Otau_XM_003080931.1	Otau_10_421
Otau_XM_022983682.1	Otau_10_422
Otau_XM_003080933.1	Otau_10_423
Otau_XM_003080934.1	Otau_10_424
Otau_XM_003080936.2	Otau_10_425
Otau_XM_022983683.1	Otau_10_426
Otau_XM_022983684.1	Otau_10_427
Otau_XM_003080939.2	Otau_10_428
Otau_XM_003080940.2	Otau_10_429
Otau_XM_003080941.2	Otau_10_430
Otau_XM_003080942.2	Otau_10_431
Otau_XM_022983685.1	Otau_10_432
Otau_XM_003080943.2	Otau_11_1
Otau_XM_022983249.1	Otau_11_2
Otau_XM_003080945.2	Otau_11_3
Otau_XM_003080954.2	Otau_11_4
Otau_XM_022983250.1	Otau_11_5
Otau_XM_022983251.1	Otau_11_6
Otau_XM_022983252.1	Otau_11_7
Otau_XM_022983253.1	Otau_11_8
Otau_XM_022983254.1	Otau_11_9
Otau_XM_022983255.1	Otau_11_10
Otau_XM_003080951.1	Otau_11_11
Otau_XM_022983256.1	Otau_11_12
Otau_XM_003080949.1	Otau_11_13
Otau_XM_022983257.1	Otau_11_14
Otau_XM_022983258.1	Otau_11_15
Otau_XM_003080947.2	Otau_11_16
Otau_XM_003080946.2	Otau_11_17
Otau_XM_003080955.2	Otau_11_18
Otau_XM_022983259.1	Otau_11_19
Otau_XM_022983260.1	Otau_11_20
Otau_XM_003080958.2	Otau_11_21
Otau_XM_003080959.1	Otau_11_22
Otau_XM_003080960.1	Otau_11_23
Otau_XM_022983261.1	Otau_11_24
Otau_XM_003080962.1	Otau_11_25
Otau_XM_003080963.1	Otau_11_26
Otau_XM_022983262.1	Otau_11_27
Otau_XM_003080968.2	Otau_11_28
Otau_XM_003080969.1	Otau_11_29
Otau_XM_022983263.1	Otau_11_30
Otau_XM_022983264.1	Otau_11_31
Otau_XM_003080971.2	Otau_11_32
Otau_XM_003080972.1	Otau_11_33
Otau_XM_022983266.1	Otau_11_34
Otau_XM_022983267.1	Otau_11_35
Otau_XM_003080976.2	Otau_11_36
Otau_XM_022983268.1	Otau_11_37
Otau_XM_022983269.1	Otau_11_38
Otau_XM_003080979.2	Otau_11_39
Otau_XM_003080980.1	Otau_11_40
Otau_XM_003080981.2	Otau_11_41
Otau_XM_003080982.1	Otau_11_42
Otau_XM_003080983.2	Otau_11_43
Otau_XM_022983270.1	Otau_11_44
Otau_XM_022983271.1	Otau_11_45
Otau_XM_022983272.1	Otau_11_46
Otau_XM_003080990.1	Otau_11_47
Otau_XM_003080991.2	Otau_11_48
Otau_XM_003080992.1	Otau_11_49
Otau_XM_003080993.2	Otau_11_50
Otau_XM_022983273.1	Otau_11_51
Otau_XM_022983274.1	Otau_11_52
Otau_XM_003080997.2	Otau_11_53
Otau_XM_022983275.1	Otau_11_54
Otau_XM_022983276.1	Otau_11_55
Otau_XM_022983277.1	Otau_11_56
Otau_XM_022983278.1	Otau_11_57
Otau_XM_003081002.2	Otau_11_58
Otau_XM_003081004.2	Otau_11_59
Otau_XM_022983279.1	Otau_11_60
Otau_XM_022983280.1	Otau_11_61
Otau_XM_003081008.2	Otau_11_62
Otau_XM_022983281.1	Otau_11_63
Otau_XM_003081010.2	Otau_11_64
Otau_XM_003081011.2	Otau_11_65
Otau_XM_003081012.1	Otau_11_66
Otau_XM_003081013.2	Otau_11_67
Otau_XM_003081014.1	Otau_11_68
Otau_XM_022983282.1	Otau_11_69
Otau_XM_003081017.2	Otau_11_70
Otau_XM_003081019.2	Otau_11_71
Otau_XM_022983283.1	Otau_11_72
Otau_XM_003081021.1	Otau_11_73
Otau_XM_003081022.1	Otau_11_74
Otau_XM_022983284.1	Otau_11_75
Otau_XM_003081024.1	Otau_11_76
Otau_XM_022983285.1	Otau_11_77
Otau_XM_022983286.1	Otau_11_78
Otau_XM_003081028.2	Otau_11_79
Otau_XM_003081029.2	Otau_11_80
Otau_XM_003081030.1	Otau_11_81
Otau_XM_003081031.1	Otau_11_82
Otau_XM_022983287.1	Otau_11_83
Otau_XM_003081033.1	Otau_11_84
Otau_XM_003081034.2	Otau_11_85
Otau_XM_003081035.2	Otau_11_86
Otau_XM_022983288.1	Otau_11_87
Otau_XM_003081037.2	Otau_11_88
Otau_XM_022983289.1	Otau_11_89
