Spur_gene-ND1	Spur_1_1
Spur_XM_788889.5	Spur_225_774
Spur_XM_030988354.1	Spur_225_775
Spur_XM_030988218.1	Spur_225_776
Spur_XM_011683342.2	Spur_225_777
Spur_XM_011683339.2	Spur_225_778
Spur_XM_030988076.1	Spur_225_779
Spur_XM_011683344.2	Spur_225_780
Spur_XM_011683351.2	Spur_225_781
Spur_XM_030988355.1	Spur_225_782
Spur_XM_030988356.1	Spur_225_783
Spur_XM_030988357.1	Spur_225_784
Spur_XM_003729740.3	Spur_225_785
Spur_XM_030988358.1	Spur_225_786
Spur_XM_030988077.1	Spur_225_787
Spur_XM_003725699.3	Spur_225_788
Spur_XM_030988080.1	Spur_225_789
Spur_XM_030988081.1	Spur_225_790
Spur_XM_003731189.3	Spur_225_791
Spur_XM_030988086.1	Spur_225_792
Spur_XM_030988998.1	Spur_226_1
Spur_XM_030989019.1	Spur_226_2
Spur_XM_011674211.2	Spur_226_3
Spur_XM_030989020.1	Spur_226_4
Spur_XM_030989021.1	Spur_226_5
Spur_XM_030989022.1	Spur_226_6
Spur_XM_030989023.1	Spur_226_7
Spur_XM_030989339.1	Spur_226_8
Spur_XM_030989343.1	Spur_226_9
Spur_XM_030989344.1	Spur_226_10
Spur_XM_030989024.1	Spur_226_11
Spur_XM_030989345.1	Spur_226_12
Spur_XM_030989348.1	Spur_226_13
Spur_XM_030989029.1	Spur_226_14
Spur_XM_011668708.2	Spur_226_15
Spur_XM_030989040.1	Spur_226_16
Spur_XM_011668706.2	Spur_226_17
Spur_XM_030989041.1	Spur_226_18
Spur_XM_030989364.1	Spur_226_19
Spur_XM_030989042.1	Spur_226_20
Spur_XM_030989043.1	Spur_226_21
Spur_XM_030989055.1	Spur_226_22
Spur_XM_030989056.1	Spur_226_23
Spur_XM_030989060.1	Spur_226_24
Spur_XM_795411.5	Spur_226_25
Spur_XM_030989061.1	Spur_226_26
Spur_XM_030989062.1	Spur_226_27
Spur_XM_030989367.1	Spur_226_28
Spur_XM_030989063.1	Spur_226_29
Spur_XM_030989369.1	Spur_226_30
Spur_XM_030988968.1	Spur_226_31
Spur_XM_030989065.1	Spur_226_32
Spur_XM_030989066.1	Spur_226_33
Spur_XM_030989393.1	Spur_226_34
Spur_XM_030989394.1	Spur_226_35
Spur_XM_030989397.1	Spur_226_36
Spur_XM_030989072.1	Spur_226_37
Spur_XM_030989073.1	Spur_226_38
Spur_XM_030989075.1	Spur_226_39
Spur_XM_030989077.1	Spur_226_40
Spur_XM_030989078.1	Spur_226_41
Spur_XM_030989398.1	Spur_226_42
Spur_XM_030989399.1	Spur_226_43
Spur_XM_030989079.1	Spur_226_44
Spur_XM_011677634.2	Spur_226_45
Spur_XM_030989081.1	Spur_226_46
Spur_XM_030989402.1	Spur_226_47
Spur_XM_030989082.1	Spur_226_48
Spur_XM_030989083.1	Spur_226_49
Spur_XM_030989085.1	Spur_226_50
Spur_XM_030989086.1	Spur_226_51
Spur_XM_030989087.1	Spur_226_52
Spur_XM_030989088.1	Spur_226_53
Spur_XM_030988970.1	Spur_226_54
Spur_XM_030988971.1	Spur_226_55
Spur_XM_030989403.1	Spur_226_56
Spur_XM_011676825.1	Spur_226_57
Spur_XM_001201811.4	Spur_226_58
Spur_XM_011676824.1	Spur_226_59
Spur_XM_030989091.1	Spur_226_60
Spur_XM_030989425.1	Spur_226_61
Spur_XM_030989427.1	Spur_226_62
Spur_XM_030989094.1	Spur_226_63
Spur_XM_030989093.1	Spur_226_64
Spur_XM_030989433.1	Spur_226_65
Spur_XM_030989095.1	Spur_226_66
Spur_XM_030989096.1	Spur_226_67
Spur_XM_030989435.1	Spur_226_68
Spur_XM_030989436.1	Spur_226_69
Spur_XM_030989097.1	Spur_226_70
Spur_XM_030989098.1	Spur_226_71
Spur_XM_030989100.1	Spur_226_72
Spur_XM_030988779.1	Spur_226_73
Spur_XM_791059.5	Spur_226_74
Spur_XM_030989101.1	Spur_226_75
Spur_XM_030989437.1	Spur_226_76
Spur_XM_030989102.1	Spur_226_77
Spur_XM_030989104.1	Spur_226_78
Spur_XM_030989105.1	Spur_226_79
Spur_XM_030989106.1	Spur_226_80
Spur_XM_030988972.1	Spur_226_81
Spur_XM_030988973.1	Spur_226_82
Spur_XM_030988974.1	Spur_226_83
Spur_XM_030988975.1	Spur_226_84
Spur_XM_030988976.1	Spur_226_85
Spur_XM_030988985.1	Spur_226_86
Spur_XM_030988986.1	Spur_226_87
Spur_XM_030988987.1	Spur_226_88
Spur_XM_030988988.1	Spur_226_89
Spur_XM_030988977.1	Spur_226_90
Spur_XM_030988978.1	Spur_226_91
Spur_XM_030988979.1	Spur_226_92
Spur_XM_030988981.1	Spur_226_93
Spur_XM_030988982.1	Spur_226_94
Spur_XM_030988989.1	Spur_226_95
Spur_XM_030988990.1	Spur_226_96
Spur_XM_030988991.1	Spur_226_97
Spur_XM_030988992.1	Spur_226_98
Spur_XM_030988789.1	Spur_226_99
Spur_XM_030988790.1	Spur_226_100
Spur_XM_030989443.1	Spur_226_101
Spur_XM_030989107.1	Spur_226_102
Spur_XM_030989108.1	Spur_226_103
Spur_XM_030989110.1	Spur_226_104
Spur_XM_030989109.1	Spur_226_105
Spur_XM_030989111.1	Spur_226_106
Spur_XM_030989448.1	Spur_226_107
Spur_XM_030989452.1	Spur_226_108
Spur_XM_030989454.1	Spur_226_109
Spur_XM_030988983.1	Spur_226_110
Spur_XM_030988791.1	Spur_226_111
Spur_XM_011673323.2	Spur_226_112
Spur_XM_030989455.1	Spur_226_113
Spur_XM_030989456.1	Spur_226_114
Spur_XM_030988984.1	Spur_226_115
Spur_XM_030989112.1	Spur_226_116
Spur_XM_030989459.1	Spur_226_117
Spur_XM_030989113.1	Spur_226_118
Spur_XM_030989114.1	Spur_226_119
Spur_XM_030989461.1	Spur_226_120
Spur_XM_030989115.1	Spur_226_121
Spur_XM_030989117.1	Spur_226_122
Spur_XM_030989118.1	Spur_226_123
Spur_XM_030989119.1	Spur_226_124
Spur_XM_030989122.1	Spur_226_125
Spur_XM_030989123.1	Spur_226_126
Spur_XM_786046.5	Spur_226_127
Spur_XM_030989125.1	Spur_226_128
Spur_XM_030989127.1	Spur_226_129
Spur_XM_030989466.1	Spur_226_130
Spur_XM_030988993.1	Spur_226_131
Spur_XM_030989130.1	Spur_226_132
Spur_XM_011663920.2	Spur_226_133
Spur_XM_003728826.3	Spur_226_134
Spur_XM_030989132.1	Spur_226_135
Spur_XM_030989471.1	Spur_226_136
Spur_XM_030989472.1	Spur_226_137
Spur_XM_030989475.1	Spur_226_138
Spur_XM_030989131.1	Spur_226_139
Spur_XM_792373.4	Spur_226_140
Spur_XM_030989133.1	Spur_226_141
Spur_XM_776459.5	Spur_226_142
Spur_XM_011675493.2	Spur_226_143
Spur_XM_030989135.1	Spur_226_144
Spur_XM_011675490.2	Spur_226_145
Spur_XM_777387.5	Spur_226_146
Spur_XM_030989136.1	Spur_226_147
Spur_XM_011675489.2	Spur_226_148
Spur_XM_011675485.2	Spur_226_149
Spur_XM_011675486.2	Spur_226_150
Spur_XM_030989141.1	Spur_226_151
Spur_XM_030989481.1	Spur_226_152
Spur_XM_776110.5	Spur_226_153
Spur_XM_003723429.3	Spur_226_154
Spur_XM_003728211.3	Spur_226_155
Spur_XM_003728210.3	Spur_226_156
Spur_XM_030989485.1	Spur_226_157
Spur_XM_030989143.1	Spur_226_158
Spur_XM_030989144.1	Spur_226_159
Spur_XM_030989148.1	Spur_226_160
Spur_XM_003731140.3	Spur_226_161
Spur_XM_011683295.2	Spur_226_162
Spur_XM_030989490.1	Spur_226_163
Spur_XM_003730067.2	Spur_226_164
Spur_XM_030989150.1	Spur_226_165
Spur_XM_030989155.1	Spur_226_166
Spur_XM_030989156.1	Spur_226_167
Spur_XM_776861.5	Spur_226_168
Spur_XM_787632.4	Spur_226_169
Spur_XM_030989159.1	Spur_226_170
Spur_XM_782825.5	Spur_226_171
Spur_XM_030989160.1	Spur_226_172
Spur_XM_003727309.3	Spur_226_173
Spur_XM_030989492.1	Spur_226_174
Spur_XM_030989493.1	Spur_226_175
Spur_XM_030989161.1	Spur_226_176
Spur_XM_776753.5	Spur_226_177
Spur_XM_030989163.1	Spur_226_178
Spur_XM_030988994.1	Spur_226_179
Spur_XM_030989494.1	Spur_226_180
Spur_XM_030989165.1	Spur_226_181
Spur_XM_030989495.1	Spur_226_182
Spur_XM_030988995.1	Spur_226_183
Spur_XM_030989169.1	Spur_226_184
Spur_XM_030989168.1	Spur_226_185
Spur_XM_783982.5	Spur_226_186
Spur_XM_030989170.1	Spur_226_187
Spur_XM_030989171.1	Spur_226_188
Spur_XM_030989176.1	Spur_226_189
Spur_XM_003724830.3	Spur_226_190
Spur_XM_030989497.1	Spur_226_191
Spur_XM_003724959.3	Spur_226_192
Spur_XM_030989517.1	Spur_226_193
Spur_XM_030989178.1	Spur_226_194
Spur_XM_030989520.1	Spur_226_195
Spur_XM_030989521.1	Spur_226_196
Spur_XM_030989522.1	Spur_226_197
Spur_XM_030989523.1	Spur_226_198
Spur_XM_030989179.1	Spur_226_199
Spur_XM_030989180.1	Spur_226_200
Spur_XM_030989181.1	Spur_226_201
Spur_XM_030989530.1	Spur_226_202
Spur_XM_030989182.1	Spur_226_203
Spur_XM_030989185.1	Spur_226_204
Spur_XM_030989186.1	Spur_226_205
Spur_XM_030989187.1	Spur_226_206
Spur_XM_030989188.1	Spur_226_207
Spur_XM_030989191.1	Spur_226_208
Spur_XM_030989531.1	Spur_226_209
Spur_XM_011683038.2	Spur_226_210
Spur_XM_030989536.1	Spur_226_211
Spur_XM_030989192.1	Spur_226_212
Spur_XM_030989196.1	Spur_226_213
Spur_XM_030989197.1	Spur_226_214
Spur_XM_030989198.1	Spur_226_215
Spur_XM_030989199.1	Spur_226_216
Spur_XM_003724829.3	Spur_226_217
Spur_XM_030989553.1	Spur_226_218
Spur_XM_030989554.1	Spur_226_219
Spur_XM_030989567.1	Spur_226_220
Spur_XM_030989569.1	Spur_226_221
Spur_XM_030989200.1	Spur_226_222
Spur_XM_030989202.1	Spur_226_223
Spur_XM_030989600.1	Spur_226_224
Spur_XM_030988997.1	Spur_226_225
Spur_XM_030989204.1	Spur_226_226
Spur_XM_030989605.1	Spur_226_227
Spur_XM_030989606.1	Spur_226_228
Spur_XM_030989205.1	Spur_226_229
Spur_XM_030989206.1	Spur_226_230
Spur_XM_030989608.1	Spur_226_231
Spur_XM_781210.5	Spur_226_232
Spur_XM_030989208.1	Spur_226_233
Spur_XM_030989209.1	Spur_226_234
Spur_XM_030989211.1	Spur_226_235
Spur_XM_003726409.3	Spur_226_236
Spur_XM_001184407.4	Spur_226_237
Spur_XM_011679485.2	Spur_226_238
Spur_XM_011679483.2	Spur_226_239
Spur_XM_030989213.1	Spur_226_240
Spur_NM_214482.2	Spur_226_241
Spur_XM_030989609.1	Spur_226_242
Spur_XM_030988778.1	Spur_226_243
Spur_XM_030989610.1	Spur_226_244
Spur_XM_030989216.1	Spur_226_245
Spur_XM_030989217.1	Spur_226_246
Spur_XM_030989220.1	Spur_226_247
Spur_XM_030989612.1	Spur_226_248
Spur_XM_030989222.1	Spur_226_249
Spur_XM_030989223.1	Spur_226_250
Spur_XM_030989228.1	Spur_226_251
Spur_XM_030989614.1	Spur_226_252
Spur_XM_030989229.1	Spur_226_253
Spur_XM_030989230.1	Spur_226_254
Spur_XM_030989232.1	Spur_226_255
Spur_XM_030989615.1	Spur_226_256
Spur_XM_030989231.1	Spur_226_257
Spur_XM_030989616.1	Spur_226_258
Spur_XM_030989234.1	Spur_226_259
Spur_XM_030989235.1	Spur_226_260
Spur_XM_011670369.2	Spur_226_261
Spur_XM_030989237.1	Spur_226_262
Spur_XM_030989238.1	Spur_226_263
Spur_XM_030989241.1	Spur_226_264
Spur_XM_030989244.1	Spur_226_265
Spur_XM_785814.5	Spur_226_266
Spur_XM_030989245.1	Spur_226_267
Spur_XM_782165.5	Spur_226_268
Spur_XM_030989247.1	Spur_226_269
Spur_XM_030989249.1	Spur_226_270
Spur_XM_030989250.1	Spur_226_271
Spur_XM_775701.5	Spur_226_272
Spur_XM_011671095.2	Spur_226_273
Spur_XM_030989628.1	Spur_226_274
Spur_XM_030989632.1	Spur_226_275
Spur_XM_030989254.1	Spur_226_276
Spur_XM_030989255.1	Spur_226_277
Spur_XM_030988792.1	Spur_226_278
Spur_XM_030989256.1	Spur_226_279
Spur_XM_030988793.1	Spur_226_280
Spur_XM_011682165.2	Spur_226_281
Spur_XM_030989260.1	Spur_226_282
Spur_XM_030989261.1	Spur_226_283
Spur_XM_030989263.1	Spur_226_284
Spur_XM_030988794.1	Spur_226_285
Spur_NM_214534.1	Spur_226_286
Spur_XM_030989264.1	Spur_226_287
Spur_XM_030988795.1	Spur_226_288
Spur_XM_011682841.2	Spur_226_289
Spur_XM_030989265.1	Spur_226_290
Spur_XM_030989266.1	Spur_226_291
Spur_XM_030989268.1	Spur_226_292
Spur_XM_011663478.2	Spur_226_293
Spur_XM_030989269.1	Spur_226_294
Spur_XM_783202.5	Spur_226_295
Spur_XM_030989271.1	Spur_226_296
Spur_XM_783502.5	Spur_226_297
Spur_XM_011663482.2	Spur_226_298
Spur_XM_030989272.1	Spur_226_299
Spur_XM_030988796.1	Spur_226_300
Spur_XM_003729148.3	Spur_226_301
Spur_XM_001198056.3	Spur_226_302
Spur_XM_030989273.1	Spur_226_303
Spur_XM_030989274.1	Spur_226_304
Spur_XM_030988797.1	Spur_226_305
Spur_XM_011671244.2	Spur_226_306
Spur_XM_030989275.1	Spur_226_307
Spur_XM_030989276.1	Spur_226_308
Spur_XM_030988798.1	Spur_226_309
Spur_XM_030988799.1	Spur_226_310
Spur_XM_030989277.1	Spur_226_311
Spur_XM_030989278.1	Spur_226_312
Spur_XM_030989281.1	Spur_226_313
Spur_XM_030989284.1	Spur_226_314
Spur_XM_030989289.1	Spur_226_315
Spur_XM_030989285.1	Spur_226_316
Spur_XM_001188132.4	Spur_226_317
Spur_XM_011685298.2	Spur_226_318
Spur_XM_030988800.1	Spur_226_319
Spur_XM_030988801.1	Spur_226_320
Spur_XM_030988803.1	Spur_226_321
Spur_XM_030989291.1	Spur_226_322
Spur_XM_030989295.1	Spur_226_323
Spur_XM_030989296.1	Spur_226_324
Spur_XM_030989297.1	Spur_226_325
Spur_XM_001176471.4	Spur_226_326
Spur_XM_030989299.1	Spur_226_327
Spur_XM_030988804.1	Spur_226_328
Spur_XM_030989303.1	Spur_226_329
Spur_XM_030989304.1	Spur_226_330
Spur_XM_030989308.1	Spur_226_331
Spur_XM_030989309.1	Spur_226_332
Spur_XM_030988763.1	Spur_226_333
Spur_XM_011665482.2	Spur_226_334
Spur_XM_030989312.1	Spur_226_335
Spur_XM_030989316.1	Spur_226_336
Spur_XM_030989319.1	Spur_226_337
Spur_XM_787590.5	Spur_226_338
Spur_XM_030989320.1	Spur_226_339
Spur_XM_003725521.3	Spur_226_340
Spur_XM_030989322.1	Spur_226_341
Spur_XM_030989324.1	Spur_226_342
Spur_XM_030989325.1	Spur_226_343
Spur_XM_030989326.1	Spur_226_344
Spur_XM_030989328.1	Spur_226_345
Spur_XM_030989329.1	Spur_226_346
Spur_XM_030989330.1	Spur_226_347
Spur_XM_030989333.1	Spur_226_348
Spur_XM_003725806.3	Spur_226_349
Spur_XM_030989334.1	Spur_226_350
Spur_XM_003725805.3	Spur_226_351
Spur_XM_774944.5	Spur_226_352
Spur_XM_030989336.1	Spur_226_353
Spur_XM_011674925.2	Spur_226_354
Spur_XM_030989337.1	Spur_226_355
Spur_XM_003725803.3	Spur_226_356
Spur_XM_011669447.2	Spur_226_357
Spur_XM_001200615.4	Spur_226_358
Spur_XM_030989341.1	Spur_226_359
Spur_XM_011669445.2	Spur_226_360
Spur_XM_011668386.2	Spur_226_361
Spur_XM_030988999.1	Spur_226_362
Spur_XM_030989346.1	Spur_226_363
Spur_XM_030989000.1	Spur_226_364
Spur_XM_030989349.1	Spur_226_365
Spur_XM_030989350.1	Spur_226_366
Spur_XM_030988805.1	Spur_226_367
Spur_XM_001199619.2	Spur_226_368
Spur_XM_011674148.2	Spur_226_369
Spur_XM_030988807.1	Spur_226_370
Spur_XM_030988808.1	Spur_226_371
Spur_XM_030989351.1	Spur_226_372
Spur_XM_030988809.1	Spur_226_373
Spur_XM_030988810.1	Spur_226_374
Spur_XM_030988811.1	Spur_226_375
Spur_XM_011677600.2	Spur_226_376
Spur_XM_011677590.2	Spur_226_377
Spur_XM_791944.4	Spur_226_378
Spur_XM_030989356.1	Spur_226_379
Spur_XM_030989360.1	Spur_226_380
Spur_XM_030988812.1	Spur_226_381
Spur_XM_781657.5	Spur_226_382
Spur_XM_781712.5	Spur_226_383
Spur_XM_030989362.1	Spur_226_384
Spur_XM_030989363.1	Spur_226_385
Spur_XM_786701.4	Spur_226_386
Spur_XM_030989002.1	Spur_226_387
Spur_XM_011684819.2	Spur_226_388
Spur_XM_030989365.1	Spur_226_389
Spur_XM_003727549.3	Spur_226_390
Spur_XM_030988813.1	Spur_226_391
Spur_XM_003727548.3	Spur_226_392
Spur_XM_011684817.2	Spur_226_393
Spur_XM_030989368.1	Spur_226_394
Spur_XM_779698.5	Spur_226_395
Spur_XM_001192435.3	Spur_226_396
Spur_XM_030989371.1	Spur_226_397
Spur_XM_011678802.2	Spur_226_398
Spur_XM_030988815.1	Spur_226_399
Spur_NM_001124757.1	Spur_226_400
Spur_XM_030988816.1	Spur_226_401
Spur_XM_003728566.1	Spur_226_402
Spur_XM_001178402.4	Spur_226_403
Spur_XM_030989372.1	Spur_226_404
Spur_XM_030989373.1	Spur_226_405
Spur_XM_030989377.1	Spur_226_406
Spur_XM_011676771.2	Spur_226_407
Spur_XM_030988817.1	Spur_226_408
Spur_XM_030989382.1	Spur_226_409
Spur_XM_030988818.1	Spur_226_410
Spur_XM_030989383.1	Spur_226_411
Spur_XM_030989385.1	Spur_226_412
Spur_XM_030989386.1	Spur_226_413
Spur_XM_030989387.1	Spur_226_414
Spur_XM_030989388.1	Spur_226_415
Spur_XM_030988819.1	Spur_226_416
Spur_XM_030988820.1	Spur_226_417
Spur_XM_030989395.1	Spur_226_418
Spur_XM_030989400.1	Spur_226_419
Spur_XM_030989401.1	Spur_226_420
Spur_XM_030988822.1	Spur_226_421
Spur_XM_030988823.1	Spur_226_422
Spur_XM_030989404.1	Spur_226_423
Spur_XM_030989407.1	Spur_226_424
Spur_XM_003724713.3	Spur_226_425
Spur_XM_011665679.2	Spur_226_426
Spur_XM_030988824.1	Spur_226_427
Spur_XM_030989408.1	Spur_226_428
Spur_XM_030989410.1	Spur_226_429
Spur_XM_030988825.1	Spur_226_430
Spur_XM_030989418.1	Spur_226_431
Spur_XM_030989420.1	Spur_226_432
Spur_XM_030988826.1	Spur_226_433
Spur_XM_030989421.1	Spur_226_434
Spur_XM_003724709.3	Spur_226_435
Spur_XM_030988827.1	Spur_226_436
Spur_XM_003724708.3	Spur_226_437
Spur_XM_030989422.1	Spur_226_438
Spur_XM_001200592.4	Spur_226_439
Spur_XM_030989423.1	Spur_226_440
Spur_XM_030989424.1	Spur_226_441
Spur_XM_003729197.3	Spur_226_442
Spur_XM_030988829.1	Spur_226_443
Spur_XM_030988830.1	Spur_226_444
Spur_XM_030988831.1	Spur_226_445
Spur_XM_030989426.1	Spur_226_446
Spur_XM_030989428.1	Spur_226_447
Spur_XM_030989431.1	Spur_226_448
Spur_XM_030988832.1	Spur_226_449
Spur_XM_030988833.1	Spur_226_450
Spur_XM_030988835.1	Spur_226_451
Spur_XM_030989432.1	Spur_226_452
Spur_XM_030989003.1	Spur_226_453
Spur_XM_030988836.1	Spur_226_454
Spur_XM_030988837.1	Spur_226_455
Spur_XM_030988838.1	Spur_226_456
Spur_XM_030988839.1	Spur_226_457
Spur_XM_030988840.1	Spur_226_458
Spur_XM_030989438.1	Spur_226_459
Spur_XM_011667860.2	Spur_226_460
Spur_XM_030989439.1	Spur_226_461
Spur_XM_030988841.1	Spur_226_462
Spur_XM_030988842.1	Spur_226_463
Spur_XM_003729120.3	Spur_226_464
Spur_XM_030989442.1	Spur_226_465
Spur_XM_030988844.1	Spur_226_466
Spur_XM_011685858.2	Spur_226_467
Spur_XM_030989444.1	Spur_226_468
Spur_XM_030989447.1	Spur_226_469
Spur_XM_011667973.2	Spur_226_470
Spur_XM_030989449.1	Spur_226_471
Spur_XM_030988845.1	Spur_226_472
Spur_XM_011674863.2	Spur_226_473
Spur_XM_030988846.1	Spur_226_474
Spur_XM_030988847.1	Spur_226_475
Spur_XM_030989450.1	Spur_226_476
Spur_XM_030988848.1	Spur_226_477
Spur_XM_003728501.3	Spur_226_478
Spur_XM_030988849.1	Spur_226_479
Spur_XM_030989451.1	Spur_226_480
Spur_XM_030988850.1	Spur_226_481
Spur_XM_030988851.1	Spur_226_482
Spur_XM_030989457.1	Spur_226_483
Spur_XM_030989460.1	Spur_226_484
Spur_XM_030989462.1	Spur_226_485
Spur_XM_011682086.2	Spur_226_486
Spur_XM_030989464.1	Spur_226_487
Spur_XM_030989465.1	Spur_226_488
Spur_XM_030988853.1	Spur_226_489
Spur_XM_030988854.1	Spur_226_490
Spur_XM_030989467.1	Spur_226_491
Spur_XM_030989468.1	Spur_226_492
Spur_XM_030989004.1	Spur_226_493
Spur_XM_030989473.1	Spur_226_494
Spur_XM_030988855.1	Spur_226_495
Spur_XM_030989476.1	Spur_226_496
Spur_XM_030989478.1	Spur_226_497
Spur_XM_030989480.1	Spur_226_498
Spur_XM_030988856.1	Spur_226_499
Spur_XM_030988857.1	Spur_226_500
Spur_XM_785261.5	Spur_226_501
Spur_XM_011683231.2	Spur_226_502
Spur_XM_030989482.1	Spur_226_503
Spur_XM_030989486.1	Spur_226_504
Spur_XM_003728848.2	Spur_226_505
Spur_XM_003731370.3	Spur_226_506
Spur_XM_011676680.2	Spur_226_507
Spur_XM_030989489.1	Spur_226_508
Spur_XM_030988859.1	Spur_226_509
Spur_XM_003728172.3	Spur_226_510
Spur_XM_030988860.1	Spur_226_511
Spur_XM_030989498.1	Spur_226_512
Spur_XM_780517.5	Spur_226_513
Spur_XM_030989499.1	Spur_226_514
Spur_XM_030989509.1	Spur_226_515
Spur_XM_030989512.1	Spur_226_516
Spur_XM_030989513.1	Spur_226_517
Spur_XM_787149.5	Spur_226_518
Spur_XM_030988861.1	Spur_226_519
Spur_XM_030989515.1	Spur_226_520
Spur_XM_030989516.1	Spur_226_521
Spur_XM_011672191.2	Spur_226_522
Spur_XM_030988862.1	Spur_226_523
Spur_XM_011672190.2	Spur_226_524
Spur_XM_030989518.1	Spur_226_525
Spur_XM_030988863.1	Spur_226_526
Spur_XM_030989524.1	Spur_226_527
Spur_XM_011674583.2	Spur_226_528
Spur_XM_011674593.2	Spur_226_529
Spur_XM_030988864.1	Spur_226_530
Spur_XM_030989526.1	Spur_226_531
Spur_XM_030989527.1	Spur_226_532
Spur_XM_011684776.2	Spur_226_533
Spur_XM_030989533.1	Spur_226_534
Spur_XM_783829.5	Spur_226_535
Spur_XM_030989537.1	Spur_226_536
Spur_XM_791247.4	Spur_226_537
Spur_XM_791266.2	Spur_226_538
Spur_XM_791290.4	Spur_226_539
Spur_XM_030989541.1	Spur_226_540
Spur_XM_784267.1	Spur_226_541
Spur_XM_030988866.1	Spur_226_542
Spur_XM_030988867.1	Spur_226_543
Spur_XM_030988868.1	Spur_226_544
Spur_XM_030989542.1	Spur_226_545
Spur_XM_030989543.1	Spur_226_546
Spur_XM_030989545.1	Spur_226_547
Spur_XM_030988869.1	Spur_226_548
Spur_XM_030989006.1	Spur_226_549
Spur_XM_030989546.1	Spur_226_550
Spur_XM_030989547.1	Spur_226_551
Spur_XM_030989548.1	Spur_226_552
Spur_XM_777758.5	Spur_226_553
Spur_XM_030988870.1	Spur_226_554
Spur_XM_030988871.1	Spur_226_555
Spur_XM_030989552.1	Spur_226_556
Spur_XM_776103.2	Spur_226_557
Spur_XM_030989555.1	Spur_226_558
Spur_XM_030989556.1	Spur_226_559
Spur_XM_030989558.1	Spur_226_560
Spur_XM_030989559.1	Spur_226_561
Spur_XM_030989560.1	Spur_226_562
Spur_XM_030989563.1	Spur_226_563
Spur_XM_030989564.1	Spur_226_564
Spur_XM_030989566.1	Spur_226_565
Spur_XM_795431.5	Spur_226_566
Spur_XM_030989568.1	Spur_226_567
Spur_NM_001098457.1	Spur_226_568
Spur_XM_030989570.1	Spur_226_569
Spur_XM_030989573.1	Spur_226_570
Spur_XM_030989572.1	Spur_226_571
Spur_XM_791922.5	Spur_226_572
Spur_XM_030989576.1	Spur_226_573
Spur_XM_030989577.1	Spur_226_574
Spur_XM_030989578.1	Spur_226_575
Spur_XM_030989581.1	Spur_226_576
Spur_XM_003728742.3	Spur_226_577
Spur_XM_030989584.1	Spur_226_578
Spur_XM_030989587.1	Spur_226_579
Spur_XM_030989590.1	Spur_226_580
Spur_XM_030989594.1	Spur_226_581
Spur_XM_776172.4	Spur_226_582
Spur_XM_001199449.4	Spur_226_583
Spur_XM_030989601.1	Spur_226_584
Spur_XM_030988872.1	Spur_226_585
Spur_XM_030988874.1	Spur_226_586
Spur_XM_030989602.1	Spur_226_587
Spur_XM_030988875.1	Spur_226_588
Spur_XM_030989603.1	Spur_226_589
Spur_XM_030989604.1	Spur_226_590
Spur_XM_030988876.1	Spur_226_591
Spur_XM_030988877.1	Spur_226_592
Spur_XM_030988878.1	Spur_226_593
Spur_XM_030988879.1	Spur_226_594
Spur_XM_030988881.1	Spur_226_595
Spur_XM_030988882.1	Spur_226_596
Spur_XM_011681969.2	Spur_226_597
Spur_XM_030988884.1	Spur_226_598
Spur_XM_011668034.2	Spur_226_599
Spur_XM_030989613.1	Spur_226_600
Spur_XM_030988885.1	Spur_226_601
Spur_XM_775876.5	Spur_226_602
Spur_XM_003724609.3	Spur_226_603
Spur_XM_779210.4	Spur_226_604
Spur_XM_030988886.1	Spur_226_605
Spur_XM_030989618.1	Spur_226_606
Spur_XM_030989619.1	Spur_226_607
Spur_XM_776125.5	Spur_226_608
Spur_XM_030989622.1	Spur_226_609
Spur_XM_030988887.1	Spur_226_610
Spur_XM_782738.5	Spur_226_611
Spur_XM_011667063.2	Spur_226_612
Spur_XM_030989625.1	Spur_226_613
Spur_XM_030988888.1	Spur_226_614
Spur_XM_030989627.1	Spur_226_615
Spur_XM_030989629.1	Spur_226_616
Spur_XM_030989630.1	Spur_226_617
Spur_XM_030988889.1	Spur_226_618
Spur_XM_011665053.1	Spur_226_619
Spur_XM_030988891.1	Spur_226_620
Spur_XM_030988892.1	Spur_226_621
Spur_XM_030989633.1	Spur_226_622
Spur_XM_030989634.1	Spur_226_623
Spur_XM_780003.4	Spur_226_624
Spur_XM_030989635.1	Spur_226_625
Spur_XM_030988785.1	Spur_226_626
Spur_XM_030989638.1	Spur_226_627
Spur_XM_030989637.1	Spur_226_628
Spur_XM_030989639.1	Spur_226_629
Spur_XM_001199883.4	Spur_226_630
Spur_XM_030989640.1	Spur_226_631
Spur_XM_789459.5	Spur_226_632
Spur_XM_795640.5	Spur_226_633
Spur_XM_030989641.1	Spur_226_634
Spur_XM_030989642.1	Spur_226_635
Spur_XM_030989007.1	Spur_226_636
Spur_XM_030988893.1	Spur_226_637
Spur_XM_030989643.1	Spur_226_638
Spur_XM_030989645.1	Spur_226_639
Spur_XM_030989646.1	Spur_226_640
Spur_XM_030988894.1	Spur_226_641
Spur_XM_030989648.1	Spur_226_642
Spur_XM_001176618.2	Spur_226_643
Spur_XM_789607.5	Spur_226_644
Spur_XM_030989650.1	Spur_226_645
Spur_XM_003729769.3	Spur_226_646
Spur_XM_030988895.1	Spur_226_647
Spur_XM_030988896.1	Spur_226_648
Spur_XM_030988897.1	Spur_226_649
