Gracho_gnl_WGS_NBIV_mrna.BWQ96_00001	Gracho_1_1
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05104	Gracho_69_10
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05105	Gracho_69_11
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05106	Gracho_69_12
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05107	Gracho_69_13
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05108	Gracho_69_14
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05109	Gracho_69_15
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05110	Gracho_69_16
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05111	Gracho_69_17
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05112	Gracho_69_18
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05113	Gracho_69_19
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05114	Gracho_69_20
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05115	Gracho_69_21
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05116	Gracho_69_22
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05117	Gracho_69_23
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05118	Gracho_69_24
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05119	Gracho_69_25
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05120	Gracho_69_26
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05121	Gracho_70_1
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05122	Gracho_70_2
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05123	Gracho_70_3
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05124	Gracho_70_4
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05125	Gracho_70_5
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05126	Gracho_70_6
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05127	Gracho_70_7
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05128	Gracho_70_8
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05129	Gracho_70_9
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05130	Gracho_70_10
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05131	Gracho_70_11
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05132	Gracho_70_12
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05133	Gracho_70_13
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05134	Gracho_70_14
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05135	Gracho_70_15
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05136	Gracho_70_16
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05137	Gracho_70_17
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05138	Gracho_70_18
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05139	Gracho_70_19
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05140	Gracho_70_20
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05141	Gracho_70_21
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05142	Gracho_70_22
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05143	Gracho_70_23
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05144	Gracho_70_24
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05145	Gracho_70_25
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05146	Gracho_70_26
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05147	Gracho_70_27
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05148	Gracho_70_28
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05149	Gracho_70_29
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05150	Gracho_70_30
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05151	Gracho_70_31
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05152	Gracho_70_32
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05153	Gracho_70_33
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05154	Gracho_70_34
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05155	Gracho_70_35
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05156	Gracho_70_36
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05157	Gracho_70_37
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05158	Gracho_70_38
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05159	Gracho_70_39
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05160	Gracho_71_1
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05161	Gracho_71_2
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05162	Gracho_71_3
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05163	Gracho_71_4
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05164	Gracho_71_5
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05165	Gracho_71_6
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05166	Gracho_71_7
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05167	Gracho_71_8
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05168	Gracho_71_9
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05169	Gracho_71_10
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05170	Gracho_71_11
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05171	Gracho_71_12
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05172	Gracho_71_13
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05173	Gracho_71_14
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05174	Gracho_71_15
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05175	Gracho_71_16
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05176	Gracho_71_17
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05177	Gracho_71_18
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05178	Gracho_71_19
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05179	Gracho_71_20
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05180	Gracho_71_21
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05181	Gracho_71_22
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05182	Gracho_71_23
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05183	Gracho_71_24
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05184	Gracho_72_1
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05185	Gracho_72_2
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05186	Gracho_72_3
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05187	Gracho_72_4
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05188	Gracho_72_5
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05189	Gracho_72_6
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05190	Gracho_72_7
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05191	Gracho_72_8
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05192	Gracho_72_9
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05193	Gracho_72_10
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05194	Gracho_72_11
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05195	Gracho_72_12
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05196	Gracho_72_13
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05197	Gracho_72_14
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05198	Gracho_72_15
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05199	Gracho_73_1
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05200	Gracho_73_2
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05201	Gracho_73_3
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05202	Gracho_73_4
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05203	Gracho_73_5
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05204	Gracho_73_6
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05205	Gracho_73_7
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05206	Gracho_73_8
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05207	Gracho_73_9
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05208	Gracho_73_10
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05209	Gracho_73_11
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05210	Gracho_73_12
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05211	Gracho_73_13
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05212	Gracho_73_14
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05213	Gracho_73_15
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05214	Gracho_73_16
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05215	Gracho_73_17
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05216	Gracho_74_1
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05217	Gracho_74_2
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05218	Gracho_74_3
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05219	Gracho_74_4
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05220	Gracho_74_5
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05221	Gracho_74_6
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05222	Gracho_74_7
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05223	Gracho_74_8
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05224	Gracho_74_9
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05225	Gracho_74_10
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05226	Gracho_74_11
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05227	Gracho_74_12
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05228	Gracho_74_13
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05229	Gracho_75_1
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05230	Gracho_75_2
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05231	Gracho_75_3
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05232	Gracho_75_4
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05233	Gracho_75_5
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05234	Gracho_75_6
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05235	Gracho_75_7
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05236	Gracho_75_8
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05237	Gracho_75_9
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05238	Gracho_75_10
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05239	Gracho_75_11
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05240	Gracho_75_12
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05241	Gracho_75_13
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05242	Gracho_75_14
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05243	Gracho_75_15
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05244	Gracho_75_16
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05245	Gracho_75_17
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05246	Gracho_75_18
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05247	Gracho_75_19
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05248	Gracho_75_20
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05249	Gracho_75_21
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05250	Gracho_75_22
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05251	Gracho_75_23
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05252	Gracho_75_24
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05253	Gracho_75_25
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05254	Gracho_75_26
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05255	Gracho_75_27
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05256	Gracho_75_28
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05257	Gracho_75_29
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05258	Gracho_75_30
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05259	Gracho_75_31
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05260	Gracho_76_1
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05261	Gracho_76_2
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05262	Gracho_76_3
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05263	Gracho_76_4
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05264	Gracho_76_5
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05265	Gracho_76_6
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05266	Gracho_76_7
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05267	Gracho_76_8
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05268	Gracho_76_9
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05269	Gracho_76_10
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05270	Gracho_76_11
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05271	Gracho_76_12
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05272	Gracho_76_13
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05273	Gracho_76_14
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05274	Gracho_76_15
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05275	Gracho_76_16
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05276	Gracho_76_17
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05277	Gracho_76_18
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05278	Gracho_76_19
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05279	Gracho_76_20
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05280	Gracho_76_21
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05281	Gracho_76_22
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05282	Gracho_77_1
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05283	Gracho_77_2
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05284	Gracho_77_3
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05285	Gracho_77_4
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05286	Gracho_77_5
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05287	Gracho_77_6
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05288	Gracho_77_7
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05289	Gracho_77_8
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05290	Gracho_77_9
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05291	Gracho_77_10
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05292	Gracho_77_11
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05293	Gracho_77_12
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05294	Gracho_77_13
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05295	Gracho_77_14
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05296	Gracho_77_15
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05297	Gracho_77_16
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05298	Gracho_77_17
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05299	Gracho_77_18
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05300	Gracho_77_19
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05301	Gracho_77_20
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05302	Gracho_77_21
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05303	Gracho_77_22
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05304	Gracho_77_23
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05305	Gracho_77_24
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05306	Gracho_77_25
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05307	Gracho_77_26
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05308	Gracho_77_27
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05309	Gracho_77_28
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05310	Gracho_77_29
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05311	Gracho_77_30
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05312	Gracho_77_31
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05313	Gracho_77_32
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05314	Gracho_77_33
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05315	Gracho_77_34
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05316	Gracho_77_35
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05317	Gracho_77_36
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05318	Gracho_77_37
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05319	Gracho_77_38
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05320	Gracho_77_39
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05321	Gracho_77_40
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05322	Gracho_77_41
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05323	Gracho_77_42
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05324	Gracho_78_1
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05325	Gracho_78_2
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05326	Gracho_78_3
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05327	Gracho_78_4
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05328	Gracho_78_5
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05329	Gracho_78_6
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05330	Gracho_78_7
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05331	Gracho_78_8
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05332	Gracho_78_9
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05333	Gracho_78_10
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05334	Gracho_78_11
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05335	Gracho_78_12
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05336	Gracho_78_13
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05337	Gracho_78_14
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05338	Gracho_79_1
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05339	Gracho_79_2
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05340	Gracho_79_3
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05341	Gracho_79_4
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05342	Gracho_79_5
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05343	Gracho_79_6
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05344	Gracho_79_7
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05345	Gracho_79_8
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05346	Gracho_79_9
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05347	Gracho_79_10
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05348	Gracho_79_11
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05349	Gracho_79_12
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05350	Gracho_79_13
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05351	Gracho_79_14
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05352	Gracho_79_15
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05353	Gracho_79_16
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05354	Gracho_79_17
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05355	Gracho_79_18
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05356	Gracho_79_19
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05357	Gracho_79_20
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05358	Gracho_79_21
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05359	Gracho_79_22
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05360	Gracho_79_23
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05361	Gracho_79_24
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05362	Gracho_79_25
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05363	Gracho_79_26
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05364	Gracho_79_27
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05365	Gracho_79_28
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05366	Gracho_79_29
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05367	Gracho_79_30
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05368	Gracho_79_31
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05369	Gracho_79_32
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05370	Gracho_79_33
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05371	Gracho_79_34
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05372	Gracho_79_35
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05373	Gracho_79_36
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05374	Gracho_79_37
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05375	Gracho_79_38
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05376	Gracho_79_39
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05377	Gracho_79_40
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05378	Gracho_79_41
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05379	Gracho_79_42
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05380	Gracho_79_43
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05381	Gracho_79_44
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05382	Gracho_79_45
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05383	Gracho_79_46
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05384	Gracho_79_47
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05385	Gracho_79_48
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05386	Gracho_79_49
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05387	Gracho_79_50
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05388	Gracho_79_51
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05389	Gracho_79_52
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05390	Gracho_79_53
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05391	Gracho_79_54
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05392	Gracho_79_55
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05393	Gracho_79_56
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05395	Gracho_80_1
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05396	Gracho_80_2
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05397	Gracho_80_3
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05398	Gracho_80_4
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05399	Gracho_80_5
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05400	Gracho_80_6
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05401	Gracho_80_7
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05402	Gracho_80_8
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05403	Gracho_80_9
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05404	Gracho_80_10
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05405	Gracho_80_11
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05406	Gracho_80_12
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05407	Gracho_80_13
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05408	Gracho_80_14
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05409	Gracho_80_15
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05410	Gracho_80_16
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05411	Gracho_80_17
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05412	Gracho_80_18
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05413	Gracho_80_19
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05414	Gracho_80_20
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05415	Gracho_80_21
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05416	Gracho_80_22
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05417	Gracho_80_23
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05418	Gracho_80_24
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05419	Gracho_80_25
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05420	Gracho_80_26
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05421	Gracho_80_27
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05422	Gracho_80_28
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05423	Gracho_80_29
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05424	Gracho_80_30
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05425	Gracho_80_31
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05426	Gracho_80_32
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05427	Gracho_80_33
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05428	Gracho_80_34
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05429	Gracho_80_35
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05430	Gracho_80_36
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05431	Gracho_81_1
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05432	Gracho_81_2
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05433	Gracho_81_3
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05434	Gracho_81_4
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05435	Gracho_81_5
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05436	Gracho_81_6
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05437	Gracho_81_7
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05438	Gracho_81_8
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05439	Gracho_81_9
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05440	Gracho_81_10
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05441	Gracho_81_11
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05442	Gracho_81_12
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05443	Gracho_81_13
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05444	Gracho_81_14
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05445	Gracho_81_15
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05446	Gracho_81_16
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05447	Gracho_81_17
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05448	Gracho_81_18
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05449	Gracho_81_19
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05450	Gracho_81_20
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05451	Gracho_81_21
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05452	Gracho_81_22
Gracho_gnl_WGS_NBIV_mrna.BWQ96_05453	Gracho_81_23
