Phoaus_g1.t1	Phoaus_1_1
Phoaus_g14165.t1	Phoaus_1623_4
Phoaus_g14166.t1	Phoaus_1623_5
Phoaus_g14167.t1	Phoaus_1623_6
Phoaus_g14168.t1	Phoaus_1623_7
Phoaus_g14169.t1	Phoaus_1623_8
Phoaus_g14170.t1	Phoaus_1623_9
Phoaus_g14171.t1	Phoaus_1623_10
Phoaus_g14172.t1	Phoaus_1623_11
Phoaus_g14173.t1	Phoaus_1623_12
Phoaus_g14174.t1	Phoaus_1623_13
Phoaus_g14175.t1	Phoaus_1623_14
Phoaus_g14176.t1	Phoaus_1623_15
Phoaus_g14177.t1	Phoaus_1623_16
Phoaus_g3262.t1	Phoaus_1624_1
Phoaus_g3263.t1	Phoaus_1624_2
Phoaus_g3264.t1	Phoaus_1624_3
Phoaus_g3265.t1	Phoaus_1624_4
Phoaus_g3266.t1	Phoaus_1624_5
Phoaus_g3267.t1	Phoaus_1624_6
Phoaus_g3268.t1	Phoaus_1624_7
Phoaus_g3269.t1	Phoaus_1624_8
Phoaus_g3270.t1	Phoaus_1624_9
Phoaus_g3271.t1	Phoaus_1624_10
Phoaus_g3272.t1	Phoaus_1624_11
Phoaus_g3273.t1	Phoaus_1624_12
Phoaus_g3274.t1	Phoaus_1624_13
Phoaus_g3275.t1	Phoaus_1624_14
Phoaus_g3276.t1	Phoaus_1624_15
Phoaus_g3277.t1	Phoaus_1624_16
Phoaus_g3278.t1	Phoaus_1624_17
Phoaus_g3279.t1	Phoaus_1624_18
Phoaus_g3280.t1	Phoaus_1624_19
Phoaus_g3281.t1	Phoaus_1624_20
Phoaus_g3282.t1	Phoaus_1624_21
Phoaus_g3283.t1	Phoaus_1624_22
Phoaus_g3284.t1	Phoaus_1624_23
Phoaus_g3285.t1	Phoaus_1624_24
Phoaus_g3286.t1	Phoaus_1624_25
Phoaus_g3287.t1	Phoaus_1624_26
Phoaus_g3288.t1	Phoaus_1624_27
Phoaus_g3289.t1	Phoaus_1624_28
Phoaus_g3290.t1	Phoaus_1624_29
Phoaus_g3291.t1	Phoaus_1624_30
Phoaus_g3292.t1	Phoaus_1624_31
Phoaus_g3293.t1	Phoaus_1624_32
Phoaus_g3294.t1	Phoaus_1624_33
Phoaus_g3295.t1	Phoaus_1624_34
Phoaus_g3296.t1	Phoaus_1624_35
Phoaus_g3297.t1	Phoaus_1624_36
Phoaus_g3298.t1	Phoaus_1624_37
Phoaus_g3299.t1	Phoaus_1624_38
Phoaus_g3300.t1	Phoaus_1624_39
Phoaus_g3301.t1	Phoaus_1624_40
Phoaus_g3302.t1	Phoaus_1624_41
Phoaus_g3303.t1	Phoaus_1624_42
Phoaus_g3304.t1	Phoaus_1624_43
Phoaus_g3305.t1	Phoaus_1624_44
Phoaus_g3306.t1	Phoaus_1624_45
Phoaus_g3307.t1	Phoaus_1624_46
Phoaus_g3308.t1	Phoaus_1624_47
Phoaus_g3309.t1	Phoaus_1624_48
Phoaus_g3310.t1	Phoaus_1624_49
Phoaus_g3311.t1	Phoaus_1624_50
Phoaus_g3312.t1	Phoaus_1624_51
Phoaus_g3313.t1	Phoaus_1624_52
Phoaus_g3314.t1	Phoaus_1624_53
Phoaus_g3315.t1	Phoaus_1624_54
Phoaus_g3316.t1	Phoaus_1624_55
Phoaus_g3317.t1	Phoaus_1624_56
Phoaus_g3318.t1	Phoaus_1624_57
Phoaus_g3319.t1	Phoaus_1624_58
Phoaus_g3320.t1	Phoaus_1624_59
Phoaus_g3321.t1	Phoaus_1624_60
Phoaus_g3322.t1	Phoaus_1624_61
Phoaus_g3323.t1	Phoaus_1624_62
Phoaus_g3324.t1	Phoaus_1624_63
Phoaus_g3325.t1	Phoaus_1624_64
Phoaus_g3326.t1	Phoaus_1624_65
Phoaus_g14178.t1	Phoaus_1625_1
Phoaus_g14179.t1	Phoaus_1625_2
Phoaus_g14180.t1	Phoaus_1625_3
Phoaus_g14181.t1	Phoaus_1625_4
Phoaus_g14182.t1	Phoaus_1625_5
Phoaus_g14183.t1	Phoaus_1625_6
Phoaus_g14184.t1	Phoaus_1625_7
Phoaus_g14185.t1	Phoaus_1625_8
Phoaus_g14186.t1	Phoaus_1625_9
Phoaus_g14187.t1	Phoaus_1625_10
Phoaus_g14188.t1	Phoaus_1625_11
Phoaus_g14189.t1	Phoaus_1625_12
Phoaus_g14190.t1	Phoaus_1625_13
Phoaus_g14191.t1	Phoaus_1625_14
Phoaus_g14192.t1	Phoaus_1625_15
Phoaus_g14193.t1	Phoaus_1625_16
Phoaus_g14194.t1	Phoaus_1626_1
Phoaus_g14195.t1	Phoaus_1626_2
Phoaus_g14196.t1	Phoaus_1626_3
Phoaus_g14197.t1	Phoaus_1626_4
Phoaus_g14198.t1	Phoaus_1626_5
Phoaus_g14199.t1	Phoaus_1626_6
Phoaus_g14200.t1	Phoaus_1626_7
Phoaus_g14201.t1	Phoaus_1626_8
Phoaus_g14202.t1	Phoaus_1626_9
Phoaus_g14203.t1	Phoaus_1626_10
Phoaus_g14204.t1	Phoaus_1626_11
Phoaus_g14205.t1	Phoaus_1626_12
Phoaus_g14206.t1	Phoaus_1626_13
Phoaus_g14207.t1	Phoaus_1626_14
Phoaus_g14208.t1	Phoaus_1626_15
Phoaus_g14209.t1	Phoaus_1626_16
Phoaus_g14210.t1	Phoaus_1626_17
Phoaus_g14211.t1	Phoaus_1626_18
Phoaus_g14212.t1	Phoaus_1626_19
Phoaus_g14213.t1	Phoaus_1627_1
Phoaus_g14214.t1	Phoaus_1627_2
Phoaus_g14215.t1	Phoaus_1627_3
Phoaus_g14216.t1	Phoaus_1627_4
Phoaus_g14217.t1	Phoaus_1627_5
Phoaus_g14218.t1	Phoaus_1627_6
Phoaus_g14219.t1	Phoaus_1627_7
Phoaus_g14220.t1	Phoaus_1627_8
Phoaus_g14221.t1	Phoaus_1627_9
Phoaus_g14222.t1	Phoaus_1627_10
Phoaus_g14223.t1	Phoaus_1628_1
Phoaus_g14224.t1	Phoaus_1628_2
Phoaus_g14225.t1	Phoaus_1628_3
Phoaus_g14226.t1	Phoaus_1628_4
Phoaus_g14227.t1	Phoaus_1628_5
Phoaus_g14228.t1	Phoaus_1628_6
Phoaus_g14229.t1	Phoaus_1628_7
Phoaus_g14230.t1	Phoaus_1628_8
Phoaus_g14231.t1	Phoaus_1628_9
Phoaus_g14232.t1	Phoaus_1628_10
Phoaus_g14233.t1	Phoaus_1628_11
Phoaus_g14234.t1	Phoaus_1628_12
Phoaus_g14235.t1	Phoaus_1628_13
Phoaus_g14236.t1	Phoaus_1629_1
Phoaus_g14237.t1	Phoaus_1629_2
Phoaus_g14238.t1	Phoaus_1629_3
Phoaus_g14239.t1	Phoaus_1629_4
Phoaus_g14240.t1	Phoaus_1629_5
Phoaus_g14241.t1	Phoaus_1629_6
Phoaus_g14242.t1	Phoaus_1629_7
Phoaus_g14243.t1	Phoaus_1629_8
Phoaus_g14244.t1	Phoaus_1629_9
Phoaus_g14245.t1	Phoaus_1629_10
Phoaus_g14246.t1	Phoaus_1629_11
Phoaus_g14247.t1	Phoaus_1629_12
Phoaus_g14248.t1	Phoaus_1629_13
Phoaus_g14249.t1	Phoaus_1629_14
Phoaus_g14250.t1	Phoaus_1629_15
Phoaus_g14251.t1	Phoaus_1629_16
Phoaus_g14252.t1	Phoaus_1629_17
Phoaus_g14253.t1	Phoaus_1629_18
Phoaus_g14254.t1	Phoaus_1630_1
Phoaus_g14255.t1	Phoaus_1630_2
Phoaus_g14256.t1	Phoaus_1630_3
Phoaus_g14257.t1	Phoaus_1630_4
Phoaus_g14258.t1	Phoaus_1630_5
Phoaus_g14259.t1	Phoaus_1630_6
Phoaus_g14260.t1	Phoaus_1630_7
Phoaus_g14261.t1	Phoaus_1630_8
Phoaus_g14262.t1	Phoaus_1630_9
Phoaus_g14263.t1	Phoaus_1630_10
Phoaus_g14264.t1	Phoaus_1631_1
Phoaus_g14265.t1	Phoaus_1631_2
Phoaus_g14266.t1	Phoaus_1631_3
Phoaus_g14267.t1	Phoaus_1631_4
Phoaus_g14268.t1	Phoaus_1631_5
Phoaus_g14269.t1	Phoaus_1631_6
Phoaus_g14270.t1	Phoaus_1631_7
Phoaus_g14271.t1	Phoaus_1631_8
Phoaus_g14272.t1	Phoaus_1631_9
Phoaus_g14273.t1	Phoaus_1631_10
Phoaus_g14274.t1	Phoaus_1631_11
Phoaus_g14275.t1	Phoaus_1631_12
Phoaus_g14276.t1	Phoaus_1631_13
Phoaus_g14277.t1	Phoaus_1632_1
Phoaus_g14278.t1	Phoaus_1632_2
Phoaus_g14279.t1	Phoaus_1632_3
Phoaus_g14280.t1	Phoaus_1632_4
Phoaus_g14281.t1	Phoaus_1632_5
Phoaus_g14282.t1	Phoaus_1632_6
Phoaus_g14283.t1	Phoaus_1632_7
Phoaus_g14284.t1	Phoaus_1632_8
Phoaus_g14285.t1	Phoaus_1632_9
Phoaus_g14286.t1	Phoaus_1632_10
Phoaus_g14287.t1	Phoaus_1632_11
Phoaus_g14288.t1	Phoaus_1632_12
Phoaus_g14289.t1	Phoaus_1633_1
Phoaus_g14290.t1	Phoaus_1633_2
Phoaus_g14291.t1	Phoaus_1633_3
Phoaus_g14292.t1	Phoaus_1633_4
Phoaus_g14293.t1	Phoaus_1633_5
Phoaus_g14294.t1	Phoaus_1633_6
Phoaus_g14295.t1	Phoaus_1633_7
Phoaus_g14296.t1	Phoaus_1633_8
Phoaus_g14297.t1	Phoaus_1633_9
Phoaus_g14298.t1	Phoaus_1633_10
Phoaus_g14299.t1	Phoaus_1633_11
Phoaus_g14300.t1	Phoaus_1633_12
Phoaus_g14301.t1	Phoaus_1633_13
Phoaus_g14302.t1	Phoaus_1634_1
Phoaus_g14303.t1	Phoaus_1634_2
Phoaus_g14304.t1	Phoaus_1634_3
Phoaus_g14305.t1	Phoaus_1634_4
Phoaus_g14306.t1	Phoaus_1634_5
Phoaus_g14307.t1	Phoaus_1634_6
Phoaus_g14308.t1	Phoaus_1634_7
Phoaus_g14309.t1	Phoaus_1634_8
Phoaus_g14310.t1	Phoaus_1634_9
Phoaus_g14311.t1	Phoaus_1634_10
Phoaus_g3327.t1	Phoaus_1635_1
Phoaus_g3328.t1	Phoaus_1635_2
Phoaus_g3329.t1	Phoaus_1635_3
Phoaus_g3330.t1	Phoaus_1635_4
Phoaus_g3331.t1	Phoaus_1635_5
Phoaus_g3332.t1	Phoaus_1635_6
Phoaus_g3333.t1	Phoaus_1635_7
Phoaus_g3334.t1	Phoaus_1635_8
Phoaus_g3335.t1	Phoaus_1635_9
Phoaus_g3336.t1	Phoaus_1635_10
Phoaus_g3337.t1	Phoaus_1635_11
Phoaus_g3338.t1	Phoaus_1635_12
Phoaus_g3339.t1	Phoaus_1635_13
Phoaus_g3340.t1	Phoaus_1635_14
Phoaus_g3341.t1	Phoaus_1635_15
Phoaus_g3342.t1	Phoaus_1635_16
Phoaus_g3343.t1	Phoaus_1635_17
Phoaus_g3344.t1	Phoaus_1635_18
Phoaus_g3345.t1	Phoaus_1635_19
Phoaus_g3346.t1	Phoaus_1635_20
Phoaus_g3347.t1	Phoaus_1635_21
Phoaus_g3348.t1	Phoaus_1635_22
Phoaus_g3349.t1	Phoaus_1635_23
Phoaus_g3350.t1	Phoaus_1635_24
Phoaus_g3351.t1	Phoaus_1635_25
Phoaus_g3352.t1	Phoaus_1635_26
Phoaus_g3353.t1	Phoaus_1635_27
Phoaus_g3354.t1	Phoaus_1635_28
Phoaus_g3355.t1	Phoaus_1635_29
Phoaus_g3356.t1	Phoaus_1635_30
Phoaus_g3357.t1	Phoaus_1635_31
Phoaus_g3358.t1	Phoaus_1635_32
Phoaus_g3359.t1	Phoaus_1635_33
Phoaus_g3360.t1	Phoaus_1635_34
Phoaus_g3361.t1	Phoaus_1635_35
Phoaus_g3362.t1	Phoaus_1635_36
Phoaus_g3363.t1	Phoaus_1635_37
Phoaus_g3364.t1	Phoaus_1635_38
Phoaus_g3365.t1	Phoaus_1635_39
Phoaus_g3366.t1	Phoaus_1635_40
Phoaus_g3367.t1	Phoaus_1635_41
Phoaus_g3368.t1	Phoaus_1635_42
Phoaus_g3369.t1	Phoaus_1635_43
Phoaus_g3370.t1	Phoaus_1635_44
Phoaus_g3371.t1	Phoaus_1635_45
Phoaus_g3372.t1	Phoaus_1635_46
Phoaus_g3373.t1	Phoaus_1635_47
Phoaus_g3374.t1	Phoaus_1635_48
Phoaus_g3375.t1	Phoaus_1635_49
Phoaus_g3376.t1	Phoaus_1635_50
Phoaus_g3377.t1	Phoaus_1635_51
Phoaus_g3378.t1	Phoaus_1635_52
Phoaus_g3379.t1	Phoaus_1635_53
Phoaus_g14312.t1	Phoaus_1636_1
Phoaus_g14313.t1	Phoaus_1636_2
Phoaus_g14314.t1	Phoaus_1636_3
Phoaus_g14315.t1	Phoaus_1636_4
Phoaus_g14316.t1	Phoaus_1636_5
Phoaus_g14317.t1	Phoaus_1636_6
Phoaus_g14318.t1	Phoaus_1636_7
Phoaus_g14319.t1	Phoaus_1636_8
Phoaus_g14320.t1	Phoaus_1636_9
Phoaus_g14321.t1	Phoaus_1636_10
Phoaus_g14322.t1	Phoaus_1636_11
Phoaus_g14323.t1	Phoaus_1636_12
Phoaus_g14324.t1	Phoaus_1636_13
Phoaus_g14325.t1	Phoaus_1636_14
Phoaus_g14326.t1	Phoaus_1636_15
Phoaus_g14327.t1	Phoaus_1636_16
Phoaus_g14328.t1	Phoaus_1636_17
Phoaus_g14329.t1	Phoaus_1636_18
Phoaus_g14330.t1	Phoaus_1636_19
Phoaus_g14331.t1	Phoaus_1637_1
Phoaus_g14332.t1	Phoaus_1637_2
Phoaus_g14333.t1	Phoaus_1637_3
Phoaus_g14334.t1	Phoaus_1637_4
Phoaus_g14335.t1	Phoaus_1637_5
Phoaus_g14336.t1	Phoaus_1637_6
Phoaus_g14337.t1	Phoaus_1637_7
Phoaus_g14338.t1	Phoaus_1637_8
Phoaus_g14339.t1	Phoaus_1637_9
Phoaus_g14340.t1	Phoaus_1637_10
Phoaus_g14341.t1	Phoaus_1637_11
Phoaus_g14342.t1	Phoaus_1637_12
Phoaus_g14343.t1	Phoaus_1638_1
Phoaus_g14344.t1	Phoaus_1638_2
Phoaus_g14345.t1	Phoaus_1638_3
Phoaus_g14346.t1	Phoaus_1638_4
Phoaus_g14347.t1	Phoaus_1638_5
Phoaus_g14348.t1	Phoaus_1638_6
Phoaus_g14349.t1	Phoaus_1638_7
Phoaus_g14350.t1	Phoaus_1638_8
Phoaus_g14351.t1	Phoaus_1638_9
Phoaus_g14352.t1	Phoaus_1638_10
Phoaus_g14353.t1	Phoaus_1638_11
Phoaus_g14354.t1	Phoaus_1638_12
Phoaus_g14355.t1	Phoaus_1638_13
Phoaus_g14356.t1	Phoaus_1638_14
Phoaus_g14357.t1	Phoaus_1639_1
Phoaus_g14358.t1	Phoaus_1639_2
Phoaus_g14359.t1	Phoaus_1639_3
Phoaus_g14360.t1	Phoaus_1639_4
Phoaus_g14361.t1	Phoaus_1639_5
Phoaus_g14362.t1	Phoaus_1639_6
Phoaus_g14363.t1	Phoaus_1639_7
Phoaus_g14364.t1	Phoaus_1639_8
Phoaus_g14365.t1	Phoaus_1639_9
Phoaus_g14366.t1	Phoaus_1639_10
Phoaus_g14367.t1	Phoaus_1639_11
Phoaus_g14368.t1	Phoaus_1639_12
Phoaus_g14369.t1	Phoaus_1639_13
Phoaus_g14370.t1	Phoaus_1639_14
Phoaus_g14371.t1	Phoaus_1639_15
Phoaus_g14372.t1	Phoaus_1639_16
Phoaus_g14373.t1	Phoaus_1640_1
Phoaus_g14374.t1	Phoaus_1640_2
Phoaus_g14375.t1	Phoaus_1640_3
Phoaus_g14376.t1	Phoaus_1640_4
Phoaus_g14377.t1	Phoaus_1640_5
Phoaus_g14378.t1	Phoaus_1640_6
Phoaus_g14379.t1	Phoaus_1640_7
Phoaus_g14380.t1	Phoaus_1640_8
Phoaus_g14381.t1	Phoaus_1640_9
Phoaus_g14382.t1	Phoaus_1640_10
Phoaus_g14383.t1	Phoaus_1640_11
Phoaus_g14384.t1	Phoaus_1640_12
Phoaus_g14385.t1	Phoaus_1640_13
Phoaus_g14386.t1	Phoaus_1640_14
Phoaus_g14387.t1	Phoaus_1640_15
Phoaus_g14388.t1	Phoaus_1640_16
Phoaus_g14389.t1	Phoaus_1640_17
Phoaus_g14390.t1	Phoaus_1640_18
Phoaus_g14391.t1	Phoaus_1640_19
Phoaus_g14392.t1	Phoaus_1641_1
Phoaus_g14393.t1	Phoaus_1641_2
Phoaus_g14394.t1	Phoaus_1641_3
Phoaus_g14395.t1	Phoaus_1641_4
Phoaus_g14396.t1	Phoaus_1641_5
Phoaus_g14397.t1	Phoaus_1641_6
Phoaus_g14398.t1	Phoaus_1641_7
Phoaus_g14399.t1	Phoaus_1641_8
Phoaus_g14400.t1	Phoaus_1641_9
Phoaus_g14401.t1	Phoaus_1641_10
Phoaus_g14402.t1	Phoaus_1641_11
Phoaus_g14403.t1	Phoaus_1641_12
Phoaus_g14404.t1	Phoaus_1641_13
Phoaus_g14405.t1	Phoaus_1641_14
Phoaus_g14406.t1	Phoaus_1641_15
Phoaus_g14407.t1	Phoaus_1641_16
Phoaus_g14408.t1	Phoaus_1641_17
Phoaus_g14409.t1	Phoaus_1641_18
Phoaus_g14410.t1	Phoaus_1641_19
Phoaus_g14411.t1	Phoaus_1642_1
Phoaus_g14412.t1	Phoaus_1642_2
Phoaus_g14413.t1	Phoaus_1642_3
Phoaus_g14414.t1	Phoaus_1642_4
Phoaus_g14415.t1	Phoaus_1642_5
Phoaus_g14416.t1	Phoaus_1642_6
Phoaus_g14417.t1	Phoaus_1642_7
Phoaus_g14418.t1	Phoaus_1642_8
Phoaus_g14419.t1	Phoaus_1642_9
Phoaus_g14420.t1	Phoaus_1642_10
Phoaus_g14421.t1	Phoaus_1642_11
Phoaus_g14422.t1	Phoaus_1642_12
Phoaus_g14423.t1	Phoaus_1642_13
Phoaus_g14424.t1	Phoaus_1642_14
Phoaus_g14425.t1	Phoaus_1643_1
Phoaus_g14426.t1	Phoaus_1643_2
Phoaus_g14427.t1	Phoaus_1643_3
Phoaus_g14428.t1	Phoaus_1643_4
Phoaus_g14429.t1	Phoaus_1643_5
Phoaus_g14430.t1	Phoaus_1643_6
Phoaus_g14431.t1	Phoaus_1643_7
Phoaus_g14432.t1	Phoaus_1643_8
Phoaus_g14433.t1	Phoaus_1643_9
Phoaus_g14434.t1	Phoaus_1643_10
Phoaus_g14435.t1	Phoaus_1643_11
Phoaus_g14436.t1	Phoaus_1643_12
Phoaus_g14437.t1	Phoaus_1643_13
Phoaus_g14438.t1	Phoaus_1643_14
Phoaus_g14439.t1	Phoaus_1643_15
Phoaus_g14440.t1	Phoaus_1643_16
Phoaus_g14441.t1	Phoaus_1643_17
Phoaus_g14442.t1	Phoaus_1643_18
Phoaus_g14443.t1	Phoaus_1644_1
Phoaus_g14444.t1	Phoaus_1644_2
Phoaus_g14445.t1	Phoaus_1644_3
Phoaus_g14446.t1	Phoaus_1644_4
Phoaus_g14447.t1	Phoaus_1644_5
Phoaus_g14448.t1	Phoaus_1644_6
Phoaus_g14449.t1	Phoaus_1644_7
Phoaus_g14450.t1	Phoaus_1644_8
Phoaus_g14451.t1	Phoaus_1644_9
Phoaus_g14452.t1	Phoaus_1644_10
Phoaus_g14453.t1	Phoaus_1644_11
Phoaus_g14454.t1	Phoaus_1644_12
Phoaus_g14455.t1	Phoaus_1644_13
Phoaus_g14456.t1	Phoaus_1644_14
Phoaus_g14457.t1	Phoaus_1645_1
Phoaus_g14458.t1	Phoaus_1645_2
Phoaus_g14459.t1	Phoaus_1645_3
Phoaus_g14460.t1	Phoaus_1645_4
Phoaus_g14461.t1	Phoaus_1645_5
Phoaus_g14462.t1	Phoaus_1645_6
Phoaus_g14463.t1	Phoaus_1645_7
Phoaus_g14464.t1	Phoaus_1645_8
Phoaus_g14465.t1	Phoaus_1645_9
Phoaus_g14466.t1	Phoaus_1645_10
Phoaus_g14467.t1	Phoaus_1645_11
Phoaus_g14468.t1	Phoaus_1645_12
Phoaus_g14469.t1	Phoaus_1645_13
Phoaus_g14470.t1	Phoaus_1645_14
Phoaus_g14471.t1	Phoaus_1645_15
Phoaus_g14472.t1	Phoaus_1645_16
Phoaus_g14473.t1	Phoaus_1645_17
Phoaus_g3380.t1	Phoaus_1646_1
Phoaus_g3381.t1	Phoaus_1646_2
Phoaus_g3382.t1	Phoaus_1646_3
Phoaus_g3383.t1	Phoaus_1646_4
Phoaus_g3384.t1	Phoaus_1646_5
Phoaus_g3385.t1	Phoaus_1646_6
Phoaus_g3386.t1	Phoaus_1646_7
Phoaus_g3387.t1	Phoaus_1646_8
Phoaus_g3388.t1	Phoaus_1646_9
Phoaus_g3389.t1	Phoaus_1646_10
Phoaus_g3390.t1	Phoaus_1646_11
Phoaus_g3391.t1	Phoaus_1646_12
Phoaus_g3392.t1	Phoaus_1646_13
Phoaus_g3393.t1	Phoaus_1646_14
Phoaus_g3394.t1	Phoaus_1646_15
Phoaus_g3395.t1	Phoaus_1646_16
Phoaus_g3396.t1	Phoaus_1646_17
Phoaus_g3397.t1	Phoaus_1646_18
Phoaus_g3398.t1	Phoaus_1646_19
Phoaus_g3399.t1	Phoaus_1646_20
Phoaus_g3400.t1	Phoaus_1646_21
Phoaus_g3401.t1	Phoaus_1646_22
Phoaus_g3402.t1	Phoaus_1646_23
Phoaus_g3403.t1	Phoaus_1646_24
Phoaus_g3404.t1	Phoaus_1646_25
Phoaus_g3405.t1	Phoaus_1646_26
Phoaus_g3406.t1	Phoaus_1646_27
Phoaus_g3407.t1	Phoaus_1646_28
Phoaus_g3408.t1	Phoaus_1646_29
Phoaus_g3409.t1	Phoaus_1646_30
Phoaus_g3410.t1	Phoaus_1646_31
Phoaus_g3411.t1	Phoaus_1646_32
Phoaus_g3412.t1	Phoaus_1646_33
Phoaus_g3413.t1	Phoaus_1646_34
Phoaus_g3414.t1	Phoaus_1646_35
Phoaus_g3415.t1	Phoaus_1646_36
Phoaus_g3416.t1	Phoaus_1646_37
Phoaus_g3417.t1	Phoaus_1646_38
Phoaus_g3418.t1	Phoaus_1646_39
Phoaus_g3419.t1	Phoaus_1646_40
Phoaus_g3420.t1	Phoaus_1646_41
Phoaus_g3421.t1	Phoaus_1646_42
Phoaus_g3422.t1	Phoaus_1646_43
Phoaus_g3423.t1	Phoaus_1646_44
Phoaus_g3424.t1	Phoaus_1646_45
Phoaus_g3425.t1	Phoaus_1646_46
Phoaus_g3426.t1	Phoaus_1646_47
Phoaus_g3427.t1	Phoaus_1646_48
Phoaus_g3428.t1	Phoaus_1646_49
Phoaus_g3429.t1	Phoaus_1646_50
Phoaus_g3430.t1	Phoaus_1646_51
Phoaus_g3431.t1	Phoaus_1646_52
Phoaus_g3432.t1	Phoaus_1646_53
Phoaus_g14474.t1	Phoaus_1647_1
Phoaus_g14475.t1	Phoaus_1647_2
Phoaus_g14476.t1	Phoaus_1647_3
Phoaus_g14477.t1	Phoaus_1647_4
Phoaus_g14478.t1	Phoaus_1647_5
Phoaus_g14479.t1	Phoaus_1647_6
Phoaus_g14480.t1	Phoaus_1647_7
Phoaus_g14481.t1	Phoaus_1647_8
Phoaus_g14482.t1	Phoaus_1647_9
Phoaus_g14483.t1	Phoaus_1647_10
Phoaus_g14484.t1	Phoaus_1647_11
Phoaus_g14485.t1	Phoaus_1648_1
Phoaus_g14486.t1	Phoaus_1648_2
Phoaus_g14487.t1	Phoaus_1648_3
Phoaus_g14488.t1	Phoaus_1648_4
Phoaus_g14489.t1	Phoaus_1648_5
Phoaus_g14490.t1	Phoaus_1648_6
Phoaus_g14491.t1	Phoaus_1648_7
Phoaus_g14492.t1	Phoaus_1648_8
Phoaus_g14493.t1	Phoaus_1648_9
Phoaus_g14494.t1	Phoaus_1648_10
Phoaus_g14495.t1	Phoaus_1648_11
Phoaus_g14496.t1	Phoaus_1648_12
Phoaus_g14497.t1	Phoaus_1648_13
Phoaus_g14498.t1	Phoaus_1648_14
Phoaus_g14499.t1	Phoaus_1648_15
Phoaus_g14500.t1	Phoaus_1648_16
Phoaus_g14501.t1	Phoaus_1649_1
Phoaus_g14502.t1	Phoaus_1649_2
Phoaus_g14503.t1	Phoaus_1649_3
Phoaus_g14504.t1	Phoaus_1649_4
Phoaus_g14505.t1	Phoaus_1649_5
Phoaus_g14506.t1	Phoaus_1649_6
Phoaus_g14507.t1	Phoaus_1649_7
Phoaus_g14508.t1	Phoaus_1649_8
Phoaus_g14509.t1	Phoaus_1649_9
Phoaus_g14510.t1	Phoaus_1649_10
Phoaus_g14511.t1	Phoaus_1649_11
Phoaus_g14512.t1	Phoaus_1649_12
Phoaus_g14513.t1	Phoaus_1649_13
Phoaus_g14514.t1	Phoaus_1650_1
Phoaus_g14515.t1	Phoaus_1650_2
Phoaus_g14516.t1	Phoaus_1650_3
Phoaus_g14517.t1	Phoaus_1650_4
Phoaus_g14518.t1	Phoaus_1650_5
Phoaus_g14519.t1	Phoaus_1650_6
Phoaus_g14520.t1	Phoaus_1650_7
Phoaus_g14521.t1	Phoaus_1650_8
Phoaus_g14522.t1	Phoaus_1650_9
Phoaus_g14523.t1	Phoaus_1650_10
Phoaus_g14524.t1	Phoaus_1650_11
Phoaus_g14525.t1	Phoaus_1650_12
Phoaus_g14526.t1	Phoaus_1650_13
Phoaus_g14527.t1	Phoaus_1650_14
Phoaus_g14528.t1	Phoaus_1650_15
Phoaus_g14529.t1	Phoaus_1650_16
Phoaus_g14530.t1	Phoaus_1650_17
Phoaus_g14531.t1	Phoaus_1651_1
Phoaus_g14532.t1	Phoaus_1651_2
Phoaus_g14533.t1	Phoaus_1651_3
Phoaus_g14534.t1	Phoaus_1651_4
Phoaus_g14535.t1	Phoaus_1651_5
Phoaus_g14536.t1	Phoaus_1651_6
Phoaus_g14537.t1	Phoaus_1651_7
Phoaus_g14538.t1	Phoaus_1651_8
Phoaus_g14539.t1	Phoaus_1651_9
Phoaus_g14540.t1	Phoaus_1651_10
Phoaus_g14541.t1	Phoaus_1651_11
Phoaus_g14542.t1	Phoaus_1651_12
Phoaus_g14543.t1	Phoaus_1651_13
Phoaus_g14544.t1	Phoaus_1651_14
Phoaus_g14545.t1	Phoaus_1652_1
Phoaus_g14546.t1	Phoaus_1652_2
Phoaus_g14547.t1	Phoaus_1652_3
Phoaus_g14548.t1	Phoaus_1652_4
Phoaus_g14549.t1	Phoaus_1652_5
Phoaus_g14550.t1	Phoaus_1652_6
Phoaus_g14551.t1	Phoaus_1652_7
Phoaus_g14552.t1	Phoaus_1652_8
Phoaus_g14553.t1	Phoaus_1652_9
Phoaus_g14554.t1	Phoaus_1652_10
Phoaus_g14555.t1	Phoaus_1652_11
Phoaus_g14556.t1	Phoaus_1652_12
Phoaus_g14557.t1	Phoaus_1652_13
Phoaus_g14558.t1	Phoaus_1652_14
Phoaus_g14559.t1	Phoaus_1652_15
Phoaus_g14560.t1	Phoaus_1652_16
Phoaus_g14561.t1	Phoaus_1652_17
Phoaus_g14562.t1	Phoaus_1652_18
Phoaus_g14563.t1	Phoaus_1652_19
Phoaus_g14564.t1	Phoaus_1652_20
Phoaus_g14565.t1	Phoaus_1652_21
Phoaus_g14566.t1	Phoaus_1653_1
Phoaus_g14567.t1	Phoaus_1653_2
Phoaus_g14568.t1	Phoaus_1653_3
Phoaus_g14569.t1	Phoaus_1653_4
Phoaus_g14570.t1	Phoaus_1653_5
Phoaus_g14571.t1	Phoaus_1653_6
Phoaus_g14572.t1	Phoaus_1653_7
Phoaus_g14573.t1	Phoaus_1653_8
Phoaus_g14574.t1	Phoaus_1654_1
Phoaus_g14575.t1	Phoaus_1654_2
