Porumb_gnl_WGS_MXAK_Pum0014s0001.1.V1.5	Porumb_1_1
Porumb_gnl_WGS_MXAK_Pum0259s0011.1.V1.5	Porumb_162_11
Porumb_gnl_WGS_MXAK_Pum0259s0012.1.V1.5	Porumb_162_12
Porumb_gnl_WGS_MXAK_Pum0259s0013.1.V1.5	Porumb_162_13
Porumb_gnl_WGS_MXAK_Pum0259s0014.1.V1.5	Porumb_162_14
Porumb_gnl_WGS_MXAK_Pum0259s0015.1.V1.5	Porumb_162_15
Porumb_gnl_WGS_MXAK_Pum0259s0016.1.V1.5	Porumb_162_16
Porumb_gnl_WGS_MXAK_Pum0259s0017.1.V1.5	Porumb_162_17
Porumb_gnl_WGS_MXAK_Pum0259s0018.1.V1.5	Porumb_162_18
Porumb_gnl_WGS_MXAK_Pum0259s0019.1.V1.5	Porumb_162_19
Porumb_gnl_WGS_MXAK_Pum0259s0020.1.V1.5	Porumb_162_20
Porumb_gnl_WGS_MXAK_Pum0259s0021.1.V1.5	Porumb_162_21
Porumb_gnl_WGS_MXAK_Pum0259s0022.1.V1.5	Porumb_162_22
Porumb_gnl_WGS_MXAK_Pum0259s0023.1.V1.5	Porumb_162_23
Porumb_gnl_WGS_MXAK_Pum0259s0024.1.V1.5	Porumb_162_24
Porumb_gnl_WGS_MXAK_Pum0259s0025.1.V1.5	Porumb_162_25
Porumb_gnl_WGS_MXAK_Pum0259s0026.1.V1.5	Porumb_162_26
Porumb_gnl_WGS_MXAK_Pum0259s0027.1.V1.5	Porumb_162_27
Porumb_gnl_WGS_MXAK_Pum0259s0028.1.V1.5	Porumb_162_28
Porumb_gnl_WGS_MXAK_Pum0259s0029.1.V1.5	Porumb_162_29
Porumb_gnl_WGS_MXAK_Pum0259s0030.1.V1.5	Porumb_162_30
Porumb_gnl_WGS_MXAK_Pum0260s0001.1.V1.5	Porumb_163_1
Porumb_gnl_WGS_MXAK_Pum0260s0002.1.V1.5	Porumb_163_2
Porumb_gnl_WGS_MXAK_Pum0260s0003.1.V1.5	Porumb_163_3
Porumb_gnl_WGS_MXAK_Pum0260s0004.1.V1.5	Porumb_163_4
Porumb_gnl_WGS_MXAK_Pum0260s0005.1.V1.5	Porumb_163_5
Porumb_gnl_WGS_MXAK_Pum0260s0006.1.V1.5	Porumb_163_6
Porumb_gnl_WGS_MXAK_Pum0260s0007.1.V1.5	Porumb_163_7
Porumb_gnl_WGS_MXAK_Pum0260s0008.1.V1.5	Porumb_163_8
Porumb_gnl_WGS_MXAK_Pum0260s0009.1.V1.5	Porumb_163_9
Porumb_gnl_WGS_MXAK_Pum0260s0010.1.V1.5	Porumb_163_10
Porumb_gnl_WGS_MXAK_Pum0260s0011.1.V1.5	Porumb_163_11
Porumb_gnl_WGS_MXAK_Pum0260s0012.1.V1.5	Porumb_163_12
Porumb_gnl_WGS_MXAK_Pum0260s0013.1.V1.5	Porumb_163_13
Porumb_gnl_WGS_MXAK_Pum0260s0014.1.V1.5	Porumb_163_14
Porumb_gnl_WGS_MXAK_Pum0260s0015.1.V1.5	Porumb_163_15
Porumb_gnl_WGS_MXAK_Pum0260s0016.1.V1.5	Porumb_163_16
Porumb_gnl_WGS_MXAK_Pum0260s0017.1.V1.5	Porumb_163_17
Porumb_gnl_WGS_MXAK_Pum0260s0018.1.V1.5	Porumb_163_18
Porumb_gnl_WGS_MXAK_Pum0260s0019.1.V1.5	Porumb_163_19
Porumb_gnl_WGS_MXAK_Pum0260s0020.1.V1.5	Porumb_163_20
Porumb_gnl_WGS_MXAK_Pum0260s0021.1.V1.5	Porumb_163_21
Porumb_gnl_WGS_MXAK_Pum0260s0022.1.V1.5	Porumb_163_22
Porumb_gnl_WGS_MXAK_Pum0260s0023.1.V1.5	Porumb_163_23
Porumb_gnl_WGS_MXAK_Pum0260s0024.1.V1.5	Porumb_163_24
Porumb_gnl_WGS_MXAK_Pum0260s0025.1.V1.5	Porumb_163_25
Porumb_gnl_WGS_MXAK_Pum0260s0026.1.V1.5	Porumb_163_26
Porumb_gnl_WGS_MXAK_Pum0260s0027.1.V1.5	Porumb_163_27
Porumb_gnl_WGS_MXAK_Pum0260s0028.1.V1.5	Porumb_163_28
Porumb_gnl_WGS_MXAK_Pum0260s0029.1.V1.5	Porumb_163_29
Porumb_gnl_WGS_MXAK_Pum0260s0030.1.V1.5	Porumb_163_30
Porumb_gnl_WGS_MXAK_Pum0260s0031.1.V1.5	Porumb_163_31
Porumb_gnl_WGS_MXAK_Pum0260s0032.1.V1.5	Porumb_163_32
Porumb_gnl_WGS_MXAK_Pum0260s0033.1.V1.5	Porumb_163_33
Porumb_gnl_WGS_MXAK_Pum0260s0034.1.V1.5	Porumb_163_34
Porumb_gnl_WGS_MXAK_Pum0261s0001.1.V1.5	Porumb_164_1
Porumb_gnl_WGS_MXAK_Pum0261s0002.1.V1.5	Porumb_164_2
Porumb_gnl_WGS_MXAK_Pum0261s0003.1.V1.5	Porumb_164_3
Porumb_gnl_WGS_MXAK_Pum0261s0004.1.V1.5	Porumb_164_4
Porumb_gnl_WGS_MXAK_Pum0261s0005.1.V1.5	Porumb_164_5
Porumb_gnl_WGS_MXAK_Pum0261s0006.1.V1.5	Porumb_164_6
Porumb_gnl_WGS_MXAK_Pum0261s0007.1.V1.5	Porumb_164_7
Porumb_gnl_WGS_MXAK_Pum0261s0008.1.V1.5	Porumb_164_8
Porumb_gnl_WGS_MXAK_Pum0261s0009.1.V1.5	Porumb_164_9
Porumb_gnl_WGS_MXAK_Pum0261s0010.1.V1.5	Porumb_164_10
Porumb_gnl_WGS_MXAK_Pum0261s0011.1.V1.5	Porumb_164_11
Porumb_gnl_WGS_MXAK_Pum0261s0012.1.V1.5	Porumb_164_12
Porumb_gnl_WGS_MXAK_Pum0261s0013.1.V1.5	Porumb_164_13
Porumb_gnl_WGS_MXAK_Pum0261s0014.1.V1.5	Porumb_164_14
Porumb_gnl_WGS_MXAK_Pum0261s0015.1.V1.5	Porumb_164_15
Porumb_gnl_WGS_MXAK_Pum0261s0016.1.V1.5	Porumb_164_16
Porumb_gnl_WGS_MXAK_Pum0261s0017.1.V1.5	Porumb_164_17
Porumb_gnl_WGS_MXAK_Pum0261s0018.1.V1.5	Porumb_164_18
Porumb_gnl_WGS_MXAK_Pum0261s0019.1.V1.5	Porumb_164_19
Porumb_gnl_WGS_MXAK_Pum0261s0020.1.V1.5	Porumb_164_20
Porumb_gnl_WGS_MXAK_Pum0261s0021.1.V1.5	Porumb_164_21
Porumb_gnl_WGS_MXAK_Pum0261s0022.1.V1.5	Porumb_164_22
Porumb_gnl_WGS_MXAK_Pum0262s0001.1.V1.5	Porumb_165_1
Porumb_gnl_WGS_MXAK_Pum0262s0002.1.V1.5	Porumb_165_2
Porumb_gnl_WGS_MXAK_Pum0262s0003.1.V1.5	Porumb_165_3
Porumb_gnl_WGS_MXAK_Pum0262s0004.1.V1.5	Porumb_165_4
Porumb_gnl_WGS_MXAK_Pum0262s0005.1.V1.5	Porumb_165_5
Porumb_gnl_WGS_MXAK_Pum0262s0006.1.V1.5	Porumb_165_6
Porumb_gnl_WGS_MXAK_Pum0262s0007.1.V1.5	Porumb_165_7
Porumb_gnl_WGS_MXAK_Pum0262s0008.1.V1.5	Porumb_165_8
Porumb_gnl_WGS_MXAK_Pum0262s0009.1.V1.5	Porumb_165_9
Porumb_gnl_WGS_MXAK_Pum0262s0010.1.V1.5	Porumb_165_10
Porumb_gnl_WGS_MXAK_Pum0262s0011.1.V1.5	Porumb_165_11
Porumb_gnl_WGS_MXAK_Pum0262s0012.1.V1.5	Porumb_165_12
Porumb_gnl_WGS_MXAK_Pum0262s0013.1.V1.5	Porumb_165_13
Porumb_gnl_WGS_MXAK_Pum0262s0014.1.V1.5	Porumb_165_14
Porumb_gnl_WGS_MXAK_Pum0262s0015.1.V1.5	Porumb_165_15
Porumb_gnl_WGS_MXAK_Pum0262s0016.1.V1.5	Porumb_165_16
Porumb_gnl_WGS_MXAK_Pum0262s0017.1.V1.5	Porumb_165_17
Porumb_gnl_WGS_MXAK_Pum0262s0018.1.V1.5	Porumb_165_18
Porumb_gnl_WGS_MXAK_Pum0262s0019.1.V1.5	Porumb_165_19
Porumb_gnl_WGS_MXAK_Pum0262s0020.1.V1.5	Porumb_165_20
Porumb_gnl_WGS_MXAK_Pum0262s0021.1.V1.5	Porumb_165_21
Porumb_gnl_WGS_MXAK_Pum0262s0022.1.V1.5	Porumb_165_22
Porumb_gnl_WGS_MXAK_Pum0262s0023.1.V1.5	Porumb_165_23
Porumb_gnl_WGS_MXAK_Pum0262s0024.1.V1.5	Porumb_165_24
Porumb_gnl_WGS_MXAK_Pum0262s0025.1.V1.5	Porumb_165_25
Porumb_gnl_WGS_MXAK_Pum0262s0026.1.V1.5	Porumb_165_26
Porumb_gnl_WGS_MXAK_Pum0263s0001.1.V1.5	Porumb_166_1
Porumb_gnl_WGS_MXAK_Pum0263s0002.1.V1.5	Porumb_166_2
Porumb_gnl_WGS_MXAK_Pum0263s0003.1.V1.5	Porumb_166_3
Porumb_gnl_WGS_MXAK_Pum0263s0004.1.V1.5	Porumb_166_4
Porumb_gnl_WGS_MXAK_Pum0263s0005.1.V1.5	Porumb_166_5
Porumb_gnl_WGS_MXAK_Pum0263s0006.1.V1.5	Porumb_166_6
Porumb_gnl_WGS_MXAK_Pum0263s0007.1.V1.5	Porumb_166_7
Porumb_gnl_WGS_MXAK_Pum0263s0008.1.V1.5	Porumb_166_8
Porumb_gnl_WGS_MXAK_Pum0263s0009.1.V1.5	Porumb_166_9
Porumb_gnl_WGS_MXAK_Pum0263s0010.1.V1.5	Porumb_166_10
Porumb_gnl_WGS_MXAK_Pum0263s0011.1.V1.5	Porumb_166_11
Porumb_gnl_WGS_MXAK_Pum0263s0012.1.V1.5	Porumb_166_12
Porumb_gnl_WGS_MXAK_Pum0263s0013.1.V1.5	Porumb_166_13
Porumb_gnl_WGS_MXAK_Pum0263s0014.1.V1.5	Porumb_166_14
Porumb_gnl_WGS_MXAK_Pum0263s0015.1.V1.5	Porumb_166_15
Porumb_gnl_WGS_MXAK_Pum0263s0016.1.V1.5	Porumb_166_16
Porumb_gnl_WGS_MXAK_Pum0263s0017.1.V1.5	Porumb_166_17
Porumb_gnl_WGS_MXAK_Pum0263s0018.1.V1.5	Porumb_166_18
Porumb_gnl_WGS_MXAK_Pum0263s0019.1.V1.5	Porumb_166_19
Porumb_gnl_WGS_MXAK_Pum0263s0020.1.V1.5	Porumb_166_20
Porumb_gnl_WGS_MXAK_Pum0264s0001.1.V1.5	Porumb_167_1
Porumb_gnl_WGS_MXAK_Pum0264s0002.1.V1.5	Porumb_167_2
Porumb_gnl_WGS_MXAK_Pum0264s0003.1.V1.5	Porumb_167_3
Porumb_gnl_WGS_MXAK_Pum0264s0004.1.V1.5	Porumb_167_4
Porumb_gnl_WGS_MXAK_Pum0264s0005.1.V1.5	Porumb_167_5
Porumb_gnl_WGS_MXAK_Pum0264s0006.1.V1.5	Porumb_167_6
Porumb_gnl_WGS_MXAK_Pum0264s0007.1.V1.5	Porumb_167_7
Porumb_gnl_WGS_MXAK_Pum0264s0008.1.V1.5	Porumb_167_8
Porumb_gnl_WGS_MXAK_Pum0264s0009.1.V1.5	Porumb_167_9
Porumb_gnl_WGS_MXAK_Pum0264s0010.1.V1.5	Porumb_167_10
Porumb_gnl_WGS_MXAK_Pum0264s0011.1.V1.5	Porumb_167_11
Porumb_gnl_WGS_MXAK_Pum0264s0012.1.V1.5	Porumb_167_12
Porumb_gnl_WGS_MXAK_Pum0264s0013.1.V1.5	Porumb_167_13
Porumb_gnl_WGS_MXAK_Pum0264s0014.1.V1.5	Porumb_167_14
Porumb_gnl_WGS_MXAK_Pum0264s0015.1.V1.5	Porumb_167_15
Porumb_gnl_WGS_MXAK_Pum0265s0001.1.V1.5	Porumb_168_1
Porumb_gnl_WGS_MXAK_Pum0265s0002.1.V1.5	Porumb_168_2
Porumb_gnl_WGS_MXAK_Pum0265s0003.1.V1.5	Porumb_168_3
Porumb_gnl_WGS_MXAK_Pum0265s0004.1.V1.5	Porumb_168_4
Porumb_gnl_WGS_MXAK_Pum0265s0005.1.V1.5	Porumb_168_5
Porumb_gnl_WGS_MXAK_Pum0265s0006.1.V1.5	Porumb_168_6
Porumb_gnl_WGS_MXAK_Pum0265s0007.1.V1.5	Porumb_168_7
Porumb_gnl_WGS_MXAK_Pum0265s0008.1.V1.5	Porumb_168_8
Porumb_gnl_WGS_MXAK_Pum0265s0009.1.V1.5	Porumb_168_9
Porumb_gnl_WGS_MXAK_Pum0265s0010.1.V1.5	Porumb_168_10
Porumb_gnl_WGS_MXAK_Pum0265s0011.1.V1.5	Porumb_168_11
Porumb_gnl_WGS_MXAK_Pum0266s0001.1.V1.5	Porumb_169_1
Porumb_gnl_WGS_MXAK_Pum0266s0002.1.V1.5	Porumb_169_2
Porumb_gnl_WGS_MXAK_Pum0266s0003.1.V1.5	Porumb_169_3
Porumb_gnl_WGS_MXAK_Pum0266s0004.1.V1.5	Porumb_169_4
Porumb_gnl_WGS_MXAK_Pum0266s0005.1.V1.5	Porumb_169_5
Porumb_gnl_WGS_MXAK_Pum0266s0006.1.V1.5	Porumb_169_6
Porumb_gnl_WGS_MXAK_Pum0266s0007.1.V1.5	Porumb_169_7
Porumb_gnl_WGS_MXAK_Pum0266s0008.1.V1.5	Porumb_169_8
Porumb_gnl_WGS_MXAK_Pum0266s0009.1.V1.5	Porumb_169_9
Porumb_gnl_WGS_MXAK_Pum0266s0010.1.V1.5	Porumb_169_10
Porumb_gnl_WGS_MXAK_Pum0266s0011.1.V1.5	Porumb_169_11
Porumb_gnl_WGS_MXAK_Pum0266s0012.1.V1.5	Porumb_169_12
Porumb_gnl_WGS_MXAK_Pum0266s0013.1.V1.5	Porumb_169_13
Porumb_gnl_WGS_MXAK_Pum0266s0014.1.V1.5	Porumb_169_14
Porumb_gnl_WGS_MXAK_Pum0266s0015.1.V1.5	Porumb_169_15
Porumb_gnl_WGS_MXAK_Pum0266s0016.1.V1.5	Porumb_169_16
Porumb_gnl_WGS_MXAK_Pum0266s0017.1.V1.5	Porumb_169_17
Porumb_gnl_WGS_MXAK_Pum0266s0018.1.V1.5	Porumb_169_18
Porumb_gnl_WGS_MXAK_Pum0266s0019.1.V1.5	Porumb_169_19
Porumb_gnl_WGS_MXAK_Pum0266s0020.1.V1.5	Porumb_169_20
Porumb_gnl_WGS_MXAK_Pum0266s0021.1.V1.5	Porumb_169_21
Porumb_gnl_WGS_MXAK_Pum0266s0022.1.V1.5	Porumb_169_22
Porumb_gnl_WGS_MXAK_Pum0266s0023.1.V1.5	Porumb_169_23
Porumb_gnl_WGS_MXAK_Pum0266s0024.1.V1.5	Porumb_169_24
Porumb_gnl_WGS_MXAK_Pum0267s0001.1.V1.5	Porumb_170_1
Porumb_gnl_WGS_MXAK_Pum0267s0002.1.V1.5	Porumb_170_2
Porumb_gnl_WGS_MXAK_Pum0267s0003.1.V1.5	Porumb_170_3
Porumb_gnl_WGS_MXAK_Pum0267s0004.1.V1.5	Porumb_170_4
Porumb_gnl_WGS_MXAK_Pum0267s0005.1.V1.5	Porumb_170_5
Porumb_gnl_WGS_MXAK_Pum0267s0006.1.V1.5	Porumb_170_6
Porumb_gnl_WGS_MXAK_Pum0267s0007.1.V1.5	Porumb_170_7
Porumb_gnl_WGS_MXAK_Pum0267s0008.1.V1.5	Porumb_170_8
Porumb_gnl_WGS_MXAK_Pum0267s0009.1.V1.5	Porumb_170_9
Porumb_gnl_WGS_MXAK_Pum0267s0010.1.V1.5	Porumb_170_10
Porumb_gnl_WGS_MXAK_Pum0268s0001.1.V1.5	Porumb_171_1
Porumb_gnl_WGS_MXAK_Pum0268s0002.1.V1.5	Porumb_171_2
Porumb_gnl_WGS_MXAK_Pum0268s0003.1.V1.5	Porumb_171_3
Porumb_gnl_WGS_MXAK_Pum0268s0004.1.V1.5	Porumb_171_4
Porumb_gnl_WGS_MXAK_Pum0268s0005.1.V1.5	Porumb_171_5
Porumb_gnl_WGS_MXAK_Pum0268s0006.1.V1.5	Porumb_171_6
Porumb_gnl_WGS_MXAK_Pum0268s0007.1.V1.5	Porumb_171_7
Porumb_gnl_WGS_MXAK_Pum0268s0008.1.V1.5	Porumb_171_8
Porumb_gnl_WGS_MXAK_Pum0268s0009.1.V1.5	Porumb_171_9
Porumb_gnl_WGS_MXAK_Pum0268s0010.1.V1.5	Porumb_171_10
Porumb_gnl_WGS_MXAK_Pum0268s0011.1.V1.5	Porumb_171_11
Porumb_gnl_WGS_MXAK_Pum0268s0012.1.V1.5	Porumb_171_12
Porumb_gnl_WGS_MXAK_Pum0268s0013.1.V1.5	Porumb_171_13
Porumb_gnl_WGS_MXAK_Pum0268s0014.1.V1.5	Porumb_171_14
Porumb_gnl_WGS_MXAK_Pum0268s0015.1.V1.5	Porumb_171_15
Porumb_gnl_WGS_MXAK_Pum0268s0016.1.V1.5	Porumb_171_16
Porumb_gnl_WGS_MXAK_Pum0268s0017.1.V1.5	Porumb_171_17
Porumb_gnl_WGS_MXAK_Pum0268s0018.1.V1.5	Porumb_171_18
Porumb_gnl_WGS_MXAK_Pum0268s0019.1.V1.5	Porumb_171_19
Porumb_gnl_WGS_MXAK_Pum0268s0020.1.V1.5	Porumb_171_20
Porumb_gnl_WGS_MXAK_Pum0268s0021.1.V1.5	Porumb_171_21
Porumb_gnl_WGS_MXAK_Pum0268s0022.1.V1.5	Porumb_171_22
Porumb_gnl_WGS_MXAK_Pum0268s0023.1.V1.5	Porumb_171_23
Porumb_gnl_WGS_MXAK_Pum0268s0024.1.V1.5	Porumb_171_24
Porumb_gnl_WGS_MXAK_Pum0268s0025.1.V1.5	Porumb_171_25
Porumb_gnl_WGS_MXAK_Pum0268s0026.1.V1.5	Porumb_171_26
Porumb_gnl_WGS_MXAK_Pum0268s0027.1.V1.5	Porumb_171_27
Porumb_gnl_WGS_MXAK_Pum0268s0028.1.V1.5	Porumb_171_28
Porumb_gnl_WGS_MXAK_Pum0268s0029.1.V1.5	Porumb_171_29
Porumb_gnl_WGS_MXAK_Pum0268s0030.1.V1.5	Porumb_171_30
Porumb_gnl_WGS_MXAK_Pum0268s0031.1.V1.5	Porumb_171_31
Porumb_gnl_WGS_MXAK_Pum0268s0032.1.V1.5	Porumb_171_32
Porumb_gnl_WGS_MXAK_Pum0268s0033.1.V1.5	Porumb_171_33
Porumb_gnl_WGS_MXAK_Pum0268s0034.1.V1.5	Porumb_171_34
Porumb_gnl_WGS_MXAK_Pum0268s0035.1.V1.5	Porumb_171_35
Porumb_gnl_WGS_MXAK_Pum0268s0036.1.V1.5	Porumb_171_36
Porumb_gnl_WGS_MXAK_Pum0268s0037.1.V1.5	Porumb_171_37
Porumb_gnl_WGS_MXAK_Pum0268s0038.1.V1.5	Porumb_171_38
Porumb_gnl_WGS_MXAK_Pum0268s0039.1.V1.5	Porumb_171_39
Porumb_gnl_WGS_MXAK_Pum0268s0040.1.V1.5	Porumb_171_40
Porumb_gnl_WGS_MXAK_Pum0269s0001.1.V1.5	Porumb_172_1
Porumb_gnl_WGS_MXAK_Pum0269s0002.1.V1.5	Porumb_172_2
Porumb_gnl_WGS_MXAK_Pum0269s0003.1.V1.5	Porumb_172_3
Porumb_gnl_WGS_MXAK_Pum0269s0004.1.V1.5	Porumb_172_4
Porumb_gnl_WGS_MXAK_Pum0269s0005.1.V1.5	Porumb_172_5
Porumb_gnl_WGS_MXAK_Pum0269s0006.1.V1.5	Porumb_172_6
Porumb_gnl_WGS_MXAK_Pum0269s0007.1.V1.5	Porumb_172_7
Porumb_gnl_WGS_MXAK_Pum0269s0008.1.V1.5	Porumb_172_8
Porumb_gnl_WGS_MXAK_Pum0269s0009.1.V1.5	Porumb_172_9
Porumb_gnl_WGS_MXAK_Pum0269s0010.1.V1.5	Porumb_172_10
Porumb_gnl_WGS_MXAK_Pum0269s0011.1.V1.5	Porumb_172_11
Porumb_gnl_WGS_MXAK_Pum0269s0012.1.V1.5	Porumb_172_12
Porumb_gnl_WGS_MXAK_Pum0269s0013.1.V1.5	Porumb_172_13
Porumb_gnl_WGS_MXAK_Pum0269s0014.1.V1.5	Porumb_172_14
Porumb_gnl_WGS_MXAK_Pum0269s0015.1.V1.5	Porumb_172_15
Porumb_gnl_WGS_MXAK_Pum0269s0016.1.V1.5	Porumb_172_16
Porumb_gnl_WGS_MXAK_Pum0269s0017.1.V1.5	Porumb_172_17
Porumb_gnl_WGS_MXAK_Pum0269s0018.1.V1.5	Porumb_172_18
Porumb_gnl_WGS_MXAK_Pum0269s0019.1.V1.5	Porumb_172_19
Porumb_gnl_WGS_MXAK_Pum0269s0020.1.V1.5	Porumb_172_20
Porumb_gnl_WGS_MXAK_Pum0269s0021.1.V1.5	Porumb_172_21
Porumb_gnl_WGS_MXAK_Pum0269s0022.1.V1.5	Porumb_172_22
Porumb_gnl_WGS_MXAK_Pum0269s0023.1.V1.5	Porumb_172_23
Porumb_gnl_WGS_MXAK_Pum0269s0024.1.V1.5	Porumb_172_24
Porumb_gnl_WGS_MXAK_Pum0269s0025.1.V1.5	Porumb_172_25
Porumb_gnl_WGS_MXAK_Pum0269s0026.1.V1.5	Porumb_172_26
Porumb_gnl_WGS_MXAK_Pum0269s0027.1.V1.5	Porumb_172_27
Porumb_gnl_WGS_MXAK_Pum0269s0028.1.V1.5	Porumb_172_28
Porumb_gnl_WGS_MXAK_Pum0269s0029.1.V1.5	Porumb_172_29
Porumb_gnl_WGS_MXAK_Pum0269s0030.1.V1.5	Porumb_172_30
Porumb_gnl_WGS_MXAK_Pum0269s0031.1.V1.5	Porumb_172_31
Porumb_gnl_WGS_MXAK_Pum0269s0032.1.V1.5	Porumb_172_32
Porumb_gnl_WGS_MXAK_Pum0269s0033.1.V1.5	Porumb_172_33
Porumb_gnl_WGS_MXAK_Pum0269s0034.1.V1.5	Porumb_172_34
Porumb_gnl_WGS_MXAK_Pum0269s0035.1.V1.5	Porumb_172_35
Porumb_gnl_WGS_MXAK_Pum0269s0036.1.V1.5	Porumb_172_36
Porumb_gnl_WGS_MXAK_Pum0269s0037.1.V1.5	Porumb_172_37
Porumb_gnl_WGS_MXAK_Pum0269s0038.1.V1.5	Porumb_172_38
Porumb_gnl_WGS_MXAK_Pum0271s0001.1.V1.5	Porumb_173_1
Porumb_gnl_WGS_MXAK_Pum0271s0002.1.V1.5	Porumb_173_2
Porumb_gnl_WGS_MXAK_Pum0271s0003.1.V1.5	Porumb_173_3
Porumb_gnl_WGS_MXAK_Pum0271s0004.1.V1.5	Porumb_173_4
Porumb_gnl_WGS_MXAK_Pum0271s0005.1.V1.5	Porumb_173_5
Porumb_gnl_WGS_MXAK_Pum0271s0006.1.V1.5	Porumb_173_6
Porumb_gnl_WGS_MXAK_Pum0271s0007.1.V1.5	Porumb_173_7
Porumb_gnl_WGS_MXAK_Pum0271s0008.1.V1.5	Porumb_173_8
Porumb_gnl_WGS_MXAK_Pum0271s0009.1.V1.5	Porumb_173_9
Porumb_gnl_WGS_MXAK_Pum0271s0010.1.V1.5	Porumb_173_10
Porumb_gnl_WGS_MXAK_Pum0271s0011.1.V1.5	Porumb_173_11
Porumb_gnl_WGS_MXAK_Pum0271s0012.1.V1.5	Porumb_173_12
Porumb_gnl_WGS_MXAK_Pum0271s0013.1.V1.5	Porumb_173_13
Porumb_gnl_WGS_MXAK_Pum0271s0014.1.V1.5	Porumb_173_14
Porumb_gnl_WGS_MXAK_Pum0271s0015.1.V1.5	Porumb_173_15
Porumb_gnl_WGS_MXAK_Pum0272s0001.1.V1.5	Porumb_174_1
Porumb_gnl_WGS_MXAK_Pum0272s0002.1.V1.5	Porumb_174_2
Porumb_gnl_WGS_MXAK_Pum0272s0003.1.V1.5	Porumb_174_3
Porumb_gnl_WGS_MXAK_Pum0272s0004.1.V1.5	Porumb_174_4
Porumb_gnl_WGS_MXAK_Pum0272s0005.1.V1.5	Porumb_174_5
Porumb_gnl_WGS_MXAK_Pum0272s0006.1.V1.5	Porumb_174_6
Porumb_gnl_WGS_MXAK_Pum0272s0007.1.V1.5	Porumb_174_7
Porumb_gnl_WGS_MXAK_Pum0272s0008.1.V1.5	Porumb_174_8
Porumb_gnl_WGS_MXAK_Pum0272s0009.1.V1.5	Porumb_174_9
Porumb_gnl_WGS_MXAK_Pum0272s0010.1.V1.5	Porumb_174_10
Porumb_gnl_WGS_MXAK_Pum0272s0011.1.V1.5	Porumb_174_11
Porumb_gnl_WGS_MXAK_Pum0272s0012.1.V1.5	Porumb_174_12
Porumb_gnl_WGS_MXAK_Pum0272s0013.1.V1.5	Porumb_174_13
Porumb_gnl_WGS_MXAK_Pum0272s0014.1.V1.5	Porumb_174_14
Porumb_gnl_WGS_MXAK_Pum0272s0015.1.V1.5	Porumb_174_15
Porumb_gnl_WGS_MXAK_Pum0272s0016.1.V1.5	Porumb_174_16
Porumb_gnl_WGS_MXAK_Pum0272s0017.1.V1.5	Porumb_174_17
Porumb_gnl_WGS_MXAK_Pum0272s0018.1.V1.5	Porumb_174_18
Porumb_gnl_WGS_MXAK_Pum0272s0019.1.V1.5	Porumb_174_19
Porumb_gnl_WGS_MXAK_Pum0272s0020.1.V1.5	Porumb_174_20
Porumb_gnl_WGS_MXAK_Pum0272s0021.1.V1.5	Porumb_174_21
Porumb_gnl_WGS_MXAK_Pum0272s0022.1.V1.5	Porumb_174_22
Porumb_gnl_WGS_MXAK_Pum0272s0023.1.V1.5	Porumb_174_23
Porumb_gnl_WGS_MXAK_Pum0273s0001.1.V1.5	Porumb_175_1
Porumb_gnl_WGS_MXAK_Pum0273s0002.1.V1.5	Porumb_175_2
Porumb_gnl_WGS_MXAK_Pum0273s0003.1.V1.5	Porumb_175_3
Porumb_gnl_WGS_MXAK_Pum0273s0004.1.V1.5	Porumb_175_4
Porumb_gnl_WGS_MXAK_Pum0273s0005.1.V1.5	Porumb_175_5
Porumb_gnl_WGS_MXAK_Pum0273s0006.1.V1.5	Porumb_175_6
Porumb_gnl_WGS_MXAK_Pum0273s0007.1.V1.5	Porumb_175_7
Porumb_gnl_WGS_MXAK_Pum0274s0001.1.V1.5	Porumb_176_1
Porumb_gnl_WGS_MXAK_Pum0274s0002.1.V1.5	Porumb_176_2
Porumb_gnl_WGS_MXAK_Pum0274s0003.1.V1.5	Porumb_176_3
Porumb_gnl_WGS_MXAK_Pum0274s0004.1.V1.5	Porumb_176_4
Porumb_gnl_WGS_MXAK_Pum0274s0005.1.V1.5	Porumb_176_5
Porumb_gnl_WGS_MXAK_Pum0274s0006.1.V1.5	Porumb_176_6
Porumb_gnl_WGS_MXAK_Pum0274s0007.1.V1.5	Porumb_176_7
Porumb_gnl_WGS_MXAK_Pum0275s0001.1.V1.5	Porumb_177_1
Porumb_gnl_WGS_MXAK_Pum0275s0002.1.V1.5	Porumb_177_2
Porumb_gnl_WGS_MXAK_Pum0275s0003.1.V1.5	Porumb_177_3
Porumb_gnl_WGS_MXAK_Pum0275s0004.1.V1.5	Porumb_177_4
Porumb_gnl_WGS_MXAK_Pum0275s0005.1.V1.5	Porumb_177_5
Porumb_gnl_WGS_MXAK_Pum0275s0006.1.V1.5	Porumb_177_6
Porumb_gnl_WGS_MXAK_Pum0275s0007.1.V1.5	Porumb_177_7
Porumb_gnl_WGS_MXAK_Pum0275s0008.1.V1.5	Porumb_177_8
Porumb_gnl_WGS_MXAK_Pum0275s0009.1.V1.5	Porumb_177_9
Porumb_gnl_WGS_MXAK_Pum0275s0010.1.V1.5	Porumb_177_10
Porumb_gnl_WGS_MXAK_Pum0275s0011.1.V1.5	Porumb_177_11
Porumb_gnl_WGS_MXAK_Pum0275s0012.1.V1.5	Porumb_177_12
