orthogroup	presence	gain	loss	n_gains	n_losses	n_presences
Kelch.HG0.14:KLHDC3	Adig,Apla,Cgig,Chabra,Cscu,Ctel,Dmel,Dpul,Exapal,Hduj,Helrob,Hsap,Lgig,Linana,Lpol,Notgen,Nvec,Phoaus,Skow,Spis,Tcas	Eukaryota	Amoebozoa,Ancyromonadida,Bralan,CRuMs,Chlorophyta,Choanoflagellata,Cint,Cpar,Cryptista,Discoba,Drer,Embryophyta,Filasterea,Hemimastigophora,Holomycota,HydScyCubozoa,Klenit,Malawimonadidae,Metamonada,Meteor,Mlei,Platyhelminta,Porifera,Ptyfla,Pygbif,Ramvar,Rhodophyta,SARHap,Spur,Tadh,Teretosporea,Ttra	1	32	65
Kelch.HG0.15:KLHDC1	Adig,Amobb2,Apla,Bralan,Cfra,Cgig,Cscu,Ctel,Hsap,Klenit,Lgig,Linana,Lpol,Meteor,Mlei,Notgen,Nvec,Phoaus,Pygbif,Sacu,Skow,Spis,Tadh,Tetwil	Eukaryota	Amoebozoa,Ancyromonadida,Aque,Azfi,Bryophyta,CRuMs,Chabra,Chlorophyta,Choanoflagellata,Cint,Clim,Cpar,Cryptista,Drer,Emue,Euglenozoa,Exapal,Filasterea,Helrob,Hemimastigophora,Holomycota,HomoCalc,HydScyCubozoa,Ihof,Jakobida,Malawimonadidae,Marpol,Metamonada,Nk52,Pancrustacea,Platyhelminta,Ptyfla,Rhodophyta,SARHap,Sarc,Smoe,Spermatophyta,Spur,Tardigrada,TetraPhary,Ttra	1	41	83
Kelch.HG0.16:like:FBXO42:likeclu:25	Atri,Azfi,Bdis,Caulen,Coka,Crei,Cvar,Esil,Gonavo,Manpla,Meteor,Mpus,Pavlsp,Ptet,Sbic,Secula,Sphfal,Styinc,Tielac,Tthe,Vcar	Eukaryota	Acas,Acytosteliales,Ancyromonadida,Andgod,ApiDino,Charophyta,Cocsub,Cpar,Ddis,DiatPelag,Discicristata,Eudicots,Gthe,Hemimastigophora,Jakoba,Labyrinthulea,Malawimonadidae,Marpol,Masbal,Metamonada,Ngad,Obazoa,Oomycota,Otau,Oxytri,Plafun,Ppat,Prymnesiophyceae,Recame,Rhizaria,Rhodophyta,RigiDiph,Sacu,Smoe,Ulvmut	1	35	76
Kelch.HG0.17:like:FBXO42/KLHDC10/LZTR1:likeclu:5/6/25	Exapal,Lpol,Morvir,Notgen,Pavlsp,Phakir,Spis,Tadh,Tvag	Eukaryota	Adig,Amobb2,Amoebozoa,Ancyromonadida,Annelida,ArchaeCry,Auraur,Brachiozoa,CRuMs,Choanoflagellata,Cscu,Deuterostomia,Euglenozoa,Filasterea,Fornicata,Hemimastigophora,Holomycota,Hydrozoa,Jakobida,Malawimonadidae,Meteor,Mlei,Mollusca,Ngru,Nvec,Pancrustacea,Platyhelminta,Porifera,Prymnesiophyceae,Pygbif,SAR,Tardigrada,Teretosporea,Ttra	1	34	51
Kelch.HG0.18:like:FBXO42/KLHDC10/LZTR1:likeclu:5/6/25	Alblai,Atha,Carmem,Chabra,Coka,Cscu,Dpul,Esil,Gefoke,Helrob,Jaklib,Linana,Malcal,Maljak,Marpol,Mgut,Nk52,Phakir,Phoaus,Ptet,Sappar,Sarc,Sbic,Skow,Smoe,Sphfal,Spun,Strcul,Styinc,Tcru,Tthe,Vitbra	Eukaryota	Acoe,Amobb2,Amoebozoa,Ancyromonadida,Andgod,Apicomplexa,Atri,Bden,Bdis,Blastocladiomycota,Bodsal,CRuMs,Cfra,Chlorophyta,Choanoflagellata,Chordata,Clim,CniTri,Cpar,Cryptista,Ctel,Cvel,DiatPelag,Dinozoa,DiploKip,Echinodermata,Falb,Filasterea,Haptista,Hemimastigophora,Ihof,Insecta,Jakbah,Klenit,Labyrinthulea,Leishmaniinae,Lpol,Meteor,Mlei,Mollusca,MonoblNeocal,Ngad,Ngru,Notgen,Oxytri,Pinf,Platyhelminta,Polypodiopsida,Porifera,Ppat,Ptyfla,Pygbif,Rall,Recame,Rhizaria,Rhodophyta,Secula,Tardigrada,TerFun,Ttra,Tvag	1	61	127
Kelch.HG0.19:like:HCFC1/HCFC2:likeclu:32	Amobb2,Diprot	Eukaryota	Amorphea,Ancyromonadida,Diaphoratickes,Euglenozoa,Hemimastigophora,Jakobida,Malawimonadidae,Manpla,Metamonada,Meteor,Rigram,TetraPhary	1	12	9
Kelch.HG0.1:like:FBXO42/KLHDC1/KLHDC3/KLHDC10/LZTR1/RABEPK:likeclu:5/6/13/14/15/25	Acoe,Atha,Atri,Azfi,Bdis,Bnat,Carmem,Chabra,Crei,Cscu,Jaklib,Klenit,Marpol,Meteor,Mgut,Ppat,Ptyfla,Sbic,Skow,Smoe,Sphfal	Eukaryota	Amoebozoa,Ancyromonadida,Andalucina,CRuMs,Choanoflagellata,Chordata,CniTri,Cpar,Cryptista,DiploKip,Discicristata,Echinodermata,Filasterea,Haptista,Hemimastigophora,Holomycota,Jakbah,Lpol,Malawimonadidae,Mamiellophyceae,Mlei,Pancrustacea,Plabra,Porifera,Pygbif,Recame,Retfil,Rhodophyta,Sacu,Secula,Spiralia,StrAlv,Tardigrada,Teretosporea,Trebouxiophyceae,Ttra,Tvag,Ulvophyceae,Vcar	1	39	72
Kelch.HG0.20:like:HCFC1/HCFC2:likeclu:32	Diprot,Gefoke,Maljak	Eukaryota	Amorphea,Ancyromonadida,Diaphoratickes,Discoba,Hemimastigophora,Malcal,Manpla,Metamonada,Meteor,Rigram	1	10	9
Kelch.HG0.21:like:HCFC1/HCFC2:likeclu:32	Smoe	Smoe		1	0	2
Kelch.HG0.22:like:HCFC1/HCFC2:likeclu:32	Aano,Alblai,Ancsig,Aurlim,Caulen,Crei,Cvar,Diprot,Fabtro,Gefoke,Gthe,Honfer,Malcal,Maljak,Nutlon,Pinf,Plamic,Ptet,Sappar,Schagg,Tthe	Eukaryota	Amorphea,ApiDino,Aplker,Cocsub,Cpar,Diatomista,Discoba,Gonavo,Haptista,Hemimastigophora,Mamiellophyceae,Manpla,Metamonada,Meteor,Oxytri,PhaeoNanno,Rhizaria,Rhodophyta,Rigram,Streptophyta,Ulvmut,Vcar	1	22	66
Kelch.HG0.23:like:HCFC1/HCFC2:likeclu:32	Chrtob,Gefoke,Meteor,Spun	Eukaryota	Amoebozoa,Ancyromonadida,ArchaeCry,Bden,Blastocladiomycota,CRuMs,Discoba,Ehux,Falb,Hemimastigophora,Holozoa,Malawimonas,Metamonada,MonoblNeocal,Pavlsp,Pygbif,Rall,SAR,TerFun,Ttra	1	20	21
Kelch.HG0.24:like:FBXO42:likeclu:25	Amobb2,Ddis,Gefoke,Maljak,Ngru	Eukaryota	Acas,Acytosteliales,Ancyromonadida,CRuMs,Diaphoratickes,Euglenozoa,Hemimastigophora,Jakobida,Malcal,Masbal,Metamonada,Meteor,Obazoa,Phakir,Plafun,Tielac	1	16	22
Kelch.HG0.25:FBXO42	Acoe,Adig,Amobb2,Aplker,Atha,Bdis,Bremin,Clyhem,Cvel,Gefoke,Gonavo,Hsap,Maljak,Mgut,Perkma,Pfal,Phakir,Rigram,Sbic,Spis,Symmic,Tthe	Eukaryota	Actinaria,Ambulacraria,Amoebozoa,Ancyromonadida,Atri,Bralan,Bryophyta,Charophyta,Chlorophyta,Choanoflagellata,Cint,Conoidasida,Cpar,Diprot,Drer,Euglenozoa,Filasterea,Gthe,Gyrista,Haptista,Hemimastigophora,Holomycota,Hydvul,Jakobida,Malcal,Manpla,Marpol,Metamonada,Meteor,Mlei,Ngru,Oxytri,Polypodiopsida,Porifera,Protostomia,Ptet,Pygbif,Rhizaria,Rhodophyta,ScyCubozoa,Smoe,Tadh,Teretosporea,Thraustochytrida,Ttra,Vitbra	1	46	84
Kelch.HG0.26:like:HCFC1/HCFC2:likeclu:32	Acoe,Atha,Atri,Azfi,Bdis,Caulen,Chabra,Cocsub,Crei,Klenit,Marpol,Mgut,Ppat,Sacu,Sbic,Smoe,Sphfal,Ulvmut,Vcar	Viridiplantae	Cvar,Mamiellophyceae	1	2	57
Kelch.HG0.27:like:HCFC1/HCFC2:likeclu:32	Diprot,Rirr	AmorCRUM	Amoebozoa,Blastocladiomycota,Chytridiomycota,Dikarya,Falb,Holozoa,Manpla,Morelo,Mucorales,Pygbif,Rall,Rigram,Ttra,Umbram,Zoopagomycota	1	15	19
Kelch.HG0.28:like:HCFC1/HCFC2:likeclu:32	Mcir,Meteor,Morelo,Nk52,Rirr,Spun	Eukaryota	Amoebozoa,Ancyromonadida,Bden,Blastocladiomycota,CRuMs,Clim,Diaphoratickes,Dikarya,Discoba,Falb,Filozoa,Hemimastigophora,Icthyophonida,Malawimonadidae,Metamonada,MonoblNeocal,Pbla,Pygbif,Rall,Rhidel,Ttra,Umbram,Zoopagomycota	1	23	27
Kelch.HG0.29:like:HCFC1/HCFC2:likeclu:32	Chrtob,Gefoke,Lcom,Meteor,Phakir,Plamic,Ttra	Eukaryota	Amobb2,Amoebozoa,Ancyromonadidae,ArchaeCry,BilCniTri,CRuMs,Choanoflagellata,Demospongiae,Ehux,Euglenozoa,Fabtro,Filasterea,Hemimastigophora,Holomycota,Jakobida,Malawimonas,Metamonada,Mlei,Ngru,Ocar,Pavlsp,Pygbif,SAR,Scil,Teretosporea	1	25	35
Kelch.HG0.2:like:HCFC1/HCFC2:likeclu:32	Amobb2,Andgod,Cavfas,Chrtob,Cpar,Diprot,Hetalb,Klenit,Pygbif,Tielac,Ulvmut,Vcar	Eukaryota	Acas,Ancyromonadida,Caulen,Chabra,Crei,Cryptista,Ddis,Ehux,Embryophyta,Euglenozoa,Hemimastigophora,Histionina,Malawimonadidae,Mamiellophyceae,Manpla,Masbal,Metamonada,Meteor,Opisthokonta,Pavlsp,Plafun,Rhodophyta,Rigram,SAR,Styinc,TetraPhary,Trebouxiophyceae,Ttra	1	28	45
Kelch.HG0.30:like:HCFC1/HCFC2:likeclu:32	Acas,Ancsig,Ccin,Cneo,Cowc,Ddis,Mcir,Meteor,Morelo,Ncra,Nutlon,Pbla,Rirr,Scer,Spom,Tielac,Tmel,Umbram	Eukaryota	Acytosteliales,Blastocladiomycota,CRuMs,Choanozoa,Chytridiomycota,Diaphoratickes,Discoba,Fabtro,Falb,Hemimastigophora,Malawimonadidae,Masbal,Metamonada,Mvib,Plafun,Plamic,Pygbif,Rall,Rhidel,Teretosporea,Ttra,Umay,Zoopagomycota	1	23	58
Kelch.HG0.31:like:HCFC1/HCFC2:likeclu:32	Auraur,Gonavo,Klenit,Nk52,Phatri,Tpse	Eukaryota	Aano,Alveolata,Amoebozoa,Ancyromonadida,Anthozoa,Bilateria,CRuMs,Chabra,Chlorophyta,Choanoflagellata,Clim,Cpar,Discoba,Embryophyta,Filasterea,Gthe,Haptista,Hemimastigophora,Holomycota,Hydrozoa,Icthyophonida,Labyrinthulea,Malawimonadidae,Metamonada,Meteor,Mlei,Morvir,Oomycota,PhaeoNanno,Porifera,Pygbif,Rhizaria,Rhodophyta,Tadh,Ttra	1	35	38
Kelch.HG0.32:HCFC1/HCFC2	Acoe,Adig,Apla,Aque,Bden,Bralan,Cfra,Cgig,Chabra,Chrtob,Cint,Clim,Clyhem,Cscu,Ctel,Diprot,Dmel,Dpul,Drer,Ehux,Emue,Emul,Exapal,Hduj,Helrob,Hsap,Hydvul,Klenit,Lcom,Lgig,Linana,Lpol,Mlei,Morvir,Nk52,Notgen,Nutlon,Nvec,Ocar,Pavlsp,Phoaus,Ptyfla,Rall,Ramvar,Sarc,Scil,Skow,Sman,Smoe,Sphfal,Spis,Spur,Symmic,Tadh,Tcas,Tetwil	Eukaryota	Amoebozoa,Ancsig,ApiChrom,Atri,Auraur,Blastocladiomycota,Bremin,Chlorophyta,Choanoflagellata,Ciliata,Cpar,Cryptista,Discoba,Fabtro,Falb,Filasterea,Hemimastigophora,Ihof,Malawimonadidae,Manpla,Marpol,Metamonada,Meteor,MonoblNeocal,Monocots,Pentapetalae,Perkma,Plamic,Polypodiopsida,Ppat,Pygbif,Rhizaria,Rhodophyta,Rigram,Spun,Stramenopiles,TerFun,Ttra	1	38	162
Kelch.HG0.33:like:HCFC1/HCFC2:likeclu:32	Smoe	Smoe		1	0	3
Kelch.HG0.34:like:HCFC1/HCFC2:likeclu:32	Acoe,Atha,Atri,Bdis,Marpol,Mgut,Ppat,Sbic,Smoe,Sphfal	Embryophyta	Polypodiopsida	1	1	26
Kelch.HG0.35:like:HCFC1/HCFC2:likeclu:32	Fabtro,Plamic	Ancyromonadida	Ancyromonadidae	1	1	4
Kelch.HG0.36:like:HCFC1/HCFC2:likeclu:32	Fabtro,Malcal,Phakir	Eukaryota	Amobb2,AmorCRUM,AncyPlano,Diaphoratickes,Euglenozoa,Gefoke,Hemimastigophora,Jakobida,Maljak,Metamonada,Meteor,Ngru	1	12	11
Kelch.HG0.37:like:HCFC1/HCFC2:likeclu:32	Gefoke,Plafun	Eukaryota	Ancyromonadida,CRuMs,Diaphoratickes,Discoba,EvoDiscosea,Hemimastigophora,Malawimonas,Metamonada,Meteor,Obazoa	1	10	7
Kelch.HG0.38:like:HCFC1/HCFC2:likeclu:32	Aano,Alblai,Ancsig,Aurlim,Chrtob,Cvel,Hemkuk,Maljak,Meteor,Nutlon,Oxytri,Plafun,Plamic,Ptet,Sappar,Schagg,Spimul,Tthe,Vitbra	Eukaryota	Apicomplexa,Aplker,ArchaeCry,CRuMs,Diatomista,Dinozoa,Discoba,Ehux,EvoDiscosea,Fabtro,Gefoke,Honfer,Malcal,Metamonada,Obazoa,Pavlsp,PhaeoNanno,Pinf,Rhizaria	1	19	54
Kelch.HG0.3:like:HCFC1/HCFC2:likeclu:32	Acas,Azfi,Cavfas,Crei,Cvel,Ddis,Diprot,Gefoke,Gonavo,Hemkuk,Hetalb,Marpol,Meteor,Plabra,Plafun,Plamic,Spimul,Tielac,Tthe,Vcar,Vitbra	Eukaryota	Ancyromonadidae,Apicomplexa,Bnat,Bryophyta,Charophyta,Cpar,Dinozoa,Discoba,Fabtro,Gthe,Haptista,Malawimonas,Mamiellophyceae,Manpla,Masbal,Metamonada,Obazoa,Oxytri,Ptet,Retfil,Rhodophyta,Rigram,Sacu,Smoe,Spermatophyta,Stramenopiles,Trebouxiophyceae,Ulvophyceae	1	28	74
Kelch.HG0.4:like:FBXO42/KLHDC1/KLHDC3/KLHDC10/LZTR1/RABEPK:likeclu:5/6/13/14/15/25	Acas,Amobb2,Jakbah,Meteor,Secula	Eukaryota	Ancyromonadida,Andalucina,CRuMs,Diaphoratickes,Euglenozoa,Evosea,Hemimastigophora,Jaklib,Malawimonadidae,Metamonada,Obazoa,Plafun,Recame,TetraPhary	1	14	18
Kelch.HG0.5:KLHDC10	Alblai,Cfra,Coka,Cowc,Ctel,Diprot,Drer,Esil,Hsap,Nk52,Phakir,Phoaus,Pinf,Ptet,Recame,Sappar,Sarc,Secula,Skow	Eukaryota	Amobb2,Amoebozoa,Ancyromonadida,Andalucina,ApiDino,ArchaeCry,ArtTardi,Bralan,Choanoflagellata,Cint,Clim,CniTri,DiatPelag,Echinodermata,Euglenozoa,Haptista,Helrob,Hemimastigophora,Holomycota,Ihof,Jakoba,Labyrinthulea,Linana,Malawimonadidae,Manpla,Metamonada,Meteor,Mlei,Mollusca,Mvib,Ngad,Ngru,Notgen,Oxytri,Platyhelminta,Porifera,Ptyfla,Pygbif,Rhizaria,Rigram,Tthe,Ttra	1	42	74
Kelch.HG0.6:LZTR1	Aano,Amobb2,Apla,Aque,Clyhem,Cscu,Ctel,Diprot,Dmel,Dpul,Emue,Exapal,Hsap,Lgig,Linana,Lpol,Malcal,Meteor,Ngru,Notgen,Oxytri,Pinf,Plafun,Ptet,Sappar,Spis,Tcas,Tetwil,Tielac,Vitbra	Eukaryota	Acas,Acytosteliales,Adig,Alblai,Ancyromonadida,Apicomplexa,ArchaeCry,Bralan,Cgig,Choanoflagellata,Cint,Cvel,Ddis,Diatomista,Dinozoa,Drer,Euglenozoa,Filasterea,Gefoke,Haptista,Helrob,Hemichordata,Hemimastigophora,Holomycota,HomoCalc,Hydvul,Jakobida,Labyrinthulea,Maljak,Manpla,Masbal,Metamonada,Mlei,Nvec,PhaeoNanno,Phakir,Phoaus,Platyhelminta,Pygbif,Rhizaria,Rigram,ScyCubozoa,Spur,Tadh,Tardigrada,Teretosporea,Tthe,Ttra	1	48	113
Kelch.HG0.7:like:HCFC1/HCFC2:likeclu:32	Amobb2,Apla,Azfi,Cavfas,Clyhem,Ddis,Drer,Gefoke,Gonavo,Hetalb,Lcom,Linana,Meteor,Mvib,Recame,Sacu,Sphfal,Spur,Tielac,Vitbra	Eukaryota	Acas,Ancyromonadida,Andalucina,Annelida,Anthozoa,Apicomplexa,ArtTardi,Bralan,CRuMs,Charophyta,Chlorophyta,Choanoflagellata,Ciliata,Cint,Cowc,Cpar,Cvel,Demospongiae,Dinozoa,Euglenozoa,Gthe,Haptista,Hemichordata,Hemimastigophora,Holomycota,Hsap,Hydvul,JakSec,Malawimonas,Marpol,Masbal,Metamonada,Mlei,Mollusca,Notgen,Ocar,Phoaus,Plafun,Platyhelminta,Ppat,Pygbif,Rhizaria,Rhodophyta,Scil,ScyCubozoa,Smoe,Spermatophyta,Stramenopiles,Tadh,Teretosporea,TetraPhary,Ttra	1	52	85
Kelch.HG0.8:like:HCFC1/HCFC2:likeclu:32	Cocsub,Dpul,Malcal,Marpol,Meteor,Ttra	Eukaryota	Amoebozoa,Ancyromonadida,Arachnida,CRuMs,Charophyta,ChlorUlvophy,Choanoflagellata,CniTri,Cpar,Cryptista,Cvar,Deuterostomia,Discoba,Filasterea,Gefoke,Hemimastigophora,Holomycota,Insecta,Maljak,Mamiellophyceae,Metamonada,Mlei,Porifera,Pygbif,Rhodophyta,SARHap,Spiralia,Tardigrada,Teretosporea,TrachBryophyta	1	30	32
Kelch.HG0.9:like:HCFC1/HCFC2:likeclu:32	Acas,Ccin,Chrtob,Coerev,Diprot,Fabtro,Gefoke,Gthe,Jakbah,Manpla,Mcir,Meteor,Morelo,Otau,Pbla,Pinf,Plamic,Rhidel,Rigram,Secula,Spimul,Spun,Tielac,Umbram,Vcar	Eukaryota	Acytosteliales,Alblai,Alveolata,Ancyromonadidae,Andalucina,Ascomycota,Bden,Blastocladiomycota,Cneo,Concor,Cpar,Crei,Ddis,Discicristata,Ehux,Falb,Gonavo,Hemkuk,Holozoa,Jaklib,Labyrinthulea,Malawimonas,Masbal,Metamonada,MonoblNeocal,Mpus,Ochrophyta,Pavlsp,Plafun,Pygbif,Rall,Recame,Rhizaria,Rhodophyta,Rirr,Sappar,Streptophyta,Trebouxiophyceae,Ttra,Ulvophyceae,Umay	1	41	85
LinkerHistone.HG1.0:H1-10	Adig,Aque,Cfra,Cowc,Diprot,Drer,Exapal,Gefoke,Gpro,Hsap,Lcom,Marpol,Mlei,Notgen,Nvec,Ppat,Sarc,Smoe,Sphfal,Spis,Tcas	Eukaryota	Ambulacraria,Amoebozoa,Ancyromonadida,Annelida,Arachnida,Blastocladiomycota,Brachiozoa,Bralan,Charophyta,Chlorophyta,Choanoflagellata,Chytridiomycetes,Cint,Clim,Cpar,Cryptista,Discoba,Dmel,Dpul,EphyTet,Euphyllophyta,Falb,Hemimastigophora,HydScyCubozoa,Ihof,Malawimonas,Manpla,Metamonada,Meteor,Mollusca,Mvib,Nk52,Ocar,Pisp,Platyhelminta,Pygbif,Rall,Rhodophyta,Rigram,SARHap,Scil,Tadh,Tardigrada,TerFun,Ttra	1	45	100
LinkerHistone.HG1.10:like:H1-0/H1-1/H1-2/H1-3/H1-4/H1-5/H1-6:likeclu:16/20	Cowc,Hduj,Ramvar	Filozoa	Arthropoda,Choanoflagellata,CniTri,Deuterostomia,Mlei,Mvib,Porifera,Spiralia	1	8	12
LinkerHistone.HG1.11:like:H1-0/H1-1/H1-2/H1-3/H1-4/H1-5/H1-6:likeclu:16/20	Adig,Dpul,Exapal,Hduj,Lcom,Nvec,Spis	Metazoa	Arachnida,Demospongiae,Deuterostomia,HydScyCubozoa,Insecta,Mlei,Ocar,Ramvar,Scil,Spiralia,Tadh	1	11	28
LinkerHistone.HG1.12:like:H1-0/H1-1/H1-2/H1-3/H1-4/H1-5/H1-6:likeclu:16/20	Exapal,Nk52,Nvec,Spis	Holozoa	Adig,Bilateria,Choanoflagellata,Clim,Filasterea,HydScyCubozoa,Icthyophonida,Mlei,Porifera,Tadh	1	10	16
LinkerHistone.HG1.13:H1-8	Apla,Bralan,Cgig,Cint,Cscu,Ctel,Drer,Hsap,Lcom,Lgig,Linana,Lpol,Notgen,Oxytri,Phatri,Phoaus,Ptyfla,Skow,Spur,Tcas	Eukaryota	Aano,Amoebozoa,Ancyromonadida,ApiDino,ArchaeCry,CRuMs,Choanoflagellata,CniTri,Demospongiae,Discoba,Dmel,Dpul,Filasterea,Haptista,Helrob,Hemimastigophora,Holomycota,Labyrinthulea,Malawimonadidae,Metamonada,Meteor,Mlei,Ocar,Oligohymenophorea,Oomycota,PhaeoNanno,Platyhelminta,Pygbif,Rhizaria,Scil,Tardigrada,Teretosporea,Tpse,Ttra	1	34	101
LinkerHistone.HG1.14:like:H1-1/H1-2/H1-3/H1-4/H1-5/H1-6:likeclu:16	Bralan,Carmem,Cscu,Dmel,Linana,Notgen,Ptyfla,Skow,Spur,Tcas	Eukaryota	Amoebozoa,Ancyromonadida,Annelida,Apla,CRuMs,Choanoflagellata,CniTri,Diaphoratickes,DiploKip,Discoba,Dpul,Filasterea,Hemimastigophora,Holomycota,Lpol,Malawimonadidae,Meteor,Mlei,Mollusca,Phoaus,Platyhelminta,Porifera,Pygbif,Tardigrada,Teretosporea,Ttra,Tvag,VertTuni	1	28	102
LinkerHistone.HG1.15:like:H1-1/H1-2/H1-3/H1-4/H1-5/H1-6:likeclu:16	Apla,Emul,Sman	Bilateria	ArtTardi,Chordata,Hemichordata,Lophotrochozoa,Spur	1	5	10
LinkerHistone.HG1.16:H1-1/H1-2/H1-3/H1-4/H1-5/H1-6	Apla,Drer,Hsap,Spur	Deuterostomia	Bralan,Cint,Hemichordata	1	3	39
LinkerHistone.HG1.17:like:H1-0:likeclu:20	Concor,Emul,Lcom,Notgen,Sman	Opisthokonta	Annelida,ArtTardi,Blastocladiomycota,Brachiozoa,Choanoflagellata,Chytridiomycota,CniTri,Coerev,Demospongiae,Deuterostomia,DikaMuco,Falb,Filasterea,Mlei,Mollusca,Ocar,Rall,Scil,Teretosporea	1	19	26
LinkerHistone.HG1.18:like:H1-0:likeclu:20	Emue,Lcom,Scil,Tetwil	Porifera	Aque,Ocar	1	2	12
LinkerHistone.HG1.19:like:H1-0:likeclu:20	Aque,Auraur,Bralan,Cgig,Cscu,Ctel,Dpul,Hduj,Helrob,Lcom,Lgig,Linana,Phoaus,Ptyfla,Ramvar,Skow	Metazoa	Anthozoa,Echinodermata,EphyTet,Hydrozoa,Insecta,Lpol,Mlei,Morvir,Notgen,Ocar,Platyhelminta,Scil,Tadh,VertTuni	1	14	76
LinkerHistone.HG1.1:like:H1-0/H1-1/H1-2/H1-3/H1-4/H1-5/H1-6/H1-8/H1-10/HP1BP3/SHPRH:likeclu:0/2/9/13/16/20	Acas,Amobb2,Aplker,Ngru	Eukaryota	Alveolata,Ancyromonadida,ArchaeCry,CRuMs,Euglenozoa,Evosea,Gyrista,Haptista,Hemimastigophora,Jakobida,Malawimonadidae,Metamonada,Meteor,Obazoa,Phakir,Plafun,Rhizaria,Thraustochytrida	1	18	21
LinkerHistone.HG1.20:H1-0	Adig,Apla,Aque,Auraur,Cint,Drer,Exapal,Hsap,Lcom,Morvir,Nutlon,Nvec,Phoaus,Spis,Spur,Tadh	Eukaryota	Amoebozoa,Ancsig,Annelida,ArtTardi,Bralan,CRuMs,Choanoflagellata,Diaphoratickes,Discoba,EphyTet,Fabtro,Filasterea,Hemichordata,Hemimastigophora,Holomycota,Hydrozoa,Linana,Malawimonadidae,Metamonada,Meteor,Mlei,Mollusca,Notgen,Ocar,Plamic,Platyhelminta,Pygbif,Scil,Teretosporea,Ttra	1	30	94
LinkerHistone.HG1.21:like:H1-8:likeclu:13	Ctel	Ctel		1	0	1
LinkerHistone.HG1.22:like:H1-1/H1-2/H1-3/H1-4/H1-5/H1-6:likeclu:16	Spur	Spur		1	0	1
LinkerHistone.HG1.2:SHPRH	Apla,Bnat,Drer,Gefoke,Hsap,Lcom,Mbre,Perkma,Schagg,Sros	Eukaryota	Amoebozoa,Ancyromonadida,ApiChrom,Aplker,ArchaeCry,Aurlim,Bralan,CRuMs,Ciliata,Cint,CniTri,Demospongiae,Dinoflagellata,Discoba,Filasterea,Gyrista,Haptista,Hemichordata,Hemimastigophora,Holomycota,Honfer,Malawimonas,Metamonada,Meteor,Mlei,Ocar,Plabra,Protostomia,Pygbif,Retfil,Scil,Spur,Teretosporea,Ttra	1	34	60
LinkerHistone.HG1.3:like:H1-0/H1-1/H1-2/H1-3/H1-4/H1-5/H1-6:likeclu:16/20	Acoe,Alblai,Ancsig,Andgod,Aplker,Atha,Atri,Aurlim,Azfi,Bden,Bdis,Caulen,Cavfas,Ccin,Chabra,Chocri,Clyhem,Cneo,Cocsub,Coka,Cpar,Crei,Cvar,Cvel,Ddis,Dmel,Ehux,Esil,Fabtro,Falb,Gefoke,Gpro,Gracho,Hetalb,Honfer,Jakbah,Jaklib,Klenit,Malcal,Maljak,Manpla,Marpol,Mcir,Meteor,Mgut,Morelo,Mpus,Ncra,Ngad,Notgen,Otau,Pavlsp,Phatri,Pinf,Pisp,Plafun,Plamic,Porpur,Porumb,Ppat,Recame,Rhidel,Rigram,Rirr,Sacu,Sappar,Sarc,Sbic,Scer,Schagg,Smoe,Sphfal,Spun,Styinc,Tielac,Tmel,Tpse,Ttra,Ulvmut,Umay,Umbram,Vcar,Vitbra	Eukaryota	Aano,Acas,Annelida,Anthozoa,Apicomplexa,Arachnida,Blastocladiomycota,Brachiozoa,Cfra,Choanoflagellata,Chrtob,Ciliata,Clim,Cmer,Cryptista,Deuterostomia,Dinozoa,Diprot,Discicristata,Dpul,Filasterea,Hemimastigophora,Hydvul,Ihof,Masbal,Metamonada,Mlei,Mollusca,Nk52,Nutlon,Pbla,Platyhelminta,Porifera,Pygbif,Rall,Rhizaria,ScyCubozoa,Secula,Spom,Tadh,Tardigrada,Tcas,Zoopagomycota	1	43	288
LinkerHistone.HG1.4:like:H1-0/H1-1/H1-2/H1-3/H1-4/H1-5/H1-6/H1-8/H1-10/HP1BP3/SHPRH:likeclu:0/2/9/13/16/20	Apla,Cint,Lcom,Mlei	Metazoa	Bralan,CniTri,Demospongiae,Hemichordata,Ocar,Protostomia,Scil,Spur,Vertebrata	1	9	18
LinkerHistone.HG1.5:like:H1-0/H1-1/H1-2/H1-3/H1-4/H1-5/H1-6/H1-8/H1-10/HP1BP3/SHPRH:likeclu:0/2/9/13/16/20	Acas,Adig,Auraur,Cgig,Coka,Cscu,Ctel,Esil,Gpro,Lcom,Linana,Lpol,Mlei,Ngad,Notgen,Nvec,Ocar,Plabra,Ptyfla,Retfil,Scil,Skow,Spis,Spur	Eukaryota	Alveolata,Ancyromonadida,Apla,ArchaeCry,Blastocladiomycota,Bnat,CRuMs,Choanoflagellata,Chordata,Chytridiomycetes,Demospongiae,DiatPelag,Discoba,Evosea,Exapal,Falb,Filasterea,Haptista,Helrob,Hemimastigophora,Hydrozoa,Labyrinthulea,Lgig,Malawimonadidae,Metamonada,Meteor,Morvir,Oomycota,Pancrustacea,Phoaus,Pisp,Plafun,Platyhelminta,Pygbif,Rall,Tadh,Tardigrada,TerFun,Teretosporea,Ttra	1	40	85
