gene	architecture	core_class_string	TE_class_string	is_contiguous_assembly	num_expressed	is_expressed	is_contiguous_coverage	is_monoexonic	is_in_cluster	is_validated	species	TE_class	TE_type	TE_classtype	TE_domain_string	architecture_simple	evidence_status	structure_status	core_class_string_simple
Rhidel_EIE92033	Retrotrans_gag RVT_1 RT_RNaseH_2 Integrase_H2C2 rve Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	TRUE	TRUE	TRUE	Rhidel	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2,Retrotrans_gag,rve,RVT_1	Retrotrans_gag,RVT_1,RT_RNaseH_2,Integrase_H2C2,rve,Chromo	contiguous assembly, partial expression	monoexon, cluster	Chromo
Rhidel_EIE92041	RVT_1 RT_RNaseH_2 Integrase_H2C2 rve Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	TRUE	FALSE	TRUE	TRUE	Rhidel	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2,rve,RVT_1	RVT_1,RT_RNaseH_2,Integrase_H2C2,rve,Chromo	contiguous assembly, complete expression	multiexon, cluster	Chromo
Rhidel_EIE92204	RVT_1 RT_RNaseH_2 Integrase_H2C2 rve Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	TRUE	FALSE	FALSE	TRUE	Rhidel	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2,rve,RVT_1	RVT_1,RT_RNaseH_2,Integrase_H2C2,rve,Chromo	contiguous assembly, complete expression	multiexon, no cluster	Chromo
Rhidel_EIE92211	RVT_1 RT_RNaseH_2 Integrase_H2C2 rve Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	TRUE	FALSE	TRUE	TRUE	Rhidel	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2,rve,RVT_1	RVT_1,RT_RNaseH_2,Integrase_H2C2,rve,Chromo	contiguous assembly, complete expression	multiexon, cluster	Chromo
Rhidel_EIE92216	Integrase_H2C2 rve Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	TRUE	TRUE	Rhidel	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2,rve	Integrase_H2C2,rve,Chromo	contiguous assembly, partial expression	multiexon, cluster	Chromo
Rhidel_EIE92294	rve Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	TRUE	TRUE	TRUE	Rhidel	RT	Gypsy-ERV	RT Gypsy-ERV	rve	rve,Chromo	contiguous assembly, partial expression	monoexon, cluster	Chromo
Rhidel_EIE92578	RVT_1 RT_RNaseH_2 Integrase_H2C2 rve Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	TRUE	FALSE	FALSE	TRUE	Rhidel	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2,rve,RVT_1	RVT_1,RT_RNaseH_2,Integrase_H2C2,rve,Chromo	contiguous assembly, complete expression	multiexon, no cluster	Chromo
Rhidel_EIE92660	Asp_protease_2 RVT_1 RT_RNaseH Integrase_H2C2 rve Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	TRUE	FALSE	FALSE	TRUE	Rhidel	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2,rve,RVT_1	Asp_protease_2,RVT_1,RT_RNaseH,Integrase_H2C2,rve,Chromo	contiguous assembly, complete expression	multiexon, no cluster	Chromo
Rhidel_EIE92672	Integrase_H2C2 rve Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Rhidel	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2,rve	Integrase_H2C2,rve,Chromo	contiguous assembly, partial expression	multiexon, no cluster	Chromo
Rhidel_EIE92681	RVT_1 RT_RNaseH_2 Integrase_H2C2 rve Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	TRUE	FALSE	TRUE	Rhidel	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2,rve,RVT_1	RVT_1,RT_RNaseH_2,Integrase_H2C2,rve,Chromo	contiguous assembly, partial expression	monoexon, no cluster	Chromo
Rhidel_EIE92687	RVT_1 RT_RNaseH_2 Integrase_H2C2 rve Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Rhidel	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2,rve,RVT_1	RVT_1,RT_RNaseH_2,Integrase_H2C2,rve,Chromo	contiguous assembly, partial expression	multiexon, no cluster	Chromo
Rhidel_EIE92693	RT_RNaseH Integrase_H2C2 rve Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Rhidel	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2,rve	RT_RNaseH,Integrase_H2C2,rve,Chromo	contiguous assembly, partial expression	multiexon, no cluster	Chromo
Rhidel_EIE92694	RVT_1 RT_RNaseH_2 Integrase_H2C2 rve Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	TRUE	FALSE	TRUE	Rhidel	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2,rve,RVT_1	RVT_1,RT_RNaseH_2,Integrase_H2C2,rve,Chromo	contiguous assembly, partial expression	monoexon, no cluster	Chromo
Rhidel_EIE92716	RT_RNaseH Integrase_H2C2 rve Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	TRUE	FALSE	TRUE	Rhidel	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2,rve	RT_RNaseH,Integrase_H2C2,rve,Chromo	contiguous assembly, partial expression	monoexon, no cluster	Chromo
Rhidel_EIE92726	Retrotrans_gag RVT_1 RT_RNaseH_2 Integrase_H2C2 rve Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Rhidel	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2,Retrotrans_gag,rve,RVT_1	Retrotrans_gag,RVT_1,RT_RNaseH_2,Integrase_H2C2,rve,Chromo	contiguous assembly, partial expression	multiexon, no cluster	Chromo
Rhidel_EIE92742	RVT_1 RT_RNaseH_2 Integrase_H2C2 rve Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	TRUE	FALSE	TRUE	Rhidel	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2,rve,RVT_1	RVT_1,RT_RNaseH_2,Integrase_H2C2,rve,Chromo	contiguous assembly, partial expression	monoexon, no cluster	Chromo
Concor_KXN70116	DDE_Tnp_4 Chromo	Chromo	NA	FALSE	NA	FALSE	FALSE	FALSE	FALSE	FALSE	Concor	Unknown	NA	Unknown	DDE_Tnp_4	DDE_Tnp_4,Chromo	no evidence	multiexon, no cluster	Chromo
Tielac_KYQ96678	Retrotrans_gag Asp_protease_2 RVT_1 RT_RNaseH_2 Integrase_H2C2 rve Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	FALSE	NA	FALSE	FALSE	FALSE	FALSE	FALSE	Tielac	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2,Retrotrans_gag,rve,RVT_1	Retrotrans_gag,Asp_protease_2,RVT_1,RT_RNaseH_2,Integrase_H2C2,rve,Chromo	no evidence	multiexon, no cluster	Chromo
Hetalb_XP_020428134.1	RVT_1 rve Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Hetalb	RT	Gypsy-ERV	RT Gypsy-ERV	rve,RVT_1	RVT_1,rve,Chromo	contiguous assembly, partial expression	multiexon, no cluster	Chromo
Hetalb_XP_020434315.1	rve Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Hetalb	RT	Gypsy-ERV	RT Gypsy-ERV	rve	rve,Chromo	contiguous assembly, partial expression	multiexon, no cluster	Chromo
Hetalb_XP_020435614.1	RVT_1 RT_RNaseH_2 rve Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	TRUE	FALSE	FALSE	TRUE	Hetalb	RT	Gypsy-ERV	RT Gypsy-ERV	rve,RVT_1	RVT_1,RT_RNaseH_2,rve,Chromo	contiguous assembly, complete expression	multiexon, no cluster	Chromo
Hetalb_XP_020438111.1	RT_RNaseH_2 rve Chromo MRPL52	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	TRUE	FALSE	FALSE	TRUE	Hetalb	RT	Gypsy-ERV	RT Gypsy-ERV	rve	RT_RNaseH_2,rve,Chromo,MRPL52	contiguous assembly, complete expression	multiexon, no cluster	Chromo
Cavfas_EGG14714	Retrotrans_gag RVT_1 RT_RNaseH_2	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	TRUE	TRUE	Cavfas	RT	Gypsy-ERV	RT Gypsy-ERV	Retrotrans_gag,RVT_1	Retrotrans_gag,RVT_1,RT_RNaseH_2	contiguous assembly, partial expression	multiexon, cluster	Chromo
Cavfas_EGG14977	RVT_1 RT_RNaseH Integrase_H2C2 rve Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	TRUE	TRUE	FALSE	TRUE	Cavfas	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2,rve,RVT_1	RVT_1,RT_RNaseH,Integrase_H2C2,rve,Chromo	contiguous assembly, complete expression	monoexon, no cluster	Chromo
Cavfas_EGG16520	Retrotrans_gag RVT_1 RT_RNaseH_2	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	TRUE	TRUE	Cavfas	RT	Gypsy-ERV	RT Gypsy-ERV	Retrotrans_gag,RVT_1	Retrotrans_gag,RVT_1,RT_RNaseH_2	contiguous assembly, partial expression	multiexon, cluster	Chromo
Cavfas_EGG22119	RVT_1 RT_RNaseH_2 Integrase_H2C2 rve Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	TRUE	FALSE	FALSE	TRUE	Cavfas	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2,rve,RVT_1	RVT_1,RT_RNaseH_2,Integrase_H2C2,rve,Chromo	contiguous assembly, complete expression	multiexon, no cluster	Chromo
Cavfas_EGG24134	Retrotrans_gag RVT_1 RT_RNaseH_2	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Cavfas	RT	Gypsy-ERV	RT Gypsy-ERV	Retrotrans_gag,RVT_1	Retrotrans_gag,RVT_1,RT_RNaseH_2	contiguous assembly, partial expression	multiexon, no cluster	Chromo
Masbal_CACRSC010001923.1.p6	PHD Chromo Chromo SNF2_N Helicase_C DUF1087 TPR_11	Chromo,PHD,SNF2_N	Interspersed_Repeat;Transposable_Element;Class_II_DNA_Transposition;Transposase;Mutator-like;MuDR	FALSE	NA	FALSE	FALSE	FALSE	FALSE	FALSE	Masbal	DNA	Mutator-like	DNA Mutator-like	DUF1087	PHD,Chromo,SNF2_N,Helicase_C,DUF1087,TPR_11	contiguous assembly, complete expression	multiexon, no cluster	Chromo+SNF2_N+(PHD+others)
Plafun_PRP73443	RVT_1 RVT_1 RT_RNaseH Integrase_H2C2 Chromo MFS_1	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Plafun	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2,RVT_1	RVT_1,RT_RNaseH,Integrase_H2C2,Chromo,MFS_1	contiguous assembly, partial expression	multiexon, no cluster	Chromo
Plafun_PRP73675	RT_RNaseH Integrase_H2C2 Integrase_H2C2 Integrase_H2C2 rve Integrase_H2C2 rve Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Plafun	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2,rve	RT_RNaseH,Integrase_H2C2,rve,Chromo	contiguous assembly, partial expression	multiexon, no cluster	Chromo
Plafun_PRP73716	rve Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	TRUE	FALSE	TRUE	Plafun	RT	Gypsy-ERV	RT Gypsy-ERV	rve	rve,Chromo	contiguous assembly, partial expression	monoexon, no cluster	Chromo
Plafun_PRP73885	Asp_protease_2 RVT_1 RT_RNaseH_2 RT_RNaseH Integrase_H2C2 rve Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Plafun	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2,rve,RVT_1	Asp_protease_2,RVT_1,RT_RNaseH_2,RT_RNaseH,Integrase_H2C2,rve,Chromo	contiguous assembly, partial expression	multiexon, no cluster	Chromo
Plafun_PRP74586	RVT_1 RT_RNaseH RT_RNaseH Integrase_H2C2 Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Plafun	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2,RVT_1	RVT_1,RT_RNaseH,Integrase_H2C2,Chromo	contiguous assembly, partial expression	multiexon, no cluster	Chromo
Plafun_PRP74592	RVT_1 RT_RNaseH Integrase_H2C2 rve Integrase_H2C2 rve Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Plafun	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2,rve,RVT_1	RVT_1,RT_RNaseH,Integrase_H2C2,rve,Chromo	contiguous assembly, partial expression	multiexon, no cluster	Chromo
Plafun_PRP74940	Integrase_H2C2 rve Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Plafun	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2,rve	Integrase_H2C2,rve,Chromo	contiguous assembly, partial expression	multiexon, no cluster	Chromo
Plafun_PRP76895	RVT_1 RT_RNaseH Integrase_H2C2 rve Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Plafun	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2,rve,RVT_1	RVT_1,RT_RNaseH,Integrase_H2C2,rve,Chromo	contiguous assembly, partial expression	multiexon, no cluster	Chromo
Plafun_PRP78085	RT_RNaseH Integrase_H2C2 rve Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Plafun	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2,rve	RT_RNaseH,Integrase_H2C2,rve,Chromo	contiguous assembly, partial expression	multiexon, no cluster	Chromo
Plafun_PRP81976	PHD Chromo Chromo SNF2_N Helicase_C DUF1087 CHDCT2	Chromo,PHD,SNF2_N	Interspersed_Repeat;Transposable_Element;Class_II_DNA_Transposition;Transposase;Mutator-like;MuDR	TRUE	1	TRUE	TRUE	FALSE	FALSE	TRUE	Plafun	DNA	Mutator-like	DNA Mutator-like	DUF1087	PHD,Chromo,SNF2_N,Helicase_C,DUF1087,CHDCT2	contiguous assembly, complete expression	multiexon, no cluster	Chromo+SNF2_N+(PHD+others)
Plafun_PRP82664	rve Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	TRUE	TRUE	Plafun	RT	Gypsy-ERV	RT Gypsy-ERV	rve	rve,Chromo	contiguous assembly, partial expression	multiexon, cluster	Chromo
Plafun_PRP82696	rve Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	TRUE	TRUE	TRUE	Plafun	RT	Gypsy-ERV	RT Gypsy-ERV	rve	rve,Chromo	contiguous assembly, partial expression	monoexon, cluster	Chromo
Plafun_PRP82731	RVT_1 RVT_1 RT_RNaseH RT_RNaseH Integrase_H2C2 Integrase_H2C2 rve Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Plafun	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2,rve,RVT_1	RVT_1,RT_RNaseH,Integrase_H2C2,rve,Chromo	contiguous assembly, partial expression	multiexon, no cluster	Chromo
Plafun_PRP83468	RVT_1 RT_RNaseH Integrase_H2C2 Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Plafun	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2,RVT_1	RVT_1,RT_RNaseH,Integrase_H2C2,Chromo	contiguous assembly, partial expression	multiexon, no cluster	Chromo
Plafun_PRP85645	RT_RNaseH_2 Integrase_H2C2 rve Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Plafun	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2,rve	RT_RNaseH_2,Integrase_H2C2,rve,Chromo	contiguous assembly, partial expression	multiexon, no cluster	Chromo
Plafun_PRP88087	Chromo Chromo Chromo SNF2_N Helicase_C DUF1087	Chromo,SNF2_N	Interspersed_Repeat;Transposable_Element;Class_II_DNA_Transposition;Transposase;Mutator-like;MuDR	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Plafun	DNA	Mutator-like	DNA Mutator-like	DUF1087	Chromo,SNF2_N,Helicase_C,DUF1087	contiguous assembly, partial expression	multiexon, no cluster	Chromo+SNF2_N+(PHD+others)
Rigram_Gene.15078	PHD Chromo SNF2_N Helicase_C DUF1087 DUF1086	Chromo,PHD,SNF2_N	Interspersed_Repeat;Transposable_Element;Class_II_DNA_Transposition;Transposase;Mutator-like;MuDR	FALSE	NA	FALSE	FALSE	FALSE	FALSE	FALSE	Rigram	DNA	Mutator-like	DNA Mutator-like	DUF1087	PHD,Chromo,SNF2_N,Helicase_C,DUF1087,DUF1086	contiguous assembly, complete expression	multiexon, no cluster	Chromo+SNF2_N+(PHD+others)
Diprot_Gene.15147	Chromo Chromo SNF2_N Helicase_C DUF1087 DUF1086 CHDCT2	Chromo,SNF2_N	Interspersed_Repeat;Transposable_Element;Class_II_DNA_Transposition;Transposase;Mutator-like;MuDR	FALSE	NA	FALSE	FALSE	FALSE	FALSE	FALSE	Diprot	DNA	Mutator-like	DNA Mutator-like	DUF1087	Chromo,SNF2_N,Helicase_C,DUF1087,DUF1086,CHDCT2	contiguous assembly, complete expression	multiexon, no cluster	Chromo+SNF2_N+(PHD+others)
Diprot_Gene.20362	Chromo Chromo SNF2_N Helicase_C DUF1087 DUF1086	Chromo,SNF2_N	Interspersed_Repeat;Transposable_Element;Class_II_DNA_Transposition;Transposase;Mutator-like;MuDR	FALSE	NA	FALSE	FALSE	FALSE	FALSE	FALSE	Diprot	DNA	Mutator-like	DNA Mutator-like	DUF1087	Chromo,SNF2_N,Helicase_C,DUF1087,DUF1086	contiguous assembly, complete expression	multiexon, no cluster	Chromo+SNF2_N+(PHD+others)
Plamic_ANCSI_04073.mRNA.1	zf-CCHC gag-asp_proteas RVT_1 RT_RNaseH_2 Integrase_H2C2 rve Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	FALSE	NA	FALSE	FALSE	FALSE	FALSE	FALSE	Plamic	RT	Gypsy-ERV	RT Gypsy-ERV	gag-asp_proteas,Integrase_H2C2,rve,RVT_1	zf-CCHC,gag-asp_proteas,RVT_1,RT_RNaseH_2,Integrase_H2C2,rve,Chromo	contiguous assembly, complete expression	multiexon, no cluster	Chromo
Plamic_ANCSI_06413.mRNA.1	PHD Chromo SNF2_N Helicase_C DUF1087	Chromo,PHD,SNF2_N	Interspersed_Repeat;Transposable_Element;Class_II_DNA_Transposition;Transposase;Mutator-like;MuDR	FALSE	NA	FALSE	FALSE	FALSE	FALSE	FALSE	Plamic	DNA	Mutator-like	DNA Mutator-like	DUF1087	PHD,Chromo,SNF2_N,Helicase_C,DUF1087	contiguous assembly, complete expression	multiexon, no cluster	Chromo+SNF2_N+(PHD+others)
Plamic_ANCSI_09741.mRNA.1	zf-CCHC Asp_protease_2 RVT_1 RT_RNaseH Integrase_H2C2 rve Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	FALSE	NA	FALSE	FALSE	FALSE	FALSE	FALSE	Plamic	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2,rve,RVT_1	zf-CCHC,Asp_protease_2,RVT_1,RT_RNaseH,Integrase_H2C2,rve,Chromo	contiguous assembly, complete expression	multiexon, no cluster	Chromo
Malcal_MALCA_05270.mRNA.1	rve Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_II_DNA_Transposition;DNA_Polymerase;Maverick	FALSE	NA	FALSE	FALSE	FALSE	FALSE	FALSE	Malcal	DNA	DNA_Polymerase	DNA DNA_Polymerase	rve	rve,Chromo	contiguous assembly, complete expression	multiexon, no cluster	Chromo
Malcal_MALCA_09971.mRNA.1	Integrase_H2C2 rve Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	FALSE	NA	FALSE	FALSE	FALSE	FALSE	FALSE	Malcal	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2,rve	Integrase_H2C2,rve,Chromo	contiguous assembly, complete expression	multiexon, no cluster	Chromo
Malcal_MALCA_11193.mRNA.1	Integrase_H2C2 rve Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	FALSE	NA	FALSE	FALSE	FALSE	FALSE	FALSE	Malcal	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2,rve	Integrase_H2C2,rve,Chromo	contiguous assembly, complete expression	multiexon, no cluster	Chromo
Maljak_MALJA_04236.mRNA.1	RVT_1 RT_RNaseH Integrase_H2C2 rve Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	FALSE	NA	FALSE	FALSE	FALSE	FALSE	FALSE	Maljak	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2,rve,RVT_1	RVT_1,RT_RNaseH,Integrase_H2C2,rve,Chromo	contiguous assembly, complete expression	multiexon, no cluster	Chromo
Maljak_MALJA_05407.mRNA.1	rve Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	FALSE	NA	FALSE	FALSE	FALSE	FALSE	FALSE	Maljak	RT	Gypsy-ERV	RT Gypsy-ERV	rve	rve,Chromo	contiguous assembly, complete expression	multiexon, no cluster	Chromo
