aOG	ancestral_evidence_string	gene_fam	num_lineages	num_species	num_genes	refOGs	refOGs_label	list_genes
aOG.eur_GNAT_acetyltr_22	AmorCRUM	GNAT_acetyltr_2	1	1	1	GNAT_acetyltr_2.HG1.0:like:NAT10:likeclu:1	like:NAT10	Ttra_KNC55266
aOG.eur_Hat1_N0	AmorCRUM,Diaphoratickes,Discoba,Malawimonadidae,Meteor	Hat1_N	5	16	16	Hat1_N.HG1.0:HAT1	HAT1	Ddis_EAL69860,Diprot_Gene.25370,Gefoke_MALSP_18316.mRNA.1,Gthe_EKX54736,Ihof_evm10s115,Jaklib_JAKLI_07130.mRNA.1,Lgig_LotgiP232538,Linana_g9629.t1,Lpol_XP_013794079.1,Meteor_CRO19MET_NODE_6627.p1,Notgen_g21105.t1,Plafun_PRP77261,Recame_RECAM_15295.mRNA.1,Retfil_ETO25130,Secula_SECUL_01085.mRNA.1,Spun_KND02790
aOG.eur_Hat1_N1	Ancyromonadida,Diaphoratickes	Hat1_N	2	4	4	Hat1_N.HG1.0:HAT1	HAT1	Klenit_GAQ87777.1,Mpus_XP_003055477.1,Plamic_ANCSI_10685.mRNA.1,Sappar_KDO30017
aOG.eur_Hat1_N2	AmorCRUM,Diaphoratickes,Hemimastigophora	Hat1_N	3	4	4	Hat1_N.HG1.0:HAT1	HAT1	Acas_ELR24340,Cmer_CMS083CT,Plabra_CEP02752,Spimul_13986_TR7494_c0_g1
aOG.eur_KAT110	AmorCRUM,Diaphoratickes	KAT11	2	6	6	KAT11.HG1.1:CREBBP/EP300	CREBBP/EP300	Aplker_20438,Hydvul_Sc4wPfr_85.g928.t1,Marpol_PTQ35343,Mpus_XP_003060719.1,Pinf_PITG_07302T0,Sappar_KDO19024
aOG.eur_MOZ_SAS0	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Hemimastigophora,Malawimonadidae,Metamonada,Meteor	MOZ_SAS	8	27	32	MOZ_SAS.HG1.0:like:KAT5/KAT6A/KAT6B/KAT7/KAT8:likeclu:2/4/5,MOZ_SAS.HG1.3:like:KAT5/KAT8:likeclu:4/5,MOZ_SAS.HG1.5:KAT8,MOZ_SAS.HG1.6:like:KAT5/KAT8:likeclu:4/5,MOZ_SAS.HG1.7:like:KAT5/KAT8:likeclu:4/5,MOZ_SAS.HG1.8:like:KAT5/KAT8:likeclu:4/5	KAT8,like:KAT5/KAT6A/KAT6B/KAT7/KAT8,like:KAT5/KAT8	Amobb2_AMBB2_07029.mRNA.1,Cavfas_EGG24336,Cgig_EKC29006,Chrtob_KOO31909.1,Coka_g7744.t1,Cscu_XP_023211627.1,Diprot_Gene.15226,Diprot_Gene.17871,Esil_CBJ29065,Exapal_XP_020893737.1,Fabtro_Gene.4514,Gefoke_MALSP_16910.mRNA.1,Gonavo_comp67345_c0_seq1_6_ORF24_406,Hduj_OQV17351.1,Hemkuk_18294_TR6044_c0_g1,Linana_g15429.t1,Malcal_MALCA_04077.mRNA.1,Maljak_MALJA_16873.mRNA.1,Maljak_MALJA_20679.mRNA.1,Meteor_CRO19MET_NODE_6095.p2,Mgut_XP_012831905.1,Nutlon_comp18709_c0_seq1.p1,Nvec_NVE25695,Phakir_PHAKIR_00655.mRNA.1,Smoe_EFJ14590,Spimul_9220_TR4855_c0_g1,Tielac_KYR02714,Tvag_XP_001300258.1,Tvag_XP_001317602.1,Tvag_XP_001317879.1,Tvag_XP_001328598.1,Ulvmut_UM030_00961
aOG.eur_Hist_deacetyl0	AmorCRUM,Diaphoratickes,Discoba	Hist_deacetyl	3	10	10	Hist_deacetyl.HG3.0:like:HDAC11:likeclu:1	like:HDAC11	Amobb2_AMBB2_07757.mRNA.1,Apla_XP_022092755.1,Clim_evm14s248,Coka_g13043.t1,Diprot_Gene.24651,Jakbah_JAKBA_05165.mRNA.1,Klenit_GAQ87064.1,Plafun_PRP89134,Secula_SECUL_06979.mRNA.1,Vitbra_CEL95396.1
aOG.eur_Hist_deacetyl1	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Malawimonadidae	Hist_deacetyl	5	12	12	Hist_deacetyl.HG3.1:HDAC11	HDAC11	Acas_ELR13486,Gefoke_MALSP_14825.mRNA.1,Maljak_MALJA_09931.mRNA.1,Marpol_PTQ47806,Nutlon_comp15068_c0_seq1.p2,Ocar_g4009.t1,Oxytri_EJY65466,Phoaus_g17665.t1,Recame_RECAM_07232.mRNA.1,Rigram_Gene.11750,Smoe_EFJ15307,Styinc_Gene38971_m38971
aOG.eur_Hist_deacetyl10	AmorCRUM,Ancyromonadida,Diaphoratickes	Hist_deacetyl	3	3	3	Hist_deacetyl.HG1.9:like:HDAC4/HDAC5/HDAC6/HDAC7/HDAC9/HDAC10:likeclu:19	like:HDAC4/HDAC5/HDAC6/HDAC7/HDAC9/HDAC10	Coka_g19237.t1,Fabtro_Gene.17522,Manpla_Gene.13089
aOG.eur_Hist_deacetyl11	AmorCRUM,Ancyromonadida,Diaphoratickes	Hist_deacetyl	3	5	5	Hist_deacetyl.HG1.3:like:HDAC4/HDAC5/HDAC6/HDAC7/HDAC9/HDAC10:likeclu:19	like:HDAC4/HDAC5/HDAC6/HDAC7/HDAC9/HDAC10	Coka_g9826.t1,Mvib_comp436517_c0_seq1_fr6,Phatri_Phatr3_J4423.p1,Plamic_ANCSI_08675.mRNA.1,Ulvmut_UM040_00311
aOG.eur_Hist_deacetyl12	Diaphoratickes	Hist_deacetyl	1	1	1	Hist_deacetyl.HG1.12:like:HDAC4/HDAC5/HDAC6/HDAC7/HDAC9/HDAC10:likeclu:19	like:HDAC4/HDAC5/HDAC6/HDAC7/HDAC9/HDAC10	Mpus_XP_003055206.1
aOG.eur_Hist_deacetyl13	Malawimonadidae	Hist_deacetyl	1	1	1	Hist_deacetyl.HG1.19:HDAC4/HDAC5/HDAC6/HDAC7/HDAC9/HDAC10	HDAC4/HDAC5/HDAC6/HDAC7/HDAC9/HDAC10	Maljak_MALJA_24528.mRNA.1
aOG.eur_Hist_deacetyl14	Diaphoratickes	Hist_deacetyl	1	1	1	Hist_deacetyl.HG1.11:like:HDAC4/HDAC5/HDAC6/HDAC7/HDAC9/HDAC10:likeclu:19	like:HDAC4/HDAC5/HDAC6/HDAC7/HDAC9/HDAC10	Ulvmut_UM071_00311
aOG.eur_Hist_deacetyl15	Diaphoratickes	Hist_deacetyl	1	1	1	Hist_deacetyl.HG1.6:like:HDAC4/HDAC5/HDAC6/HDAC7/HDAC9/HDAC10:likeclu:19	like:HDAC4/HDAC5/HDAC6/HDAC7/HDAC9/HDAC10	Coka_g1138.t1
aOG.eur_Hist_deacetyl16	AmorCRUM	Hist_deacetyl	1	1	1	Hist_deacetyl.HG1.6:like:HDAC4/HDAC5/HDAC6/HDAC7/HDAC9/HDAC10:likeclu:19	like:HDAC4/HDAC5/HDAC6/HDAC7/HDAC9/HDAC10	Manpla_Gene.31375
aOG.eur_Hist_deacetyl17	AmorCRUM	Hist_deacetyl	1	1	1	Hist_deacetyl.HG1.3:like:HDAC4/HDAC5/HDAC6/HDAC7/HDAC9/HDAC10:likeclu:19	like:HDAC4/HDAC5/HDAC6/HDAC7/HDAC9/HDAC10	Spun_KNC96405
aOG.eur_Hist_deacetyl18	Diaphoratickes	Hist_deacetyl	1	1	1	Hist_deacetyl.HG1.5:like:HDAC4/HDAC5/HDAC6/HDAC7/HDAC9/HDAC10:likeclu:19	like:HDAC4/HDAC5/HDAC6/HDAC7/HDAC9/HDAC10	Otau_XP_022839626.1
aOG.eur_Hist_deacetyl2	Diaphoratickes,Malawimonadidae,Meteor	Hist_deacetyl	3	4	4	Hist_deacetyl.HG2.0:AL133500.1/HDAC8	AL133500.1/HDAC8	Esil_CBJ28139,Gefoke_MALSP_13729.mRNA.1,Gonavo_comp52845_c0_seq1_6_ORF7_418,Meteor_CRO19MET_NODE_217.p3
aOG.eur_Hist_deacetyl3	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Hemimastigophora,Malawimonadidae,Metamonada,Meteor	Hist_deacetyl	8	36	45	Hist_deacetyl.HG2.10:like:HDAC1/HDAC2:likeclu:14,Hist_deacetyl.HG2.14:HDAC1/HDAC2,Hist_deacetyl.HG2.7:like:HDAC1/HDAC2/HDAC3:likeclu:8/14,Hist_deacetyl.HG2.8:HDAC3	HDAC1/HDAC2,HDAC3,like:HDAC1/HDAC2,like:HDAC1/HDAC2/HDAC3	Amobb2_AMBB2_10658.mRNA.1,Andgod_ANDGO_02022.mRNA.1,Apla_XP_022101756.1,Atha_AT3G44680.1,Azfi_s0037.g025970,Chrtob_KOO27315.1,Ddis_EAL73465,Diprot_Gene.15534,Diprot_Gene.16331,Dpul_EFX74892,Drer_ENSDARP00000155165.1,Gefoke_MALSP_18402.mRNA.1,Gonavo_g4305.t1,Hemkuk_8967_TR3109_c0_g1,Hetalb_XP_020432974.1,Hetalb_XP_020437509.1,Jaklib_JAKLI_05225.mRNA.1,Klenit_GAQ90432.1,Malcal_MALCA_01839.mRNA.1,Maljak_MALJA_18907.mRNA.1,Marpol_PTQ30210,Meteor_CRO19MET_NODE_5903.p1,Meteor_CRO19MET_NODE_6207.p1,Nk52_evm63s210,Nutlon_comp14769_c0_seq1.p1,Nutlon_comp20506_c0_seq1.p1,Pavlsp_1090147,Pavlsp_1100085,Pinf_PITG_01897T0,Plafun_PRP87981,Plamic_ANCSI_01987.mRNA.1,Plamic_ANCSI_06867.mRNA.1,Recame_RECAM_07893.mRNA.1,Rigram_Gene.8838,Sappar_KDO22540,Sbic_EES10729,Scil_scpid36973,Secula_SECUL_06711.mRNA.1,Smoe_EFJ17426,Spimul_20851_TR10152_c0_g2,Tielac_KYR01442,Tvag_XP_001309799.1,Tvag_XP_001316942.1,Tvag_XP_001580818.1,Tvag_XP_001584047.1
aOG.eur_Hist_deacetyl4	AmorCRUM,Diaphoratickes,Discoba	Hist_deacetyl	3	3	3	Hist_deacetyl.HG1.12:like:HDAC4/HDAC5/HDAC6/HDAC7/HDAC9/HDAC10:likeclu:19	like:HDAC4/HDAC5/HDAC6/HDAC7/HDAC9/HDAC10	Falb_KCV69970,Gonavo_comp56526_c0_seq1_6_ORF11_288,Jaklib_JAKLI_17850.mRNA.1
aOG.eur_Hist_deacetyl5	AmorCRUM,Diaphoratickes,Discoba	Hist_deacetyl	3	5	5	Hist_deacetyl.HG1.13:like:HDAC4/HDAC5/HDAC6/HDAC7/HDAC9/HDAC10:likeclu:19	like:HDAC4/HDAC5/HDAC6/HDAC7/HDAC9/HDAC10	Cfra_CFRG6649T1,Crei_PNW87295,Ngad_EWM27914,Phakir_PHAKIR_01947.mRNA.1,Pinf_PITG_12962T0
aOG.eur_Hist_deacetyl6	AmorCRUM,Diaphoratickes,Discoba	Hist_deacetyl	3	4	4	Hist_deacetyl.HG1.12:like:HDAC4/HDAC5/HDAC6/HDAC7/HDAC9/HDAC10:likeclu:19	like:HDAC4/HDAC5/HDAC6/HDAC7/HDAC9/HDAC10	Amobb2_AMBB2_05085.mRNA.1,Cowc_KJE96597,Cpar_Cpar_evm1s3397,Plafun_PRP77953
aOG.eur_Hist_deacetyl7	AmorCRUM,Ancyromonadida,Diaphoratickes	Hist_deacetyl	3	6	6	Hist_deacetyl.HG1.12:like:HDAC4/HDAC5/HDAC6/HDAC7/HDAC9/HDAC10:likeclu:19	like:HDAC4/HDAC5/HDAC6/HDAC7/HDAC9/HDAC10	Acas_ELR12800,Coka_g4691.t1,Fabtro_Gene.24603,Manpla_Gene.28662,Nutlon_comp15111_c0_seq1.p1,Spun_KNC96500
aOG.eur_Hist_deacetyl8	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Malawimonadidae,Meteor	Hist_deacetyl	6	17	18	Hist_deacetyl.HG1.19:HDAC4/HDAC5/HDAC6/HDAC7/HDAC9/HDAC10	HDAC4/HDAC5/HDAC6/HDAC7/HDAC9/HDAC10	Acas_ELR21459,Amobb2_AMBB2_02716.mRNA.1,Bnat_JGI_V11_71118,Fabtro_Gene.21007,Gefoke_MALSP_05684.mRNA.1,Gonavo_comp24054_c0_seq1_6_ORF23_528,Gonavo_comp61989_c0_seq1_6_ORF29_672,Ihof_evm3s42,Marpol_PTQ50359,Meteor_CRO19MET_NODE_3888.p2,Nk52_evm89s745,Ocar_g5639.t1,Plafun_PRP73163,Plamic_ANCSI_04348.mRNA.1,Recame_RECAM_00056.mRNA.1,Rigram_Gene.20451,Rirr_GBC48608,Sappar_KDO25434
aOG.eur_Hist_deacetyl9	AmorCRUM,Ancyromonadida,Diaphoratickes	Hist_deacetyl	3	6	7	Hist_deacetyl.HG1.0:like:HDAC4/HDAC5/HDAC6/HDAC7/HDAC9/HDAC10:likeclu:19,Hist_deacetyl.HG1.1:like:HDAC4/HDAC5/HDAC6/HDAC7/HDAC9/HDAC10:likeclu:19,Hist_deacetyl.HG1.3:like:HDAC4/HDAC5/HDAC6/HDAC7/HDAC9/HDAC10:likeclu:19	like:HDAC4/HDAC5/HDAC6/HDAC7/HDAC9/HDAC10	Aano_EGB09707,Clim_evm4s40,Diprot_Gene.27204,Hetalb_XP_020436005.1,Plafun_PRP77994,Plafun_PRP81480,Plamic_ANCSI_07211.mRNA.1
aOG.eur_SIR20	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Malawimonadidae	SIR2	5	12	12	SIR2.HG2.0:like:SIRT4/SIRT5:likeclu:1	like:SIRT4/SIRT5	Acas_ELR24686,Amobb2_AMBB2_05557.mRNA.1,Ctel_CapteP229030,Gefoke_MALSP_12410.mRNA.1,Gonavo_comp21509_c0_seq1_6_ORF8_309,Lcom_lcpid67440,Maljak_MALJA_16610.mRNA.1,Notgen_g23187.t1,Plafun_PRP84121,Plamic_ANCSI_10613.mRNA.1,Rigram_Gene.3485,Vitbra_CEM16772.1
aOG.eur_SIR21	AmorCRUM,Diaphoratickes,Discoba,Malawimonadidae,Metamonada	SIR2	5	12	12	SIR2.HG2.1:SIRT4/SIRT5	SIRT4/SIRT5	Aplker_78679,Aurlim_80724,Carmem_1522.p2,Cavfas_EGG18058,Clim_evm79s236,Ddis_EAL72814,Gefoke_MALSP_02984.mRNA.1,Gonavo_comp53246_c0_seq3_6_ORF6_155,Ngru_EFC48622,Phakir_PHAKIR_16963.mRNA.1,Plafun_PRP78648,Rigram_Gene.19145
aOG.eur_SIR210	AmorCRUM,Diaphoratickes,Discoba,Hemimastigophora,Malawimonadidae	SIR2	5	6	6	SIR2.HG2.1:SIRT4/SIRT5,SIR2.HG3.4:like:SIRT6:likeclu:1	like:SIRT6,SIRT4/SIRT5	Acas_ELR23078,Gefoke_MALSP_04558.mRNA.1,Manpla_Gene.35069,Ngru_EFC42813,Spimul_14890_TR8025_c0_g1,Symmic_Smic41108
aOG.eur_SIR211	AmorCRUM,Ancyromonadida,Diaphoratickes	SIR2	3	7	7	SIR2.HG2.1:SIRT4/SIRT5	SIRT4/SIRT5	Apla_XP_022103732.1,Coka_g4989.t1,Fabtro_Gene.11305,Manpla_Gene.22120,Marpol_PTQ32963,Plafun_PRP86334,Vcar_XP_002953392.1
aOG.eur_SIR212	AmorCRUM,Diaphoratickes,Discoba,Malawimonadidae	SIR2	4	9	9	SIR2.HG2.1:SIRT4/SIRT5	SIRT4/SIRT5	Aurlim_117706,Ehux_EOD22799,Gefoke_MALSP_02360.mRNA.1,Honfer_GBG31161,Mbre_EDQ90654,Phakir_PHAKIR_17756.mRNA.1,Rigram_Gene.19227,Schagg_96661,Sros_EGD79390
aOG.eur_SIR213	AmorCRUM,Diaphoratickes,Hemimastigophora	SIR2	3	3	3	SIR2.HG1.7:like:SIRT2/SIRT3:likeclu:12/14	like:SIRT2/SIRT3	Cfra_CFRG0049T1,Gthe_EKX38920,Hemkuk_5815_TR2008_c0_g1
aOG.eur_SIR214	Diaphoratickes,Discoba,Malawimonadidae	SIR2	3	4	4	SIR2.HG3.12:like:SIRT6:likeclu:1	like:SIRT6	Bnat_JGI_V11_81215,Gonavo_comp54917_c0_seq1_6_ORF7_234,Maljak_MALJA_04899.mRNA.1,Recame_RECAM_03948.mRNA.1
aOG.eur_SIR215	AmorCRUM,Ancyromonadida,Diaphoratickes,Hemimastigophora	SIR2	4	5	5	SIR2.HG3.12:like:SIRT6:likeclu:1	like:SIRT6	Bnat_JGI_V11_87946,Mvib_comp12092_c1_seq1_fr5,Nutlon_comp21456_c0_seq3.p1,Rigram_Gene.26109,Spimul_646_TR367_c0_g1
aOG.eur_SIR216	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Malawimonadidae	SIR2	5	7	8	SIR2.HG3.7:like:SIRT6:likeclu:1,SIR2.HG3.8:like:SIRT6:likeclu:1,SIR2.HG3.9:like:SIRT6:likeclu:1	like:SIRT6	Acas_ELR18520,Acas_ELR20238,Bremin_symbB.v1.2.026788.t1,Cowc_KJE96859,Fabtro_Gene.30241,Gefoke_MALSP_14389.mRNA.1,Recame_RECAM_06692.mRNA.1,Secula_SECUL_03117.mRNA.1
aOG.eur_SIR217	AmorCRUM,Diaphoratickes,Hemimastigophora	SIR2	3	4	4	SIR2.HG3.2:like:SIRT6:likeclu:1	like:SIRT6	Acas_ELR25681,Bnat_JGI_V11_48995,Gonavo_comp51386_c0_seq4_6_ORF7_266,Hemkuk_17226_TR5732_c0_g1
aOG.eur_SIR218	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Hemimastigophora,Malawimonadidae,Metamonada,Meteor	SIR2	8	22	25	SIR2.HG1.3:SIRT1	SIRT1	Alblai_CCA13982,Carmem_3039.p1,Carmem_913.p1,Carmem_b2765.p1,Cavfas_EGG17086,Cmer_CMT600CT,Cowc_KJE94481,Diprot_Gene.15711,Gefoke_MALSP_03405.mRNA.1,Gthe_EKX46698,Hemkuk_18436_TR6104_c0_g1,Hetalb_XP_020432432.1,Linana_g16317.t1,Maljak_MALJA_15719.mRNA.1,Maljak_MALJA_18365.mRNA.1,Meteor_CRO19MET_NODE_2529.p2,Pinf_PITG_10164T0,Plabra_CEO97507,Plamic_ANCSI_01156.mRNA.1,Pygbif_GCRY01002516.1.p1,Rall_EPZ33665,Recame_RECAM_20364.mRNA.1,Secula_SECUL_09966.mRNA.1,Spis_XP_022798495_1,Tielac_KYQ92258
aOG.eur_SIR219	AmorCRUM,Diaphoratickes,Discoba,Hemimastigophora	SIR2	4	4	5	SIR2.HG3.13:like:SIRT6:likeclu:1,SIR2.HG3.14:like:SIRT6:likeclu:1	like:SIRT6	Ngru_EFC40683,Ngru_EFC45242,Plafun_PRP86710,Retfil_ETO25817,Spimul_12627_TR6678_c0_g1
aOG.eur_SIR22	AmorCRUM,Diaphoratickes,Discoba,Malawimonadidae,Metamonada	SIR2	5	7	7	SIR2.HG2.0:like:SIRT4/SIRT5:likeclu:1	like:SIRT4/SIRT5	Acas_ELR13098,Andgod_ANDGO_02655.mRNA.1,Bnat_JGI_V11_74504,Carmem_6428.p1,Gefoke_MALSP_02558.mRNA.1,Gonavo_comp37868_c0_seq1_6_ORF5_271,Pygbif_GCRY01002468.1.p1
aOG.eur_SIR220	AmorCRUM,Metamonada	SIR2	2	2	2	SIR2.HG1.12:SIRT3,SIR2.HG1.6:like:SIRT2/SIRT3:likeclu:12/14	like:SIRT2/SIRT3,SIRT3	Carmem_1405.p1,Hsap_ENSP00000372191.4
aOG.eur_SIR221	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Hemimastigophora,Malawimonadidae,Meteor	SIR2	7	14	16	SIR2.HG3.10:like:SIRT6:likeclu:1	like:SIRT6	Acas_ELR24124,Amobb2_AMBB2_00305.mRNA.1,Aque_Aqu2.1.25609_001,Chabra_GBG88044,Fabtro_Gene.18151,Gefoke_MALSP_03809.mRNA.1,Klenit_GAQ81454.1,Maljak_MALJA_09375.mRNA.1,Maljak_MALJA_10816.mRNA.1,Manpla_Gene.13380,Meteor_CRO19MET_NODE_6527.p1,Plamic_ANCSI_03888.mRNA.1,Spimul_6610_TR3409_c0_g1,Tetwil_Twilhelma_g12054.t1,Tthe_EAR85891,Tthe_EAR90047
aOG.eur_SIR222	AmorCRUM,Discoba	SIR2	2	4	4	SIR2.HG1.16:like:SIRT2/SIRT3:likeclu:12/14	like:SIRT2/SIRT3	Masbal_CACRSC010000046.1.p46,Recame_RECAM_04467.mRNA.1,Rigram_Gene.16308,Ttra_KNC47659
aOG.eur_SIR223	Diaphoratickes	SIR2	1	4	4	SIR2.HG1.10:like:SIRT2/SIRT3:likeclu:12/14	like:SIRT2/SIRT3	Aplker_39552,Aurlim_68806,Honfer_GBG27195,Schagg_82801
aOG.eur_SIR224	AmorCRUM,Hemimastigophora,Malawimonadidae	SIR2	3	4	5	SIR2.HG3.6:like:SIRT6:likeclu:1	like:SIRT6	Gefoke_MALSP_12818.mRNA.1,Hemkuk_28544_TR9457_c0_g1,Rigram_Gene.5820,Rigram_Gene.8846,Ttra_KNC51015
aOG.eur_SIR225	Diaphoratickes	SIR2	1	5	5	SIR2.HG1.13:like:SIRT2/SIRT3:likeclu:12/14	like:SIRT2/SIRT3	Chrtob_KOO29637.1,Ehux_EOD05884,Mpus_XP_003057268.1,Otau_XP_003081203.1,Ulvmut_UM166_00031
aOG.eur_SIR226	AmorCRUM,Ancyromonadida,Diaphoratickes,Meteor	SIR2	4	5	5	SIR2.HG1.14:SIRT2,SIR2.HG1.6:like:SIRT2/SIRT3:likeclu:12/14,SIR2.HG1.9:like:SIRT2/SIRT3:likeclu:12/14	like:SIRT2/SIRT3,SIRT2	Meteor_CRO19MET_NODE_4534.p2,Nutlon_comp20920_c0_seq1.p2,Phatri_Phatr3_J16859.p1,Plamic_ANCSI_04641.mRNA.1,Sros_EGD76750
aOG.eur_SIR227	AmorCRUM,Discoba,Hemimastigophora,Malawimonadidae,Metamonada	SIR2	5	15	19	SIR2.HG1.10:like:SIRT2/SIRT3:likeclu:12/14,SIR2.HG1.11:like:SIRT2/SIRT3:likeclu:12/14,SIR2.HG1.14:SIRT2,SIR2.HG1.19:like:SIRT2/SIRT3:likeclu:12/14,SIR2.HG1.4:like:SIRT2/SIRT3:likeclu:12/14,SIR2.HG1.8:like:SIRT2/SIRT3:likeclu:12/14	like:SIRT2/SIRT3,SIRT2	Acas_ELR12553,Amobb2_AMBB2_11608.mRNA.1,Cint_ENSCINP00000012226.3,Diprot_Gene.9354,Gefoke_MALSP_11761.mRNA.1,Hetalb_XP_020429924.1,Malcal_MALCA_06345.mRNA.1,Maljak_MALJA_03298.mRNA.1,Nvec_NVE6832,Pisp_OUM58659.1,Plafun_PRP83497,Plafun_PRP87681,Recame_RECAM_10140.mRNA.1,Recame_RECAM_15602.mRNA.1,Secula_SECUL_06993.mRNA.1,Secula_SECUL_06993.mRNA.2,Spimul_11394_TR6015_c0_g1,Tvag_XP_001311372.1,Tvag_XP_001311644.1
aOG.eur_SIR228	AmorCRUM,Diaphoratickes	SIR2	2	2	2	SIR2.HG3.1:SIRT6	SIRT6	Cvel_12728.t2-p1,Plafun_PRP82010
aOG.eur_SIR229	AmorCRUM,Diaphoratickes,Malawimonadidae	SIR2	3	7	7	SIR2.HG3.1:SIRT6	SIRT6	Apla_XP_022096225.1,Aplker_55254,Gefoke_MALSP_04065.mRNA.1,Klenit_GAQ86877.1,Malcal_MALCA_06866.mRNA.1,Sacu_v1.1_s0084.g018238,Sphfal_Sphfalx08G072000.1.p
aOG.eur_SIR23	Diaphoratickes	SIR2	1	5	5	SIR2.HG2.1:SIRT4/SIRT5	SIRT4/SIRT5	Chabra_GBG86885,Cvel_29124.t1-p1,Klenit_GAQ78363.1,Marpol_PTQ31328,Ngad_EWM23868
aOG.eur_SIR230	Metamonada	SIR2	1	1	1	SIR2.HG2.1:SIRT4/SIRT5	SIRT4/SIRT5	Tvag_XP_001329926.1
aOG.eur_SIR231	Diaphoratickes	SIR2	1	1	1	SIR2.HG2.0:like:SIRT4/SIRT5:likeclu:1	like:SIRT4/SIRT5	Gthe_EKX43641
aOG.eur_SIR232	Discoba	SIR2	1	1	1	SIR2.HG2.1:SIRT4/SIRT5	SIRT4/SIRT5	Secula_SECUL_09070.mRNA.1
aOG.eur_SIR233	AmorCRUM	SIR2	1	1	1	SIR2.HG3.5:like:SIRT6:likeclu:1	like:SIRT6	Acas_ELR13828
aOG.eur_SIR234	AmorCRUM	SIR2	1	1	1	SIR2.HG3.11:like:SIRT6:likeclu:1	like:SIRT6	Mbre_EDQ88330
aOG.eur_SIR235	Diaphoratickes	SIR2	1	1	1	SIR2.HG3.1:SIRT6	SIRT6	Bnat_JGI_V11_91077
aOG.eur_SIR236	Discoba	SIR2	1	1	1	SIR2.HG1.3:SIRT1	SIRT1	Amobb2_AMBB2_09381.mRNA.1
aOG.eur_SIR237	Discoba	SIR2	1	1	1	SIR2.HG1.4:like:SIRT2/SIRT3:likeclu:12/14	like:SIRT2/SIRT3	Andgod_ANDGO_03736.mRNA.1
aOG.eur_SIR238	Discoba	SIR2	1	1	1	SIR2.HG1.17:like:SIRT2/SIRT3:likeclu:12/14	like:SIRT2/SIRT3	Recame_RECAM_07098.mRNA.1
aOG.eur_SIR239	Diaphoratickes	SIR2	1	1	1	SIR2.HG1.13:like:SIRT2/SIRT3:likeclu:12/14	like:SIRT2/SIRT3	Cvar_XP_005847976.1
aOG.eur_SIR24	AmorCRUM,Ancyromonadida	SIR2	2	2	2	SIR2.HG2.1:SIRT4/SIRT5	SIRT4/SIRT5	Auraur_scaffold1109.g1.t1,Fabtro_Gene.51093
aOG.eur_SIR25	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba	SIR2	4	4	4	SIR2.HG2.1:SIRT4/SIRT5	SIRT4/SIRT5	Coka_g5011.t1,Fabtro_Gene.20505,Manpla_Gene.7202,Styinc_Gene30936_m30936
aOG.eur_SIR26	AmorCRUM,Diaphoratickes,Malawimonadidae	SIR2	3	5	5	SIR2.HG2.1:SIRT4/SIRT5	SIRT4/SIRT5	Cfra_CFRG1215T1,Eimten_CDJ42555,Gefoke_MALSP_06424.mRNA.1,Sarc_Sarc4_g12227T,Vitbra_CEL99577.1
aOG.eur_SIR27	Diaphoratickes	SIR2	1	3	3	SIR2.HG2.1:SIRT4/SIRT5	SIRT4/SIRT5	Klenit_GAQ89127.1,Smoe_EFJ20169,Sphfal_Sphfalx04G040200.1.p
aOG.eur_SIR28	AmorCRUM,Discoba	SIR2	2	3	3	SIR2.HG2.1:SIRT4/SIRT5	SIRT4/SIRT5	Acas_ELR22733,Amobb2_AMBB2_09911.mRNA.1,Nk52_evm1s168
aOG.eur_SIR29	AmorCRUM,Diaphoratickes,Discoba	SIR2	3	3	3	SIR2.HG2.1:SIRT4/SIRT5	SIRT4/SIRT5	Aplker_62198,Ngru_EFC38796,Plafun_PRP77438
aOG.eur_DOT10	AmorCRUM,Discoba	DOT1	2	2	2	DOT1.HG1.13:DOT1L	DOT1L	Amobb2_AMBB2_11092.mRNA.1,Ddis_EAL71677
aOG.eur_DOT11	AmorCRUM	DOT1	1	2	2	DOT1.HG1.13:DOT1L	DOT1L	Acas_ELR13244,Mcir_OAD04563
aOG.eur_DOT110	AmorCRUM,Discoba	DOT1	2	4	4	DOT1.HG1.12:like:DOT1L:likeclu:13	like:DOT1L	Ddis_EAL72441,Hetalb_XP_020437958.1,Jaklib_JAKLI_25154.mRNA.1,Secula_SECUL_01480.mRNA.1
aOG.eur_DOT111	AmorCRUM,Diaphoratickes	DOT1	2	3	3	DOT1.HG1.14:like:DOT1L:likeclu:13	like:DOT1L	Caulen_g1220.t1,Hetalb_XP_020433577.1,Morvir_scaffold369.g7.t2
